"","from","to","probability","origin"
"260","Umatilla River Mouth","loss","0.95 (0.66 -   1)","Fifteenmile_Creek"
"261","Umatilla River Mouth","loss","0.93 (0.88 - 0.97)","John_Day_River"
"262","Umatilla River Mouth","loss","  1 (  1 -   1)","Umatilla_River"
"263","Umatilla River Mouth","loss","0.65 (0.0000012 -   1)","Yakima_River"
"264","Umatilla River Mouth","loss","0.42 (0.00000000000000021 -   1)","Walla_Walla_River"
"265","Umatilla River Upstream","mainstem, BON to MCN","0.34 (0.000000000028 -   1)","Deschutes_River"
"266","Umatilla River Upstream","mainstem, BON to MCN","0.045 (0.00000000017 - 0.34)","Fifteenmile_Creek"
"267","Umatilla River Upstream","mainstem, BON to MCN","0.067 (0.028 - 0.12)","John_Day_River"
"268","Umatilla River Upstream","mainstem, BON to MCN","0.0016 (0.000082 - 0.0044)","Umatilla_River"
"269","Umatilla River Upstream","mainstem, BON to MCN","0.35 (0.000000011 -   1)","Yakima_River"
"270","Umatilla River Upstream","mainstem, BON to MCN","0.58 (0.000000000000011 -   1)","Walla_Walla_River"
"271","Umatilla River Upstream","loss","0.66 (0.00000019 -   1)","Deschutes_River"
"272","Umatilla River Upstream","loss","0.95 (0.66 -   1)","Fifteenmile_Creek"
"273","Umatilla River Upstream","loss","0.93 (0.88 - 0.97)","John_Day_River"
"274","Umatilla River Upstream","loss","  1 (  1 -   1)","Umatilla_River"
"275","Umatilla River Upstream","loss","0.65 (0.0000012 -   1)","Yakima_River"
"276","Umatilla River Upstream","loss","0.42 (0.00000000000000021 -   1)","Walla_Walla_River"
"277","Yakima River Mouth","mainstem, MCN to ICH or PRA","0.24 (0.0000000000038 -   1)","Deschutes_River"
"278","Yakima River Mouth","mainstem, MCN to ICH or PRA","0.27 (0.00000000000092 -   1)","Fifteenmile_Creek"
"279","Yakima River Mouth","mainstem, MCN to ICH or PRA","0.023 (0.00000000000064 - 0.17)","John_Day_River"
"280","Yakima River Mouth","mainstem, MCN to ICH or PRA","0.05 (0.00000000000072 - 0.29)","Umatilla_River"
"281","Yakima River Mouth","mainstem, MCN to ICH or PRA","0.0044 (0.00077 - 0.011)","Yakima_River"
"282","Yakima River Mouth","mainstem, MCN to ICH or PRA","0.48 (0.046 - 0.94)","Walla_Walla_River"
"283","Yakima River Mouth","loss","0.76 (0.000016 -   1)","Deschutes_River"
"284","Yakima River Mouth","loss","0.73 (0.000048 -   1)","Fifteenmile_Creek"
"285","Yakima River Mouth","loss","0.98 (0.83 -   1)","John_Day_River"
"286","Yakima River Mouth","loss","0.95 (0.71 -   1)","Umatilla_River"
"287","Yakima River Mouth","loss","  1 (0.99 -   1)","Yakima_River"
"288","Yakima River Mouth","loss","0.52 (0.061 - 0.95)","Walla_Walla_River"
"289","Walla Walla River Mouth","mainstem, MCN to ICH or PRA","0.43 (0.000000017 -   1)","Deschutes_River"
"290","Walla Walla River Mouth","mainstem, MCN to ICH or PRA","0.071 (0.0000000001 - 0.42)","Fifteenmile_Creek"
"291","Walla Walla River Mouth","mainstem, MCN to ICH or PRA","0.41 (0.17 - 0.67)","John_Day_River"
"292","Walla Walla River Mouth","mainstem, MCN to ICH or PRA","0.56 (0.26 - 0.82)","Umatilla_River"
"293","Walla Walla River Mouth","mainstem, MCN to ICH or PRA","0.51 (0.0000000067 -   1)","Yakima_River"
"294","Walla Walla River Mouth","mainstem, MCN to ICH or PRA","0.011 (0.0061 - 0.019)","Walla_Walla_River"
"295","Walla Walla River Mouth","loss","0.57 (0.00000017 -   1)","Deschutes_River"
"296","Walla Walla River Mouth","loss","0.93 (0.58 -   1)","Fifteenmile_Creek"
"297","Walla Walla River Mouth","loss","0.59 (0.33 - 0.83)","John_Day_River"
"298","Walla Walla River Mouth","loss","0.44 (0.18 - 0.74)","Umatilla_River"
"299","Walla Walla River Mouth","loss","0.49 (0.0000001 -   1)","Yakima_River"
"300","Walla Walla River Mouth","loss","0.99 (0.98 - 0.99)","Walla_Walla_River"
"301","BON to MCN other tributaries","mainstem, BON to MCN","0.07 (0.000000000016 - 0.47)","Deschutes_River"
"302","BON to MCN other tributaries","mainstem, BON to MCN","0.14 (0.024 - 0.27)","Fifteenmile_Creek"
"303","BON to MCN other tributaries","mainstem, BON to MCN","0.18 (0.021 - 0.43)","John_Day_River"
"304","BON to MCN other tributaries","mainstem, BON to MCN","0.7 (0.41 - 0.94)","Umatilla_River"
"305","BON to MCN other tributaries","mainstem, BON to MCN","0.071 (0.0000000000037 - 0.51)","Yakima_River"
"306","BON to MCN other tributaries","mainstem, BON to MCN","0.96 (0.67 -   1)","Walla_Walla_River"
"307","BON to MCN other tributaries","loss","0.93 (0.53 -   1)","Deschutes_River"
"308","BON to MCN other tributaries","loss","0.86 (0.73 - 0.98)","Fifteenmile_Creek"
"309","BON to MCN other tributaries","loss","0.82 (0.57 - 0.98)","John_Day_River"
"310","BON to MCN other tributaries","loss","0.3 (0.06 - 0.59)","Umatilla_River"
"311","BON to MCN other tributaries","loss","0.93 (0.49 -   1)","Yakima_River"
"312","BON to MCN other tributaries","loss","0.039 (0 - 0.33)","Walla_Walla_River"
"313","Upstream WEL other tributaries","mainstem, upstream of WEL","0.51 (0.000000026 -   1)","Deschutes_River"
"314","Upstream WEL other tributaries","mainstem, upstream of WEL","0.51 (0.000000026 -   1)","Fifteenmile_Creek"
"315","Upstream WEL other tributaries","mainstem, upstream of WEL","0.51 (0.000000026 -   1)","John_Day_River"
"316","Upstream WEL other tributaries","mainstem, upstream of WEL","0.51 (0.000000026 -   1)","Umatilla_River"
"317","Upstream WEL other tributaries","mainstem, upstream of WEL","0.51 (0.000000026 -   1)","Yakima_River"
"318","Upstream WEL other tributaries","mainstem, upstream of WEL","0.51 (0.000000026 -   1)","Walla_Walla_River"
"319","Upstream WEL other tributaries","loss","0.49 (0.00000017 -   1)","Deschutes_River"
"320","Upstream WEL other tributaries","loss","0.49 (0.00000017 -   1)","Fifteenmile_Creek"
"321","Upstream WEL other tributaries","loss","0.49 (0.00000017 -   1)","John_Day_River"
"322","Upstream WEL other tributaries","loss","0.49 (0.00000017 -   1)","Umatilla_River"
"323","Upstream WEL other tributaries","loss","0.49 (0.00000017 -   1)","Yakima_River"
"324","Upstream WEL other tributaries","loss","0.49 (0.00000017 -   1)","Walla_Walla_River"
