day,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
200,21.469,4.463,0.0,0.0,0.050,0.0,8.317,0.0,0.0,0.0,0.0,0.0,0.0,24.467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.524,0.0,0.0,14.392,11.629,8.625,14.296,14.754,13.183,23.567,15.588,9.071,10.800,11.000,8.696,13.158,10.863,11.604,12.767,7.175,10.908,
201,14.413,3.198,0.0,0.0,0.0,2.404,15.642,0.0,0.0,0.0,0.0,0.0,0.0,14.763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.689,0.0,0.0,14.654,10.788,8.942,13.875,13.600,13.017,21.083,13.263,9.050,11.346,11.000,10.483,13.788,9.808,10.342,12.308,7.850,11.379,
202,12.746,6.813,0.0,0.0,12.617,0.0,7.827,0.0,0.0,0.0,0.0,0.0,0.0,25.396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.919,0.0,0.0,0.0,0.0,0.0,0.853,0.0,0.0,15.325,13.300,9.475,13.638,13.333,13.771,22.979,15.167,9.046,11.438,11.000,10.625,12.263,9.304,9.704,12.767,7.854,11.129,
203,12.275,0.0,0.0,0.0,8.729,0.0,0.994,0.0,0.0,0.0,0.0,0.0,0.0,20.894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.018,0.0,0.0,13.808,12.029,7.946,13.308,12.433,12.158,20.413,19.421,9.008,9.658,9.338,10.629,12.229,10.333,10.692,12.813,7.213,11.458,
204,11.000,0.204,0.0,0.0,4.492,0.0,9.946,0.0,0.0,0.0,0.0,0.0,0.0,9.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.182,0.0,0.0,13.921,12.054,7.400,12.467,11.567,11.267,20.938,17.717,9.042,9.842,3.683,10.517,10.688,11.092,11.567,11.558,6.996,10.017,
205,26.748,2.971,0.0,0.0,0.0,0.0,3.804,0.0,0.0,0.0,0.0,0.0,0.0,10.233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.347,0.0,0.0,11.467,11.654,8.650,12.454,12.250,11.483,20.896,13.200,9.100,10.958,4.850,10.575,11.921,11.088,11.083,11.938,6.321,10.629,
206,14.725,0.0,0.0,0.0,0.0,0.0,3.378,0.0,0.0,0.0,0.0,0.0,0.0,9.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.511,0.0,0.0,11.096,10.750,7.400,13.104,9.988,11.642,17.825,11.183,9.083,10.542,10.646,9.042,12.208,10.671,11.167,10.633,7.400,9.854,
207,8.342,0.0,0.0,0.0,0.0,0.0,4.046,0.0,0.0,0.0,0.0,0.0,0.0,6.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.676,0.0,0.0,12.629,9.938,7.938,12.946,12.421,11.825,18.100,11.129,9.004,11.533,9.333,10.425,11.533,9.650,10.021,12.988,7.400,10.896,
208,8.800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.840,0.0,0.0,12.050,10.550,8.783,13.288,10.758,11.813,16.421,11.975,9.063,10.817,9.354,10.500,10.792,10.442,10.054,11.879,7.400,9.979,
209,15.202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.005,0.0,0.0,13.071,9.433,8.813,12.163,11.608,12.196,17.329,16.558,9.100,10.863,3.725,10.533,11.688,9.808,9.446,18.504,7.104,10.375,
210,9.325,0.0,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,10.913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.169,0.0,0.0,15.133,10.671,8.213,12.300,11.388,10.833,16.421,15.846,9.054,10.788,4.483,10.550,11.954,10.300,10.542,11.854,7.100,9.579,
211,8.725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.334,0.0,0.0,15.175,9.921,8.538,13.671,11.879,10.863,14.942,13.854,9.025,10.767,10.879,10.517,11.013,9.425,10.525,11.296,7.204,10.458,
212,11.550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.498,0.0,0.0,13.671,9.829,7.979,11.863,11.800,10.900,15.438,11.875,9.058,10.804,10.554,10.513,11.742,10.467,10.483,11.463,7.100,9.633,
213,21.617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.663,0.0,0.0,12.663,9.292,9.100,12.883,11.325,10.900,26.510,13.079,9.196,10.171,11.200,8.992,11.592,10.721,8.675,10.933,7.100,12.538,
214,12.538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.827,0.0,0.0,14.529,9.300,8.363,13.517,10.708,11.300,32.860,10.308,8.575,9.071,11.200,8.904,11.771,8.875,10.442,12.171,7.100,15.633,
215,15.371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.992,0.0,0.0,11.725,9.663,7.400,12.429,9.900,12.748,15.742,10.467,7.408,9.008,11.200,8.896,11.383,10.900,10.488,10.367,7.100,14.817,
216,14.263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.156,0.0,0.0,10.629,9.850,7.821,13.458,10.917,12.100,16.008,9.583,7.467,8.854,11.200,8.896,10.558,9.204,10.746,9.929,8.763,10.167,
217,20.840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.321,0.0,0.0,12.442,10.179,7.721,12.029,9.933,10.421,11.975,9.846,7.483,8.763,9.404,8.871,10.029,10.442,17.104,10.488,8.900,13.317,
218,27.771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.485,0.0,0.0,15.417,9.883,7.708,11.713,9.217,9.571,12.800,8.733,7.400,8.796,9.300,8.829,9.413,16.783,22.038,10.646,8.900,16.967,
219,8.040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.650,0.0,0.0,14.004,9.696,7.400,13.675,9.092,7.954,12.700,9.813,7.400,8.725,9.300,8.888,11.473,18.521,22.058,18.158,7.200,13.513,
220,3.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.346,0.0,0.0,0.0,0.0,3.814,0.0,0.0,12.542,9.508,7.400,12.754,9.071,7.921,12.700,11.200,7.408,8.742,6.200,8.896,10.713,20.246,18.342,10.158,7.100,12.496,
221,1.350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.475,0.0,0.0,3.979,0.0,0.0,12.988,10.042,8.008,12.358,9.900,9.100,13.413,11.146,7.479,8.742,6.692,8.908,10.729,21.988,10.942,11.533,7.096,16.038,
222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.143,0.0,0.0,10.425,10.496,7.496,10.267,9.900,7.400,13.917,11.200,7.492,8.758,5.667,8.925,13.317,9.371,10.450,11.475,8.929,18.079,
223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.000,0.0,0.0,0.0,0.0,0.0,4.308,0.0,0.0,11.688,9.729,7.729,11.000,9.900,8.617,10.846,10.546,7.475,8.746,4.038,8.971,10.775,10.467,8.742,10.025,9.229,17.246,
224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.861,0.0,0.0,1.088,0.0,0.0,4.472,0.0,0.0,9.917,8.629,7.400,10.254,9.900,9.025,11.875,9.300,7.500,15.731,7.500,8.929,10.738,10.525,8.488,9.008,7.058,16.013,
225,2.179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.637,0.0,0.0,9.538,7.400,13.104,9.621,9.900,9.667,11.800,9.300,7.463,8.963,7.350,8.829,10.708,8.717,8.688,10.933,8.388,14.046,
226,1.871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.787,0.0,1.616,0.0,0.0,0.0,4.801,0.0,0.0,9.679,7.400,17.713,11.246,8.183,8.442,11.046,9.300,7.413,8.967,7.200,8.829,10.792,8.679,8.688,10.738,8.425,10.625,
227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.751,0.0,0.0,0.0,0.0,0.0,4.966,0.0,0.0,9.000,8.213,18.021,9.825,8.675,8.188,11.046,9.300,7.483,8.967,7.204,8.767,9.642,10.300,8.658,10.858,6.996,9.775,
228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.927,0.0,0.0,0.0,0.0,0.0,5.130,0.0,0.0,7.221,9.025,16.971,10.263,8.638,8.513,11.808,9.300,7.500,8.992,6.671,8.983,10.438,10.400,8.629,7.300,6.721,9.661,
229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.190,0.0,0.0,0.0,0.0,0.0,5.295,0.0,0.0,7.579,8.350,14.100,9.713,8.929,8.996,11.558,9.300,7.500,8.913,5.546,7.200,10.417,8.717,8.550,7.138,6.242,9.688,
230,4.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.365,0.0,0.0,0.0,15.146,0.0,5.459,0.0,0.0,10.263,7.933,6.421,8.892,11.154,9.167,10.900,9.300,7.496,8.917,5.521,8.721,8.871,8.617,8.579,7.150,6.221,9.629,
231,5.279,0.0,0.0,0.0,0.0,0.0,4.656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.743,0.0,0.0,0.0,0.0,0.0,4.427,0.0,0.0,8.158,7.400,5.600,9.525,11.600,9.604,10.896,9.300,7.500,8.979,5.542,13.521,8.733,8.638,8.592,7.088,6.221,9.613,
232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.270,0.0,0.0,0.0,0.338,0.0,2.863,0.0,0.0,8.313,10.467,6.813,10.650,11.600,9.192,10.896,9.300,6.138,8.971,5.596,8.929,8.833,8.696,8.663,7.163,6.204,9.575,
233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.763,0.0,0.0,0.0,0.0,0.0,6.346,0.0,0.0,7.483,7.400,7.400,10.500,11.600,11.179,11.167,9.300,5.771,9.000,4.613,10.604,8.808,7.183,8.658,7.188,6.188,9.663,
234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.794,0.0,0.0,0.0,0.0,0.0,4.221,0.0,0.0,8.867,10.342,6.721,9.458,11.600,11.125,10.821,9.300,7.896,8.054,3.683,7.525,8.896,7.038,10.304,7.250,6.154,9.638,
235,0.0,0.0,0.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.346,8.150,5.600,11.092,11.600,10.254,11.654,9.300,7.554,7.292,4.542,7.254,10.288,8.604,8.717,7.300,6.200,9.633,
236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.054,7.596,7.329,10.425,11.600,9.300,11.500,9.300,7.500,7.292,7.275,7.338,10.692,8.625,8.617,7.300,6.200,9.621,
237,0.0,0.0,0.0,0.0,0.0,1.425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.196,7.400,6.125,9.225,11.600,9.300,12.250,9.300,8.646,7.254,5.263,7.254,10.713,8.646,8.733,7.300,6.200,9.592,
238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.617,5.925,6.725,7.783,10.713,9.300,10.933,9.300,9.392,7.275,2.821,7.271,9.117,8.688,8.758,7.300,6.200,9.563,
239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.754,6.196,6.954,10.000,9.742,9.300,11.200,9.300,8.371,7.250,5.492,7.304,9.021,8.650,8.692,7.300,6.200,9.633,
240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.596,7.400,6.575,11.083,9.758,8.525,9.813,9.300,7.500,7.200,7.146,7.296,10.550,8.708,8.675,7.300,6.200,9.646,
241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.912,7.413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.838,6.383,6.050,11.092,8.496,7.500,10.896,8.550,7.500,7.279,7.196,7.275,10.654,7.088,8.629,7.300,6.200,9.738,
242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.413,8.529,5.600,11.121,7.900,7.500,11.358,7.500,7.500,7.304,5.629,7.288,9.100,9.983,8.721,7.300,6.200,9.717,
243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.788,7.400,6.567,11.100,7.708,7.500,11.271,7.625,7.500,7.313,5.492,7.271,9.000,10.288,7.063,7.300,6.200,9.629,
244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.471,0.313,0.238,11.054,0.313,0.300,3.617,7.454,0.317,0.300,0.221,7.350,0.375,0.442,0.292,7.300,0.267,1.700,
245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.454,0.204,0.0,0.0,0.338,0.0,0.0,0.0,0.283,0.021,0.0,0.0,0.313,0.0,0.0,
246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,
247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.196,
248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,
249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.179,
250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.063,0.0,0.0,0.0,0.0,0.0,0.0,
251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.475,1.600,
252,5.442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.513,0.0,0.0,0.0,0.0,0.0,8.029,0.0,0.008,0.0,0.0,0.0,0.0,0.0,3.371,0.0,
253,24.156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,2.829,0.0,
254,17.990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.578,
255,4.900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
256,8.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.250,0.0,0.0,0.0,0.0,0.0,0.633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.617,
257,5.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,
258,2.817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.572,
259,4.529,0.0,0.0,0.0,0.0,0.0,1.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
260,2.838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.996,0.0,0.0,
261,5.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.246,0.0,1.217,
262,0.750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.567,
