day,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
128,108.554,206.846,110.196,45.700,172.600,88.592,135.963,20.542,94.531,90.275,132.738,78.892,121.700,119.060,110.706,73.029,102.858,92.463,87.475,101.329,76.958,50.600,70.400,108.469,80.400,126.508,85.750,150.563,125.296,93.625,86.567,48.600,64.783,68.825,81.242,83.054,121.629,63.650,85.271,103.354,51.233,90.700,95.667,75.033,86.704,63.246,105.742,167.796,133.883,104.429,87.525,76.463,110.958,
129,108.496,218.092,114.713,50.658,174.063,88.950,153.067,34.975,92.054,96.817,119.263,67.254,114.846,116.704,100.373,81.025,92.371,83.617,77.654,117.479,86.340,68.677,73.700,108.258,90.435,114.442,75.348,143.800,126.758,89.342,78.690,49.458,55.313,68.917,78.171,78.550,113.271,63.708,100.308,92.633,46.275,99.188,87.302,90.669,79.425,53.733,112.942,165.254,134.242,110.821,85.979,70.242,96.929,
130,101.696,217.258,127.300,54.592,179.675,101.133,149.546,37.842,82.817,85.475,104.677,60.879,111.350,112.113,117.123,86.315,104.221,63.908,83.244,116.204,87.321,75.078,74.800,96.250,87.088,109.642,78.260,149.625,125.154,92.221,74.521,54.992,54.942,63.863,73.525,88.679,107.775,77.092,94.721,86.075,48.875,96.304,90.633,94.471,86.288,51.317,116.875,162.179,151.529,102.858,79.858,63.125,81.546,
131,102.663,220.017,132.979,54.938,166.317,106.163,175.350,39.525,97.938,93.638,107.277,66.050,109.542,111.525,116.175,84.246,101.292,78.742,76.867,117.292,91.467,75.117,70.500,94.500,93.779,117.513,87.708,159.704,118.146,85.892,76.458,57.888,54.917,63.208,74.171,97.908,97.463,89.879,92.046,76.233,49.875,97.896,94.579,101.629,81.338,50.817,111.921,162.742,151.500,107.058,78.525,57.017,71.804,
132,94.954,223.533,128.992,46.675,157.542,139.150,181.375,44.050,105.588,82.073,101.100,84.314,110.263,101.696,122.329,85.338,101.844,77.421,56.613,116.758,82.867,70.354,65.600,105.408,88.688,96.921,83.600,167.496,116.521,82.225,78.604,55.117,52.367,65.742,71.079,89.229,100.333,91.571,86.963,77.642,45.513,101.196,97.408,109.542,74.650,50.238,94.250,177.788,135.408,114.883,95.708,52.700,63.133,
133,90.021,232.208,121.408,38.604,145.883,137.058,198.729,41.733,100.408,70.196,110.550,69.322,115.542,107.288,122.221,83.221,103.292,93.975,51.633,108.865,84.750,87.742,56.000,124.329,90.958,111.654,88.246,168.613,124.433,81.658,74.700,60.846,50.979,70.271,72.813,84.921,96.025,93.600,86.733,83.096,49.346,112.896,91.654,119.088,71.971,50.617,89.571,181.358,120.429,117.129,98.633,51.642,63.804,
134,85.950,226.285,122.817,46.883,133.196,133.233,177.708,32.975,95.979,84.085,87.183,64.013,115.000,102.388,126.729,92.106,94.050,94.154,73.083,83.004,85.117,84.271,47.700,151.229,84.879,101.167,99.721,189.108,112.492,82.388,70.513,73.008,63.183,75.533,65.133,84.604,102.767,96.521,84.958,84.946,50.883,133.392,92.738,130.108,67.175,55.142,82.558,174.800,113.746,124.983,106.567,55.775,62.892,
135,81.000,225.004,129.700,49.531,124.946,145.350,170.367,32.767,105.067,77.458,77.288,65.069,127.000,103.975,145.217,100.015,91.775,99.085,71.525,76.692,79.179,81.829,63.100,160.508,75.546,93.458,122.125,189.354,120.625,81.650,67.496,77.450,65.942,79.342,58.800,84.463,117.517,91.329,74.808,91.729,56.113,166.354,97.100,128.396,69.417,55.296,86.296,154.383,119.492,130.892,110.625,62.829,62.488,
136,78.496,200.488,139.433,59.904,117.275,171.267,196.121,42.604,112.900,80.488,51.342,69.363,139.429,96.663,183.296,62.588,98.629,77.773,69.800,79.042,67.533,83.825,65.100,168.308,85.908,100.600,130.200,206.675,119.963,78.704,68.033,92.092,63.413,85.125,58.638,89.029,127.629,86.875,76.879,94.004,56.896,194.483,101.621,110.467,83.792,58.600,93.829,147.200,126.175,137.500,96.742,68.196,68.113,
137,85.563,205.233,164.650,67.775,110.250,181.942,186.417,41.179,115.567,102.954,84.012,60.829,145.388,96.456,203.871,66.696,92.200,76.969,64.013,85.163,43.073,82.896,67.400,165.825,74.825,101.825,151.613,211.460,120.471,79.017,61.933,89.588,63.517,89.446,56.463,119.804,148.942,79.704,96.371,95.367,63.846,185.142,113.929,98.488,95.154,68.863,96.942,137.538,141.683,139.588,96.188,75.779,87.804,
138,115.104,186.863,186.669,88.854,101.542,178.029,177.042,34.138,111.502,103.913,104.421,56.771,157.763,95.708,191.435,84.725,82.183,80.808,67.235,81.227,42.527,85.088,49.700,162.696,76.196,105.416,165.442,218.035,124.667,77.508,63.863,83.004,68.913,81.217,68.225,116.233,168.350,92.292,116.817,102.708,76.463,164.292,126.871,94.996,112.550,71.350,92.479,126.621,146.138,158.688,90.879,82.088,100.675,
139,142.513,166.000,193.535,93.804,94.250,171.583,173.196,32.563,98.825,109.508,90.817,50.475,167.167,98.050,163.248,92.567,98.671,71.784,90.271,90.000,46.450,101.067,43.200,159.638,72.192,110.897,179.229,198.008,122.438,83.333,65.033,77.275,74.813,85.175,64.638,112.204,169.321,87.129,143.733,132.296,89.121,153.017,122.300,85.317,119.808,61.958,84.500,120.225,148.463,143.254,96.404,85.238,103.996,
140,166.150,164.496,191.115,91.613,90.075,166.292,164.017,38.767,98.706,111.242,78.800,51.892,156.333,102.004,160.417,91.988,106.688,70.672,71.708,66.585,41.671,125.363,45.300,175.017,73.808,113.504,187.250,185.592,121.675,86.279,69.500,69.738,94.954,72.496,66.475,128.733,186.846,85.917,171.779,149.404,100.138,147.063,106.079,82.163,112.992,61.300,88.621,113.688,142.642,126.846,108.117,76.008,98.500,
141,173.479,154.946,180.283,90.971,84.863,149.583,160.550,34.067,91.167,91.433,90.567,64.546,139.504,93.329,159.308,93.446,112.263,42.583,67.479,65.158,43.688,108.100,50.100,170.583,71.254,112.408,173.367,173.729,115.504,90.663,73.442,62.954,104.846,74.663,75.229,134.238,195.496,84.696,183.300,152.208,102.913,155.825,104.029,75.075,103.892,61.888,101.904,112.446,143.133,119.700,112.800,66.083,90.029,
142,160.829,141.654,170.275,82.138,81.658,134.742,168.192,34.529,94.185,108.146,108.325,79.683,130.458,100.113,177.413,103.021,123.640,42.571,57.996,88.575,41.471,98.392,59.200,160.356,71.367,117.275,155.625,173.908,136.979,106.738,79.729,59.558,108.475,66.763,77.992,121.150,174.713,83.979,184.525,133.938,86.663,161.858,100.138,76.267,107.829,63.888,91.200,109.700,142.163,119.688,127.667,61.988,83.146,
143,162.471,130.854,183.496,74.333,82.396,119.025,153.363,37.458,112.650,106.788,117.842,104.904,142.496,103.458,198.831,110.213,122.525,36.996,56.317,63.475,44.579,97.063,51.600,166.263,71.938,123.300,140.921,165.879,161.417,110.679,81.421,63.508,99.579,78.204,82.271,117.750,176.208,71.771,179.963,127.338,78.879,173.329,110.792,74.188,121.913,61.488,85.850,118.692,150.367,120.375,126.404,55.958,77.446,
144,172.017,132.929,181.246,73.004,84.125,133.196,151.179,46.442,106.263,133.742,133.342,107.183,157.167,112.892,175.742,121.804,103.138,34.125,51.925,68.750,45.888,101.896,46.000,139.679,71.600,115.133,138.835,161.785,167.217,123.294,97.708,63.792,104.600,93.292,83.463,112.879,171.113,70.204,153.375,136.542,72.496,174.008,130.546,69.663,131.696,64.708,80.671,137.500,149.583,113.163,119.613,53.933,75.738,
145,179.058,134.846,165.883,76.963,87.617,128.567,151.013,50.729,104.621,134.213,127.354,102.433,155.975,130.517,191.229,118.871,91.013,33.358,72.646,57.633,75.779,99.108,44.000,128.496,77.350,116.379,129.504,157.300,155.496,143.875,89.854,69.642,89.392,118.808,89.408,98.792,161.675,72.417,134.092,153.596,71.988,178.125,117.329,68.979,140.429,64.800,81.229,155.779,157.471,114.917,101.163,52.775,75.617,
146,186.383,148.246,152.596,89.058,96.058,126.263,151.067,55.854,98.854,129.463,109.338,115.300,157.250,141.435,195.008,115.452,104.013,54.088,73.846,58.750,71.750,106.829,45.500,117.350,74.858,110.267,119.417,146.429,166.246,170.940,88.363,74.896,82.388,140.788,88.321,97.675,155.096,63.983,124.738,152.600,68.450,182.096,104.538,63.196,139.008,61.817,76.175,150.825,168.896,114.375,98.833,55.358,80.588,
147,198.050,165.688,146.329,77.133,117.138,109.575,162.779,50.308,91.371,128.854,112.363,125.121,183.688,168.988,178.692,110.525,119.192,33.779,83.044,63.471,65.296,91.392,53.300,146.517,76.942,106.867,125.471,139.742,199.792,179.921,89.629,67.771,86.517,153.550,84.917,87.850,140.846,53.838,122.192,147.433,68.208,187.175,91.492,55.746,136.133,63.550,74.013,141.846,172.442,120.429,96.408,62.421,99.854,
148,188.102,197.158,139.633,63.808,143.113,114.046,155.196,47.779,86.767,133.117,119.293,133.931,189.900,181.348,167.817,103.258,151.304,34.296,77.696,64.792,72.546,83.596,69.100,136.667,68.971,107.138,120.688,137.892,198.300,152.992,85.392,66.346,91.838,152.308,92.217,86.238,124.913,57.138,124.563,145.346,70.158,168.679,77.646,64.954,132.854,62.813,66.075,132.992,158.871,123.413,106.129,63.317,119.983,
149,172.350,228.992,142.921,63.825,157.596,109.925,154.425,36.717,82.429,122.733,129.571,128.613,149.875,190.875,175.450,103.596,177.642,37.517,81.129,64.842,72.250,82.800,62.000,139.500,63.333,99.663,132.096,138.092,183.146,149.817,82.363,67.983,107.433,168.617,116.067,86.163,121.217,60.746,125.667,150.175,71.354,158.975,74.129,62.671,130.075,62.271,68.321,135.525,155.471,120.800,111.221,61.475,131.554,
150,152.396,243.188,158.621,67.688,158.913,117.100,166.758,40.942,90.500,102.327,116.463,126.079,130.679,185.071,183.642,104.229,200.363,33.146,66.050,63.042,118.683,79.975,50.100,140.846,59.042,111.906,145.488,146.085,180.113,163.221,90.438,60.592,115.525,180.746,134.104,81.346,113.738,56.629,139.500,152.983,75.388,148.350,80.267,69.196,127.333,58.033,65.996,143.442,150.846,128.817,121.096,61.346,131.046,
151,142.163,241.442,180.008,61.721,146.546,125.400,146.858,43.296,87.342,108.188,111.629,120.517,114.929,196.808,185.646,100.692,214.904,27.350,64.696,62.863,115.363,91.000,45.200,120.977,56.975,118.075,148.642,160.833,163.938,163.829,80.750,55.608,136.304,205.296,124.650,77.546,102.683,55.379,146.271,159.471,72.367,142.083,78.508,74.179,123.850,59.117,62.879,159.446,144.896,132.221,131.463,60.388,128.971,
152,125.408,212.663,198.621,65.263,136.754,139.946,144.267,39.496,89.142,81.879,119.475,130.338,113.213,192.258,234.708,108.875,206.665,42.017,67.283,61.160,116.117,81.121,43.500,116.125,53.267,129.671,137.175,173.125,153.296,159.813,84.533,51.154,130.321,189.300,119.467,85.488,97.275,52.129,149.146,156.600,77.650,143.283,77.879,67.671,115.979,59.938,65.008,174.442,144.983,142.625,150.475,62.867,121.167,
153,122.871,193.129,211.529,63.542,131.733,151.769,141.563,54.654,78.804,77.413,116.819,139.542,117.792,180.617,246.846,92.925,207.717,45.492,65.870,70.400,102.302,82.617,41.100,128.298,51.621,133.950,134.421,182.817,142.333,165.421,80.121,48.175,126.521,166.475,115.242,89.125,97.892,54.171,149.821,151.354,85.438,146.558,77.396,62.150,114.092,61.600,64.125,178.750,138.042,146.854,161.354,68.642,117.258,
154,135.563,194.825,227.996,63.846,138.800,169.827,138.921,58.983,87.583,79.479,120.593,114.700,120.488,176.579,208.425,89.592,202.142,38.992,68.217,66.488,101.408,87.488,43.900,109.975,50.688,133.742,130.779,175.575,146.779,156.171,76.283,43.713,131.242,149.025,105.492,85.479,94.846,52.425,154.604,138.917,119.346,160.708,87.325,57.246,110.892,61.358,63.108,168.908,117.233,148.329,143.567,76.329,124.388,
155,161.921,178.879,228.892,59.879,157.871,181.265,132.283,46.121,92.238,79.925,126.879,131.673,117.583,162.192,200.788,102.992,202.488,32.596,67.379,68.908,93.173,97.867,55.100,112.013,47.367,139.492,136.731,171.075,139.096,148.367,68.721,44.263,115.056,134.613,99.229,75.833,110.629,55.771,154.833,132.592,149.433,153.583,98.675,62.321,113.258,64.921,61.888,165.933,107.367,145.475,122.667,81.988,132.629,
156,197.154,174.450,212.458,56.917,183.592,167.196,125.379,42.971,108.054,96.146,124.167,128.854,121.663,160.121,184.317,87.717,192.496,38.088,64.388,89.996,98.279,97.975,42.500,93.492,48.771,144.775,159.183,175.996,138.708,143.204,66.883,43.296,110.283,115.788,103.098,72.758,114.996,56.054,148.358,137.033,184.375,148.258,99.838,63.908,111.579,54.567,61.683,167.813,111.092,147.050,110.213,83.883,139.054,
157,207.842,167.958,201.567,61.619,215.283,160.998,121.504,47.329,120.921,104.158,112.188,105.842,137.821,157.375,175.858,96.346,186.208,30.542,65.004,96.367,96.775,86.796,48.200,94.846,43.804,146.583,175.938,183.229,131.863,138.742,67.433,42.267,102.821,114.723,110.503,73.842,115.204,53.254,143.554,147.058,199.183,151.475,113.354,60.642,111.617,47.896,66.779,159.963,106.496,139.196,116.800,77.396,154.654,
158,216.938,163.117,188.238,48.758,200.975,145.403,118.388,59.383,128.163,92.829,122.675,125.346,136.633,158.500,180.629,99.188,176.804,28.704,71.904,94.846,96.029,88.304,51.000,99.396,44.638,135.421,191.863,168.463,124.183,132.321,83.688,41.688,103.125,105.325,107.304,70.358,116.771,57.479,133.821,158.942,191.683,175.792,123.771,67.154,105.008,50.413,68.375,150.354,101.800,131.208,106.646,64.358,154.313,
159,216.096,166.325,185.717,54.804,177.554,113.939,125.913,63.404,145.125,79.263,118.785,123.617,135.313,155.750,179.225,120.692,157.288,35.779,71.108,103.650,95.696,89.933,49.600,133.383,43.463,131.250,175.896,164.838,119.500,133.263,82.904,46.354,97.917,107.800,111.483,62.704,122.183,52.921,132.342,148.029,194.858,200.125,107.596,73.963,102.321,50.929,72.017,150.700,91.496,122.154,101.288,54.838,144.758,
160,196.083,183.258,195.583,56.458,151.571,128.840,139.129,58.675,148.092,74.933,120.956,162.546,126.504,151.692,184.083,126.567,145.175,27.492,65.635,90.400,90.121,77.956,47.700,120.096,39.421,122.592,186.338,163.279,123.892,124.654,79.388,44.467,88.300,108.050,103.508,60.779,124.238,53.258,120.350,132.054,175.675,195.775,95.033,72.996,100.029,52.150,71.025,150.521,93.563,101.958,104.200,55.188,138.242,
161,188.488,189.513,202.167,61.254,138.450,166.850,151.758,55.988,148.200,69.329,119.640,178.592,103.417,162.375,182.663,121.000,145.077,29.721,71.200,92.775,77.588,77.214,43.700,111.379,39.871,115.629,191.104,166.617,115.783,114.342,69.821,39.396,71.279,109.071,102.492,54.063,124.833,52.438,117.771,117.879,173.796,188.750,86.588,71.446,94.025,46.817,73.063,148.267,83.275,94.042,99.975,44.613,144.917,
162,182.971,184.629,201.825,54.252,138.471,154.131,137.910,48.642,123.600,68.338,108.733,164.221,103.667,155.613,176.046,94.188,126.213,29.596,54.181,93.667,85.363,92.258,25.100,117.425,34.196,101.254,198.733,174.360,113.192,105.415,66.783,40.621,77.675,108.725,92.579,50.417,115.183,51.533,115.846,103.196,162.942,173.950,87.017,68.400,91.300,44.538,68.058,133.125,84.592,87.108,81.725,55.321,167.075,
163,156.942,180.679,202.650,48.896,150.442,150.673,106.203,38.921,116.533,77.760,117.179,147.356,97.513,156.579,167.025,92.108,107.046,36.950,50.256,87.625,103.479,100.825,23.800,123.688,36.850,109.938,188.663,185.333,108.625,104.842,62.529,39.913,70.979,103.175,88.433,48.879,105.713,63.800,116.775,101.596,147.267,169.213,88.771,62.704,89.013,44.413,58.038,121.842,80.883,81.463,85.679,50.992,203.629,
164,140.479,177.242,199.646,46.300,179.275,161.796,139.621,40.942,119.367,87.788,126.092,152.233,116.158,155.946,161.725,86.421,116.675,28.813,48.717,83.335,90.250,98.117,23.200,128.000,32.579,117.863,181.588,179.563,115.596,104.763,60.192,41.233,72.563,97.071,84.483,50.913,100.138,56.846,118.933,94.454,135.446,172.283,77.558,57.546,85.838,41.333,49.346,110.921,71.775,83.538,88.292,39.508,194.121,
165,125.442,183.367,171.438,51.496,211.263,163.754,135.346,48.308,116.208,86.517,126.704,147.271,137.958,147.567,166.933,87.592,115.392,25.871,53.283,79.942,88.813,93.046,21.800,117.529,48.171,115.129,170.388,175.346,116.596,111.629,65.633,40.229,74.254,86.392,76.313,52.242,98.400,54.129,120.346,93.871,128.838,180.058,82.492,55.429,78.892,34.533,51.988,129.733,66.100,83.167,85.896,42.625,204.588,
166,129.592,188.908,145.729,48.304,253.988,160.327,130.592,43.167,116.763,80.946,130.096,137.779,164.771,120.263,168.929,73.458,108.342,27.258,47.158,73.846,80.871,83.883,24.800,113.929,44.833,120.083,162.213,182.250,117.933,125.558,71.825,38.479,73.692,79.642,75.733,47.904,111.865,48.575,113.279,96.538,125.104,180.375,93.146,51.750,72.217,31.796,52.675,124.917,62.033,83.692,91.083,50.008,175.442,
167,144.192,176.588,145.754,58.329,283.558,164.013,112.160,46.929,115.925,79.921,115.658,124.294,183.471,125.967,180.942,67.204,97.271,29.625,50.200,82.788,69.992,68.146,24.500,104.829,40.692,120.858,163.079,179.917,112.592,140.000,73.967,38.821,79.971,79.983,74.417,43.621,99.258,43.929,111.871,103.142,129.242,174.538,87.708,43.304,66.417,35.263,53.750,113.750,55.292,81.450,90.438,46.738,143.458,
168,142.525,169.696,149.546,58.167,298.083,167.454,111.171,35.258,113.271,74.108,124.554,131.947,187.379,129.225,166.046,71.025,105.463,25.463,47.442,104.779,68.350,66.504,23.200,108.379,39.596,116.733,154.633,172.629,109.475,148.171,74.860,33.879,94.213,84.129,61.179,44.854,92.763,46.558,115.729,96.967,116.742,166.475,83.300,45.150,70.167,30.163,49.521,120.067,52.629,80.079,86.350,41.221,131.183,
169,129.767,163.125,174.463,52.363,301.508,142.996,116.263,28.192,107.383,79.177,109.406,132.315,204.879,123.383,198.483,64.133,98.888,25.792,43.825,84.763,63.788,69.567,24.400,106.825,38.546,118.029,156.796,169.396,100.233,152.542,65.379,33.821,89.858,79.500,53.588,50.858,90.725,40.783,123.875,97.300,110.746,149.763,82.788,46.958,70.992,33.796,48.358,120.458,52.763,76.238,88.092,39.338,125.504,
170,130.933,158.871,175.942,54.471,305.700,144.821,129.554,23.217,106.096,67.586,115.354,129.195,205.954,126.471,202.388,67.496,91.710,28.863,38.350,76.433,72.463,65.996,27.200,102.975,32.850,117.900,156.590,171.850,89.579,158.917,54.029,31.929,97.313,74.100,54.546,52.575,78.196,38.021,130.088,97.521,102.983,144.600,79.242,46.129,66.600,31.246,46.150,114.327,60.800,67.538,87.350,32.221,124.875,
171,135.700,159.492,168.313,49.808,294.450,188.285,132.042,23.854,89.521,66.154,98.683,124.775,198.875,125.571,190.213,59.400,85.604,44.283,44.642,75.992,61.798,64.179,24.700,97.254,35.063,117.854,142.696,161.963,96.263,156.708,58.971,31.417,85.038,72.173,49.900,52.679,69.096,43.388,127.267,86.967,99.842,153.263,95.050,50.392,63.017,29.717,46.471,115.446,66.258,67.417,84.746,33.392,116.796,
172,136.475,158.954,152.754,51.629,282.413,163.611,126.383,32.313,98.207,68.283,104.917,127.102,188.046,117.138,184.548,58.938,79.169,26.583,45.458,72.479,77.192,69.688,24.000,101.200,32.504,111.983,128.013,150.333,91.267,147.450,58.508,26.183,85.229,70.629,48.958,50.025,66.613,34.321,124.546,83.800,104.638,155.000,84.104,59.363,63.825,29.108,41.475,117.433,67.100,63.438,86.967,30.692,114.058,
173,144.296,159.958,134.296,48.033,246.908,153.929,135.379,33.683,103.399,56.560,101.452,107.094,202.621,105.025,192.392,54.625,66.627,26.121,43.850,67.992,55.833,68.313,23.600,89.654,31.896,101.188,109.704,143.075,89.546,139.154,56.121,33.850,79.271,55.967,47.454,52.050,63.219,43.475,126.454,83.117,112.242,154.129,82.038,43.096,68.129,31.425,43.529,120.042,67.892,67.817,80.150,30.671,106.692,
174,146.017,169.092,130.429,51.175,220.275,149.358,128.746,34.121,101.170,61.042,98.592,97.581,192.667,95.254,217.946,51.950,65.783,28.438,41.433,67.904,69.829,62.290,22.400,85.967,30.950,90.508,96.202,132.213,85.404,131.958,55.004,26.721,84.958,56.804,52.525,50.050,60.371,39.000,130.246,104.163,97.283,169.688,78.654,42.321,65.688,28.533,41.108,112.638,70.988,60.954,91.604,38.029,98.308,
175,142.442,171.758,122.067,46.079,212.604,151.150,137.000,36.125,95.478,43.317,97.655,103.575,197.150,90.754,193.550,54.271,70.323,27.983,38.167,60.183,57.921,54.300,19.700,86.400,31.283,92.021,93.704,121.688,85.546,116.704,51.300,20.392,87.113,61.558,46.546,47.438,60.208,35.417,132.683,94.504,94.750,179.783,83.658,40.788,65.392,31.075,42.421,104.988,68.154,57.217,92.342,39.950,99.146,
176,135.779,164.442,119.921,41.638,209.588,163.450,113.838,37.438,93.542,50.663,109.797,94.150,186.188,78.725,178.254,55.392,62.588,26.333,32.821,47.158,71.713,70.017,20.100,74.517,27.279,89.379,87.021,112.925,81.508,114.942,44.367,27.342,87.613,46.875,56.129,50.533,57.858,34.250,129.025,79.596,98.483,173.613,85.771,42.450,64.542,30.579,36.438,98.258,63.271,52.033,80.192,38.125,88.358,
177,124.208,168.046,101.000,43.521,206.692,157.558,100.979,23.250,94.496,56.652,97.292,74.850,174.054,69.342,167.075,47.904,56.431,24.863,31.871,46.175,64.200,65.771,18.400,65.842,27.004,89.304,91.621,101.008,89.446,116.467,42.850,33.021,83.346,47.883,52.529,44.117,57.258,31.704,117.779,82.304,91.258,159.796,80.067,46.179,63.550,31.671,32.825,89.242,61.363,52.433,78.479,33.729,84.983,
178,116.346,179.613,97.004,46.079,197.725,163.458,91.250,28.313,101.671,69.944,95.094,74.604,167.908,86.729,183.654,47.233,60.517,26.379,32.888,47.888,61.979,67.529,18.800,74.025,24.592,91.158,88.404,105.000,99.733,101.996,41.650,22.896,82.692,38.969,45.429,44.163,56.496,30.692,107.375,76.979,87.200,154.900,81.979,44.021,64.113,31.475,33.875,80.513,59.988,52.221,74.192,33.883,80.308,
179,115.175,165.425,88.008,44.438,186.550,158.488,85.058,29.708,96.808,79.491,82.863,66.604,168.692,87.592,177.729,35.992,56.838,20.679,33.333,45.729,53.929,59.271,19.600,63.188,26.408,97.579,89.013,106.638,100.400,96.525,43.360,26.367,77.117,42.025,43.692,48.625,52.775,32.446,97.983,79.854,80.783,148.138,84.242,44.617,76.542,35.842,35.729,79.763,57.125,47.629,71.488,35.488,83.054,
180,126.429,159.767,97.879,45.821,167.713,144.146,85.667,32.492,89.421,66.902,68.404,59.821,163.413,96.438,175.875,34.354,47.454,20.971,29.625,42.942,56.856,60.183,19.600,59.704,21.833,101.875,92.800,110.129,89.892,84.796,43.133,28.767,81.142,37.046,44.638,58.513,55.667,37.021,97.838,74.983,81.979,151.663,73.071,47.508,76.696,35.358,41.667,82.925,50.079,43.858,68.825,34.146,78.625,
181,125.492,150.096,80.646,43.721,156.467,131.525,84.775,31.421,94.104,61.367,58.346,66.050,170.342,95.021,171.817,30.092,42.550,18.175,30.338,46.350,49.606,61.013,23.000,50.408,24.567,93.038,91.260,101.804,83.558,86.192,39.550,23.417,78.667,38.708,38.663,53.813,52.092,33.550,101.579,71.521,79.404,159.933,65.829,48.142,70.842,28.858,40.029,74.421,42.592,44.563,67.346,31.129,74.629,
182,122.363,134.313,85.700,32.183,145.408,116.221,81.521,32.071,93.744,31.717,58.883,55.929,161.329,90.350,160.467,40.204,44.117,19.108,28.488,37.329,39.646,69.921,19.100,51.758,20.004,86.958,80.433,100.596,77.829,82.050,41.917,25.192,64.842,39.338,39.092,53.329,43.150,34.854,108.967,66.883,76.008,161.963,65.038,46.458,65.763,30.392,37.975,74.317,41.179,37.667,76.179,31.963,67.529,
183,112.200,128.346,94.638,32.963,136.542,108.317,85.446,31.438,78.558,43.219,68.754,55.096,167.192,91.233,140.529,37.850,38.967,20.650,28.038,39.771,48.117,66.138,18.900,47.392,26.008,81.900,73.704,106.708,78.050,81.717,36.863,24.479,57.771,35.625,41.633,41.713,44.300,29.621,101.500,66.996,72.942,143.825,62.108,53.142,63.625,29.163,39.117,69.358,40.058,40.146,72.838,30.954,62.979,
184,111.975,126.438,94.442,29.846,131.883,121.188,88.908,23.792,82.642,46.788,55.327,47.150,158.329,104.208,114.721,43.813,41.950,20.175,28.125,42.221,37.763,65.233,22.500,43.913,25.913,74.242,82.150,92.683,78.158,69.329,35.888,27.088,49.821,36.117,41.354,39.054,45.613,35.575,98.533,64.333,64.517,137.150,62.958,44.583,63.033,23.033,39.950,68.938,42.263,39.833,70.788,27.446,57.513,
185,103.733,122.413,89.942,23.992,119.621,131.571,67.500,23.621,85.733,42.646,59.279,44.619,150.838,105.458,114.625,39.571,39.804,16.463,25.396,35.796,38.450,60.808,24.700,54.771,25.425,91.258,90.379,88.079,83.638,67.075,33.746,26.192,48.992,34.896,45.150,44.600,42.858,35.004,93.525,65.392,60.492,134.663,58.800,42.421,60.721,19.933,38.058,63.829,41.813,38.392,66.113,27.625,58.721,
186,91.388,114.175,86.129,34.092,110.967,135.517,66.688,20.604,93.171,40.717,48.467,43.496,134.671,100.646,111.083,40.196,38.258,12.288,21.704,37.379,42.338,54.921,34.100,53.913,25.821,87.500,83.842,84.833,81.388,60.508,35.192,25.442,46.492,35.258,37.138,40.767,47.571,32.388,85.746,65.083,58.663,133.388,60.008,41.350,57.904,22.646,39.221,64.913,37.142,40.088,57.417,23.733,54.813,
187,78.804,111.917,68.838,32.975,101.879,133.354,66.213,26.763,85.754,42.665,59.896,46.083,126.865,101.163,108.204,28.333,33.683,16.542,23.696,37.910,34.804,49.529,36.900,53.692,31.925,75.771,75.817,79.475,73.021,60.442,34.263,29.250,42.654,28.800,36.050,44.396,46.758,34.458,78.713,58.917,55.592,132.229,49.092,35.517,57.067,24.867,30.975,60.392,41.825,41.388,51.392,26.750,54.658,
188,71.033,107.138,68.808,32.479,97.583,131.008,64.983,24.088,88.117,42.798,62.321,46.871,115.079,78.183,113.163,34.283,43.179,17.950,21.504,39.590,34.788,45.554,41.600,55.542,41.458,70.425,77.983,71.321,68.675,56.729,40.363,26.179,39.600,33.388,37.013,46.171,47.613,35.871,71.138,59.317,57.038,124.171,48.463,36.754,58.250,24.871,29.525,59.971,41.792,43.683,54.404,23.775,51.413,
189,67.683,93.158,68.558,22.425,93.758,135.854,70.308,25.746,83.904,32.063,62.175,57.767,112.058,82.642,92.854,38.346,35.942,18.963,24.338,30.783,28.142,42.642,40.600,48.046,46.650,73.500,70.038,71.448,64.529,55.900,38.621,29.275,38.096,36.000,37.900,41.125,46.221,39.163,66.192,62.817,57.896,117.842,52.058,37.063,56.925,25.529,33.383,56.638,44.129,42.879,43.842,23.596,49.104,
190,64.167,81.121,67.813,22.933,91.208,121.575,64.692,16.613,72.274,46.117,57.327,54.271,118.400,81.358,93.810,29.525,32.708,21.269,24.033,22.742,31.783,39.650,42.300,49.183,43.817,68.138,58.821,70.119,65.421,59.567,38.917,26.146,42.254,36.875,36.771,41.396,46.813,37.950,68.067,52.721,51.375,110.583,48.675,38.271,53.329,27.583,28.346,55.867,37.788,40.288,53.988,23.954,54.429,
191,57.338,76.942,65.450,39.042,95.408,119.329,58.938,15.254,74.400,43.300,59.617,50.488,111.269,74.263,85.409,26.646,37.225,23.529,21.117,29.071,35.750,43.084,40.600,46.238,44.633,74.167,61.625,70.125,60.379,56.296,44.288,25.863,40.358,33.050,38.096,30.788,47.250,37.604,62.954,59.888,56.183,104.221,43.879,34.763,49.929,31.325,30.558,53.004,45.688,40.496,52.896,28.288,45.775,
