"","event_site_name","site_class","state"
"397","LKR - Little Klickitat River Array","BON_MCN_other_trib_sites","BON to MCN other tributaries"
"398","LWL - Ltl. White Salmon NFH returns","BON_MCN_other_trib_sites","BON to MCN other tributaries"
"399","MIN - Mine Reach of Wind River, WA","BON_MCN_other_trib_sites","BON to MCN other tributaries"
"400","MTD - Mill Creek at The Dalles","BON_MCN_other_trib_sites","BON to MCN other tributaries"
"401","RCL - Rock Creek (WA) at rkm 5","BON_MCN_other_trib_sites","BON to MCN other tributaries"
"402","RCS - Rock Creek (WA) at rkm 14","BON_MCN_other_trib_sites","BON to MCN other tributaries"
"403","RCX - Rattlesnake Creek Flat Plates","BON_MCN_other_trib_sites","BON to MCN other tributaries"
"404","SCL - Spring Creek NFH Adult Ladder","BON_MCN_other_trib_sites","BON to MCN other tributaries"
"405","SFL - Shipherd Falls Ladder","BON_MCN_other_trib_sites","BON to MCN other tributaries"
"406","SUC - Summit Creek, Klickitat","BON_MCN_other_trib_sites","BON to MCN other tributaries"
"407","SWC - Swale Creek Array","BON_MCN_other_trib_sites","BON to MCN other tributaries"
"408","SYC - Snyder Creek PIT Tag Array","BON_MCN_other_trib_sites","BON to MCN other tributaries"
"409","TC4 - Trout Creek at 43 Road Bridge","BON_MCN_other_trib_sites","BON to MCN other tributaries"
"410","TRA - Trout Creek Auxillary Site","BON_MCN_other_trib_sites","BON to MCN other tributaries"
"411","TRC - Trout Creek, Wind River","BON_MCN_other_trib_sites","BON to MCN other tributaries"
"412","WHC - Lwr White Creek, Klickitat Bsn","BON_MCN_other_trib_sites","BON to MCN other tributaries"
"413","WRA - Upper Wind River Auxillary","BON_MCN_other_trib_sites","BON to MCN other tributaries"
"414","WRU - Upper Wind River (WA) rkm 30","BON_MCN_other_trib_sites","BON to MCN other tributaries"
"415","BCA - Blue Creek Instream Array","WEL_upstream_other_trib_sites","Upstream WEL other tributaries"
"416","BSH - Big Sheep Crk. Upper Columbia ","WEL_upstream_other_trib_sites","Upstream WEL other tributaries"
"417","FST - Foster Creek","WEL_upstream_other_trib_sites","Upstream WEL other tributaries"
"418","NES - Nespelem River Instream Array","WEL_upstream_other_trib_sites","Upstream WEL other tributaries"
"419","ONC - Onion Creek Upper Columbia","WEL_upstream_other_trib_sites","Upstream WEL other tributaries"
"420","SPR - Sanpoil River Instream Array","WEL_upstream_other_trib_sites","Upstream WEL other tributaries"
"421","WFS - West Fork Sanpoil River","WEL_upstream_other_trib_sites","Upstream WEL other tributaries"
"422","ESANIS - East Sand Island, Columbia River","pre_BON_inriver","mainstem, mouth to BON"
"423","TWX - Estuary Towed Array (Exp.)","pre_BON_inriver","mainstem, mouth to BON"
"424","BONH - Bonneville Hatchery","pre_BON_inriver","mainstem, mouth to BON"
"425","PD7 - Columbia River Estuary rkm 70","pre_BON_inriver","mainstem, mouth to BON"
"426","BHL - Adult Fishway at BONH","pre_BON_inriver","mainstem, mouth to BON"
"427","BO1 - Bonneville Bradford Is. Ladder - ABORTED","BON_aborted","mainstem, mouth to BON"
"428","BO2-BO3-BO4 - ABORTED","BON_aborted","mainstem, mouth to BON"
"429","COLR4 - Columbia River - Bonneville Dam to John Day Dam (km 234-347)","BON_MCN_inriver","mainstem, BON to MCN"
"430","The Dalles Adult Fishways (combined)","BON_MCN_inriver","mainstem, BON to MCN"
"431","JDJ - John Day Dam Juvenile","BON_MCN_inriver","mainstem, BON to MCN"
"432","LMILIS - Little Miller Island, Columbia River","BON_MCN_inriver","mainstem, BON to MCN"
"433","TDLPI - Lone Pine Island and associated unnamed islands near The Dalles Dam","BON_MCN_inriver","mainstem, BON to MCN"
"434","COLR5 - Columbia River - John Day Dam to Snake River (km 347-522)","BON_MCN_inriver","mainstem, BON to MCN"
"435","JO2 - John Day North Fish Ladder","BON_MCN_inriver","mainstem, BON to MCN"
"436","JDALD1 - JDA - Release into south fish ladder","BON_MCN_inriver","mainstem, BON to MCN"
"437","JO1 - John Day South Fish Ladder","BON_MCN_inriver","mainstem, BON to MCN"
"438","JDALD2 - JDA - Release into north fish ladder","BON_MCN_inriver","mainstem, BON to MCN"
"439","John Day Dam Adult Fishways (combined)","BON_MCN_inriver","mainstem, BON to MCN"
"440","MC1 - McNary Oregon Shore Ladder - ABORTED","BON_MCN_inriver","mainstem, BON to MCN"
"441","MC2 - McNary Washington Shore Ladder - ABORTED","BON_MCN_inriver","mainstem, BON to MCN"
"442","BADGEI - Badger Island, Columbia River","MCN_ICH_PRA_inriver","mainstem, MCN to ICH or PRA"
"443","PRH - Priest Rapids Hatchery Outfall","MCN_ICH_PRA_inriver","mainstem, MCN to ICH or PRA"
"444","RSH - Ringold Springs Hatch. Outfall","MCN_ICH_PRA_inriver","mainstem, MCN to ICH or PRA"
"445","PRA2 - Priest Rapids Adult East Ladder - ABORTED","MCN_ICH_PRA_inriver","mainstem, MCN to ICH or PRA"
"446","GRJ - Lower Granite Dam Juvenile","ICH_LGR_inriver","mainstem, ICH to LGR"
"447","GOJ - Little Goose Dam Juvenile","ICH_LGR_inriver","mainstem, ICH to LGR"
"448","LMJ - Lower Monumental Dam Juvenile","ICH_LGR_inriver","mainstem, ICH to LGR"
"449","LGRTAL - LGR - Release into the Tailrace within 0.5 km downstream of Dam","ICH_LGR_inriver","mainstem, ICH to LGR"
"450","LMA - Lower Monumental Adult Ladders","ICH_LGR_inriver","mainstem, ICH to LGR"
"451","GOA - Little Goose Fish Ladder","ICH_LGR_inriver","mainstem, ICH to LGR"
"452","LYFE - Lyons Ferry Hatchery","ICH_LGR_inriver","mainstem, ICH to LGR"
"453","SNAKE1 - Snake River - mouth to Palouse River (km 0-96)","ICH_LGR_inriver","mainstem, ICH to LGR"
"454","SNAKE2 - Snake River - Palouse River to Clearwater River (km 96-224)","ICH_LGR_inriver","mainstem, ICH to LGR"
"455","GRA - Lower Granite Dam Adult - ABORTED","ICH_LGR_inriver","mainstem, ICH to LGR"
"456","CHJO - Chief Joseph Hatchery","upstream_WEL_inriver","mainstem, upstream of WEL"
"457","OXBO - Oxbow Hatchery (IDFG)","upstream_WEL_inriver","mainstem, upstream of WEL"
"458","COLR8 - Columbia River - Chelan Falls, WA to Grand Coulee Dam (km 809-960)","upstream_WEL_inriver","mainstem, upstream of WEL"
"459","WELFBY - WEL - Release into the Forebay within 0.5 km upstream of Dam","upstream_WEL_inriver","mainstem, upstream of WEL"
"460","SNAKE4 - Snake River - Salmon River to Hells Canyon Dam (km 303-397)","upstream_LGR_inriver","mainstem, upstream of LGR"
"461","WELH - Wells Hatchery","RRE_WEL_inriver","mainstem, RRE to WEL"
"462","WEH - Wells Dam Hatchery","RRE_WEL_inriver","mainstem, RRE to WEL"
"463","WELTAL - WEL - Release into the Tailrace within 0.5 km downstream of Dam","RRE_WEL_inriver","mainstem, RRE to WEL"
"464","EBO - East Bank Hatchery Outfall","RRE_WEL_inriver","mainstem, RRE to WEL"
"465","WEA1 - Wells Dam, DCPUD Left Adult Ladder - ABORTED","RRE_WEL_inriver","mainstem, RRE to WEL"
"466","WEA2 - Wells Dam, DCPUD Right Adult Ladder - ABORTED","RRE_WEL_inriver","mainstem, RRE to WEL"
"467","BCC - BON PH2 Corner Collector","BON_fallback_arrays","mainstem, mouth to BON"
"468","B2J - Bonneville PH2 Juvenile","BON_fallback_arrays","mainstem, mouth to BON"
"469","BO1 - Bonneville Bradford Is. Ladder - DESCENT","BON_fallback_arrays","mainstem, mouth to BON"
"470","MCJ - McNary Dam Juvenile","MCN_fallback_arrays","mainstem, BON to MCN"
"471","MC1 - McNary Oregon Shore Ladder - DESCENT","MCN_fallback_arrays","mainstem, BON to MCN"
"472","MC2 - McNary Washington Shore Ladder - DESCENT","MCN_fallback_arrays","mainstem, BON to MCN"
"473","ICB - Ice Harbor Bypass","ICH_fallback_arrays","mainstem, MCN to ICH or PRA"
"474","GRJ - Lower Granite Dam Juvenile","LGR_fallback_arrays","mainstem, ICH to LGR"
"475","GRS - Lower Granite Dam Spillway","LGR_fallback_arrays","mainstem, ICH to LGR"
"476","GRA - Lower Granite Dam Adult - DESCENT","LGR_fallback_arrays","mainstem, ICH to LGR"
"477","RRJ - Rocky Reach Dam Juvenile","RRE_fallback_arrays","mainstem, RIS to RRE"
"478","RI2BYP - RIS - Release into the PH2 Juvenile Facility Bypass Flume/Pipe","RIS_fallback_arrays","mainstem, PRA to RIS"
"479","WEJ - Wells Dam Bypass Bay Sample","WEL_fallback_arrays","mainstem, RRE to WEL"
"480","WEA1 - Wells Dam, DCPUD Left Adult Ladder - DESCENT","WEL_fallback_arrays","mainstem, RRE to WEL"
"481","WEA2 - Wells Dam, DCPUD Right Adult Ladder - DESCENT","WEL_fallback_arrays","mainstem, RRE to WEL"
"482","WEA1 - Wells Dam, DCPUD Left Adult Ladder - TRAPPED","WEL_trap_arrays","WEL traps"
"483","WEA2 - Wells Dam, DCPUD Right Adult Ladder - TRAPPED","WEL_trap_arrays","WEL traps"
"484","lost","lost","lost"
