day,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
236,33.892,32.621,16.738,32.646,22.058,23.117,18.754,24.508,32.683,33.863,22.254,19.767,14.954,18.196,27.754,22.113,15.458,13.495,25.629,12.567,34.858,40.042,42.450,25.475,34.750,23.792,22.683,31.454,20.242,25.025,18.667,24.921,22.196,37.083,31.063,27.958,38.125,24.188,20.213,23.667,20.967,21.429,31.083,26.058,25.408,21.767,20.425,27.975,
237,40.779,28.883,21.000,31.821,16.671,13.633,18.625,29.100,38.117,37.633,20.363,27.408,18.533,18.650,29.808,23.442,12.625,13.625,24.313,18.408,34.988,37.592,43.171,24.196,31.667,24.379,22.554,28.983,23.208,26.988,19.817,23.513,22.488,32.167,26.483,27.488,39.392,24.167,22.871,25.850,16.863,21.225,28.242,27.888,26.825,25.092,19.946,25.308,
238,47.588,29.354,22.004,29.625,19.083,22.829,19.342,25.350,40.646,33.325,24.846,25.604,17.783,19.825,32.492,16.204,13.071,15.091,24.513,14.321,33.379,37.650,43.038,24.229,34.058,23.454,21.546,27.058,29.975,28.550,20.483,21.646,22.213,31.467,29.629,26.200,37.671,24.175,21.075,23.979,17.108,21.608,27.363,28.408,26.246,25.704,20.008,26.900,
239,43.271,31.713,12.904,21.075,20.979,17.721,21.425,23.746,38.304,25.496,23.750,23.158,22.204,23.717,24.883,21.954,12.333,12.231,21.171,13.933,33.521,36.346,41.225,20.304,31.992,24.375,21.900,30.946,28.450,30.329,20.483,21.571,22.408,32.713,30.913,25.242,36.000,23.917,21.663,23.950,19.188,22.192,30.108,24.979,26.621,22.038,19.642,24.933,
240,40.813,30.521,10.238,29.267,25.417,26.813,20.183,26.633,42.796,18.013,22.004,19.538,21.479,22.538,29.921,20.463,11.992,11.950,23.508,11.508,30.679,38.883,34.271,21.758,32.246,20.546,25.950,28.263,16.708,31.946,20.696,23.142,22.604,32.008,31.175,24.133,32.725,23.496,22.154,23.892,20.442,23.379,29.183,25.983,26.329,24.113,18.396,24.588,
241,40.846,38.392,13.671,32.067,13.967,19.363,19.563,20.113,37.850,24.625,23.204,20.900,13.813,20.004,29.504,24.146,13.338,14.558,20.267,12.542,35.621,38.550,33.463,24.613,29.171,23.425,17.708,30.125,24.154,33.496,21.288,25.900,21.629,31.371,25.958,24.063,34.917,22.929,21.296,23.921,19.350,21.596,27.583,31.346,24.433,25.183,19.475,23.963,
242,33.858,34.563,15.117,30.717,21.942,19.033,13.304,20.658,39.804,32.896,23.796,23.575,13.904,25.667,29.796,25.442,16.171,12.679,18.250,14.671,32.379,39.454,29.938,20.913,28.154,20.575,16.271,32.788,30.025,29.338,20.929,26.904,20.629,34.071,26.317,24.242,37.033,23.196,21.763,22.933,18.883,21.500,29.554,29.525,24.575,20.983,19.500,24.125,
243,30.821,26.929,15.571,24.529,16.704,10.767,17.021,21.838,20.233,33.092,21.704,20.363,16.425,13.875,34.379,24.925,20.267,12.817,23.921,13.379,34.071,41.508,29.163,17.863,27.229,17.858,14.017,30.863,20.621,28.004,19.921,24.338,20.838,34.354,23.900,24.229,37.104,25.338,21.654,23.267,18.979,21.263,30.529,32.117,24.683,21.313,19.629,24.242,
244,22.125,27.825,17.313,28.888,19.296,15.625,20.754,24.267,33.196,27.600,20.221,20.975,16.492,19.413,31.308,22.571,13.971,12.348,21.933,12.479,34.079,43.838,29.763,21.917,29.150,18.467,13.433,23.579,22.479,31.213,20.221,21.525,23.708,31.508,28.125,25.742,37.158,23.621,22.263,23.792,18.825,21.258,23.492,27.283,23.533,19.600,21.283,25.692,
245,31.992,31.975,19.354,25.279,21.442,16.104,23.742,31.983,25.938,32.629,24.258,21.492,16.533,22.171,30.183,21.608,14.321,12.221,23.938,13.108,29.238,32.638,28.138,24.850,28.125,19.588,13.063,24.042,23.013,30.988,21.246,24.388,22.083,27.788,25.604,27.325,34.750,23.504,22.579,26.042,17.308,23.233,22.383,24.296,23.300,24.275,19.579,24.288,
246,34.900,27.950,17.821,22.150,12.808,20.725,30.388,35.092,27.692,28.388,20.750,29.588,21.129,20.908,27.758,21.529,17.400,12.929,22.671,13.850,27.471,24.496,29.321,25.067,30.825,15.504,12.892,26.371,26.300,26.533,21.633,21.571,21.933,27.333,29.388,26.983,36.829,24.629,20.842,25.158,15.838,23.246,19.563,22.275,24.554,25.642,20.904,23.508,
247,36.542,24.196,12.942,14.325,17.321,25.754,29.554,30.163,27.363,26.871,28.442,32.196,16.654,14.233,26.404,21.496,16.654,12.925,21.846,12.575,24.675,24.683,29.250,25.071,30.721,14.517,13.308,27.971,26.263,26.071,17.000,25.471,20.796,31.713,28.167,25.750,36.638,24.900,17.550,24.808,18.300,20.204,23.938,23.213,24.721,24.925,21.742,22.292,
248,35.513,33.508,11.608,19.850,22.421,26.892,26.083,30.954,22.096,26.758,28.279,34.846,16.908,12.121,27.096,25.079,23.742,12.396,22.900,11.646,24.121,24.550,29.533,26.125,26.900,14.821,16.308,27.696,23.863,25.917,21.000,25.854,23.938,33.613,25.146,25.367,33.379,25.992,19.375,26.125,20.738,19.096,26.217,24.742,28.383,29.546,21.713,22.038,
249,37.279,21.671,14.525,37.383,20.758,24.425,21.729,28.392,30.750,33.967,19.883,29.604,15.838,10.483,30.471,27.554,23.433,12.550,21.329,12.354,26.550,25.563,29.813,17.933,20.721,14.583,16.888,27.292,27.275,24.475,20.192,28.333,22.721,36.617,24.779,24.492,34.008,23.321,23.475,24.550,24.608,16.613,25.658,22.500,28.958,24.971,20.446,23.942,
250,33.463,21.154,20.829,35.338,19.404,25.604,16.933,25.617,29.221,40.242,26.463,28.946,17.133,14.717,33.896,32.183,24.567,12.633,23.346,14.838,29.358,24.771,29.121,16.592,17.529,23.467,15.546,23.563,22.508,22.725,21.896,24.754,23.800,31.946,25.275,26.871,37.108,32.383,21.550,24.596,18.046,20.850,24.304,26.392,25.029,27.558,20.042,30.600,
251,30.696,26.425,14.658,31.221,20.263,28.600,23.225,32.167,35.521,39.638,32.446,28.904,16.125,16.596,25.029,28.742,28.704,14.179,23.150,16.342,29.263,25.433,28.396,17.046,23.204,26.367,13.488,21.583,25.667,23.142,21.171,20.996,23.588,30.046,24.988,24.688,40.775,30.533,24.596,23.888,21.675,21.971,32.417,25.767,26.371,21.713,20.613,25.006,
252,32.329,28.650,11.392,37.825,13.171,24.850,24.908,33.217,36.921,44.042,28.488,29.563,21.908,20.988,33.121,28.146,26.417,12.117,24.046,15.704,26.358,24.708,30.375,29.221,23.438,25.138,13.438,24.308,23.217,23.208,19.317,21.971,19.717,27.508,27.296,25.396,44.575,27.175,24.667,25.058,21.896,22.454,26.342,23.671,23.221,24.775,20.129,23.433,
253,35.138,25.858,12.371,20.050,15.608,25.892,30.067,28.608,38.413,34.675,33.838,36.467,28.542,26.363,32.096,23.100,29.511,14.883,23.333,15.338,27.558,25.063,29.867,30.421,24.633,21.150,13.529,23.888,22.513,29.454,20.354,24.563,24.300,26.646,29.050,27.796,41.454,25.408,19.700,24.046,18.250,21.504,24.113,25.563,25.204,24.592,20.375,20.994,
254,35.217,21.500,11.654,25.613,20.417,27.929,30.779,31.642,32.954,38.988,39.071,36.121,26.692,20.650,29.942,29.083,33.063,15.392,22.842,12.625,25.692,25.350,26.596,31.108,24.479,19.075,16.375,20.842,21.313,28.575,19.892,23.133,22.204,26.096,27.067,27.421,39.233,25.592,23.463,24.042,20.483,20.588,28.729,24.475,27.804,24.179,19.671,19.217,
255,38.629,25.329,12.275,37.517,19.642,27.404,26.713,31.075,35.629,32.083,38.192,40.138,27.283,20.463,32.000,30.696,33.471,22.829,20.679,12.113,27.783,24.163,28.104,28.567,20.158,18.325,16.429,21.113,20.054,24.442,19.621,23.942,21.696,23.858,26.879,24.646,42.058,24.088,24.913,23.154,19.725,20.383,26.658,22.942,28.325,25.546,18.629,24.628,
256,38.154,27.675,14.396,42.733,28.938,24.529,23.625,25.529,36.433,41.988,38.513,37.392,27.575,30.588,27.471,29.654,31.383,21.471,16.408,12.888,28.125,14.421,29.800,28.992,18.458,28.800,16.667,21.988,21.221,23.546,20.029,20.354,20.129,25.567,25.000,24.346,38.217,22.571,14.775,22.346,16.625,17.083,22.954,23.888,23.313,23.888,21.875,21.383,
257,34.083,33.608,14.246,38.808,25.142,24.254,22.567,33.429,34.538,39.450,37.679,38.142,31.933,15.696,32.921,29.925,33.554,21.646,14.104,15.571,29.183,15.133,31.454,31.354,27.363,26.533,14.496,23.617,19.613,25.833,16.346,19.479,18.621,22.279,23.567,27.496,41.196,25.017,23.813,24.075,22.275,22.892,21.254,23.858,26.217,25.313,19.429,23.139,
258,34.513,31.192,12.350,40.829,16.446,23.063,25.125,29.221,36.179,37.275,34.592,25.463,30.750,16.488,31.233,29.708,33.017,22.238,14.004,13.354,29.592,18.250,34.896,27.713,21.558,22.608,12.725,18.000,19.683,38.063,14.117,14.133,20.892,22.038,24.492,25.446,35.483,25.438,25.583,22.775,21.558,24.558,32.042,23.492,26.875,22.725,19.096,22.917,
259,34.279,36.783,18.167,42.850,14.500,27.583,26.579,34.408,34.038,38.525,35.500,31.646,21.950,18.104,27.204,22.125,36.950,22.558,13.317,12.804,26.850,17.521,36.725,30.175,23.675,23.992,13.413,18.933,19.088,35.354,14.342,15.633,19.058,20.250,22.292,23.779,36.333,23.888,15.125,21.000,23.133,23.329,29.096,22.658,25.025,20.788,19.283,20.517,
260,37.521,33.871,12.558,40.258,16.150,26.563,28.175,31.783,33.363,32.821,31.908,43.529,23.383,21.908,29.363,25.338,34.263,22.821,13.763,13.167,24.288,16.250,44.996,31.175,22.342,25.292,12.488,21.692,17.621,38.308,15.638,15.729,18.058,22.904,25.054,24.463,38.642,22.888,21.850,21.633,17.975,23.704,26.679,22.988,26.542,24.125,19.700,23.072,
261,34.850,30.408,12.042,33.133,16.825,32.321,33.350,31.813,28.996,33.679,34.738,45.692,25.688,21.325,26.963,25.304,31.879,22.533,14.850,12.971,23.808,22.750,42.083,33.146,19.600,19.338,14.017,18.538,19.013,35.683,15.471,18.013,16.342,17.625,21.992,24.629,37.200,22.483,20.250,21.121,21.875,19.725,25.867,22.517,27.271,23.921,17.921,18.304,
262,43.988,32.629,12.983,26.613,18.829,32.742,26.750,36.133,27.129,39.346,34.479,40.942,26.146,14.088,28.142,25.404,29.758,22.513,16.333,12.829,25.533,28.146,40.254,30.825,17.204,26.200,16.604,18.358,19.958,26.417,14.233,20.258,17.042,23.713,16.354,22.875,38.325,23.179,14.908,21.100,19.704,17.663,23.650,22.333,27.758,24.192,17.683,18.967,
263,37.146,35.725,3.571,48.342,24.458,27.175,24.629,33.996,34.442,37.188,38.954,43.575,23.058,17.354,27.233,24.046,30.650,22.658,13.654,11.017,29.117,27.400,40.533,30.083,17.192,26.550,11.238,20.000,21.021,27.888,13.742,19.775,17.238,20.121,15.346,16.700,35.858,23.454,21.742,21.450,17.096,25.529,28.658,21.771,27.350,22.888,19.025,24.222,
264,37.863,36.408,13.896,30.663,33.188,33.717,23.638,35.304,36.013,35.013,40.304,41.721,23.425,21.746,25.838,21.854,28.946,20.004,17.258,12.863,27.625,27.742,40.329,29.538,25.271,26.004,15.779,19.054,18.946,22.342,14.333,22.021,16.550,14.513,15.238,22.479,35.271,21.783,18.221,18.808,19.663,17.808,26.492,23.513,23.963,20.950,21.354,22.061,
265,32.042,36.483,24.608,42.600,20.767,26.242,26.575,36.004,37.021,37.538,32.638,32.346,26.233,19.613,31.513,23.413,26.113,13.246,16.429,14.958,27.004,29.133,40.033,24.171,21.750,26.967,16.229,16.563,21.129,20.671,19.008,21.929,17.838,12.517,24.996,25.017,31.933,20.050,18.325,20.383,18.942,18.417,24.883,20.592,26.892,22.825,18.996,19.789,
266,23.313,33.388,26.058,31.113,18.154,30.625,29.438,37.950,33.679,31.738,33.121,45.108,22.554,24.113,31.146,25.258,27.646,13.554,17.521,16.350,24.546,26.746,40.817,24.904,20.371,23.746,13.992,17.750,21.167,24.725,18.000,19.992,16.254,16.417,23.579,21.838,35.125,18.167,18.621,18.313,19.404,15.896,26.263,21.938,26.600,21.242,19.063,18.356,
267,33.263,33.000,19.508,31.950,22.342,38.588,21.854,37.258,35.133,36.725,29.992,44.392,26.863,25.650,22.513,24.467,27.146,12.963,27.929,12.929,28.042,26.646,44.363,25.317,23.983,25.367,12.817,19.775,22.033,23.500,16.475,18.475,17.429,16.896,22.538,23.304,29.550,20.500,17.913,13.983,19.733,19.554,24.000,19.679,27.558,23.842,21.363,18.556,
268,37.171,36.700,15.446,32.863,16.075,38.042,23.254,36.017,34.204,39.354,30.321,40.033,30.642,22.467,30.138,25.108,25.642,13.154,19.700,12.033,26.371,27.817,41.688,28.229,20.267,22.688,15.200,21.200,19.225,28.483,14.396,21.371,20.017,20.313,20.788,16.700,30.588,17.117,15.983,15.254,16.238,15.913,23.525,20.300,26.163,23.450,17.125,18.244,
269,33.492,41.713,19.804,34.967,17.967,30.600,22.529,37.350,31.979,37.929,32.583,32.550,26.771,19.908,31.758,22.254,26.896,13.083,22.458,11.221,27.050,25.333,40.358,26.950,19.738,24.775,15.267,19.958,20.617,23.221,16.771,20.796,17.900,21.250,23.117,18.921,38.054,16.817,17.979,15.292,16.642,12.921,26.638,22.358,25.575,24.483,17.367,20.539,
270,31.596,36.404,25.050,40.771,16.750,34.433,24.183,32.963,35.692,39.492,29.633,28.888,26.104,23.533,30.842,23.446,27.413,18.208,24.608,13.567,26.225,26.842,41.821,24.854,21.354,26.792,15.671,17.875,19.542,21.458,19.167,22.888,13.604,21.738,20.867,24.096,30.254,17.446,19.721,16.558,18.050,18.858,26.179,19.358,24.746,23.529,18.579,16.900,
271,32.433,37.413,22.621,39.838,15.108,40.250,30.050,32.863,32.875,40.296,30.946,41.021,26.371,25.096,30.429,24.758,25.675,15.717,25.117,14.792,26.558,26.363,42.175,24.033,22.354,26.242,15.188,19.750,14.717,20.075,18.179,20.592,13.475,25.771,19.104,21.054,32.675,15.279,21.600,19.646,18.196,19.813,31.146,22.288,25.879,23.425,17.988,17.594,
272,19.721,37.750,26.471,31.975,16.967,28.042,25.921,35.304,30.575,46.008,29.567,39.383,20.013,24.983,30.533,24.871,25.979,15.688,29.613,12.754,27.829,28.592,42.392,28.129,20.213,15.317,14.171,20.258,15.038,21.158,14.667,21.221,15.838,17.788,17.654,29.071,35.738,20.767,20.850,15.892,17.792,18.567,30.238,17.225,23.404,26.671,16.229,17.361,
273,36.267,38.013,29.863,27.538,15.025,26.538,31.871,32.350,28.417,37.842,26.846,39.763,21.108,23.513,32.521,23.529,26.633,16.133,29.054,11.613,27.971,24.908,41.496,26.892,25.229,13.925,14.288,19.342,17.613,21.813,14.500,19.629,18.438,17.658,17.588,20.833,25.975,19.221,24.363,17.271,16.088,20.413,23.971,20.629,24.971,25.804,17.242,17.950,
274,36.263,39.325,32.088,16.938,17.946,37.088,30.354,33.425,30.988,32.533,28.425,34.475,23.563,25.950,24.721,21.288,23.163,14.921,26.150,12.046,25.400,21.846,41.363,26.975,25.050,12.879,14.054,24.171,16.925,20.933,14.925,21.442,19.171,24.671,22.942,22.350,30.496,24.058,31.908,18.613,16.475,18.254,29.217,16.767,26.404,23.538,16.150,18.356,
275,34.829,38.246,27.346,19.558,21.513,39.379,29.958,35.404,17.167,32.146,28.617,30.213,16.446,21.438,19.925,15.738,18.525,18.075,31.333,11.092,27.313,27.746,41.479,28.525,23.833,16.217,14.200,19.375,18.108,18.921,15.933,18.288,18.600,23.096,21.746,26.446,34.921,18.513,36.163,19.313,14.613,16.908,30.967,18.842,26.442,18.975,16.967,19.617,
276,31.029,32.367,26.783,24.496,24.550,27.413,21.346,32.892,21.921,27.338,26.946,33.558,15.033,13.871,21.292,16.696,20.696,17.592,28.350,11.946,28.038,21.596,39.063,28.188,25.438,29.833,14.775,19.425,17.117,19.829,21.275,22.000,21.008,26.238,27.150,16.700,35.838,17.604,29.992,19.288,13.854,20.017,33.713,22.550,22.600,23.700,17.983,19.694,
277,34.658,25.588,25.042,23.263,22.146,21.246,20.000,31.708,23.100,31.900,26.646,29.096,16.463,17.608,22.950,18.146,19.000,16.858,25.729,12.600,26.213,26.292,39.313,28.225,19.696,33.263,12.904,20.138,18.829,18.800,22.613,21.208,19.329,24.021,23.421,23.438,30.104,22.850,30.579,19.038,15.329,22.775,29.367,19.908,21.296,21.163,18.583,17.544,
278,22.567,29.517,24.621,29.892,20.075,16.917,23.804,31.938,28.433,31.483,28.004,30.125,17.550,18.704,19.000,18.129,16.825,16.250,29.975,12.992,30.871,23.138,39.575,30.071,25.313,33.458,12.933,19.121,15.367,17.688,19.304,20.229,16.300,20.583,22.488,21.596,28.171,20.367,29.804,17.842,16.300,17.758,29.625,20.025,23.279,18.954,17.704,20.256,
279,28.079,32.158,23.400,18.750,22.071,18.833,24.154,36.296,26.079,31.658,21.288,33.004,17.467,16.183,19.404,21.246,18.408,17.046,26.325,14.500,28.763,25.579,40.608,27.913,26.879,30.429,14.917,19.221,15.588,19.129,19.321,19.833,19.967,19.842,19.771,23.883,32.650,19.504,25.233,20.875,16.154,22.075,28.346,22.404,28.354,21.500,16.996,19.278,
280,29.033,33.067,34.104,22.971,17.583,26.367,21.904,35.000,28.842,28.850,23.788,29.054,17.258,15.875,19.025,19.021,16.404,16.338,25.233,16.938,25.471,24.154,42.292,28.642,26.983,29.858,14.942,14.008,17.308,18.379,21.683,21.204,19.288,17.833,25.617,21.625,31.550,17.267,26.579,17.708,18.350,23.908,22.738,16.721,24.133,21.004,17.663,18.483,
281,28.388,33.400,14.050,27.138,14.608,21.238,21.700,36.063,25.942,27.096,26.867,33.771,17.496,16.042,15.933,23.183,19.308,16.504,29.688,15.475,26.396,23.563,43.683,27.900,25.658,28.717,15.308,20.346,15.250,18.108,23.433,17.271,19.083,23.588,25.883,25.721,32.658,15.229,27.763,18.108,19.667,19.229,24.588,19.233,26.771,20.829,17.463,17.683,
282,37.142,29.038,20.825,21.342,19.075,19.479,26.938,35.163,25.483,31.946,31.467,38.233,19.183,15.708,14.833,26.533,15.672,16.188,28.554,14.133,22.946,24.821,41.104,27.775,25.533,27.046,12.192,19.000,16.142,20.846,14.704,19.221,20.204,18.321,31.117,18.683,34.717,21.133,26.800,18.608,18.204,19.629,23.683,19.871,23.871,19.975,17.342,20.117,
283,35.688,23.013,24.821,21.617,15.913,20.117,27.117,37.454,22.504,31.883,26.538,37.758,18.742,15.288,18.892,22.363,19.519,16.338,20.583,13.579,26.263,24.508,41.463,30.333,27.529,21.379,12.925,19.388,16.963,13.479,18.675,25.817,23.829,24.129,22.713,22.429,31.283,20.017,25.913,17.929,14.983,22.633,20.125,18.683,27.533,19.404,18.554,15.583,
284,32.208,26.979,26.642,23.846,16.854,27.667,20.454,41.863,28.188,28.833,25.846,35.479,15.817,14.933,21.400,19.333,17.833,15.767,22.492,17.633,27.863,24.004,42.454,28.017,23.108,18.667,14.429,20.121,14.871,15.171,15.300,22.629,26.792,24.542,24.138,21.542,21.500,18.133,26.192,22.771,16.383,24.246,17.654,19.208,27.813,18.667,16.588,16.850,
285,30.396,38.296,18.713,27.296,16.575,21.996,20.092,37.413,32.204,29.708,24.046,35.125,17.083,16.246,20.983,19.183,16.846,15.796,25.317,17.042,20.917,26.058,41.842,28.554,24.458,21.346,14.175,17.125,14.167,18.967,13.567,23.221,17.338,20.500,29.292,23.638,26.929,16.092,28.242,20.775,15.775,21.558,17.608,18.146,21.321,18.275,16.529,17.261,
286,33.413,28.208,24.404,20.408,16.375,20.021,29.308,26.113,31.954,28.417,21.621,31.804,18.804,16.371,17.346,17.675,15.658,16.104,24.892,19.838,28.442,25.029,41.208,28.108,25.813,18.400,15.254,13.850,15.029,13.492,17.758,22.254,18.983,22.963,27.092,16.063,30.279,15.808,22.658,18.813,15.042,21.375,18.121,15.454,21.225,19.533,15.292,17.728,
287,31.700,33.754,21.417,19.483,14.683,20.175,28.492,30.425,31.758,29.825,20.488,32.613,16.267,17.604,16.729,17.258,17.358,15.529,24.600,21.133,29.842,22.629,45.413,28.504,26.258,18.283,15.713,14.263,14.767,17.888,16.650,22.283,18.471,26.067,28.392,17.133,24.175,14.683,25.592,17.750,22.542,26.104,17.467,19.579,23.983,19.663,15.804,16.206,
288,36.358,35.029,19.342,16.383,21.350,25.208,26.567,32.321,33.725,39.858,28.317,32.454,15.575,14.954,18.683,18.200,16.850,15.625,32.133,22.675,27.075,23.088,47.542,29.063,23.804,19.646,16.621,15.238,16.879,16.554,13.100,15.621,14.842,20.400,28.879,22.754,28.046,15.804,17.875,15.771,14.458,24.158,17.558,16.667,18.325,21.004,14.891,15.539,
289,32.892,34.950,17.467,17.871,23.788,21.450,24.392,32.771,30.379,39.083,27.325,32.521,23.008,14.554,18.333,19.721,19.013,15.779,30.025,27.150,26.304,20.571,48.425,27.729,27.967,22.283,18.392,15.246,14.733,18.013,16.608,21.525,17.121,14.713,24.746,17.042,27.738,20.550,26.050,17.829,14.517,22.129,16.838,18.013,21.075,27.746,15.029,15.561,
290,34.529,24.613,23.700,26.304,12.833,30.783,30.908,35.804,28.146,32.571,27.813,32.446,15.792,17.246,22.338,18.471,17.175,18.071,26.592,22.238,28.488,20.604,47.371,29.500,25.583,23.008,16.254,15.763,15.783,16.554,17.679,15.392,19.275,17.325,15.025,15.225,31.238,14.471,25.933,17.458,15.225,20.171,17.325,16.108,16.788,21.183,15.621,15.433,
291,33.113,28.354,21.829,26.846,20.000,25.800,24.504,34.779,34.425,31.267,32.504,33.254,14.500,15.542,20.683,19.571,17.117,16.725,22.521,26.579,31.758,26.163,48.133,27.479,19.917,21.708,15.571,15.467,14.492,18.933,14.571,15.129,19.579,18.529,13.496,20.913,25.521,25.738,17.183,16.808,12.842,23.088,17.721,21.729,17.458,17.654,15.354,15.600,
292,29.629,36.967,21.742,17.317,13.083,21.613,26.546,33.479,37.379,31.575,30.529,32.650,19.729,17.133,19.850,22.267,16.521,17.304,22.783,20.371,32.479,26.096,40.700,17.354,21.050,19.296,14.988,14.517,14.483,16.208,14.967,17.450,13.908,17.779,22.263,15.654,23.767,20.738,20.992,17.042,13.846,25.004,17.675,15.388,18.704,22.129,17.396,13.533,
293,29.625,39.196,16.017,26.896,24.263,24.067,27.396,33.733,35.613,31.950,27.746,36.071,16.242,22.808,22.804,18.113,17.846,17.463,18.450,15.954,35.204,25.746,23.896,18.421,19.842,19.596,15.021,16.158,16.283,17.738,15.217,16.475,16.383,20.329,21.367,18.554,28.096,20.079,23.733,18.425,18.275,24.817,17.513,15.692,22.404,21.221,14.850,16.100,
294,25.100,35.138,26.117,21.942,26.763,22.896,27.800,33.979,37.088,39.733,32.238,32.525,18.746,18.467,21.983,19.775,16.800,17.092,23.608,27.275,28.333,17.175,21.029,18.192,20.879,23.733,15.583,15.488,15.233,19.758,20.733,18.329,21.600,18.979,22.025,13.875,26.675,15.354,18.713,16.608,17.133,18.346,17.725,15.783,20.338,23.488,14.750,15.022,
295,32.829,27.683,16.933,24.217,24.567,30.221,24.296,32.996,40.646,43.825,31.304,34.729,15.492,19.038,18.988,20.475,16.600,17.225,16.129,23.308,31.950,19.654,23.367,18.329,20.338,18.267,15.421,15.463,15.763,18.033,13.838,17.942,23.646,24.946,21.267,20.275,25.908,17.750,19.675,15.913,15.963,22.692,17.654,16.167,17.175,26.171,14.883,14.344,
296,50.388,31.529,17.567,31.750,26.421,20.188,21.104,30.475,35.883,40.096,29.521,33.900,18.025,20.225,20.525,20.904,17.054,18.942,20.404,15.571,28.317,17.613,22.667,17.604,19.033,25.513,15.767,15.321,14.808,17.592,15.092,18.163,21.113,18.696,21.233,17.054,22.875,21.796,17.646,18.342,17.375,21.346,22.767,22.483,24.196,24.382,14.238,17.272,
297,55.792,20.313,21.563,24.654,27.646,27.771,22.963,35.321,32.583,32.508,29.475,36.333,17.021,16.413,24.496,21.475,17.488,14.529,14.929,16.154,27.833,19.221,22.308,17.833,20.696,23.188,16.442,15.638,15.029,19.417,15.675,16.150,17.567,18.650,12.550,15.492,26.808,16.929,15.113,19.896,18.154,22.979,22.113,18.025,23.396,20.924,16.533,21.506,
298,40.808,25.067,21.154,20.600,28.763,38.479,19.092,35.771,40.829,46.179,29.213,33.271,13.913,18.342,20.692,20.396,16.971,16.242,17.833,15.221,31.433,18.650,19.550,19.117,19.754,17.438,17.746,15.492,13.525,19.508,16.000,16.113,19.338,19.192,17.100,20.188,25.354,23.308,14.700,21.350,16.796,22.913,17.579,20.033,16.721,20.935,18.238,18.411,
299,36.974,29.713,22.488,19.758,27.300,15.408,23.221,36.621,38.954,41.808,31.042,31.388,16.375,18.763,21.988,19.150,15.342,15.842,19.825,15.158,29.404,17.958,22.946,18.104,20.479,24.008,16.175,15.438,15.008,22.588,13.979,17.004,25.604,17.404,17.575,20.892,28.488,19.896,18.825,20.925,17.075,22.854,20.421,17.596,21.913,18.421,17.454,17.289,
300,38.817,32.533,24.458,16.004,20.383,22.300,27.329,38.263,38.067,39.600,29.746,33.542,19.913,17.179,29.842,19.058,11.954,15.483,15.108,16.100,33.229,19.796,22.892,17.129,21.367,21.863,15.533,14.624,14.342,16.025,16.550,16.800,17.054,16.533,20.829,21.504,26.142,16.796,13.529,19.883,18.392,18.721,18.742,18.138,19.529,23.332,17.250,17.722,
301,36.396,30.375,26.771,15.457,24.922,29.729,22.596,41.671,36.642,42.658,32.250,36.000,18.742,18.967,25.800,18.321,15.696,15.392,16.408,18.708,28.721,19.346,21.938,18.117,21.433,19.138,16.575,15.388,14.904,18.146,15.271,16.663,14.217,16.204,20.750,21.304,22.054,16.979,18.017,20.958,17.463,23.538,18.613,17.867,19.904,18.167,20.325,19.217,
302,34.558,27.388,27.925,24.200,30.879,25.117,25.475,42.983,36.850,44.921,34.283,33.413,19.675,22.975,24.150,19.663,22.408,16.767,17.358,16.883,23.371,18.971,22.054,18.242,22.575,19.133,16.092,15.996,14.675,18.717,14.938,14.292,17.542,15.913,22.950,17.575,25.542,20.458,19.871,22.892,13.908,23.529,18.208,18.729,19.263,20.858,17.796,15.588,
303,33.888,34.767,25.491,22.304,30.438,24.246,26.100,48.904,32.304,43.571,32.592,34.754,17.508,12.950,22.738,20.179,17.850,15.913,19.471,16.796,22.167,19.621,25.704,18.613,25.496,21.808,16.871,15.650,14.896,18.067,17.288,16.883,18.658,15.425,19.871,18.454,24.408,20.317,17.708,20.663,16.596,25.329,18.142,22.613,21.967,16.933,18.004,17.771,
304,37.383,27.900,22.000,20.833,22.238,25.004,23.904,48.617,28.850,44.646,31.408,33.246,17.350,11.675,25.521,19.833,19.804,16.096,18.788,22.004,24.842,18.554,36.221,17.025,23.292,20.525,19.021,17.046,18.267,18.117,16.342,15.908,18.088,18.117,12.942,17.463,24.642,28.742,18.408,18.646,16.525,26.100,19.296,21.629,18.933,22.821,16.854,15.047,
305,35.146,15.270,21.413,22.213,23.383,22.104,19.304,46.229,48.621,41.679,30.792,35.583,17.683,16.900,26.150,19.200,16.088,16.529,18.825,17.138,21.792,15.913,40.179,17.763,23.521,20.046,21.492,14.567,17.521,19.320,16.283,26.850,17.550,21.971,17.938,22.438,23.871,29.042,21.529,20.004,18.024,24.913,17.608,18.271,17.792,18.604,19.442,16.224,
306,36.396,26.838,35.846,23.946,33.171,14.954,19.675,45.563,43.929,41.000,29.296,31.492,18.996,16.825,23.079,19.808,11.929,17.438,17.321,19.629,22.050,20.146,35.204,18.250,16.196,21.729,25.871,14.963,14.100,20.504,18.500,15.513,18.071,14.325,21.054,20.529,28.125,27.263,15.829,21.240,26.613,26.408,18.463,22.442,17.892,18.712,19.233,19.535,
