day,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
165,158.713,135.588,43.321,113.896,86.379,134.725,145.408,139.154,142.158,171.988,80.513,115.592,26.475,54.388,79.325,87.717,93.046,22.300,115.592,48.625,119.763,176.463,181.088,122.700,117.775,68.975,38.779,76.492,86.546,77.254,50.896,100.604,55.225,125.646,100.067,131.208,188.929,83.346,57.088,82.550,38.354,54.446,132.821,67.871,86.579,89.246,48.717,205.458,
166,151.396,129.179,39.110,116.646,82.238,126.025,139.583,159.371,130.204,177.008,74.563,109.913,27.675,44.633,73.079,77.896,82.354,24.400,113.267,46.371,119.004,170.167,189.996,120.004,131.367,76.338,37.771,77.508,81.050,76.438,48.433,112.904,47.842,118.067,100.325,130.075,189.396,94.925,53.100,72.875,34.471,55.408,127.796,62.633,85.754,92.854,54.354,181.138,
167,156.221,118.371,42.604,112.192,74.533,117.208,126.113,179.942,133.563,180.300,68.117,99.525,30.392,50.263,85.358,70.975,68.200,24.900,103.979,39.892,121.188,172.342,186.975,116.250,146.775,78.142,38.054,81.854,81.350,72.950,44.858,100.525,45.583,116.463,108.617,131.117,184.946,89.554,45.429,70.008,35.504,56.025,119.267,58.242,82.504,92.483,52.038,151.708,
168,158.938,110.829,34.867,109.117,70.821,120.583,127.317,197.913,124.283,188.554,69.358,99.975,26.104,48.688,101.692,66.742,64.933,23.300,109.813,40.488,115.283,162.467,184.158,115.696,155.979,77.567,34.300,94.950,83.867,61.221,45.813,94.096,46.192,117.804,103.717,122.513,173.579,85.800,46.538,72.608,33.300,53.375,123.338,55.704,80.458,89.550,45.992,137.113,
169,145.158,114.725,26.492,101.221,69.483,108.525,128.150,203.271,121.200,195.779,62.125,103.438,24.683,43.158,82.775,62.863,68.638,24.000,106.275,37.892,117.275,165.150,179.400,98.025,157.125,67.463,33.488,95.513,80.133,54.900,50.725,88.488,40.650,130.096,102.163,113.746,159.429,84.492,48.492,74.850,34.367,54.529,125.304,54.329,76.354,89.913,44.446,129.546,
170,136.040,130.479,22.454,102.121,73.579,109.879,114.113,204.813,123.721,197.483,61.858,90.654,29.404,42.804,74.558,71.814,67.383,27.100,101.688,33.838,118.104,165.833,178.696,94.450,165.800,57.296,30.808,99.463,74.167,53.946,51.933,79.733,37.517,132.033,102.667,104.883,154.263,83.167,47.788,68.833,33.100,49.638,119.967,62.425,69.979,89.983,37.417,131.238,
171,153.846,132.417,26.621,93.638,63.358,109.254,129.671,196.717,123.229,192.533,62.733,86.542,39.629,45.617,75.554,61.637,64.121,25.400,95.433,34.088,118.450,147.467,168.692,99.538,162.642,62.408,31.267,90.458,73.646,49.467,55.892,70.050,42.942,133.221,93.300,100.342,161.529,94.296,51.554,66.350,33.179,49.013,120.675,63.404,67.438,87.829,37.358,122.108,
172,152.279,127.496,32.421,100.196,67.438,104.583,124.063,198.071,109.717,187.217,55.846,75.975,26.008,42.800,68.308,76.762,69.021,23.400,85.254,32.575,110.217,133.471,159.629,92.300,151.075,60.163,27.904,85.933,70.817,48.558,52.183,67.496,37.388,130.854,88.596,106.871,158.750,89.063,58.921,64.617,30.975,47.083,122.525,67.258,64.158,85.563,34.904,119.113,
173,147.908,136.354,30.121,97.779,50.842,102.696,108.438,198.925,103.829,196.525,53.958,71.196,23.442,44.054,65.033,57.709,67.467,23.500,86.758,31.146,99.904,113.425,148.538,89.458,145.258,55.242,30.950,79.779,55.929,46.367,51.125,64.571,41.425,130.313,88.279,113.738,166.763,82.496,43.108,67.917,30.813,45.900,123.346,67.313,68.733,84.529,35.721,108.658,
174,144.621,127.919,33.125,95.650,57.367,98.129,106.242,199.750,96.342,217.888,52.175,61.908,27.617,38.596,66.442,68.426,62.221,21.200,87.188,30.588,89.913,99.446,139.038,84.667,134.271,53.850,26.350,86.500,59.667,51.883,50.663,60.217,39.963,133.533,108.575,99.058,180.888,81.258,42.596,66.988,30.083,43.029,116.283,72.183,62.538,93.267,40.779,101.958,
175,149.092,139.754,33.875,99.100,46.688,99.596,95.908,193.252,88.833,193.438,52.592,67.688,31.196,35.158,56.713,55.529,58.229,20.400,84.513,31.125,88.654,97.000,124.583,85.679,121.729,50.904,20.988,89.975,59.029,48.304,50.088,60.992,35.213,139.350,97.667,93.500,191.638,83.358,41.383,68.388,31.933,44.833,107.029,68.046,56.625,94.317,43.942,101.279,
176,153.442,111.788,33.754,94.333,55.692,98.079,93.938,188.625,81.167,179.558,47.788,60.167,25.783,34.929,46.783,70.824,67.121,20.100,73.596,28.454,88.863,87.621,110.033,82.825,119.279,43.829,28.254,91.450,50.688,54.533,49.146,56.346,33.721,132.692,85.813,98.308,183.204,86.475,40.354,65.896,31.246,39.492,102.121,63.642,54.417,84.600,42.517,92.583,
177,148.115,103.938,23.413,96.783,63.375,95.263,80.858,178.692,84.588,176.888,47.083,60.975,24.758,32.213,45.558,62.995,66.054,19.600,67.083,26.221,89.988,94.683,103.075,90.329,120.542,40.596,30.842,83.308,47.700,52.733,43.813,57.863,31.363,120.433,84.992,90.938,173.050,83.317,48.288,65.875,30.913,34.596,90.613,60.979,53.508,82.988,40.208,88.679,
178,157.221,93.242,26.683,96.979,67.771,87.867,71.900,172.883,85.388,183.225,45.621,63.125,24.950,28.938,47.329,60.032,66.163,18.800,71.817,24.758,89.633,93.488,105.763,100.633,105.167,41.629,23.775,85.533,42.296,44.217,42.821,57.754,30.867,112.825,80.721,86.225,163.938,83.096,45.713,65.617,32.817,34.983,83.192,60.838,51.333,77.600,37.621,81.688,
179,152.046,86.575,27.875,87.921,60.050,86.029,65.008,172.525,88.546,179.338,43.042,55.538,19.713,32.763,46.092,53.487,58.892,19.500,63.275,24.846,99.188,91.638,108.450,99.038,99.300,45.425,25.838,83.579,41.679,43.750,47.754,52.871,32.771,101.713,84.421,81.038,159.188,85.954,44.308,77.329,36.421,36.850,82.775,57.579,47.817,75.621,40.383,86.233,
180,144.350,85.163,25.100,96.300,58.692,65.821,63.908,172.138,94.358,175.350,39.750,49.446,20.479,30.688,44.133,55.143,59.554,19.800,59.717,23.167,96.813,96.596,110.204,88.808,86.933,42.867,27.875,82.858,38.367,43.554,59.933,55.183,35.983,100.317,77.754,81.592,161.579,75.421,47.396,78.875,34.383,43.571,84.221,50.725,44.154,70.821,38.121,83.950,
181,131.396,81.950,28.321,91.563,53.146,65.338,63.688,171.954,95.908,170.013,34.767,44.725,17.679,27.663,47.850,46.765,61.425,22.400,51.254,22.921,91.717,89.058,102.733,84.571,85.971,38.746,22.904,79.700,39.250,39.021,55.467,52.208,36.871,103.679,75.333,79.921,171.538,65.992,48.513,71.863,30.829,42.383,78.133,46.033,45.500,70.667,34.113,77.114,
182,117.729,83.725,27.871,88.813,35.963,63.988,53.163,164.958,89.908,159.692,39.133,45.883,19.471,30.833,38.092,40.689,67.279,18.900,50.813,21.942,84.258,79.100,100.463,77.596,83.029,41.079,24.188,69.158,39.108,37.688,51.892,46.258,33.317,106.438,71.929,76.771,168.858,63.783,47.321,68.104,30.883,42.733,75.138,43.717,40.721,79.175,36.396,71.179,
183,107.379,86.913,24.317,78.858,48.927,65.092,51.513,166.946,88.933,142.158,38.033,41.158,20.525,30.296,38.296,43.636,66.850,20.500,47.396,26.079,80.488,72.917,107.188,78.175,78.404,35.883,24.338,59.483,36.221,42.396,45.058,45.017,31.300,105.033,69.575,72.446,151.871,61.725,52.033,65.721,28.783,42.454,71.363,40.875,42.146,76.167,35.450,66.163,
184,120.325,85.521,23.113,81.302,50.317,53.938,50.958,158.554,102.300,124.313,43.642,41.946,21.958,27.375,40.392,39.210,65.071,22.400,45.008,26.079,74.900,81.892,95.596,79.363,68.513,34.250,25.696,53.713,36.625,40.821,40.842,46.000,31.538,101.908,68.750,62.871,145.646,62.367,47.063,64.629,24.513,43.133,69.717,41.879,39.004,74.592,31.100,61.917,
185,131.238,67.883,23.696,86.029,35.925,51.483,46.771,148.954,106.167,114.288,38.950,34.167,17.079,25.117,37.821,38.940,59.579,24.100,54.175,25.050,93.104,91.738,90.008,84.692,64.863,35.308,26.446,52.458,34.883,44.271,41.054,44.117,32.767,97.042,69.013,60.517,142.121,61.575,43.396,62.813,22.929,40.279,66.300,42.579,40.896,68.029,29.750,60.342,
186,133.596,67.217,19.179,84.996,45.021,61.983,43.721,137.367,94.988,113.258,33.150,33.783,12.129,22.004,33.375,39.266,53.500,33.900,54.450,26.200,82.583,82.104,86.033,80.658,60.400,34.446,25.283,46.117,34.550,37.408,42.063,45.892,32.775,88.396,68.158,58.550,141.725,60.529,40.533,58.704,22.938,43.029,65.429,37.896,41.233,59.171,26.629,58.058,
187,132.433,67.450,25.388,86.279,38.096,65.358,41.263,125.617,88.754,109.088,21.000,38.479,16.225,24.638,32.150,34.626,48.346,38.100,54.700,32.283,74.513,79.996,82.046,73.271,59.254,35.892,29.379,40.254,29.067,36.000,44.396,46.554,35.988,81.117,62.654,56.529,138.883,51.100,36.463,58.217,24.629,33.958,62.642,42.404,43.100,54.879,28.654,58.279,
188,115.348,62.296,23.958,87.525,33.533,62.821,46.196,111.213,83.233,102.579,32.363,43.583,17.188,21.096,35.396,35.292,44.963,40.500,54.400,42.842,70.563,78.171,73.871,69.429,55.446,38.583,25.400,39.413,33.421,36.558,48.896,46.904,34.467,73.221,62.192,56.617,132.163,48.408,37.329,59.558,24.929,32.163,63.325,42.754,44.933,55.917,27.833,52.983,
189,134.908,67.554,26.496,83.504,32.075,60.696,59.954,107.283,87.792,99.271,40.608,36.721,17.850,23.904,32.100,28.439,42.133,40.600,48.754,46.150,69.379,69.963,70.958,64.496,54.246,39.158,27.854,38.063,36.075,36.938,44.108,48.338,40.813,66.817,63.279,57.350,123.054,52.213,37.667,56.500,27.479,35.021,59.433,42.821,43.263,52.404,25.204,51.829,
190,120.729,63.596,19.588,73.633,38.654,56.975,47.854,108.017,80.042,94.621,29.958,35.333,21.017,23.500,29.071,29.217,40.090,42.400,48.354,43.446,68.179,60.546,68.025,63.375,58.717,37.733,25.642,42.900,35.992,37.108,41.767,46.908,34.638,67.646,55.942,52.146,114.792,47.192,37.725,55.950,27.971,32.233,57.488,41.208,40.171,54.542,27.625,53.679,
191,122.450,58.654,20.171,78.813,36.108,56.225,41.958,108.158,73.521,85.650,27.900,39.958,23.954,21.663,29.971,32.625,44.400,41.000,46.175,44.804,69.996,62.063,72.292,62.971,55.438,43.829,25.696,40.596,35.296,38.529,32.525,46.029,39.896,63.313,58.371,55.096,106.779,45.775,35.629,52.954,31.838,32.358,55.617,44.904,42.225,56.758,26.425,47.821,
192,106.538,58.825,24.521,62.623,37.967,56.679,37.713,100.583,72.642,82.913,32.925,37.967,17.938,21.033,27.442,31.251,46.700,37.100,42.458,46.000,67.938,54.313,70.167,65.596,53.254,42.383,25.971,43.292,35.804,33.663,37.908,48.554,32.625,62.692,53.588,53.067,97.458,50.246,36.463,52.708,30.596,31.063,56.383,43.092,45.288,58.142,24.833,47.029,
193,97.746,51.996,25.525,73.833,32.408,55.746,36.538,90.479,83.446,76.375,31.775,35.104,19.692,19.538,22.454,24.111,48.192,28.800,46.513,44.538,69.258,49.842,58.004,67.375,54.138,42.471,27.833,43.646,37.954,35.404,40.350,47.329,34.654,56.833,50.813,47.213,93.696,55.938,32.492,50.829,29.967,33.342,50.588,43.388,41.975,55.417,28.450,45.900,
194,90.400,51.929,18.538,65.938,29.763,36.638,35.033,88.917,75.071,71.625,32.042,31.317,20.763,20.013,35.517,29.413,44.400,22.800,49.792,43.096,66.575,53.092,56.496,61.517,51.125,44.658,26.846,41.683,35.088,37.075,38.213,45.042,33.221,51.183,49.063,48.663,93.308,50.992,32.304,48.733,33.488,37.746,51.042,41.588,42.300,53.442,25.650,44.838,
195,87.296,53.338,25.163,61.821,32.863,40.750,33.025,82.050,69.867,69.421,19.433,36.288,22.296,14.742,28.938,23.820,36.796,16.900,49.000,42.300,66.146,52.129,55.196,63.738,53.825,45.692,26.925,38.679,33.471,40.004,41.029,40.721,33.538,46.658,49.513,42.954,90.254,49.121,27.896,45.367,26.975,35.833,50.646,39.967,39.425,52.367,24.346,44.542,
196,79.492,54.921,23.571,60.358,24.354,42.858,37.108,87.692,68.913,69.521,18.242,37.504,18.100,14.383,26.050,19.876,38.708,18.300,49.808,42.638,56.904,51.163,61.488,62.508,53.100,43.404,24.079,37.179,23.592,40.483,33.321,42.483,36.163,50.025,53.858,52.113,89.663,41.142,31.213,43.154,25.592,35.133,49.963,38.504,38.313,46.133,26.617,45.008,
197,87.771,53.529,13.400,48.175,25.288,37.592,30.271,84.083,56.079,52.121,18.883,29.454,18.371,18.167,32.913,20.137,34.617,30.800,54.746,44.263,54.779,47.600,64.600,58.563,53.358,41.971,24.904,36.983,40.963,37.704,37.767,39.083,31.967,48.342,48.888,48.096,86.942,42.192,32.833,41.458,26.558,37.471,47.117,39.071,38.088,48.100,24.633,43.692,
198,62.458,48.954,13.854,47.988,28.625,40.288,35.271,76.967,66.888,55.313,23.188,23.658,14.175,15.754,23.292,20.712,27.188,34.900,52.692,42.538,51.208,55.083,64.233,55.825,51.967,40.404,28.463,36.638,32.117,37.600,36.479,38.567,31.342,45.683,47.354,47.863,83.879,46.813,30.417,41.692,30.196,33.563,48.738,42.225,37.213,46.771,22.625,40.029,
199,63.079,40.183,18.679,49.471,33.750,38.604,39.571,68.738,66.404,53.167,25.646,26.000,13.892,18.621,30.204,20.573,23.267,35.300,54.783,44.121,55.188,54.929,63.733,54.933,54.721,42.129,25.800,36.196,32.375,35.663,32.904,42.367,30.325,49.033,48.379,43.746,81.454,45.688,30.321,39.717,30.967,30.558,43.400,37.558,39.663,45.567,20.738,38.363,
200,63.233,31.854,18.763,44.150,33.800,40.871,27.629,60.504,55.025,48.979,28.658,27.238,17.696,21.983,32.238,20.963,23.708,28.100,51.208,45.808,52.092,50.775,64.417,54.475,52.667,38.721,27.113,32.542,31.483,34.467,37.763,39.058,28.746,47.200,50.846,43.679,80.050,44.900,29.404,36.325,31.125,31.371,47.929,36.788,36.967,45.050,24.058,36.288,
201,54.263,41.213,19.850,45.454,29.067,34.158,28.488,61.688,52.817,51.367,27.571,28.529,21.271,16.296,35.613,23.038,20.792,17.000,54.083,44.892,49.850,48.396,68.233,56.275,54.346,37.663,27.258,30.979,30.408,32.083,37.158,37.588,30.500,47.063,45.883,45.321,72.479,44.033,31.317,38.608,29.313,35.242,46.754,34.546,35.233,44.779,21.267,36.475,
202,51.117,48.183,20.171,46.329,27.046,26.942,33.563,62.496,44.975,42.821,17.233,26.138,22.533,15.563,34.192,18.358,21.163,14.500,51.121,42.996,48.921,45.296,62.517,53.692,51.425,39.121,27.096,32.508,31.854,36.013,38.192,42.667,29.608,47.333,45.121,44.854,75.867,41.358,27.217,37.446,29.838,34.933,43.567,32.263,34.317,46.000,19.717,38.371,
203,50.475,35.567,20.092,36.363,15.008,35.058,30.371,52.463,41.008,43.067,17.779,28.925,19.446,15.971,37.538,20.633,21.192,16.100,48.988,42.150,49.383,44.104,63.088,53.275,51.738,38.438,26.042,30.763,34.367,32.558,33.821,38.263,26.925,44.900,43.221,43.058,71.458,44.638,26.942,33.283,32.013,33.029,42.096,30.563,34.854,45.283,19.975,38.321,
204,43.529,40.583,18.746,29.492,27.042,33.383,38.783,53.567,42.479,37.025,15.713,23.367,22.683,15.350,28.329,19.129,22.963,16.400,48.133,44.325,45.450,42.263,62.738,55.454,51.571,36.504,26.308,31.425,33.008,35.621,35.188,39.750,27.871,42.996,40.246,37.979,70.779,39.508,27.363,33.567,31.521,33.463,39.275,32.371,40.142,43.242,21.038,37.608,
205,46.304,43.663,17.683,27.896,21.354,32.508,21.367,39.633,37.358,31.629,20.692,24.592,28.288,14.913,28.388,19.738,22.292,17.700,50.742,44.167,45.667,43.033,60.900,52.963,48.483,36.450,31.233,31.925,32.017,34.546,29.821,39.275,27.392,42.267,41.321,38.558,69.442,38.300,27.913,34.888,30.529,30.917,39.988,33.954,35.542,41.917,18.267,34.300,
206,47.746,37.125,19.633,37.225,25.038,38.571,19.229,37.625,34.900,33.375,23.179,23.475,28.263,15.204,27.996,19.271,21.646,18.200,48.971,43.229,50.358,41.433,61.400,52.613,47.983,35.246,30.829,31.129,29.042,33.171,28.250,37.225,26.963,44.679,36.688,39.546,62.379,37.554,26.933,31.821,27.467,30.475,41.583,33.992,33.625,40.167,20.713,37.471,
207,43.196,33.267,19.188,31.708,22.688,28.929,23.938,37.575,37.425,40.229,24.125,22.875,26.983,14.192,27.013,21.758,21.921,17.300,51.642,41.375,50.750,42.013,58.683,51.313,47.792,37.367,32.517,29.950,27.271,31.279,32.742,33.517,26.813,44.988,40.679,38.504,62.508,37.608,27.046,32.883,25.567,32.938,41.583,33.113,34.171,43.708,19.000,35.608,
208,22.875,37.096,14.729,31.479,21.292,27.854,24.842,37.883,33.204,42.929,22.192,21.150,27.042,18.546,23.579,22.546,21.033,16.200,58.900,41.925,49.929,40.617,57.971,53.375,46.458,37.929,29.542,26.925,29.363,32.558,26.913,32.850,29.133,42.713,38.246,39.863,55.125,39.550,24.879,33.850,28.829,33.075,37.992,34.708,34.433,39.738,21.200,35.317,
209,34.283,39.888,21.392,32.421,21.717,26.704,22.796,40.083,37.775,45.654,19.279,21.542,27.308,18.250,23.821,23.250,17.838,15.300,53.183,43.983,47.592,39.321,61.317,53.579,45.996,36.746,27.050,29.417,28.508,28.504,30.908,32.008,28.525,41.063,40.100,40.342,57.950,40.646,25.554,35.883,27.429,30.717,40.838,34.221,31.108,39.583,24.396,35.804,
210,31.271,39.892,22.713,37.317,15.917,28.871,22.288,40.233,34.025,47.392,21.367,22.633,17.417,19.858,23.163,21.379,18.063,15.000,50.554,44.954,50.096,40.513,58.946,50.021,44.221,36.408,24.188,28.179,27.588,27.125,33.108,33.575,27.442,42.533,40.092,36.421,55.671,37.717,22.542,36.638,29.971,30.608,40.979,31.813,31.433,40.783,23.029,35.442,
211,35.604,36.846,23.333,31.825,19.642,27.083,21.117,38.679,29.238,45.004,22.292,22.821,16.529,21.758,20.863,20.933,19.767,14.200,44.292,33.088,46.021,36.888,57.888,51.233,44.529,30.917,23.146,26.338,28.700,28.583,35.613,31.908,29.517,45.779,40.504,39.071,50.800,33.754,25.188,34.304,28.246,30.746,39.696,31.671,31.321,41.054,24.821,35.721,
212,34.658,29.225,13.642,30.433,22.492,31.392,23.079,38.850,29.133,38.363,23.058,24.588,20.688,14.529,21.521,18.967,18.033,13.800,38.500,19.063,47.017,38.483,58.838,50.871,48.188,22.571,23.550,31.858,31.333,29.517,29.300,29.079,28.367,40.713,40.592,36.783,54.467,36.021,24.942,33.079,31.013,30.725,40.996,33.417,30.938,39.750,23.325,34.138,
213,34.138,28.433,11.692,29.504,27.988,30.250,21.179,28.208,36.025,45.671,22.767,25.600,17.475,15.063,21.746,19.633,17.425,14.200,48.054,15.550,45.779,36.729,56.592,51.125,47.971,30.263,24.221,25.850,29.417,26.621,31.688,25.608,30.538,45.867,39.446,36.263,46.079,38.700,24.146,31.388,31.479,28.208,40.225,35.671,32.892,39.558,27.083,32.654,
214,38.771,16.508,14.746,33.755,15.475,27.975,18.933,34.379,26.508,46.879,30.379,19.729,12.483,14.083,21.683,19.763,17.713,13.970,48.858,13.354,46.317,37.854,55.800,35.079,48.713,29.479,26.363,27.667,30.904,26.488,30.746,25.233,27.508,45.054,36.346,38.033,51.888,35.525,24.225,31.200,31.750,27.713,40.771,32.021,32.154,41.754,25.025,31.713,
215,29.413,27.183,16.258,29.908,22.629,25.871,19.429,34.217,34.692,36.025,26.163,24.429,14.613,12.613,25.350,20.232,19.229,14.048,50.063,12.308,44.025,38.942,57.233,33.379,47.308,30.408,27.383,25.500,25.992,27.946,28.413,28.063,26.975,44.296,35.367,39.704,52.483,34.533,25.867,31.179,31.088,27.063,38.900,31.867,32.646,39.038,27.504,31.300,
216,28.246,29.192,11.358,20.075,18.804,20.817,17.158,34.317,34.100,30.850,25.492,18.658,19.763,13.504,24.367,19.778,15.171,13.477,48.204,12.567,44.529,37.388,56.021,45.246,45.929,27.971,26.763,25.913,25.438,28.517,26.521,30.142,26.133,45.975,37.329,43.188,50.246,32.742,24.625,29.646,25.529,27.317,36.883,30.817,34.279,36.021,28.129,30.717,
217,39.200,38.442,12.921,26.625,15.254,22.067,17.354,31.608,31.488,39.663,34.038,22.004,15.383,13.671,24.171,17.467,14.763,13.500,47.108,12.458,44.363,36.779,53.100,41.238,44.771,26.313,24.638,26.608,27.438,26.163,29.504,30.608,25.900,41.813,33.354,38.854,40.950,32.296,24.121,26.358,26.542,26.125,34.642,28.796,32.663,37.221,28.738,30.121,
218,28.329,39.208,10.996,25.817,24.196,24.104,20.558,37.117,28.579,34.529,30.800,20.833,17.433,14.767,20.321,23.883,17.325,12.714,48.346,13.029,41.092,36.063,53.904,42.421,41.021,29.146,24.379,27.754,27.821,29.654,33.738,30.983,26.913,42.217,32.613,34.754,41.229,29.133,24.208,26.233,24.875,28.796,32.542,27.808,34.388,34.767,26.538,30.671,
219,23.725,37.683,12.113,27.004,15.421,23.633,21.667,37.504,26.938,35.150,27.308,19.079,17.163,15.533,22.158,18.324,16.154,12.526,45.354,12.542,43.417,36.229,54.067,37.979,41.717,27.721,27.542,26.250,30.283,27.671,32.304,29.067,26.096,45.808,31.558,29.050,40.333,29.713,24.513,28.021,23.142,27.133,32.675,32.271,32.233,33.942,24.721,27.367,
220,32.229,37.188,11.813,25.746,22.054,19.967,17.183,37.163,21.888,39.133,23.063,20.121,18.967,14.542,22.017,19.129,16.708,12.691,43.233,12.579,41.796,35.521,51.892,38.658,42.646,26.875,27.392,27.221,31.508,25.638,27.658,30.304,25.800,43.050,31.633,29.246,40.583,31.304,24.121,26.713,19.692,27.554,32.625,32.204,31.567,30.808,26.721,29.792,
221,25.671,33.033,12.038,28.817,20.371,25.429,16.896,21.550,23.746,39.233,23.504,18.321,15.058,15.154,25.767,20.367,19.989,13.354,41.588,11.700,40.950,35.100,51.404,33.250,38.783,26.283,27.842,26.246,29.475,25.767,29.296,30.579,25.833,43.821,34.104,29.654,43.108,28.771,24.163,26.338,20.050,25.533,31.146,36.021,31.404,28.125,24.450,32.533,
222,27.813,38.846,12.154,24.546,18.108,18.158,17.871,27.038,27.013,36.738,19.225,15.625,14.413,15.529,27.150,19.633,13.511,12.861,42.233,11.925,41.829,33.600,52.633,37.333,40.892,25.846,24.513,29.929,30.533,25.871,27.413,29.979,25.721,35.983,34.654,26.954,44.008,27.367,23.867,29.083,18.804,26.233,30.417,32.050,28.254,26.525,24.321,33.496,
223,18.033,35.396,16.146,17.871,14.150,20.496,17.517,31.550,26.354,37.546,21.138,18.433,17.721,14.358,26.138,14.896,11.992,12.395,42.213,11.771,33.558,33.967,49.338,37.646,37.438,28.246,28.638,30.963,29.708,25.804,26.325,29.892,25.750,38.921,34.379,30.221,36.713,28.513,21.563,28.392,17.983,25.067,30.242,34.504,25.613,26.083,19.733,33.971,
224,33.296,35.108,14.846,20.542,12.033,30.550,17.738,27.321,26.175,35.154,23.146,19.713,19.800,14.742,27.971,12.388,12.529,13.343,35.142,12.650,34.692,35.188,51.513,38.529,36.213,28.721,24.029,28.721,30.208,26.796,23.671,25.896,25.629,36.263,33.117,31.671,39.025,29.483,22.058,28.758,20.750,25.125,30.004,27.667,28.204,27.463,22.388,29.663,
225,32.667,32.763,14.696,16.400,15.625,19.117,17.204,27.604,29.125,27.688,17.250,22.088,17.583,15.513,25.708,12.058,12.013,13.005,30.742,11.979,33.250,33.496,50.771,40.063,41.071,26.488,23.963,29.979,24.263,28.646,23.517,26.608,24.146,35.396,34.838,31.517,39.858,27.892,21.667,27.092,22.275,25.121,29.900,28.754,31.250,29.846,25.208,30.492,
226,27.842,31.217,10.400,24.142,14.825,27.517,18.450,30.604,27.404,26.529,23.583,21.000,15.821,16.663,20.575,14.667,11.983,12.219,26.625,11.046,33.775,33.346,51.796,38.233,36.038,27.638,23.438,33.725,22.275,23.725,23.425,25.708,23.354,37.729,28.708,31.338,35.917,25.358,21.421,27.558,21.029,24.975,30.133,31.071,28.796,27.533,23.108,24.829,
227,27.250,21.883,14.313,28.846,15.071,24.638,20.629,24.396,30.525,26.108,21.583,20.721,14.438,19.313,18.663,17.246,12.604,13.023,21.721,11.358,35.533,32.054,49.096,36.521,38.646,27.333,25.183,32.033,26.096,23.933,23.258,28.092,23.846,32.671,29.658,28.096,36.283,25.683,21.317,26.575,24.658,22.767,30.454,29.925,30.213,27.571,19.538,27.630,
228,22.842,23.821,16.604,22.950,18.967,23.879,14.821,26.096,33.721,23.763,31.483,18.583,15.246,22.733,23.450,16.029,14.942,12.874,22.517,13.188,32.829,38.804,45.500,33.821,38.371,26.000,22.088,35.925,27.721,23.796,20.838,29.125,22.758,35.138,29.750,29.346,35.858,25.838,21.333,26.133,20.329,23.317,31.250,29.421,27.233,28.275,19.542,31.405,
229,24.746,29.017,20.425,23.642,23.421,22.629,17.350,27.754,28.763,24.046,25.679,17.596,15.925,20.496,23.292,13.663,21.296,12.800,30.796,15.013,35.279,42.429,43.496,29.867,40.904,26.725,26.683,32.200,21.900,23.983,22.196,27.138,22.517,35.483,30.446,30.042,38.542,24.958,22.483,23.404,19.392,29.550,28.563,27.008,26.071,27.388,19.771,30.288,
230,27.871,23.325,18.788,30.396,19.650,21.508,20.092,28.963,30.525,23.404,20.275,18.154,16.004,19.908,19.292,14.533,23.721,12.432,31.558,13.033,36.563,40.658,42.958,33.633,36.725,28.450,25.546,32.242,25.254,24.467,23.096,26.633,22.142,31.938,34.500,30.292,35.538,26.471,19.438,23.354,19.350,25.854,26.067,26.425,25.058,25.538,19.588,31.117,
231,25.021,36.679,21.921,22.875,16.333,16.750,20.367,26.021,34.192,20.592,24.967,19.063,15.583,17.138,20.117,11.863,20.608,11.945,31.467,12.996,37.308,41.025,41.946,34.458,35.496,27.525,23.200,27.263,27.771,23.183,19.038,26.954,20.979,35.017,34.867,31.550,35.558,25.442,19.583,23.183,19.288,26.696,27.163,24.842,25.271,28.242,19.396,29.000,
232,27.646,31.904,13.063,22.633,16.950,21.754,17.496,29.896,41.454,24.321,26.500,21.429,14.838,19.825,15.946,12.733,22.821,12.681,33.829,13.121,34.900,41.008,40.371,37.029,37.746,30.225,21.167,31.300,24.667,24.817,19.588,29.179,21.642,37.171,36.258,30.408,33.754,23.225,18.821,23.225,19.475,29.050,27.388,25.058,30.008,30.400,20.008,28.163,
233,26.538,31.196,6.263,16.142,19.125,27.225,19.679,25.642,27.771,23.571,25.542,20.308,15.333,18.733,16.029,19.792,23.704,13.488,32.883,12.704,33.975,38.729,43.650,33.446,37.279,27.800,22.038,27.475,21.942,25.854,19.833,30.179,22.021,36.079,38.767,31.154,36.792,23.042,19.717,22.488,18.825,26.279,26.717,26.029,31.671,29.396,19.471,25.854,
234,33.788,30.908,19.746,30.183,20.163,18.183,14.663,23.871,21.417,24.254,21.879,21.867,18.213,16.071,24.917,20.729,16.725,12.521,23.804,10.688,34.400,38.654,40.546,27.754,32.538,27.396,23.313,28.846,19.650,26.988,18.546,30.454,23.488,34.892,35.442,26.750,35.300,26.413,18.146,21.700,17.583,25.008,30.029,27.692,29.050,23.633,19.654,26.629,
235,32.642,29.396,16.513,27.246,18.233,19.838,15.054,21.717,20.596,32.742,21.746,21.446,16.000,18.896,25.733,19.646,15.079,12.090,24.533,11.621,34.167,38.833,41.042,25.463,31.717,23.450,23.733,31.017,21.254,25.546,19.933,28.938,21.417,38.129,33.096,26.871,39.379,24.379,17.942,21.825,18.367,21.250,29.979,26.821,25.250,26.838,19.496,27.263,
