"Tag Code","Mark File Name","Mark Data Project Code and Name","Mark Site Name","Mark Date MMDDYYYY","Release Site Name","Release Date MMDDYYYY","Species Code","Species Name","Run Code","Run Name","Rear Type Code","Rear Type Name","Hatchery Code","Hatchery Name","Mark Site Basin Name","Mark Site Basin Code","Mark Site Subbasin Code","Mark Site Subbasin Name","Release Site Basin Name","Release Site Basin Code","Release Site Subbasin Code","Release Site Subbasin Name","Stock Name","Capture Method Name","Capture Method Code","Mark Count"
"3D9.1BF2054718","MLS05069.TC1","MLS - Mark Schuck Projects","TUCH - Tucannon River Hatchery","3/10/2005","TUCR - Tucannon River","3/30/2005","3","Steelhead","2","Summer","H","Hatchery Reared","TUCH","Tucannon Hatchery","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","TUCANNON","Dip Net","DIPNET","1"
"3D9.1BF20549AD","MLS05070.TU2","MLS - Mark Schuck Projects","TUCH - Tucannon River Hatchery","3/11/2005","TUCR - Tucannon River","3/30/2005","3","Steelhead","2","Summer","H","Hatchery Reared","TUCH","Tucannon Hatchery","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","TUCANNON","Dip Net","DIPNET","1"
"3D9.1BF20549B3","MLS05070.TU2","MLS - Mark Schuck Projects","TUCH - Tucannon River Hatchery","3/11/2005","TUCR - Tucannon River","3/30/2005","3","Steelhead","2","Summer","H","Hatchery Reared","TUCH","Tucannon Hatchery","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","TUCANNON","Dip Net","DIPNET","1"
"3D9.1BF2054A77","MLS05070.TU2","MLS - Mark Schuck Projects","TUCH - Tucannon River Hatchery","3/11/2005","TUCR - Tucannon River","3/30/2005","3","Steelhead","2","Summer","H","Hatchery Reared","TUCH","Tucannon Hatchery","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","TUCANNON","Dip Net","DIPNET","1"
"3D9.1BF2054A9D","MLS05070.TU2","MLS - Mark Schuck Projects","TUCH - Tucannon River Hatchery","3/11/2005","TUCR - Tucannon River","3/30/2005","3","Steelhead","2","Summer","H","Hatchery Reared","TUCH","Tucannon Hatchery","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","TUCANNON","Dip Net","DIPNET","1"
"3D9.1BF2054BEC","MLS05070.TU2","MLS - Mark Schuck Projects","TUCH - Tucannon River Hatchery","3/11/2005","TUCR - Tucannon River","3/30/2005","3","Steelhead","2","Summer","H","Hatchery Reared","TUCH","Tucannon Hatchery","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","TUCANNON","Dip Net","DIPNET","1"
"3D9.1BF2054CB1","MLS05069.TC1","MLS - Mark Schuck Projects","TUCH - Tucannon River Hatchery","3/10/2005","TUCR - Tucannon River","3/30/2005","3","Steelhead","2","Summer","H","Hatchery Reared","TUCH","Tucannon Hatchery","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","TUCANNON","Dip Net","DIPNET","1"
"3D9.1BF2054D54","MLS05070.TU2","MLS - Mark Schuck Projects","TUCH - Tucannon River Hatchery","3/11/2005","TUCR - Tucannon River","3/30/2005","3","Steelhead","2","Summer","H","Hatchery Reared","TUCH","Tucannon Hatchery","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","TUCANNON","Dip Net","DIPNET","1"
"3D9.1BF2054D68","MLS05122.SMT","MLS - Mark Schuck Projects","TUCR - Tucannon River","5/2/2005","TUCR - Tucannon River","5/3/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Screw Trap","SCREWT","1"
"3D9.1BF2054E44","MLS05070.TU2","MLS - Mark Schuck Projects","TUCH - Tucannon River Hatchery","3/11/2005","TUCR - Tucannon River","3/30/2005","3","Steelhead","2","Summer","H","Hatchery Reared","TUCH","Tucannon Hatchery","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","TUCANNON","Dip Net","DIPNET","1"
"3D9.1BF2055146","MLS05118.SMT","MLS - Mark Schuck Projects","TUCR - Tucannon River","4/28/2005","TUCR - Tucannon River","5/1/2005","3","Steelhead","2","Summer","H","Hatchery Reared","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Screw Trap","SCREWT","1"
"3D9.1BF2055318","MLS05108.SMT","MLS - Mark Schuck Projects","TUCR - Tucannon River","4/18/2005","TUCR - Tucannon River","4/18/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Screw Trap","SCREWT","1"
"3D9.1BF2055545","MLS05070.TU2","MLS - Mark Schuck Projects","TUCH - Tucannon River Hatchery","3/11/2005","TUCR - Tucannon River","3/30/2005","3","Steelhead","2","Summer","H","Hatchery Reared","TUCH","Tucannon Hatchery","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","TUCANNON","Dip Net","DIPNET","1"
"3D9.1BF20555AC","MLS05070.TU2","MLS - Mark Schuck Projects","TUCH - Tucannon River Hatchery","3/11/2005","TUCR - Tucannon River","3/30/2005","3","Steelhead","2","Summer","H","Hatchery Reared","TUCH","Tucannon Hatchery","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","TUCANNON","Dip Net","DIPNET","1"
"3D9.1BF20556E7","MLS05069.TC1","MLS - Mark Schuck Projects","TUCH - Tucannon River Hatchery","3/10/2005","TUCR - Tucannon River","3/30/2005","3","Steelhead","2","Summer","H","Hatchery Reared","TUCH","Tucannon Hatchery","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","TUCANNON","Dip Net","DIPNET","1"
"3D9.1BF2055D25","MLS05070.TU2","MLS - Mark Schuck Projects","TUCH - Tucannon River Hatchery","3/11/2005","TUCR - Tucannon River","3/30/2005","3","Steelhead","2","Summer","H","Hatchery Reared","TUCH","Tucannon Hatchery","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","TUCANNON","Dip Net","DIPNET","1"
"3D9.1BF2055F27","MLS05070.TU2","MLS - Mark Schuck Projects","TUCH - Tucannon River Hatchery","3/11/2005","TUCR - Tucannon River","3/30/2005","3","Steelhead","2","Summer","H","Hatchery Reared","TUCH","Tucannon Hatchery","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","TUCANNON","Dip Net","DIPNET","1"
"3D9.1BF2055FE9","MLS05133.SMT","MLS - Mark Schuck Projects","TUCR - Tucannon River","5/13/2005","TUCR - Tucannon River","5/15/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Screw Trap","SCREWT","1"
"3D9.1BF205601E","MLS05069.TC1","MLS - Mark Schuck Projects","TUCH - Tucannon River Hatchery","3/10/2005","TUCR - Tucannon River","3/30/2005","3","Steelhead","2","Summer","H","Hatchery Reared","TUCH","Tucannon Hatchery","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","TUCANNON","Dip Net","DIPNET","1"
"3D9.1BF2056027","MLS05070.TU2","MLS - Mark Schuck Projects","TUCH - Tucannon River Hatchery","3/11/2005","TUCR - Tucannon River","3/30/2005","3","Steelhead","2","Summer","H","Hatchery Reared","TUCH","Tucannon Hatchery","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","TUCANNON","Dip Net","DIPNET","1"
"3D9.1BF205606C","MLS05090.SMT","MLS - Mark Schuck Projects","TUCR - Tucannon River","3/31/2005","TUCR - Tucannon River","4/13/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Screw Trap","SCREWT","1"
"3D9.1BF2056392","MLS05122.SMT","MLS - Mark Schuck Projects","TUCR - Tucannon River","5/2/2005","TUCR - Tucannon River","5/2/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Screw Trap","SCREWT","1"
"3D9.1BF2056C13","MLS05069.TC1","MLS - Mark Schuck Projects","TUCH - Tucannon River Hatchery","3/10/2005","TUCR - Tucannon River","3/30/2005","3","Steelhead","2","Summer","H","Hatchery Reared","TUCH","Tucannon Hatchery","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","TUCANNON","Dip Net","DIPNET","1"
"3D9.1BF2057594","MLS05069.TC1","MLS - Mark Schuck Projects","TUCH - Tucannon River Hatchery","3/10/2005","TUCR - Tucannon River","3/30/2005","3","Steelhead","2","Summer","H","Hatchery Reared","TUCH","Tucannon Hatchery","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","TUCANNON","Dip Net","DIPNET","1"
"3D9.1BF20575A4","MLS05070.TU2","MLS - Mark Schuck Projects","TUCH - Tucannon River Hatchery","3/11/2005","TUCR - Tucannon River","3/30/2005","3","Steelhead","2","Summer","H","Hatchery Reared","TUCH","Tucannon Hatchery","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","TUCANNON","Dip Net","DIPNET","1"
"3D9.1BF20576F6","MLS05122.SMT","MLS - Mark Schuck Projects","TUCR - Tucannon River","5/2/2005","TUCR - Tucannon River","5/3/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Screw Trap","SCREWT","1"
"3D9.1BF22B193D","WDM05125.SC1","WDM - Bill Muir Projects","LGR - Lower Granite Dam","5/5/2005","LGRRRR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Return to the River at the Facility","5/6/2005","3","Steelhead","2","Summer","H","Hatchery Reared","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Facility Raceway Collection","BPRCOL","1"
"3D9.1BF22B1E3F","WDM05129.SC1","WDM - Bill Muir Projects","LGR - Lower Granite Dam","5/9/2005","LGRRRR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Return to the River at the Facility","5/10/2005","3","Steelhead","2","Summer","H","Hatchery Reared","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Facility Raceway Collection","BPRCOL","1"
"3D9.1BF22B1FB5","WDM05129.SC1","WDM - Bill Muir Projects","LGR - Lower Granite Dam","5/9/2005","LGRRRR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Return to the River at the Facility","5/10/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Facility Raceway Collection","BPRCOL","1"
"3D9.1BF22B1FD6","WDM05125.SC1","WDM - Bill Muir Projects","LGR - Lower Granite Dam","5/5/2005","LGRRRR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Return to the River at the Facility","5/6/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Facility Raceway Collection","BPRCOL","1"
"3D9.1BF22C883B","DMM05126.TP1","DMM - Tiffani Marsh Projects","LGR - Lower Granite Dam","5/6/2005","LGRRBR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility","5/7/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Facility Raceway Collection","BPRCOL","1"
"3D9.1BF22DE00E","WDM05124.SC1","WDM - Bill Muir Projects","LGR - Lower Granite Dam","5/4/2005","LGRRRR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Return to the River at the Facility","5/5/2005","3","Steelhead","2","Summer","H","Hatchery Reared","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Facility Raceway Collection","BPRCOL","1"
"3D9.1BF22DE2FC","WDM05124.SC1","WDM - Bill Muir Projects","LGR - Lower Granite Dam","5/4/2005","LGRRRR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Return to the River at the Facility","5/5/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Facility Raceway Collection","BPRCOL","1"
"3D9.1BF22DE60F","WDM05125.SC1","WDM - Bill Muir Projects","LGR - Lower Granite Dam","5/5/2005","LGRRRR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Return to the River at the Facility","5/6/2005","3","Steelhead","2","Summer","H","Hatchery Reared","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Facility Raceway Collection","BPRCOL","1"
"3D9.1BF22E3996","DMM05129.TP1","DMM - Tiffani Marsh Projects","LGR - Lower Granite Dam","5/9/2005","LGRRBR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility","5/10/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Facility Raceway Collection","BPRCOL","1"
"3D9.1BF22FF3C6","WDM05103.SC1","WDM - Bill Muir Projects","LGR - Lower Granite Dam","4/13/2005","LGRRRR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Return to the River at the Facility","4/14/2005","3","Steelhead","2","Summer","H","Hatchery Reared","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Sub-Sample","BPSUB","1"
"3D9.1BF23214FD","WDM05130.SC1","WDM - Bill Muir Projects","LGR - Lower Granite Dam","5/10/2005","LGRRRR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Return to the River at the Facility","5/11/2005","3","Steelhead","2","Summer","H","Hatchery Reared","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Facility Raceway Collection","BPRCOL","1"
"3D9.1BF23216B3","WDM05137.SC1","WDM - Bill Muir Projects","LGR - Lower Granite Dam","5/17/2005","LGRRRR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Return to the River at the Facility","5/18/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Facility Raceway Collection","BPRCOL","1"
"3D9.1BF2335F28","WDM05118.SC1","WDM - Bill Muir Projects","LGR - Lower Granite Dam","4/28/2005","LGRRRR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Return to the River at the Facility","4/29/2005","3","Steelhead","2","Summer","H","Hatchery Reared","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Sub-Sample","BPSUB","1"
"3D9.1BF2336005","WDM05116.SC1","WDM - Bill Muir Projects","LGR - Lower Granite Dam","4/26/2005","LGRRRR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Return to the River at the Facility","4/27/2005","3","Steelhead","2","Summer","H","Hatchery Reared","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Sub-Sample","BPSUB","1"
"3D9.1BF236C6BF","WDM05117.SC1","WDM - Bill Muir Projects","LGR - Lower Granite Dam","4/27/2005","LGRRRR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Return to the River at the Facility","4/28/2005","3","Steelhead","2","Summer","H","Hatchery Reared","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Sub-Sample","BPSUB","1"
"3D9.1BF236C8DB","WDM05122.SC1","WDM - Bill Muir Projects","LGR - Lower Granite Dam","5/2/2005","LGRRRR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Return to the River at the Facility","5/3/2005","3","Steelhead","2","Summer","H","Hatchery Reared","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Facility Raceway Collection","BPRCOL","1"
"3D9.1BF236EDCE","WDM05112.SC1","WDM - Bill Muir Projects","LGR - Lower Granite Dam","4/22/2005","LGRRRR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Return to the River at the Facility","4/23/2005","3","Steelhead","2","Summer","H","Hatchery Reared","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Sub-Sample","BPSUB","1"
"3D9.1BF236F776","WDM05116.SC1","WDM - Bill Muir Projects","LGR - Lower Granite Dam","4/26/2005","LGRRRR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Return to the River at the Facility","4/27/2005","3","Steelhead","2","Summer","H","Hatchery Reared","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Sub-Sample","BPSUB","1"
"3D9.1BF23702F3","WDM05108.SC1","WDM - Bill Muir Projects","LGR - Lower Granite Dam","4/18/2005","LGRRRR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Return to the River at the Facility","4/19/2005","3","Steelhead","2","Summer","H","Hatchery Reared","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Sub-Sample","BPSUB","1"
"3D9.1BF237031A","DMM05109.TP1","DMM - Tiffani Marsh Projects","LGR - Lower Granite Dam","4/19/2005","LGRRBR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility","4/20/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Sub-Sample","BPSUB","1"
"3D9.1BF2370577","WDM05112.SC1","WDM - Bill Muir Projects","LGR - Lower Granite Dam","4/22/2005","LGRRRR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Return to the River at the Facility","4/23/2005","3","Steelhead","2","Summer","H","Hatchery Reared","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Sub-Sample","BPSUB","1"
"3D9.1BF23707E1","WDM05110.SC1","WDM - Bill Muir Projects","LGR - Lower Granite Dam","4/20/2005","LGRRRR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Return to the River at the Facility","4/21/2005","3","Steelhead","2","Summer","H","Hatchery Reared","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Sub-Sample","BPSUB","1"
"3D9.1BF2370842","WDM05115.SC1","WDM - Bill Muir Projects","LGR - Lower Granite Dam","4/25/2005","LGRRRR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Return to the River at the Facility","4/26/2005","3","Steelhead","2","Summer","H","Hatchery Reared","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Sub-Sample","BPSUB","1"
"3D9.1BF2370A2A","WDM05115.SC1","WDM - Bill Muir Projects","LGR - Lower Granite Dam","4/25/2005","LGRRRR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Return to the River at the Facility","4/26/2005","3","Steelhead","2","Summer","H","Hatchery Reared","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Sub-Sample","BPSUB","1"
"3D9.1BF2370E25","WDM05110.SC1","WDM - Bill Muir Projects","LGR - Lower Granite Dam","4/20/2005","LGRRRR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Return to the River at the Facility","4/21/2005","3","Steelhead","2","Summer","H","Hatchery Reared","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Sub-Sample","BPSUB","1"
"3D9.1BF2371838","WDM05108.SC1","WDM - Bill Muir Projects","LGR - Lower Granite Dam","4/18/2005","LGRRRR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Return to the River at the Facility","4/19/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Sub-Sample","BPSUB","1"
"3D9.1BF2371C3D","WDM05112.SC1","WDM - Bill Muir Projects","LGR - Lower Granite Dam","4/22/2005","LGRRRR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Return to the River at the Facility","4/23/2005","3","Steelhead","2","Summer","H","Hatchery Reared","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Sub-Sample","BPSUB","1"
"3D9.1BF23722F8","WDM05109.SC1","WDM - Bill Muir Projects","LGR - Lower Granite Dam","4/19/2005","LGRRRR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Return to the River at the Facility","4/20/2005","3","Steelhead","2","Summer","H","Hatchery Reared","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Sub-Sample","BPSUB","1"
"3D9.1BF23724EB","WDM05115.SC1","WDM - Bill Muir Projects","LGR - Lower Granite Dam","4/25/2005","LGRRRR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Return to the River at the Facility","4/26/2005","3","Steelhead","2","Summer","H","Hatchery Reared","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Sub-Sample","BPSUB","1"
"3D9.1BF2372588","WDM05103.SC1","WDM - Bill Muir Projects","LGR - Lower Granite Dam","4/13/2005","LGRRRR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Return to the River at the Facility","4/14/2005","3","Steelhead","2","Summer","H","Hatchery Reared","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Sub-Sample","BPSUB","1"
"3D9.1BF2372751","WDM05110.SC1","WDM - Bill Muir Projects","LGR - Lower Granite Dam","4/20/2005","LGRRRR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Return to the River at the Facility","4/21/2005","3","Steelhead","2","Summer","H","Hatchery Reared","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Sub-Sample","BPSUB","1"
"3D9.1BF2372D90","WDM05112.SC1","WDM - Bill Muir Projects","LGR - Lower Granite Dam","4/22/2005","LGRRRR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Return to the River at the Facility","4/23/2005","3","Steelhead","2","Summer","H","Hatchery Reared","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Sub-Sample","BPSUB","1"
"3D9.1BF23730DF","WDM05111.SC1","WDM - Bill Muir Projects","LGR - Lower Granite Dam","4/21/2005","LGRRRR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Return to the River at the Facility","4/22/2005","3","Steelhead","2","Summer","H","Hatchery Reared","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Sub-Sample","BPSUB","1"
"3D9.1BF238C7F3","WDM05119.SC1","WDM - Bill Muir Projects","LGR - Lower Granite Dam","4/29/2005","LGRRRR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Return to the River at the Facility","4/30/2005","3","Steelhead","2","Summer","H","Hatchery Reared","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Sub-Sample","BPSUB","1"
"3D9.1BF2399E91","WDM05133.SC1","WDM - Bill Muir Projects","LGR - Lower Granite Dam","5/13/2005","LGRRRR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Return to the River at the Facility","5/14/2005","3","Steelhead","2","Summer","H","Hatchery Reared","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Facility Raceway Collection","BPRCOL","1"
"3D9.1BF239A001","WDM05133.SC1","WDM - Bill Muir Projects","LGR - Lower Granite Dam","5/13/2005","LGRRRR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Return to the River at the Facility","5/14/2005","3","Steelhead","2","Summer","H","Hatchery Reared","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Facility Raceway Collection","BPRCOL","1"
"3D9.1BF239C0C7","WDM05109.SC1","WDM - Bill Muir Projects","LGR - Lower Granite Dam","4/19/2005","LGRRRR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Return to the River at the Facility","4/20/2005","3","Steelhead","2","Summer","H","Hatchery Reared","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Sub-Sample","BPSUB","1"
"3D9.1BF239C11B","WDM05117.SC1","WDM - Bill Muir Projects","LGR - Lower Granite Dam","4/27/2005","LGRRRR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Return to the River at the Facility","4/28/2005","3","Steelhead","2","Summer","H","Hatchery Reared","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Sub-Sample","BPSUB","1"
