"","tag_code_2","natal_origin"
"770","3D9.1C2D810A55",10
"771","3D9.1C2D843B37",10
"772","3D9.1C2D88AA8F",10
"773","3D9.1C2D8B139C",16
"774","3D9.1C2D8C1617",16
"775","3D9.1C2D8C5433",16
"776","3D9.1C2D8C6E98",16
"777","3D9.1C2D8C9307",16
"778","3D9.1C2D8C9CE2",16
"779","3D9.1C2D8CBC98",16
"780","3D9.1C2D8CC509",16
"781","3D9.1C2D8CE0F1",16
"782","3D9.1C2D8CF157",16
"783","3D9.1C2D8D179F",16
"784","3D9.1C2D8D18F2",16
"785","3D9.1C2D8D2498",16
"786","3D9.1C2D8D4137",4
"787","3D9.1C2D8DFEAE",16
"788","3D9.1C2D8E1ED7",16
"789","3D9.1C2D8E22A2",16
"790","3D9.1C2D8E24A7",16
"791","3D9.1C2D8E283C",16
"792","3D9.1C2D8EC5C8",16
"793","3D9.1C2D8F0A7B",16
"794","3D9.1C2D8F59F5",16
"795","3D9.1C2D8F6F1D",16
"796","3D9.1C2D8FA409",16
"797","3D9.1C2D90049E",16
"798","3D9.1C2D9031F6",16
"799","3D9.1C2D90F061",10
"800","3D9.1C2D917714",10
"801","3D9.1C2D917B17",10
"802","3D9.1C2D9188B0",4
"803","3D9.1C2D91BEC9",16
"804","3D9.1C2D91BED2",16
"805","3D9.1C2D91CAE6",4
"806","3D9.1C2D91F21A",16
"807","3D9.1C2D91FF33",4
"808","3D9.1C2D9207E9",4
"809","3D9.1C2D920C3E",4
"810","3D9.1C2D920D6C",4
"811","3D9.1C2D9211FC",4
"812","3D9.1C2D921A28",16
"813","3D9.1C2D9238CE",16
"814","3D9.1C2D9244DB",10
"815","3D9.1C2D92551D",16
"816","3D9.1C2D925BD1",4
"817","3D9.1C2D925BD1_repeat",4
"818","3D9.1C2D925C72",4
"819","3D9.1C2D92606A",4
"820","3D9.1C2D926486",4
"821","3D9.1C2D92648B",4
"822","3D9.1C2D9271C9",4
"823","3D9.1C2D927CB3",4
"824","3D9.1C2D928486",4
"825","3D9.1C2D9287F1",16
"826","3D9.1C2D928A8E",4
"827","3D9.1C2D928AF2",4
"828","3D9.1C2D92A08C",4
"829","3D9.1C2D92CBDE",4
"830","3D9.1C2D92CE2F",4
"831","3D9.1C2D92DABB",4
"832","3D9.1C2D92EA5F",10
"833","3D9.1C2D92FA73",4
"834","3D9.1C2D93036E",10
"835","3D9.1C2D9303CC",4
"836","3D9.1C2D9303CC_repeat",4
"837","3D9.1C2D9320E0",4
"838","3D9.1C2D9328F3",4
"839","3D9.1C2D932CD1",4
"840","3D9.1C2D932EC5",10
"841","3D9.1C2D93388C",4
"842","3D9.1C2D933A02",16
"843","3D9.1C2D93442C",4
"844","3D9.1C2D9349B5",4
"845","3D9.1C2D934C29",10
"846","3D9.1C2D935231",4
"847","3D9.1C2D935893",4
"848","3D9.1C2D936A0E",4
"849","3D9.1C2D936A9D",4
"850","3D9.1C2D93749E",10
"851","3D9.1C2D937BC6",16
"852","3D9.1C2D937D4D",16
"853","3D9.1C2D9453B0",16
"854","3D9.1C2D9495B9",4
"855","3D9.1C2D94B98C",4
"856","3D9.1C2D94BAD1",16
"857","3D9.1C2D9528BF",16
"858","3D9.1C2D954117",16
"859","3D9.1C2D95B9B5",4
"860","3D9.1C2D95E887",16
"861","3D9.1C2D96078C",4
"862","3D9.1C2D98AFFC",16
"863","3D9.1C2D98B013",4
"864","3D9.1C2D99DEAF",4
"865","3D9.1C2D9BC1E9",4
"866","3D9.1C2D9C02FA",4
"867","3D9.1C2D9E3C25",4
"868","3D9.1C2D9E8110",4
"869","3D9.1C2D9EC694",4
"870","3D9.1C2D9EDD36",4
"871","3D9.1C2D9EF42F",4
"872","3D9.1C2D9EF5C0",4
"873","3D9.1C2D9EF5D0",4
"874","3D9.1C2D9F0CEC",4
"875","3D9.1C2D9F0CFB",4
"876","3D9.1C2D9F669E",4
"877","3D9.1C2D9FBEF4",10
"878","3D9.1C2D9FD13B",4
"879","3D9.1C2D9FDE14",4
"880","3D9.1C2DA13E28",4
"881","3D9.1C2DADEB6C",10
"882","3D9.1C2DBD039C",4
"883","3D9.1C2DBE460F",4
"884","3D9.1C2DBE5BF6",4
"885","3D9.1C2DBE806F",4
"886","3D9.1C2DCAF3AF",16
"887","3D9.1C2DCB133F",16
"888","3D9.1C2DCB5636",16
"889","3D9.1C2DCB5B24",16
"890","3D9.1C2DCB6005",16
"891","3D9.1C2DCB752A",16
"892","3D9.1C2DCB7552",16
"893","3D9.1C2DCB7556",16
"894","3D9.1C2DCB7B6A",16
"895","3D9.1C2DCB8792",16
"896","3D9.1C2DCB9099",16
"897","3D9.1C2DCBA30C",16
"898","3D9.1C2DCBA45A",16
"899","3D9.1C2DCBAB68",16
"900","3D9.1C2DCBADB8",16
"901","3D9.1C2DCBB77F",16
"902","3D9.1C2DCBE112",16
"903","3D9.1C2DCBF90C",16
"904","3D9.1C2DCC36C8",16
"905","3D9.1C2DCF425F",16
"906","3D9.1C2DCF5CF7",16
"907","3D9.1C2DCF6771",16
"908","3D9.1C2DCF707F",16
"909","3D9.1C2DCF736C",16
"910","3D9.1C2DCF73BC",16
"911","3D9.1C2DCF80AD",16
"912","3D9.1C2DCF955E",16
"913","3D9.1C2DCFA9A4",16
"914","3D9.1C2DCFBCB2",16
"915","3D9.1C2DCFE04D",16
"916","3D9.1C2DCFE139",16
"917","3D9.1C2DCFEA4A",16
"918","3D9.1C2DD0115B",16
"919","3D9.1C2DD2FCC8",4
"920","3D9.1C2DD4FD9A",4
"921","3D9.1C2DD53B50",4
"922","3D9.1C2DD554EA",4
"923","3D9.1C2DD557B9",4
"924","3D9.1C2DD57BAA",4
"925","3D9.1C2DD631E7",4
"926","3D9.1C2DD64129",4
"927","3D9.1C2DD693DB",4
"928","3D9.1C2DD6A680",4
"929","3D9.1C2DD6B3ED",4
"930","3D9.1C2DD6BC93",4
"931","3D9.1C2DD6CFCF",4
"932","3D9.1C2DD6D852",4
"933","3D9.1C2DD6E534",4
"934","3D9.1C2DD6EFA4",4
"935","3D9.1C2DD6F0F2",4
"936","3D9.1C2DD6F2D1",4
"937","3D9.1C2DD6F3B7",4
"938","3D9.1C2DD6F51A",4
"939","3D9.1C2DD71B0E",4
"940","3D9.1C2DD71CC0",4
"941","3D9.1C2DD727C3",4
"942","3D9.1C2DD727C3_repeat",4
"943","3D9.1C2DD727E4",4
"944","3D9.1C2DD731BF",4
"945","3D9.1C2DD735C3",4
"946","3D9.1C2DD7366D",4
"947","3D9.1C2DD744B0",4
"948","3D9.1C2DD750C8",4
"949","3D9.1C2DD76EC6",10
"950","3D9.1C2DD7CDBB",10
"951","3D9.1C2DD7E887",10
"952","3D9.1C2DD7F079",10
"953","3D9.1C2DD7FC2E",10
"954","3D9.1C2DD814DA",10
"955","3D9.1C2DD83263",10
"956","3D9.1C2DD83646",10
"957","3D9.1C2DD8438F",10
"958","3D9.1C2DD85912",10
"959","3D9.1C2DD859E6",10
"960","3D9.1C2DD85F90",10
"961","3D9.1C2DD85FC4",10
"962","3D9.1C2DD87391",10
"963","3D9.1C2DD88BF0",4
"964","3D9.1C2DD8E134",16
"965","3D9.1C2DD90A06",10
"966","3D9.1C2DD91465",10
"967","3D9.1C2DD92F5A",4
"968","3D9.1C2DD94213",16
"969","3D9.1C2DD95906",16
"970","3D9.1C2DD95942",4
"971","3D9.1C2DD967D1",4
"972","3D9.1C2DD96DBB",16
"973","3D9.1C2DD9702E",16
"974","3D9.1C2DD97614",4
"975","3D9.1C2DD99DC7",4
"976","3D9.1C2DD9B5AF",10
"977","3D9.1C2DD9BDC0",10
"978","3D9.1C2DD9FE18",4
"979","3D9.1C2DDA0B75",4
"980","3D9.1C2DDA18FB",4
"981","3D9.1C2DDA1A16",4
"982","3D9.1C2DDA30C0",4
"983","3D9.1C2DDA355C",4
"984","3D9.1C2DDA377B",4
"985","3D9.1C2DDA45E3",4
"986","3D9.1C2DDA4B37",10
"987","3D9.1C2DDA6121",4
"988","3D9.1C2DDA7844",4
"989","3D9.1C2DDA86B3",4
"990","3D9.1C2DDA8D67",10
"991","3D9.1C2DDAB73B",4
"992","3D9.1C2DDABE53",16
"993","3D9.1C2DDAC23C",10
"994","3D9.1C2DDAC3C7",4
"995","3D9.1C2DDAD709",4
"996","3D9.1C2DDADD12",10
"997","3D9.1C2DDAE3FC",4
"998","3D9.1C2DDAF466",4
"999","3D9.1C2DDAF992",16
"1000","3D9.1C2DDAFB7F",4
"1001","3D9.1C2DDAFC23",4
"1002","3D9.1C2DDB0F62",10
"1003","3D9.1C2DDB101E",10
"1004","3D9.1C2DDB1160",4
"1005","3D9.1C2DDB1BCE",10
"1006","3D9.1C2DDB1C6E",4
"1007","3D9.1C2DDB26E1",16
"1008","3D9.1C2DDB28A5",4
"1009","3D9.1C2DDB2B22",10
"1010","3D9.1C2DDB2C03",16
"1011","3D9.1C2DDB2F82",16
"1012","3D9.1C2DDB3867",10
"1013","3D9.1C2DDB54B2",4
"1014","3D9.1C2DDB6FF8",4
"1015","3D9.1C2DDB850F",10
"1016","3D9.1C2DDB857E",16
"1017","3D9.1C2DDB8BE6",4
"1018","3D9.1C2DDB95D3",16
"1019","3D9.1C2DDB981E",16
"1020","3D9.1C2DDBB521",16
"1021","3D9.1C2DDBD9D0",16
"1022","3D9.1C2DDC437B",10
"1023","3D9.1C2DDC4BC3",10
"1024","3D9.1C2DDC4FE3",10
"1025","3D9.1C2DDC6252",10
"1026","3D9.1C2DDC7D02",10
"1027","3D9.1C2DDC8E2F",10
"1028","3D9.1C2DDC9C9C",10
"1029","3D9.1C2DDCAA4F",10
"1030","3D9.1C2DDCB6AB",10
"1031","3D9.1C2DDCE607",10
"1032","3D9.1C2DDCEF94",10
"1033","3D9.1C2DDCFD0D",10
"1034","3D9.1C2DDD16F3",10
"1035","3D9.1C2DDD52DF",10
"1036","3D9.1C2DE175DF",10
"1037","3D9.1C2DE17C5D",10
"1038","3D9.1C2DE3B2A9",4
"1039","3D9.1C2DE3CB54",4
"1040","3D9.1C2DE3F265",4
"1041","3D9.1C2DE40CD5",4
"1042","3D9.1C2DE50622",4
"1043","3D9.1C2DE55E7C",4
"1044","3D9.1C2DE5E840",4
"1045","3D9.1C2DE9EA60",4
"1046","3D9.1C2DE9FE13",4
"1047","3D9.1C2DEA0A87",10
"1048","3D9.1C2DEA6ECE",10
"1049","3D9.1C2DEA8A28",4
"1050","3D9.1C2DEA993C",4
"1051","3D9.1C2DEA9F02",4
"1052","3D9.1C2DEABA1D",4
"1053","3D9.1C2DEAFDF7",4
"1054","3D9.1C2DEB27EF",4
"1055","3D9.1C2DEB40EF",4
"1056","3D9.1C2DEB626F",4
"1057","3D9.1C2DEB7ACE",4
"1058","3D9.1C2DEB8AD9",4
"1059","3D9.1C2DEB8F30",4
"1060","3D9.1C2DEB9E0D",4
"1061","3D9.1C2DEB9E13",4
"1062","3D9.1C2DEBCE89",4
"1063","3D9.1C2DEBD1D8",4
"1064","3D9.1C2DEBEC27",4
"1065","3D9.1C2DEC94F8",4
"1066","3D9.1C2DECA546",4
"1067","3D9.1C2DEDBED4",4
"1068","3D9.1C2DEE4946",4
"1069","3D9.1C2DEE7D1C",4
"1070","3D9.1C2DF152F8",4
"1071","3D9.1C2DF6434F",16
"1072","3D9.1C2DF64749",16
"1073","3D9.1C2DF649DE",16
"1074","3D9.1C2DF67613",16
"1075","3D9.1C2DF7D174",16
"1076","3D9.1C2E05E84C",10
"1077","3D9.239F83B992",10
"1078","3D9.239F83BAD6",10
"1079","3D9.239F83BB2C",10
"1080","3D9.239F83BE0A",10
"1081","3D9.239F83C1DD",10
"1082","3D9.239F864DEC",4
"1083","3D9.239F865215",4
"1084","3D9.239F865504",4
"1085","3D9.257C5B6863",10
"1086","3D9.257C5C7BD1",10
"1087","3D9.257C5C9006",10
"1088","3D9.257C5CAD33",10
"1089","3D9.257C5CEA61",10
"1090","3D9.257C5FE4DD",10
"1091","3D9.257C5FECC0",10
"1092","3D9.257C602CCB",10
"1093","3D9.257C603631",10
"1094","3D9.257C603722",10
"1095","3D9.257C61A402",10
"1096","3D9.257C61A7C3",10
"1097","3D9.257C61B4CE",10
"1098","3D9.257C61C6B5",10
"1099","3D9.257C61F5C2",10
"1100","3D9.257C621A4D",10
"1101","3D9.257C622ABE",10
"1102","3D9.257C625B18",10
"1103","3D9.257C62BA18",10
"1104","3D9.257C631CD4",10
"1105","3D9.257C632CC7",10
"1106","3D9.257C6356FA",10
"1107","3D9.257C63637D",10
"1108","3D9.257C6878EC",16
"1109","3D9.257C6CEBDA",16
"1110","3DD.003B9BF126",10
"1111","3DD.003BB94790",10
"1112","3DD.003BC44908",10
"1113","3DD.003BC44C3D",10
"1114","3DD.003BC44DDE",10
"1115","3DD.003BC44F9A",10
"1116","3DD.003BC454D6",10
"1117","3DD.003BC48E30",10
"1118","3DD.003BC49472",10
"1119","3DD.003BC51C90",10
"1120","3DD.003BC52860",10
"1121","3DD.003BC52D8E",10
"1122","3DD.003BCF8020",10
"1123","3DD.003BD036FD",10
"1124","3DD.003BD03849",10
"1125","3DD.003BD39CB7",10
"1126","3DD.003BD8E656",10
"1127","3DD.003BD8E690",10
"1128","3DD.003BD8E99A",10
"1129","3DD.003BD8EACB",10
"1130","3DD.003BDC9E4A",10
"1131","3DD.003BDCA268",10
"1132","3DD.003BDCA7F1",10
"1133","3DD.003BDCAC81",10
"1134","3DD.003BDCBCAD",10
"1135","3DD.003BDCD40D",10
"1136","3DD.003BDDB77A",10
"1137","3DD.003BDF0347",16
"1138","3DD.003BDF0505",16
"1139","3DD.003BDF0A71",16
"1140","3DD.003BDF1006",16
"1141","3DD.003BDF1053",16
"1142","3DD.003BDF110F",16
"1143","3DD.003BF60B5F",10
"1144","3DD.003BF60C81",10
"1145","3DD.003BF60D08",10
"1146","3DD.003BF71389",10
"1147","3DD.003BF7138B",10
"1148","3DD.003BF7804A",16
"1149","3DD.003BF78058",16
"1150","3DD.003BF783A7",16
"1151","3DD.003BF78540",16
"1152","3DD.003BF785A1",16
"1153","3DD.003BF78852",16
"1154","3DD.003BF78903",16
"1155","3DD.003C002F59",10
"1156","3DD.003D284C30",10
"1157","3DD.003D284C51",10
"1158","3DD.003D284C7A",10
"1159","3DD.003D284FDF",10
"1160","3DD.003D284FE1",10
"1161","3DD.003D284FE7",10
"1162","3DD.003D28538C",10
"1163","3DD.003D2855A2",10
"1164","3DD.003D2855F0",10
"1165","3DD.003D285608",10
"1166","3DD.003D2857DB",10
"1167","3DD.003D28A598",10
"1168","3DD.003D31C8C6",16
"1169","3DD.003D31C8D6",16
"1170","3DD.003D31C96B",16
"1171","3DD.003D31E2C4",16
"1172","3DD.003D321454",10
"1173","3DD.003D321479",10
"1174","3DD.003D321956",10
"1175","3DD.003D321A25",10
"1176","3DD.003D321B0D",10
"1177","3DD.003D368A5A",10
"1178","3DD.003D368C62",10
"1179","3DD.003D368D09",10
"1180","3DD.003D368DB7",10
"1181","3DD.003D3ABCFA",10
"1182","3DD.003D3ABD03",10
"1183","3DD.003D3ABD2D",10
"1184","3DD.003D778B09",10
"1185","3DD.003D778B20",10
"1186","3DD.00773788E8",4
"1187","3DD.007737BC92",4
"1188","3DD.0077385F74",4
"1189","3DD.0077576277",4
"1190","3DD.007757686D",16
"1191","3DD.0077581A8F",10
"1192","3DD.007758265D",4
"1193","3DD.007759D169",4
"1194","3DD.007762DFCE",4
"1195","3DD.0077631B4A",4
"1196","3DD.00776B43CF",16
"1197","3DD.00776B6B05",10
"1198","3DD.00776B6DFA",10
"1199","3DD.00776BF08B",10
"1200","3DD.00776C160C",16
"1201","3DD.00776C42B6",16
"1202","3DD.00776D5888",10
"1203","3DD.00776D8C37",10
"1204","3DD.00776D9195",16
"1205","3DD.00776DAA27",10
"1206","3DD.00776DC2DE",10
"1207","3DD.00776DF38F",4
"1208","3DD.00776E19AD",10
"1209","3DD.00776E281A",10
"1210","3DD.00776E50A9",10
"1211","3DD.00776E5FCE",16
"1212","3DD.00776E75AA",10
"1213","3DD.00776EAB9A",16
"1214","3DD.00776F18C4",4
"1215","3DD.00776F62FF",4
"1216","3DD.00776FE7C3",4
"1217","3DD.0077755804",4
"1218","3DD.0077765B87",10
"1219","3DD.007779F4BE",4
"1220","3DD.007779FC29",4
"1221","3DD.007779FEC5",4
"1222","3DD.00777A1D30",4
"1223","3DD.00777A2AF5",4
"1224","3DD.00777A3546",4
"1225","3DD.00777A41EA",4
"1226","3DD.007780BB63",4
"1227","3DD.007781F0CA",16
"1228","3DD.007781F0EE",16
"1229","3DD.007783044F",16
"1230","3DD.0077840F9D",4
"1231","3DD.00778D36C8",16
"1232","3DD.00778E0685",4
"1233","3DD.00778E5048",4
"1234","3DD.00778EC1F3",10
"1235","3DD.00778EC3E4",10
"1236","3DD.00778F3387",4
"1237","3DD.00778F7049",4
"1238","3DD.007790A633",4
"1239","3DD.007790B469",4
"1240","3DD.007790CB64",4
"1241","3DD.007790D0B1",4
"1242","3DD.007790F466",16
"1243","3DD.007790F4EF",4
"1244","3DD.007790F511",4
"1245","3DD.007790FB83",4
"1246","3DD.0077A20D00",16
"1247","3DD.0077A25AF9",4
"1248","3DD.0077A2A88D",4
"1249","3DD.0077A2AEB5",16
"1250","3DD.0077A2EEA1",4
"1251","3DD.0077A3B5D7",4
"1252","3DD.0077A3BCF0",4
"1253","3DD.0077A3C543",4
"1254","3DD.0077A3F119",4
"1255","3DD.0077A3F811",16
"1256","3DD.0077A40C41",4
"1257","3DD.0077A40D92",4
"1258","3DD.0077A45BFD",10
"1259","3DD.0077A464A6",10
"1260","3DD.0077A467CD",10
"1261","3DD.0077A48FD8",10
"1262","3DD.0077A49247",10
"1263","3DD.0077A49B16",10
"1264","3DD.0077A4AF7F",10
"1265","3DD.0077A4B304",10
"1266","3DD.0077A4B365",10
"1267","3DD.0077A4B879",4
"1268","3DD.0077A4BA29",16
"1269","3DD.0077A4C96B",4
"1270","3DD.0077A4D19C",4
"1271","3DD.0077A534EF",4
"1272","3DD.0077A55F0E",4
"1273","3DD.0077AA9511",4
"1274","3DD.0077AA9649",4
"1275","3DD.0077AA9C79",16
"1276","3DD.0077AAA676",4
"1277","3DD.0077AAA7B2",16
"1278","3DD.0077AAC35A",4
"1279","3DD.0077AAF5DF",4
"1280","3DD.0077AB1198",4
"1281","3DD.0077AB131C",4
"1282","3DD.0077AB18B5",16
"1283","3DD.0077AB20DC",4
"1284","3DD.0077CCDAAB",16
"1285","3DD.0077CE84DA",10
"1286","3DD.0077CF707C",16
"1287","3DD.0077CFB293",10
"1288","3DD.0077CFDBBB",16
