day,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
148,,13.004,13.387,14.480,14.972,15.694,13.632,13.827,14.564,14.653,13.890,14.075,13.285,14.573,13.243,12.291,12.929,13.370,14.495,16.440,14.841,14.074,14.803,13.935,13.265,14.418,12.980,
149,,13.317,13.572,14.788,15.019,15.605,13.849,14.099,14.530,14.924,13.638,14.522,13.190,14.941,13.264,12.450,13.128,13.599,14.479,16.725,14.921,14.169,14.824,14.122,13.505,14.446,13.119,
150,,13.450,13.572,15.022,15.124,15.993,14.121,14.312,14.525,15.110,13.550,14.873,13.010,15.070,13.487,12.562,13.220,13.720,14.503,17.055,15.167,14.378,14.848,14.497,13.799,14.736,13.073,
151,,13.671,13.601,15.088,14.907,16.478,14.397,14.418,14.528,15.224,13.580,15.134,12.965,15.041,13.811,12.625,13.289,13.725,14.524,17.140,15.337,14.617,14.978,14.568,14.255,14.994,13.189,
152,,13.763,13.550,15.019,14.663,16.879,14.458,14.444,14.525,15.140,13.606,15.331,13.012,15.175,14.000,12.680,13.479,13.980,14.537,17.407,15.683,14.923,15.007,14.907,14.133,15.319,13.425,
153,,13.896,13.743,14.766,14.845,16.793,14.609,14.471,14.582,15.303,13.843,15.476,12.996,15.317,14.007,12.675,13.699,14.249,14.697,17.537,16.034,14.938,15.146,15.186,14.270,15.748,13.332,
154,,14.008,13.940,14.653,15.032,16.395,14.807,14.683,14.764,15.313,14.148,15.854,13.033,15.440,13.938,12.837,14.025,14.368,14.788,17.665,16.114,14.847,15.126,15.504,14.306,16.012,13.183,
155,,14.004,14.152,14.386,15.144,16.164,14.715,15.229,15.013,15.303,14.651,16.060,13.346,15.404,14.082,12.972,14.131,14.658,14.939,17.721,16.323,14.542,15.045,15.759,14.378,16.031,13.220,
156,,14.113,14.392,14.173,15.288,16.094,14.607,15.470,15.326,15.387,14.845,16.041,13.511,15.487,14.272,12.977,14.293,15.076,15.135,17.941,16.817,14.523,15.114,15.901,14.484,15.977,13.531,
157,,14.225,14.762,13.853,15.409,16.285,14.494,15.506,15.344,15.321,15.198,15.928,13.609,15.500,14.317,13.198,14.186,15.250,15.379,18.105,17.270,14.783,15.314,15.828,14.592,15.914,13.972,
158,,14.254,15.122,13.678,15.281,16.633,14.530,15.658,15.280,15.560,15.507,16.002,13.516,15.528,14.368,13.421,14.113,15.546,15.589,18.375,17.601,15.016,15.516,15.760,14.715,15.891,14.275,
159,,14.267,15.241,13.576,15.416,16.853,14.637,15.942,15.424,15.683,15.547,16.159,13.361,15.683,14.322,13.432,14.181,15.897,15.830,18.464,17.707,14.985,15.691,15.815,14.808,15.805,14.492,
160,,14.496,15.723,13.651,15.501,16.637,14.557,16.022,15.516,15.831,15.650,16.148,13.209,15.860,14.492,13.684,13.964,16.277,16.082,18.580,17.696,14.874,15.766,16.065,14.626,15.687,14.271,
161,,14.525,16.077,13.763,15.484,16.287,14.585,15.966,15.615,15.818,15.725,16.046,13.283,15.849,14.667,13.891,13.686,16.465,16.097,18.599,17.672,14.851,15.635,16.333,14.606,15.593,14.282,
162,,14.642,16.294,13.935,15.544,16.206,14.479,15.910,15.389,15.783,15.874,15.969,13.099,15.771,14.909,14.046,13.552,16.595,16.320,18.564,17.653,14.835,15.681,16.480,14.692,15.616,14.343,
163,,14.567,16.712,14.094,15.596,16.076,14.561,16.082,15.201,15.786,16.040,15.994,13.112,15.966,14.976,14.070,13.700,16.643,16.551,18.981,17.722,14.855,15.832,16.711,14.808,15.770,14.422,
164,,14.571,16.924,14.349,15.737,16.138,14.614,16.157,15.099,15.961,16.144,16.023,13.137,16.105,14.796,14.262,13.975,16.774,16.431,18.898,17.917,14.772,15.846,16.950,14.823,16.004,14.118,
165,,14.683,16.728,14.520,15.965,16.541,14.840,16.181,15.094,16.208,16.165,15.801,13.301,16.250,14.666,14.333,14.121,16.904,16.172,19.278,18.054,14.934,15.820,16.923,14.742,16.149,13.860,
166,,15.017,16.832,14.926,16.218,16.557,15.005,16.390,15.010,16.292,16.148,15.973,13.482,16.291,14.647,14.231,14.280,17.093,16.239,19.501,17.700,15.044,15.965,17.024,14.910,16.040,13.681,
167,,15.171,16.600,15.184,16.152,16.606,15.275,16.691,15.237,16.495,16.128,16.053,13.685,16.518,14.608,14.107,14.438,17.228,16.201,19.764,17.650,15.108,16.182,17.492,15.085,16.150,13.718,
168,,15.421,16.708,15.566,16.131,16.456,15.511,16.923,15.594,16.579,16.076,15.933,14.040,16.782,14.831,14.041,14.793,17.290,15.983,19.625,17.620,15.254,16.331,17.849,15.165,16.655,13.679,
169,,15.442,16.759,15.937,16.358,16.416,15.627,17.055,15.955,16.730,16.169,15.902,14.394,17.051,15.016,14.033,15.178,17.188,15.898,19.588,17.604,15.566,16.646,18.136,15.250,17.125,13.897,
170,,15.246,16.733,16.168,16.535,16.664,15.631,16.747,16.318,16.912,16.139,16.218,14.798,17.139,15.129,14.088,15.227,17.054,16.003,19.700,17.652,15.764,16.896,17.955,15.502,17.354,14.078,
171,,15.067,16.899,16.309,16.278,16.997,15.819,16.581,16.613,17.150,16.255,16.672,15.091,17.115,15.145,14.400,15.374,17.016,16.080,19.694,17.512,16.046,17.321,17.703,15.770,17.635,14.063,
172,,14.938,17.281,16.474,16.416,17.498,16.077,16.533,16.880,17.513,16.383,16.765,15.319,16.887,15.124,14.701,15.526,17.098,15.946,19.895,17.552,16.258,17.693,17.781,15.816,17.902,14.098,
173,15.069,14.938,17.648,16.528,16.829,17.673,16.277,16.413,17.173,17.427,16.480,16.728,15.506,16.753,15.250,14.932,15.642,17.169,16.187,20.067,17.643,16.556,17.821,18.026,16.040,18.394,14.315,
174,15.029,15.075,17.618,16.718,17.101,17.445,16.296,16.454,17.630,17.252,16.677,16.752,15.603,16.999,15.475,14.914,15.612,17.263,16.457,20.123,17.702,16.998,17.960,18.075,16.173,18.270,14.407,
175,15.225,15.175,17.575,16.910,17.352,17.259,16.272,16.466,17.760,17.542,17.075,16.856,15.659,17.330,15.782,15.064,15.564,17.117,16.649,20.180,17.765,17.308,18.192,17.905,16.504,18.523,14.685,
176,15.396,15.358,17.675,16.752,17.608,17.201,16.470,16.496,17.905,17.720,17.468,16.979,15.645,17.278,15.980,15.161,15.582,17.022,16.903,20.349,17.766,17.514,18.475,17.850,16.777,18.989,15.187,
177,15.400,15.450,17.614,16.611,17.866,17.413,16.750,17.091,17.906,17.819,17.716,17.269,15.820,17.105,15.972,15.286,15.797,16.913,17.183,20.700,17.797,17.772,18.353,17.802,16.960,19.423,15.629,
178,15.696,15.638,17.714,16.420,18.412,17.803,16.935,17.246,18.123,17.813,17.909,17.535,16.094,17.421,16.231,15.472,15.804,17.088,17.352,20.992,18.300,17.735,18.610,17.783,17.408,19.985,16.038,
179,16.133,15.763,17.890,16.231,18.750,17.964,17.053,17.593,18.344,18.010,17.986,17.628,16.322,17.687,16.663,15.538,15.992,17.344,17.387,21.131,18.681,17.671,18.738,17.944,17.614,20.233,16.253,
180,16.088,15.892,18.008,16.241,18.880,18.050,17.344,17.915,18.601,18.374,17.963,17.677,16.857,17.724,16.674,15.616,16.128,17.550,17.569,21.247,18.872,17.828,18.816,18.171,17.528,20.356,16.471,
181,16.358,16.183,18.116,16.311,18.878,18.113,17.549,18.044,18.877,18.650,18.252,17.675,17.002,17.765,16.698,15.769,16.052,17.580,17.736,21.300,18.806,18.307,18.933,18.282,17.652,20.429,16.748,
182,16.646,16.421,17.875,16.426,18.804,18.227,17.701,17.920,19.081,18.626,18.597,17.945,17.138,18.030,16.841,15.969,16.063,17.822,18.123,21.649,18.922,18.559,19.025,18.335,17.619,20.332,16.942,
183,16.708,16.621,17.837,16.334,18.794,18.240,17.738,18.034,19.287,18.365,18.771,18.098,17.168,18.367,16.821,16.144,16.013,18.120,18.197,22.043,19.087,18.626,18.898,18.280,17.371,20.537,17.003,
184,17.058,17.004,17.905,16.401,18.685,18.332,17.768,18.325,19.360,18.418,19.011,18.301,17.360,18.727,16.688,16.135,16.077,18.281,18.069,22.320,19.471,18.906,18.691,18.323,17.257,21.003,17.010,
185,17.304,17.421,18.104,16.492,18.527,18.668,17.451,18.372,19.473,18.764,19.228,18.635,17.672,18.996,16.813,16.180,15.934,18.445,18.010,22.336,19.590,19.072,18.979,18.625,17.290,21.184,17.052,
186,17.708,17.729,18.433,16.558,18.420,18.820,17.402,18.527,19.560,18.944,19.261,18.935,17.735,18.968,16.914,16.333,15.921,18.633,18.186,22.297,19.442,19.405,19.188,18.934,17.173,21.182,17.228,
187,17.825,17.929,18.765,16.749,18.615,18.798,17.597,18.647,19.732,19.042,19.023,19.052,17.886,18.732,17.169,16.594,16.048,18.933,18.529,22.556,19.486,19.743,19.425,19.145,17.165,21.249,17.472,
188,18.321,18.087,19.173,16.660,18.747,18.699,17.660,18.835,20.049,19.066,19.324,19.054,18.091,18.615,17.418,16.876,16.324,19.312,18.782,22.756,19.594,19.897,19.301,19.113,17.295,21.381,17.720,
189,18.483,18.246,19.249,16.602,18.808,19.025,17.507,18.909,19.890,19.017,19.792,19.305,18.112,18.936,17.632,16.835,16.740,19.456,19.193,22.630,19.871,19.931,19.313,19.201,17.349,21.203,17.986,
190,18.622,18.339,19.487,16.909,18.926,19.376,17.570,19.015,19.712,19.190,20.089,19.554,18.373,19.038,17.810,16.985,17.126,19.718,19.449,23.007,20.009,20.155,19.462,19.369,17.453,21.344,18.249,
191,18.908,18.245,19.785,17.193,18.750,19.691,17.890,19.472,19.898,19.551,20.220,20.091,18.629,19.239,17.982,16.952,17.435,20.004,19.576,23.209,20.181,20.286,19.402,19.516,17.615,21.587,18.365,
192,18.975,18.325,19.848,17.373,18.743,19.808,18.183,19.902,19.974,19.752,20.099,20.448,18.693,19.489,18.127,16.940,17.530,19.857,19.914,22.854,20.227,20.174,19.554,19.650,17.844,21.689,18.638,
193,19.354,18.429,19.981,17.658,19.131,19.875,18.292,19.969,20.069,19.787,20.245,20.719,18.560,19.551,18.419,17.025,17.736,19.802,20.109,22.618,20.106,20.430,19.936,19.893,18.097,21.634,18.833,
194,19.550,18.625,20.125,18.075,19.331,20.030,18.620,20.017,20.288,19.607,20.437,20.793,18.841,19.200,18.205,17.198,17.980,19.908,20.406,22.871,20.153,20.575,20.166,20.012,18.095,21.715,18.805,
195,19.646,18.663,20.298,18.032,19.330,20.044,18.718,20.095,20.565,19.737,20.737,20.891,19.153,19.152,18.618,17.313,18.067,20.155,20.451,23.048,20.189,20.678,20.192,20.116,18.226,21.792,18.810,
196,19.871,18.563,20.585,18.209,19.186,19.845,18.932,20.388,20.738,20.130,20.736,21.003,19.304,19.754,19.069,17.332,18.205,20.277,20.774,22.978,20.356,20.853,20.351,20.240,18.605,21.775,19.081,
197,19.929,18.517,20.668,18.582,19.151,19.542,19.336,20.506,20.746,20.274,20.620,21.169,19.379,20.041,19.218,17.471,18.358,20.466,20.995,22.618,20.208,20.736,20.788,20.376,19.013,21.647,19.167,
198,19.892,18.726,20.838,18.415,19.446,19.399,19.619,20.617,20.674,20.404,20.586,21.321,19.471,20.192,19.147,17.504,18.518,20.600,20.998,22.485,19.969,20.703,20.956,20.512,19.293,21.671,19.143,
199,19.583,18.696,20.999,18.365,19.643,19.572,19.826,21.043,20.771,20.619,20.446,21.167,19.455,20.250,19.224,17.592,18.757,20.592,20.771,22.729,20.069,20.998,20.892,20.550,19.331,22.009,19.084,
200,19.871,18.929,21.161,18.741,19.706,19.805,19.856,21.137,20.868,20.683,20.576,21.125,19.428,20.165,19.163,17.716,18.774,20.779,20.908,22.853,20.191,21.091,20.901,20.453,19.252,22.174,19.430,
201,19.471,19.104,21.256,18.963,19.659,19.944,19.912,21.086,20.855,20.540,20.885,21.117,19.444,20.330,19.558,17.698,18.772,20.879,21.048,22.795,20.232,21.054,20.784,20.597,19.694,22.066,19.709,
202,19.396,19.209,21.805,18.837,20.008,20.045,20.191,21.107,20.927,20.825,21.214,21.052,19.755,20.859,19.961,17.765,18.793,20.808,20.816,22.505,20.361,21.044,20.778,20.819,20.007,21.837,19.810,
203,19.538,19.217,22.077,18.743,20.281,20.090,20.387,21.506,21.071,20.981,21.476,21.238,19.883,21.333,20.137,17.737,18.818,20.730,20.775,22.296,20.667,21.135,21.169,21.074,20.189,21.661,19.843,
204,19.763,19.413,22.193,18.910,20.389,20.396,20.634,21.655,21.311,20.925,21.650,21.422,19.710,21.142,20.012,18.015,18.981,20.892,20.669,22.052,20.856,21.386,21.391,21.209,20.225,21.844,19.867,
205,19.850,19.563,21.948,18.908,20.244,20.763,20.625,21.416,21.765,20.890,21.786,21.352,19.350,20.894,20.326,18.335,18.967,21.173,20.449,22.011,20.645,21.545,21.568,20.924,19.985,21.993,20.154,
206,20.004,19.608,21.892,18.771,20.429,20.903,20.728,21.608,22.113,20.832,21.800,21.164,19.415,21.434,20.637,18.415,19.128,21.268,20.495,22.082,20.762,21.650,21.565,21.011,19.856,22.238,20.585,
207,20.017,19.713,22.278,19.135,20.596,20.835,20.768,21.749,22.200,21.106,21.784,21.372,19.856,21.759,20.780,18.310,19.325,21.354,20.635,21.965,21.188,21.937,21.661,21.336,19.948,22.245,20.778,
208,20.254,20.129,22.554,19.507,20.564,20.725,20.610,21.930,22.046,21.400,22.298,21.356,20.026,22.003,20.697,18.367,19.266,21.487,20.698,21.785,21.414,21.855,21.797,21.506,20.507,22.034,21.010,
209,20.304,20.421,22.618,19.566,20.678,20.523,20.707,22.235,21.788,21.668,22.167,21.397,20.061,22.356,20.742,18.610,19.253,21.202,20.892,21.724,21.249,21.528,21.900,21.318,20.801,21.859,21.182,
210,20.208,20.308,22.875,19.528,20.982,20.329,20.894,22.409,22.277,21.682,21.741,21.462,20.028,22.755,20.990,18.926,19.258,21.211,21.119,21.926,21.555,21.642,22.171,21.502,21.008,22.118,21.438,
211,20.271,20.150,22.780,19.555,21.177,20.273,21.061,22.425,22.510,21.666,21.696,21.213,19.930,22.923,21.209,19.087,19.215,21.509,21.075,21.959,21.781,21.817,22.465,21.513,20.981,22.354,21.751,
212,20.504,20.238,22.483,19.777,21.394,20.180,20.852,22.521,22.375,21.872,21.621,21.362,19.681,23.299,21.058,19.235,19.216,21.610,21.158,22.047,21.823,21.947,22.656,21.300,21.204,22.412,21.970,
213,20.779,20.325,22.270,19.976,21.504,20.294,20.902,22.425,22.333,21.893,21.582,21.673,19.896,23.150,21.110,19.473,19.267,21.549,21.352,22.073,21.236,22.293,22.526,21.496,21.458,22.366,22.044,
214,21.454,20.457,22.404,20.143,21.442,20.560,20.834,22.300,22.577,21.743,21.448,21.922,20.100,23.042,21.328,19.712,19.425,21.269,21.495,21.925,21.547,22.494,22.244,21.608,21.359,22.372,21.979,
215,20.241,20.683,22.693,20.464,21.423,20.838,20.553,22.280,22.594,21.966,21.610,21.850,20.060,22.928,21.488,19.787,19.609,21.235,21.433,21.784,21.820,22.646,22.033,21.767,21.338,22.641,22.163,
216,20.058,20.850,22.986,20.723,21.666,21.027,20.662,22.247,22.453,22.090,21.533,21.472,19.904,22.779,21.553,19.956,19.775,21.731,21.553,21.541,21.628,22.778,21.883,22.041,21.513,22.831,22.104,
217,19.733,20.929,22.976,21.020,21.919,21.033,20.384,22.493,22.350,22.293,21.354,21.420,20.149,22.693,21.798,20.068,20.036,22.085,21.652,21.523,21.931,22.667,22.210,22.323,21.608,22.675,21.825,
218,19.296,21.354,22.610,21.080,22.006,21.122,20.380,22.516,22.459,22.316,21.500,21.316,20.516,22.617,21.883,20.124,20.262,22.136,21.410,21.598,22.150,22.479,22.483,22.496,21.816,22.440,22.096,
219,19.683,21.454,22.424,21.022,22.027,21.375,20.321,22.315,22.286,22.076,21.576,21.167,20.628,22.079,21.669,20.181,20.522,21.900,21.513,21.920,21.841,22.705,22.635,22.450,21.650,22.387,22.130,
220,20.158,21.225,22.476,20.968,21.914,21.405,20.463,22.399,22.212,22.098,21.439,21.099,20.727,21.769,21.656,20.273,20.673,21.703,21.545,22.139,21.408,22.919,22.744,22.224,21.314,22.528,22.080,
221,20.071,21.429,22.838,21.163,21.938,21.444,20.540,22.435,22.337,22.143,21.183,21.140,20.755,21.781,21.739,20.241,20.760,21.829,21.679,22.038,21.333,23.033,22.787,21.973,21.366,22.375,22.056,
222,20.120,21.658,22.694,21.297,22.079,20.778,20.585,22.321,22.564,21.950,21.481,20.978,20.702,22.049,21.500,20.100,20.678,21.969,22.087,21.940,21.261,23.133,22.678,22.160,21.303,22.617,21.970,
223,,21.796,22.784,21.194,21.976,21.984,20.326,22.201,22.762,21.763,21.358,20.995,20.429,22.249,21.485,20.183,20.843,21.925,22.366,21.956,21.159,23.248,22.395,22.277,21.580,22.935,21.886,
224,,22.004,23.014,20.741,21.655,22.101,20.434,22.084,22.966,21.768,21.305,20.985,20.486,22.234,21.802,20.356,20.983,21.908,22.603,22.114,21.369,23.103,22.090,22.052,21.631,23.153,21.803,
225,,21.871,23.192,20.620,21.398,22.032,20.731,22.049,22.920,21.967,21.584,20.880,20.757,22.010,21.973,20.456,21.182,21.933,22.454,22.285,21.621,22.731,22.335,22.181,21.077,23.119,21.789,
226,,21.713,23.414,20.531,21.355,22.195,20.982,22.148,22.892,22.156,21.785,21.005,20.930,21.530,22.075,20.216,21.317,22.027,22.114,22.179,21.824,22.496,22.492,22.310,20.766,23.115,21.685,
227,,21.592,23.131,20.344,21.092,22.385,20.907,22.351,22.827,22.235,21.702,21.213,21.159,21.066,22.245,20.033,21.390,22.089,22.146,21.957,21.849,22.428,22.583,22.239,20.733,22.988,21.753,
228,,21.508,22.668,20.260,20.988,22.361,20.931,22.225,22.696,22.124,21.179,21.231,21.459,20.856,22.420,20.242,21.525,22.178,22.412,21.933,21.696,22.422,22.566,21.980,21.135,22.750,21.778,
229,,21.692,22.298,20.308,20.878,22.182,20.992,21.926,22.609,21.576,20.920,21.001,21.831,21.050,22.519,20.489,21.699,22.247,22.540,22.122,21.552,22.317,22.295,21.633,21.397,22.315,21.956,
230,,21.667,22.155,20.376,20.886,21.817,20.881,22.136,22.530,21.423,21.213,20.974,21.969,21.459,22.285,20.433,21.794,22.174,22.680,22.312,21.569,22.199,21.945,21.645,21.464,21.905,22.177,
231,,21.450,22.115,20.240,20.642,21.807,20.882,22.328,22.569,21.708,21.656,20.949,21.880,21.736,21.808,20.467,21.740,22.104,22.689,22.337,21.743,22.071,22.078,21.764,21.410,22.107,22.175,
232,,21.450,22.305,20.207,20.462,21.769,20.648,22.060,22.902,21.895,21.815,20.879,21.492,21.931,21.506,20.618,21.547,22.033,22.381,22.229,22.144,22.033,22.333,21.883,21.193,22.058,21.900,
233,,21.246,22.283,20.318,20.457,21.861,20.434,22.082,23.016,22.072,21.828,20.962,21.339,21.806,21.296,20.765,21.326,22.175,21.920,21.586,22.410,22.103,22.313,21.985,20.998,21.622,21.885,
234,,21.632,22.054,20.353,20.451,21.828,20.550,22.170,22.928,21.972,21.592,21.147,21.435,21.367,21.127,20.852,21.243,22.304,21.943,21.276,22.579,22.188,22.400,21.791,21.174,21.398,21.973,
235,20.833,21.621,21.734,20.494,20.618,21.915,20.917,21.954,22.671,21.386,21.229,21.213,21.272,21.143,20.988,20.851,20.994,22.303,22.243,21.384,22.189,22.216,22.295,21.755,21.299,21.228,21.926,
236,20.913,21.467,21.388,20.652,20.788,21.997,21.136,21.809,22.455,21.142,21.039,21.299,21.528,20.979,21.223,20.979,20.876,22.181,22.371,21.494,21.726,22.068,21.676,21.860,21.401,21.232,22.038,
237,20.963,21.325,21.607,20.692,20.832,21.996,21.148,21.911,22.133,21.361,21.029,21.225,21.766,21.013,21.431,21.185,20.545,22.049,22.299,21.553,22.104,21.815,21.173,21.725,21.485,21.432,22.143,
238,21.079,21.229,21.598,20.797,20.791,22.044,20.836,21.981,22.248,21.460,21.464,20.891,21.622,21.238,21.391,21.338,20.704,22.078,22.364,21.578,22.313,21.897,20.968,21.616,21.272,21.250,22.168,
239,21.079,20.954,21.466,20.973,20.541,22.030,20.781,21.750,22.164,21.528,21.760,20.638,21.200,21.378,21.010,21.415,20.695,22.208,22.454,21.562,22.384,22.091,20.938,21.775,21.210,20.969,21.819,
240,20.808,20.950,21.629,21.174,20.263,21.846,21.057,21.622,21.959,21.468,21.773,20.813,21.003,21.605,20.543,21.468,20.536,22.346,22.409,21.462,22.353,22.184,21.083,21.992,21.250,20.855,21.585,
241,20.671,20.867,21.783,21.141,20.059,21.714,21.269,21.652,21.850,21.346,21.399,21.080,20.954,21.467,20.415,21.358,20.505,22.418,22.077,21.299,22.265,22.212,21.060,22.166,21.336,21.040,21.865,
242,20.817,20.800,21.707,20.791,20.253,21.780,21.055,21.807,21.721,21.023,20.683,21.360,21.037,21.279,20.076,21.015,20.273,22.295,21.934,21.166,22.193,21.978,20.818,22.110,21.347,20.968,22.148,
243,20.883,20.800,21.740,20.352,20.539,21.626,20.811,21.839,21.505,20.952,20.573,21.517,20.907,21.472,19.917,20.654,20.228,22.292,21.731,21.022,22.063,21.725,20.501,22.024,21.057,20.463,22.270,
244,20.563,20.909,21.844,20.459,20.621,21.408,20.981,21.753,21.341,21.151,20.688,21.326,20.184,21.547,19.908,20.558,20.177,22.290,21.553,20.937,21.733,21.789,20.175,22.085,20.908,20.020,22.303,
245,20.458,20.882,21.896,20.400,20.389,21.250,20.923,21.633,21.149,21.201,20.884,21.180,19.827,21.447,19.966,20.720,20.046,22.318,21.496,20.894,21.495,21.913,19.924,22.144,20.985,20.108,22.173,
246,20.396,20.825,21.958,20.228,20.096,21.183,20.794,21.682,20.617,21.000,20.938,21.255,19.635,21.275,20.257,20.743,19.894,22.225,21.222,20.621,21.377,21.983,19.971,22.079,21.225,20.357,21.972,
247,20.304,20.850,22.092,20.115,19.992,21.167,20.473,21.770,20.433,20.759,21.052,21.160,19.738,21.139,20.328,20.806,19.748,22.035,20.894,20.345,21.142,22.069,20.066,22.090,21.458,20.459,21.726,
248,20.046,20.808,22.146,19.944,20.021,20.825,20.269,21.844,20.256,20.602,21.143,21.022,19.720,21.044,19.958,20.850,19.740,21.996,21.103,20.248,20.928,22.041,20.174,22.102,21.554,20.508,21.656,
249,19.343,20.629,22.025,19.588,19.916,20.366,20.161,21.811,20.129,20.620,21.143,20.890,19.782,20.959,19.534,20.875,19.930,21.880,21.186,19.930,20.759,22.071,20.292,22.236,21.448,20.580,21.791,
250,19.188,20.629,21.950,19.208,19.831,19.995,20.083,21.549,20.165,20.838,20.945,20.920,19.963,20.797,19.183,20.827,19.978,21.836,21.205,19.682,20.622,22.089,20.368,22.270,21.270,20.575,21.916,
251,19.375,20.679,21.894,19.222,19.850,19.995,19.972,21.201,20.380,20.907,20.651,20.939,20.192,20.657,19.312,20.809,20.025,21.910,21.164,19.816,20.664,22.007,20.233,22.166,21.160,20.619,21.849,
252,19.388,20.783,21.492,19.423,19.897,20.237,19.885,20.706,20.381,,20.346,21.051,20.247,20.707,19.202,20.863,20.170,22.200,20.866,20.091,20.525,21.860,20.093,21.929,20.989,20.620,21.803,
253,19.425,20.779,21.132,19.244,19.600,20.441,20.031,20.699,20.266,,20.144,21.116,20.218,20.817,18.945,20.992,20.128,22.263,20.579,20.154,20.393,21.801,19.937,21.655,20.660,20.571,21.636,
254,19.483,20.504,21.076,19.008,19.308,20.457,20.288,20.928,20.110,,20.215,21.098,20.174,20.952,18.813,20.989,19.806,22.356,20.337,20.107,20.330,21.794,19.803,21.593,20.661,20.443,21.494,
255,19.579,20.108,21.642,18.788,19.318,20.528,20.436,20.711,20.142,,20.497,21.136,20.126,21.070,18.803,20.947,19.419,22.491,20.202,20.111,20.309,21.887,19.607,21.590,20.739,20.338,21.401,
256,19.579,20.021,21.796,18.736,19.540,20.553,20.488,20.485,20.031,,20.455,21.066,20.153,21.119,18.912,20.855,19.518,22.542,20.061,20.111,20.110,21.563,19.521,21.619,20.530,20.258,21.309,
257,19.325,19.981,21.739,18.850,19.592,19.742,20.389,20.403,19.724,,20.001,20.909,20.062,20.957,19.121,20.624,19.582,22.418,20.230,19.676,19.828,21.178,19.472,21.603,20.192,20.264,21.186,
258,19.158,19.754,21.830,18.932,19.588,20.564,20.134,20.352,19.579,,19.552,20.629,20.015,20.767,19.231,20.254,19.591,22.350,20.273,18.874,19.831,21.090,19.443,21.290,20.080,20.280,21.062,
259,19.158,19.542,21.874,18.900,19.717,20.458,19.847,20.015,19.417,,19.543,20.258,19.979,20.559,19.272,19.957,19.623,22.091,20.164,18.838,19.648,20.930,19.389,21.081,19.965,20.138,20.866,
260,19.004,19.392,21.638,18.743,19.598,20.174,19.503,19.688,19.449,,19.451,19.979,20.034,20.575,19.210,19.842,19.636,21.544,20.034,19.098,19.577,20.638,19.207,20.682,19.796,19.784,20.598,
261,18.829,,21.288,18.923,19.344,19.772,19.369,,19.415,,19.410,19.623,20.141,20.464,19.177,19.809,19.560,21.160,19.931,19.186,19.588,20.409,19.192,20.615,19.634,19.763,20.569,
262,18.663,,,18.974,19.242,19.470,19.459,,19.228,,19.387,19.478,20.164,20.299,19.156,19.929,19.496,21.000,19.827,19.118,19.492,20.104,19.233,20.618,19.514,19.758,20.686,
263,18.570,,,19.006,19.205,19.388,19.503,,18.925,,19.015,19.331,19.968,20.160,19.081,20.024,19.469,21.063,19.850,19.236,19.156,19.791,19.117,20.476,19.352,19.680,20.711,
264,,,,18.908,,19.542,19.527,,18.532,,18.411,19.459,19.553,19.927,19.012,20.103,19.459,21.197,19.870,19.272,18.994,19.516,18.895,20.239,19.282,19.563,20.578,
265,,,,,,,19.452,,18.256,,18.118,19.267,19.114,19.819,18.756,20.119,19.403,21.033,19.851,19.119,19.038,19.353,18.713,20.030,19.279,19.648,20.323,
266,,,,,,,19.307,,18.245,,18.331,19.036,18.665,20.021,18.711,20.113,19.142,20.672,19.716,18.833,18.980,19.419,18.617,19.932,19.350,19.550,19.993,
267,,,,,,,19.311,,18.208,,18.578,18.698,18.412,20.114,18.689,20.081,18.912,20.356,19.544,18.760,18.675,19.355,18.336,19.742,19.290,19.485,19.827,
268,,,,,,,19.303,,18.201,,18.557,18.458,18.409,20.037,18.692,19.884,18.956,20.041,19.512,18.874,18.374,19.298,18.173,19.519,19.163,19.623,19.820,
269,,,,,,,19.158,,18.227,,18.484,18.546,18.635,19.945,18.936,19.487,19.039,19.568,19.519,18.808,18.319,19.133,18.494,19.518,18.861,19.590,19.844,
270,,,,,,,18.994,,18.283,,18.483,18.612,18.624,19.796,19.078,19.324,18.824,19.285,19.578,18.605,18.516,19.180,18.568,19.355,18.613,19.426,19.823,
271,,,,,,,18.994,,18.314,,18.449,18.518,18.603,19.504,19.158,19.296,18.826,19.203,19.602,18.443,18.635,19.131,18.614,18.873,18.489,19.151,19.669,
272,,,,,,,18.981,,18.353,,18.413,18.094,18.676,19.087,19.246,19.258,18.864,18.978,19.606,18.500,18.575,18.894,18.587,18.414,18.369,18.895,19.415,
273,,,,,,,18.502,,18.336,,18.397,17.551,18.620,18.591,19.225,19.289,18.833,18.675,19.278,18.680,18.438,18.499,18.479,18.270,18.550,18.782,19.234,
274,,,,,,,17.920,,,,18.151,17.265,18.606,18.197,19.122,19.157,18.746,18.235,18.868,18.758,18.158,18.018,18.339,18.030,18.628,18.680,19.241,
275,,,,,,,17.783,,,,17.804,17.290,18.640,18.075,19.125,18.972,18.697,17.988,18.591,18.694,17.838,17.576,18.232,17.908,18.620,18.558,19.332,
276,,,,,,,17.686,,,,17.513,17.194,18.568,18.052,18.906,18.720,18.628,17.713,18.639,18.342,17.576,17.587,17.997,17.866,18.617,18.513,19.334,
