"","V1","V2"
"1",1.16641639166667,1.25782054783977
"2",4.63927247858,3.79639127231348
"3",3.1882290925936,1.79686197048061
"4",-0.560810199086667,2.97490200345221
"5",-0.518862017573333,3.80429212360827
"6",-0.260848507643333,0.829773352327956
"7",2.62798533966667,1.36105891362348
"8",-0.2278642547919,0.492472483286506
"9",2.252944719168,1.67913409460448
"10",2.5612495691791,1.78750414675778
"11",3.46492388466667,0.909045242701931
"12",0.0566523858956333,0.587663305958964
"13",2.4572901019604,2.02955578424613
"14",-0.215617904027667,0.603254472758116
"15",1.65959139533333,1.01564164541863
"16",-0.96485641415,2.61150273018994
"17",1.63514009330667,3.78004329478755
"18",-1.49393495061567,3.21040406549301
"19",4.341699887,1.47654690726045
"20",1.56638270251833,1.47752737116134
"21",-0.00710124934333333,0.0115282822597429
"22",-0.0006515452498,0.000280389861406901
"23",0.00429264839,0.000390107859404248
"24",0.0522402921503333,0.92730286629398
"25",-1.57251890036667e-05,0.000929869221275945
"26",-0.000143488342646667,0.00226841371862372
"27",-8.5684582701e-05,0.000290287570056605
"28",-0.000757710929666667,0.000807881952498117
"29",-0.000948454654333333,0.000224343820375137
"30",0.00484520520088667,0.00331916371203887
"31",0.000389825777233333,0.00129942198338208
"32",0.00131718079666667,0.00019812726292436
"33",-0.00124135273366667,0.000402135027606135
"34",0.000194390167484,0.000410819222445364
