"run_year","mean_discharge_cfs","tributary","mean_discharge_zscore"
"05/06",2181.20273972603,"Okanogan River",-1.24685496705348
"06/07",3348.76164383562,"Okanogan River",0.14511230589507
"07/08",2308.9043715847,"Okanogan River",-1.09460869354751
"08/09",2210.14246575342,"Okanogan River",-1.21235293775419
"09/10",2030.96438356164,"Okanogan River",-1.42596959175149
"10/11",2942.61917808219,"Okanogan River",-0.339091975784863
"11/12",4353.23770491803,"Okanogan River",1.34265171788156
"12/13",4254.27945205479,"Okanogan River",1.2246733881468
"13/14",3834.35616438356,"Okanogan River",0.724039568705305
"14/15",3439.22802197802,"Okanogan River",0.252966596786245
"15/16",3095.51912568306,"Okanogan River",-0.156804193689391
"16/17",3246.22191780822,"Okanogan River",0.0228641329721817
"17/18",5012.58082191781,"Okanogan River",2.12872258529317
"18/19",2762.3698630137,"Okanogan River",-0.553985756872574
"19/20",2899.38524590164,"Okanogan River",-0.390635601090947
"20/21",3903.13698630137,"Okanogan River",0.806040273576898
"21/22",3036.83561643836,"Okanogan River",-0.226766851712797
"05/06",129.101917808219,"Tucannon River",-1.27989132517265
"06/07",146.324931506849,"Tucannon River",-0.843877955626092
"07/08",178.48306010929,"Tucannon River",-0.0297710719175298
"08/09",272.796438356164,"Tucannon River",2.35784206956246
"09/10",149.07698630137,"Tucannon River",-0.774207646751454
"10/11",210.996438356164,"Tucannon River",0.793329220099846
"11/12",249.494535519126,"Tucannon River",1.76793711154504
"12/13",170.287945205479,"Tucannon River",-0.237236485668883
"13/14",179.541369863014,"Tucannon River",-0.00297917534126881
"14/15",140.938630136986,"Tucannon River",-0.980236170904874
"15/16",144.55956284153,"Tucannon River",-0.888569573116878
"16/17",213.168767123288,"Tucannon River",0.848323334491782
"17/18",207.390410958904,"Tucannon River",0.70203996122399
"18/19",166.626301369863,"Tucannon River",-0.3299337159436
"19/20",179.253825136612,"Tucannon River",-0.0102585834197581
"20/21",155.274246575342,"Tucannon River",-0.617319405164167
"21/22",160.888493150685,"Tucannon River",-0.475190587895967
"05/06",477.988931506849,"Umatilla River",-0.553094250475312
"06/07",430.252054794521,"Umatilla River",-0.783068647495924
"07/08",478.587978142077,"Umatilla River",-0.550208318294332
"08/09",732.655890410959,"Umatilla River",0.673774458761375
"09/10",309.407123287671,"Umatilla River",-1.36524415143096
"10/11",1155.22383561644,"Umatilla River",2.70951318093402
"11/12",626.478961748634,"Umatilla River",0.162262671055489
"12/13",459.13698630137,"Umatilla River",-0.643914283746908
"13/14",588.375068493151,"Umatilla River",-0.0213044258950403
"14/15",410.801369863014,"Umatilla River",-0.876773134400614
"15/16",401.816666666667,"Umatilla River",-0.92005731724401
"16/17",752.47698630137,"Umatilla River",0.769263415928691
"17/18",632.939178082192,"Umatilla River",0.193385033016572
"18/19",885.643835616438,"Umatilla River",1.4108002734596
"19/20",689.548360655738,"Umatilla River",0.466102134024957
"20/21",523.416438356164,"Umatilla River",-0.334245339207457
"21/22",522.804931506849,"Umatilla River",-0.337191298990136
"05/06",580.548,"Walla Walla River",-0.354478509925709
"06/07",510.776821917808,"Walla Walla River",-0.727714704068507
"07/08",517.650245901639,"Walla Walla River",-0.690945787748464
"08/09",983.844219178082,"Walla Walla River",1.80292731430856
"09/10",410.772219178082,"Walla Walla River",-1.26268255683097
"10/11",1047.33369863014,"Walla Walla River",2.14255998685534
"11/12",823.308469945355,"Walla Walla River",0.944152190905868
"12/13",624.980273972603,"Walla Walla River",-0.116791068055251
"13/14",608.186849315068,"Walla Walla River",-0.206626356466437
"14/15",409.039205479452,"Walla Walla River",-1.27195319629921
"15/16",469.166830601093,"Walla Walla River",-0.950304535919571
"16/17",811.883534246575,"Walla Walla River",0.883035270771375
"17/18",752.765479452055,"Walla Walla River",0.566787238516004
"18/19",695.999671232877,"Walla Walla River",0.26312239008522
"19/20",666.320765027322,"Walla Walla River",0.1043570903875
"20/21",490.638164383562,"Walla Walla River",-0.835445089305414
"21/22",592.601397260274,"Walla Walla River",-0.28999967721034
"05/06",2226.63835616438,"Wenatchee River",-1.84914297354832
"06/07",3865.39178082192,"Wenatchee River",1.35388770491415
"07/08",2653.96448087432,"Wenatchee River",-1.01391134775298
"08/09",3102.1095890411,"Wenatchee River",-0.137987912132365
"09/10",2592.62191780822,"Wenatchee River",-1.13380864800564
"10/11",3525.20547945205,"Wenatchee River",0.688975495862284
"11/12",3713.25136612022,"Wenatchee River",1.05652117716738
"12/13",3718.68767123288,"Wenatchee River",1.0671467244836
"13/14",3112.28493150685,"Wenatchee River",-0.118099664400111
"14/15",3518.18904109589,"Wenatchee River",0.675261494127684
"15/16",3447.67213114754,"Wenatchee River",0.537432445219889
"16/17",3125.52328767123,"Wenatchee River",-0.0922245935755936
"17/18",3762.38082191781,"Wenatchee River",1.15254731006088
"18/19",2479.61643835616,"Wenatchee River",-1.35468386454099
"19/20",2548.35245901639,"Wenatchee River",-1.22033565841221
"20/21",3114.41917808219,"Wenatchee River",-0.113928166020082
"21/22",3429.72328767123,"Wenatchee River",0.502350476552425
"05/06",2898.42415730337,"Yakima River",-0.905210833741236
"06/07",3950.76712328767,"Yakima River",0.671382038066201
"07/08",2654.75956284153,"Yakima River",-1.27026279413617
"08/09",3423.31506849315,"Yakima River",-0.118832917218285
"09/10",2909.11780821918,"Yakima River",-0.889189883963053
"10/11",4554.13698630137,"Yakima River",1.57533507984005
"11/12",4428.96174863388,"Yakima River",1.38780079319352
"12/13",3810.16438356164,"Yakima River",0.460734668934683
"13/14",3647.80821917808,"Yakima River",0.217496884547821
"14/15",3555.30136986301,"Yakima River",0.0789055279865257
"15/16",4200.82240437158,"Yakima River",1.04600835900707
"16/17",4191.87123287671,"Yakima River",1.03259794659467
"17/18",3993.97260273973,"Yakima River",0.736111364083426
"18/19",2706.65753424658,"Yakima River",-1.19251060267079
"19/20",2440.96994535519,"Yakima River",-1.59055684074495
"20/21",2869.88767123288,"Yakima River",-0.947963455252886
"21/22",3307.83287671233,"Yakima River",-0.291845334526597
