day,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
59,,167.496,147.763,184.738,137.013,108.438,199.942,187.188,232.354,133.788,180.108,177.200,144.438,179.375,330.163,285.475,209.875,206.271,294.913,134.788,117.688,137.325,174.788,199.871,154.942,112.308,96.275,203.596,392.008,261.183,197.204,219.879,158.888,123.508,158.704,129.571,111.746,132.742,175.846,115.767,128.942,108.742,96.975,205.917,162.079,126.567,123.100,198.375,150.821,217.883,210.800,122.538,162.096,109.900,150.821,119.822
60,,159.267,137.013,234.371,267.383,141.942,205.000,171.129,227.496,129.871,191.946,200.363,131.925,145.842,324.625,316.704,216.292,203.104,301.438,131.363,91.013,143.450,175.163,208.208,153.288,123.650,105.563,207.888,399.667,252.546,173.913,190.633,194.708,123.879,136.875,122.196,108.454,107.958,194.254,154.946,113.188,110.333,96.563,221.446,123.275,102.433,133.329,191.742,168.254,217.425,212.250,111.504,159.567,120.558,152.883,123.967
61,,147.858,145.129,227.600,270.333,138.292,244.754,172.975,250.996,126.613,190.058,223.217,135.075,148.267,350.946,325.879,184.550,196.725,304.267,127.892,112.913,162.454,179.346,217.621,142.988,128.188,127.592,218.188,360.996,251.896,172.663,245.779,184.292,113.925,124.404,107.188,130.825,133.279,161.813,160.000,101.013,109.271,92.500,213.263,129.942,120.617,155.146,183.129,187.346,216.929,213.467,111.400,152.983,122.917,173.025,111.750
62,,167.663,180.229,194.446,275.879,117.471,204.967,178.971,267.458,135.463,216.829,154.929,114.675,168.296,347.754,342.004,200.171,185.908,308.767,128.892,117.708,188.125,171.904,214.179,151.096,99.108,125.450,199.921,336.442,235.246,174.696,251.275,176.171,114.983,103.092,136.454,138.467,117.338,138.917,156.125,112.058,107.300,103.004,203.992,143.663,105.800,162.883,178.113,188.833,236.188,208.529,116.496,132.788,123.725,182.004,100.161
63,,159.325,167.667,181.717,264.783,110.983,233.921,236.429,248.333,136.767,161.458,129.392,116.854,176.571,350.313,354.754,201.375,186.888,287.867,120.908,118.829,143.938,149.338,204.608,162.883,85.642,107.779,171.504,278.521,227.450,192.896,261.875,191.229,98.763,121.854,129.208,135.929,142.063,114.229,125.575,136.246,118.370,96.283,215.758,133.679,119.733,170.133,181.446,157.042,257.088,192.458,133.058,132.588,124.779,189.358,103.744
64,,180.625,135.463,202.963,253.042,150.467,223.783,212.833,244.642,112.879,126.421,135.217,141.217,176.188,339.296,373.671,227.704,181.042,250.300,117.763,138.396,124.017,174.396,196.083,185.013,96.150,116.933,163.596,298.613,258.671,189.117,289.292,166.613,130.367,114.733,155.454,119.396,138.154,134.096,128.188,141.146,118.335,106.250,183.333,138.717,110.929,165.625,203.958,183.713,229.325,213.000,139.679,147.004,118.721,176.483,103.047
65,,167.121,110.596,242.821,252.354,166.642,213.938,243.921,246.763,116.308,153.992,121.513,179.508,180.204,302.679,318.838,211.608,155.021,241.654,141.321,108.875,134.250,165.208,233.792,171.546,80.167,93.329,182.092,372.629,259.138,193.500,250.921,138.721,114.433,115.167,125.654,129.242,101.742,160.596,131.083,162.575,131.467,103.838,183.688,136.508,122.004,186.525,212.492,202.896,214.417,200.100,154.250,154.317,113.325,165.908,108.458
66,,208.008,111.596,215.192,248.475,168.908,207.692,217.992,205.025,133.367,169.975,131.596,179.792,167.108,297.638,332.183,197.271,162.525,257.475,113.425,108.625,124.371,173.183,237.383,163.446,81.033,129.142,181.996,321.546,219.767,157.708,235.996,180.046,115.025,128.792,146.146,136.129,126.233,174.592,131.733,141.892,100.722,105.204,211.967,138.388,107.692,213.563,193.888,192.808,236.471,179.879,163.717,149.533,101.517,171.513,107.237
67,,205.504,102.579,177.883,228.275,172.300,218.567,227.304,184.500,122.933,168.283,158.671,163.167,120.800,279.646,376.896,170.933,172.033,310.288,127.721,126.971,116.154,187.821,230.858,146.767,109.433,150.042,178.883,314.733,239.679,170.113,229.700,205.350,100.508,105.929,141.271,93.463,118.842,157.983,145.067,140.092,113.439,106.542,191.288,159.929,106.329,237.346,188.722,178.675,247.192,179.958,142.833,138.683,135.833,165.163,109.863
68,,208.950,99.058,208.871,255.754,160.775,215.650,170.196,210.675,118.196,150.167,202.858,149.317,154.875,321.538,358.108,224.108,182.708,361.204,134.696,144.946,107.179,168.221,212.558,177.696,106.600,132.696,152.313,331.013,203.154,148.913,223.833,207.217,118.983,124.513,123.013,121.958,109.813,178.913,163.204,132.504,108.021,123.192,226.058,159.163,125.113,220.335,171.963,200.375,250.871,183.879,157.671,134.500,138.500,185.754,117.842
69,,176.529,130.429,200.833,291.071,136.996,162.629,222.171,216.675,117.554,174.779,153.367,119.183,152.517,309.867,338.504,205.079,153.821,327.408,141.413,124.683,115.246,209.896,182.963,182.692,90.454,118.800,162.192,318.138,214.108,172.333,251.929,191.221,110.471,84.171,124.938,112.708,141.750,176.254,148.579,108.174,107.946,113.583,199.888,153.400,104.630,235.054,186.304,227.683,266.104,202.408,143.313,153.017,124.988,179.338,111.832
70,,182.000,147.392,212.238,235.675,116.213,185.083,223.433,231.192,139.025,161.513,165.967,123.829,154.717,340.050,325.354,193.471,198.375,314.100,137.442,118.954,175.121,178.175,186.188,168.721,94.733,114.100,143.008,278.650,250.975,173.550,263.188,190.017,109.963,109.421,121.263,115.029,125.300,176.763,108.317,116.325,108.429,109.863,202.146,141.808,125.621,268.779,173.383,209.521,290.158,200.409,128.721,133.071,121.858,182.796,97.453
71,,179.058,131.925,220.108,273.771,161.004,215.967,225.846,221.633,127.858,148.104,126.663,136.529,157.688,343.388,321.958,179.658,185.275,280.063,135.254,141.388,194.383,186.338,204.277,198.820,106.392,122.863,159.858,323.600,246.067,159.567,242.808,207.433,108.967,123.658,120.008,134.788,117.242,155.154,141.850,116.233,117.121,95.496,220.663,133.404,124.825,274.546,170.008,227.521,305.143,203.546,121.354,116.217,106.225,177.329,106.656
72,,162.879,126.579,235.300,270.829,148.654,222.517,220.163,211.163,111.188,144.613,150.017,183.129,163.933,350.363,326.054,230.954,136.021,283.858,125.717,136.929,192.888,211.196,222.389,153.100,100.079,84.008,155.775,344.746,258.208,183.800,242.954,189.879,103.725,166.775,126.296,120.725,118.342,153.063,159.458,137.708,110.979,90.746,188.970,159.279,112.538,240.283,168.767,219.600,285.833,204.146,117.571,120.817,116.833,169.570,101.411
73,,149.892,131.492,231.254,302.004,141.721,229.796,229.563,211.604,132.671,160.583,165.388,205.446,146.625,377.404,351.346,223.313,134.721,331.442,124.692,95.021,170.838,187.188,215.725,165.000,93.079,132.342,167.354,337.521,265.413,160.267,221.950,194.017,126.575,139.817,136.983,121.883,118.625,132.696,191.858,138.921,105.121,110.374,214.163,180.308,108.900,234.754,152.021,190.339,317.979,189.458,107.954,115.354,117.187,159.983,120.639
74,,138.588,116.075,233.029,317.688,135.671,244.083,247.042,207.729,125.688,194.804,168.213,185.600,127.588,388.729,353.867,221.042,159.088,334.683,118.508,115.821,183.450,197.654,220.467,158.400,106.083,116.679,145.596,363.267,254.575,138.983,234.600,188.725,119.163,145.371,140.313,102.092,110.554,174.471,208.358,155.279,98.079,111.558,209.554,184.792,114.467,239.579,136.050,190.104,337.704,193.608,124.804,120.013,116.821,164.758,103.428
75,,142.596,132.763,210.063,331.408,158.854,233.008,198.358,201.596,143.575,161.467,168.650,152.613,128.813,383.617,364.888,249.533,149.042,323.125,140.075,122.446,163.033,159.825,231.388,144.800,122.954,115.621,164.350,363.825,219.792,166.121,241.138,190.908,133.408,136.979,143.538,135.746,130.333,175.388,206.679,132.225,113.408,98.242,179.246,172.658,106.217,222.817,169.333,203.758,340.279,196.021,108.017,115.729,116.863,172.158,107.850
76,,137.542,171.938,216.708,330.683,126.979,171.675,195.846,210.779,150.292,160.996,183.404,93.150,158.192,380.363,377.850,253.942,148.142,285.996,169.208,123.533,153.813,158.850,236.404,154.100,120.538,119.992,153.875,344.521,260.183,186.371,249.000,208.846,113.792,114.138,168.817,156.750,114.267,129.383,208.379,111.625,123.263,92.379,218.992,190.842,106.729,239.071,177.688,191.254,365.817,206.763,133.150,127.850,126.154,184.971,111.272
77,,130.863,180.708,232.696,332.367,97.167,235.208,238.858,207.658,132.496,161.625,161.267,160.938,170.158,379.075,387.213,249.113,144.288,267.050,145.479,117.954,141.850,166.342,198.538,145.100,111.467,154.667,165.305,337.738,266.483,205.525,243.513,199.583,99.138,120.729,173.750,117.992,155.550,120.867,182.633,134.642,133.942,99.850,233.650,187.971,137.888,239.283,172.088,204.483,401.838,198.171,127.763,121.725,118.596,169.388,110.611
78,,168.688,157.333,233.338,341.263,141.246,232.442,221.658,192.342,125.758,138.217,177.900,150.517,167.104,347.875,388.008,239.146,147.467,271.829,176.779,112.113,137.567,161.250,213.242,167.400,119.108,155.113,151.688,322.954,294.242,197.688,242.925,175.779,106.317,127.963,185.083,129.475,132.142,134.996,191.288,128.446,118.258,104.105,212.583,194.663,133.396,243.063,206.867,197.292,368.983,201.292,118.742,105.850,120.163,132.754,115.750
79,,232.683,140.779,163.929,371.104,149.450,234.021,215.254,235.938,114.142,164.263,174.875,144.621,173.517,301.563,380.142,225.083,179.550,287.400,137.350,94.454,148.063,184.225,220.692,185.600,155.121,150.108,153.613,305.942,317.879,186.775,224.679,156.913,117.292,106.796,165.075,142.967,108.821,148.621,223.817,154.338,110.458,102.129,201.538,207.538,103.088,254.292,187.975,196.821,402.058,187.479,123.117,108.496,110.175,131.592,103.994
80,,219.908,140.100,153.058,371.008,139.854,239.400,215.929,235.592,109.454,155.721,164.263,121.425,142.146,299.483,359.375,196.475,181.817,284.858,116.983,86.458,166.542,193.446,214.008,166.900,175.483,143.704,167.146,323.908,298.546,178.188,224.763,158.446,123.121,137.392,146.521,133.842,135.233,138.192,261.871,141.929,107.463,87.513,169.383,172.892,126.296,247.921,187.558,183.721,429.225,198.900,116.792,118.346,124.183,167.246,108.194
81,,220.838,171.167,162.046,372.979,145.233,232.863,177.275,218.400,117.279,173.129,182.196,140.238,125.829,295.429,348.108,189.088,193.663,239.758,144.929,98.946,159.033,211.350,192.367,111.100,176.067,156.913,195.104,300.183,328.338,144.188,229.517,152.888,138.313,127.079,124.513,116.288,136.283,173.000,238.896,142.925,112.200,90.138,195.413,222.108,124.129,233.638,212.604,190.167,433.888,202.763,146.667,109.142,127.354,160.229,109.189
82,,219.346,151.933,216.158,372.867,152.583,236.038,227.863,211.892,114.371,196.042,185.879,131.858,159.796,301.533,344.850,230.308,197.567,219.125,136.579,106.854,168.713,247.279,170.946,109.800,190.767,153.817,225.417,308.300,350.363,166.713,250.542,177.413,134.796,108.600,105.583,144.763,140.913,167.525,201.038,123.213,134.400,99.217,235.200,214.167,120.913,218.342,194.129,185.421,448.496,191.063,158.350,116.950,112.667,154.350,87.444
83,,197.567,152.217,208.596,390.717,127.704,194.692,228.175,223.508,124.683,212.313,149.021,131.325,153.558,300.058,342.163,271.275,183.583,228.854,106.875,120.025,178.788,211.200,223.200,126.800,204.363,148.413,234.300,307.129,307.038,177.371,270.542,178.113,90.525,76.433,120.404,131.396,132.879,103.517,235.925,108.892,150.767,95.092,226.908,221.142,123.292,208.583,191.296,192.017,436.033,190.575,164.821,122.400,115.904,139.288,105.878
84,,214.983,148.163,242.225,389.288,110.204,213.858,217.579,226.338,130.513,210.504,160.500,117.175,156.950,300.433,334.804,261.121,186.283,214.846,133.700,157.400,155.104,166.125,218.817,111.300,211.958,148.767,216.088,296.533,289.642,207.813,251.629,201.004,89.025,141.738,149.817,172.942,124.679,123.258,225.758,126.629,126.733,101.383,223.525,233.892,131.654,195.983,211.654,188.604,433.550,187.383,169.988,109.375,120.267,159.279,110.722
85,,223.429,142.875,254.704,389.538,151.575,236.529,234.083,221.596,107.663,189.608,169.121,129.863,156.563,297.629,312.071,256.254,213.000,284.058,128.588,171.379,127.342,239.438,199.108,126.600,193.929,113.871,224.788,298.875,353.188,260.138,267.388,174.742,116.408,118.971,169.454,155.729,112.892,130.196,271.900,139.867,160.463,82.225,210.804,236.688,119.304,215.521,202.358,202.950,427.654,187.300,179.392,132.113,115.854,154.067,103.189
86,,218.471,128.321,249.763,397.988,176.454,228.508,235.083,246.658,83.475,204.275,218.288,117.004,162.142,279.950,277.204,223.492,191.933,283.763,147.725,109.025,163.354,226.408,219.263,117.400,181.942,91.892,199.092,298.288,354.408,283.263,296.104,126.950,134.042,121.988,217.475,160.779,91.850,166.821,215.433,151.725,160.258,92.525,242.013,219.650,138.704,204.571,218.608,199.192,421.017,195.279,174.300,116.533,119.583,134.321,119.867
87,,156.442,135.138,226.067,389.271,173.308,242.033,268.238,255.046,100.079,213.542,229.400,120.150,160.863,280.521,321.692,219.371,172.500,265.871,149.242,112.254,170.463,206.167,213.863,143.900,167.029,100.583,169.617,294.000,427.946,234.717,326.258,155.608,108.979,118.950,219.225,130.146,114.904,175.675,217.688,156.725,144.196,103.475,207.129,240.463,124.608,220.575,201.600,184.471,427.567,182.808,184.333,118.763,117.329,151.113,101.675
88,,213.271,131.117,195.263,349.996,209.933,242.879,204.658,199.333,137.617,232.875,229.154,127.000,155.546,281.354,333.479,273.896,167.088,238.108,127.663,136.867,175.442,192.375,210.513,119.300,168.713,131.508,171.608,274.121,409.221,192.942,291.754,160.075,128.421,132.467,190.288,111.533,141.713,157.021,255.388,155.250,157.179,106.392,219.617,273.633,128.017,211.179,221.338,196.438,424.825,188.654,179.533,113.608,120.696,169.117,124.671
89,,223.846,149.296,206.650,336.163,171.950,266.800,150.583,178.567,127.383,226.979,187.608,127.404,143.821,277.354,350.296,251.238,170.517,263.463,131.667,145.858,172.483,235.629,154.996,81.400,168.375,127.354,161.292,305.142,387.921,186.125,293.433,200.646,135.458,139.500,187.808,149.900,135.533,176.454,273.300,118.950,176.879,115.400,220.950,286.788,155.383,229.208,225.971,197.483,418.317,173.629,175.329,116.963,121.063,164.521,94.171
90,,247.000,129.200,233.063,337.183,114.879,230.471,188.646,211.092,128.333,267.921,165.642,116.121,183.783,282.133,309.117,245.600,136.200,330.279,132.258,161.021,189.163,191.117,184.050,106.000,158.796,133.225,148.788,236.575,335.117,191.479,297.571,188.350,109.013,118.783,177.779,130.417,159.663,188.171,281.200,124.796,152.688,105.558,241.608,299.917,164.467,242.188,225.946,180.863,420.542,180.538,186.704,118.671,113.196,146.221,113.042
91,,333.654,100.975,231.592,336.550,112.050,243.596,255.733,220.588,124.108,228.338,159.146,129.075,171.813,293.608,333.117,255.758,152.725,283.567,121.471,122.488,165.825,155.343,186.625,119.900,129.208,134.050,126.042,210.746,318.233,166.508,261.863,206.171,94.191,149.429,170.388,161.775,136.142,163.579,276.846,140.871,158.558,96.204,300.063,289.475,159.954,224.925,195.150,199.250,423.904,184.717,169.808,129.238,118.208,164.742,100.092
92,,356.975,137.917,235.142,317.821,158.675,288.333,249.950,221.575,118.263,245.817,178.158,124.025,177.875,291.608,321.342,244.288,186.546,288.458,106.213,113.071,135.039,176.704,204.258,127.400,133.192,118.183,151.391,237.658,376.150,161.696,271.308,162.742,116.708,172.342,186.683,147.471,141.983,173.291,223.996,147.725,143.308,95.004,329.600,323.200,162.354,216.738,232.483,209.308,446.017,176.908,147.921,139.625,112.113,164.300,100.904
93,,372.292,192.438,235.471,311.633,197.825,302.938,196.438,219.571,89.658,281.658,191.838,125.725,186.908,285.579,314.546,215.246,186.229,292.363,129.563,91.629,167.604,187.713,193.263,122.400,135.725,78.978,139.767,244.363,293.817,154.388,254.804,167.696,124.850,142.467,163.971,133.467,117.517,191.825,278.213,151.404,146.171,104.313,359.117,317.054,171.783,212.233,226.221,188.021,429.796,202.946,130.517,136.071,124.346,145.300,
94,,341.200,142.321,230.004,331.521,181.988,303.667,189.817,231.613,86.521,261.413,219.833,143.375,175.142,267.775,270.163,243.650,157.488,289.621,131.204,92.196,157.296,226.213,196.354,134.100,140.939,145.146,149.688,246.175,312.313,144.063,261.078,175.567,118.525,131.021,170.117,137.692,122.608,207.892,236.654,139.083,150.325,97.517,358.308,326.300,185.558,211.704,224.700,173.133,426.546,197.658,153.396,110.983,128.479,143.667,
95,,210.946,114.221,203.704,344.975,148.188,288.883,164.513,220.533,99.908,259.263,218.283,122.021,127.567,262.896,264.517,222.363,183.088,279.617,119.452,107.967,155.725,226.450,208.475,120.300,168.750,165.125,188.821,266.733,296.921,146.987,246.350,177.304,118.096,130.729,181.942,115.230,147.267,214.238,251.200,128.504,139.504,109.513,385.992,305.275,210.804,231.567,221.483,168.579,425.467,213.788,161.075,118.417,135.038,154.792,
96,,186.833,116.483,217.113,320.467,139.979,243.950,145.642,227.633,100.317,244.463,176.213,123.625,144.713,289.075,284.742,239.888,179.483,256.700,127.554,148.883,144.063,225.396,207.892,116.400,166.371,146.675,164.013,264.917,244.548,159.092,248.496,211.821,122.696,119.800,187.039,123.063,168.146,271.583,229.117,98.138,146.613,89.592,351.525,280.742,216.804,212.521,213.154,204.329,404.179,227.467,188.083,126.796,143.171,169.385,
97,,344.908,135.563,242.646,327.208,109.867,267.321,207.121,235.217,96.938,248.404,145.442,112.567,169.792,289.433,293.783,220.800,161.175,256.896,144.171,136.392,143.733,181.942,229.983,150.700,184.079,149.363,176.200,286.721,275.900,157.092,246.050,226.813,112.625,108.817,181.533,127.854,129.650,316.496,211.863,125.238,161.150,102.879,307.058,299.408,228.608,212.529,212.396,223.538,376.521,234.800,200.596,109.104,108.758,168.479,
98,,358.271,137.917,267.358,327.567,81.350,275.867,189.546,221.700,85.496,222.783,149.383,127.533,161.767,264.958,251.221,259.171,155.583,242.617,145.588,128.396,164.483,183.642,219.208,143.800,168.738,145.721,154.554,261.626,258.388,171.621,260.154,252.983,92.563,165.867,175.125,140.746,114.192,251.642,199.763,131.313,126.267,72.788,285.071,310.758,231.258,206.558,196.321,233.738,391.267,246.142,188.900,107.150,123.913,149.529,
99,,367.217,142.933,262.858,384.800,142.633,280.629,206.333,237.467,76.750,229.904,180.675,131.700,171.054,238.329,210.254,232.425,160.350,230.896,156.371,124.192,171.079,220.521,230.229,136.600,174.450,126.713,148.238,229.833,268.821,140.213,220.954,248.092,119.596,149.342,191.729,144.704,107.158,275.800,189.475,129.658,172.217,86.579,325.642,299.488,278.154,208.842,176.833,245.192,407.642,250.171,219.604,129.383,129.313,125.463,
100,,349.646,168.779,271.792,390.200,163.467,277.888,232.546,242.021,70.592,253.938,238.900,142.142,174.200,209.500,244.396,234.258,182.408,230.746,169.183,94.867,203.050,252.408,212.113,157.800,136.592,99.646,158.229,239.225,273.333,125.950,187.767,187.821,121.804,175.929,188.892,141.588,123.167,317.988,211.317,126.829,212.979,104.600,330.508,278.883,271.200,250.246,179.738,214.046,381.725,271.413,343.625,122.800,130.996,140.071,
101,,345.875,155.183,272.846,391.475,151.188,288.700,200.783,296.738,107.925,260.483,210.663,147.533,132.900,247.688,259.454,248.200,193.621,250.425,139.425,87.813,182.888,211.713,220.779,144.400,156.546,140.563,161.121,317.029,280.700,155.238,202.971,219.983,125.133,181.858,177.067,138.079,126.446,326.867,235.488,118.017,209.596,98.354,301.813,272.054,286.608,237.821,172.000,240.621,380.746,271.550,326.288,131.100,132.592,160.042,
102,,383.113,131.763,271.933,383.517,144.808,293.042,161.488,217.163,107.388,229.654,216.079,173.342,114.767,256.554,261.450,273.513,233.458,262.525,135.354,101.246,174.767,200.046,230.709,112.700,163.496,131.675,176.246,352.483,257.575,131.513,195.004,262.446,125.613,183.150,177.058,113.829,142.550,305.417,192.100,145.225,232.204,100.683,308.421,303.729,305.313,226.358,177.721,233.742,385.963,256.979,296.167,136.375,134.692,158.267,
103,,358.821,127.867,279.571,351.054,145.788,304.208,140.100,196.879,108.138,272.271,173.425,113.858,167.658,293.463,275.729,245.729,196.800,244.642,144.350,123.421,139.950,193.796,230.705,83.300,154.338,148.654,152.546,348.800,205.675,148.242,215.617,241.363,117.671,211.588,178.625,158.725,139.388,299.854,248.071,155.550,202.975,98.175,288.371,296.592,240.683,239.954,199.771,250.938,391.071,290.746,243.192,135.096,131.538,168.504,
104,,360.338,143.858,281.658,327.133,110.704,309.054,206.675,322.842,134.342,265.933,151.188,101.617,153.525,355.408,278.396,282.954,184.375,290.542,166.842,108.017,189.558,152.804,217.813,111.100,148.092,142.896,187.042,348.688,251.554,138.025,239.908,266.954,86.896,208.938,176.125,136.042,134.667,301.758,213.475,106.104,256.475,99.975,273.929,289.283,266.033,226.450,172.792,264.096,386.913,282.292,228.204,134.471,129.208,155.388,
105,,336.467,148.508,275.438,324.996,105.858,272.258,238.633,338.338,122.813,260.696,186.083,108.867,158.425,346.829,252.396,262.988,206.788,278.504,178.646,117.613,164.600,159.313,219.525,117.600,104.104,150.104,180.146,338.746,239.579,142.742,223.054,290.329,84.913,265.788,194.746,146.396,148.167,329.454,231.196,135.783,251.246,100.879,283.996,302.667,281.925,230.175,154.388,305.021,393.021,284.158,236.346,134.238,131.296,135.750,
106,,389.929,179.538,270.967,315.963,135.529,271.013,226.133,347.471,110.542,236.283,170.504,105.058,152.417,380.825,253.163,237.017,206.188,261.888,132.033,143.608,175.696,180.867,226.896,126.300,140.142,118.042,162.158,350.650,258.038,148.125,200.488,299.575,112.263,349.896,193.892,180.867,112.296,355.850,218.646,159.058,226.100,100.075,215.329,299.742,287.625,250.104,159.000,328.396,369.308,264.992,207.200,148.758,126.754,122.754,
107,,338.367,167.571,280.558,299.292,150.017,300.696,206.292,342.308,78.517,194.383,170.096,139.417,157.021,290.800,230.896,274.942,223.542,286.567,134.242,158.604,228.321,191.725,230.392,135.800,128.996,94.792,188.608,329.963,275.879,158.204,175.917,232.296,115.242,347.233,216.508,191.471,118.138,343.704,225.604,188.250,240.838,100.921,252.817,279.692,248.308,250.275,145.400,328.958,357.646,287.700,218.554,152.504,132.975,124.167,
108,,309.446,140.546,282.104,318.683,194.592,320.425,166.867,320.992,95.279,231.325,168.871,154.708,113.413,280.692,224.400,270.442,276.058,274.038,155.500,134.925,224.079,210.438,223.229,105.500,130.646,120.054,202.308,342.150,288.179,137.154,216.917,254.021,126.546,319.258,231.250,185.913,119.154,361.500,216.371,162.575,233.767,102.958,277.896,289.517,249.571,245.867,145.817,314.488,371.783,303.958,214.204,154.650,132.175,120.392,
109,,336.363,122.567,278.258,310.392,159.388,325.879,179.442,298.238,104.829,217.292,195.692,152.171,134.467,304.283,250.904,315.808,273.575,263.458,135.829,148.529,222.325,222.942,223.238,130.300,139.825,146.271,176.129,365.388,312.242,148.288,219.992,297.667,112.933,296.713,209.192,141.350,121.188,336.329,215.071,138.250,217.933,111.704,257.004,303.271,213.750,256.313,152.396,323.308,339.900,312.883,227.363,156.925,135.596,120.033,
110,,337.446,143.488,285.333,301.229,153.346,320.533,183.400,295.625,112.971,255.221,188.521,133.021,157.204,317.258,227.250,335.567,262.896,211.933,160.254,145.500,236.017,230.317,191.838,136.500,146.633,161.646,186.125,363.292,299.329,153.388,257.538,311.054,110.292,281.471,186.213,165.650,128.533,351.463,220.496,142.575,240.300,130.583,281.442,302.913,223.629,265.500,166.654,302.813,329.979,294.350,211.942,146.483,138.629,139.521,
111,,342.025,168.758,282.954,260.892,109.404,307.817,197.671,294.717,118.858,249.850,176.521,134.871,129.992,318.767,197.429,316.242,283.138,218.321,161.008,143.471,220.708,225.921,195.529,134.500,138.388,164.567,181.413,342.883,339.958,162.488,275.167,327.692,90.804,282.575,173.800,172.938,120.579,314.913,218.700,152.508,241.725,150.546,283.308,322.796,234.696,244.208,160.042,293.096,379.646,289.379,249.846,163.638,158.988,145.138,
112,,337.850,165.225,290.279,281.029,95.079,290.896,200.483,296.450,119.750,205.771,142.688,157.746,155.517,320.842,204.142,350.342,254.546,263.125,146.929,143.183,229.746,197.413,226.025,162.400,142.683,178.321,175.317,339.925,447.379,154.521,287.200,297.004,85.896,256.638,220.929,205.092,168.358,295.721,215.075,175.400,249.346,170.467,292.796,311.975,250.392,252.692,158.250,302.146,367.342,269.679,280.833,171.292,164.671,149.092,
113,113.800,324.592,158.704,283.663,208.621,115.221,296.654,218.746,310.346,98.417,174.333,148.338,181.000,166.242,275.258,253.067,346.600,198.475,246.267,133.188,139.450,204.113,230.142,205.013,158.500,139.942,177.204,138.583,322.558,464.025,193.329,330.588,340.342,99.167,282.629,238.854,173.046,140.617,315.825,219.313,172.779,297.633,202.254,263.858,321.121,215.929,266.967,169.167,336.683,355.071,288.946,293.517,170.117,151.571,130.321,
114,136.813,338.025,133.388,253.604,171.042,131.854,296.613,252.871,304.450,79.882,234.050,162.342,208.425,155.667,248.546,263.300,330.471,172.592,286.938,150.596,137.458,240.921,206.608,231.479,188.900,109.533,146.983,178.842,367.198,471.342,207.708,302.667,381.054,109.500,263.388,213.054,160.242,121.500,334.538,198.921,169.046,327.883,173.408,256.071,341.696,216.850,248.038,158.458,329.167,353.283,281.963,321.129,179.483,170.496,125.758,
115,137.838,381.150,120.854,255.543,182.725,117.033,239.121,256.592,242.767,101.617,212.229,184.063,237.654,171.550,285.030,310.058,358.142,241.313,289.229,152.813,139.396,240.592,252.521,265.188,177.600,119.213,160.213,188.208,393.375,456.246,211.675,308.513,354.392,119.771,242.929,195.533,159.721,132.004,301.642,206.075,195.054,290.154,187.450,263.300,346.204,214.958,270.629,150.588,343.796,342.992,275.838,344.429,195.633,176.763,136.071,
116,152.596,381.596,131.639,239.458,176.821,152.846,289.996,234.242,213.945,123.692,234.500,186.646,220.538,165.943,264.004,360.396,331.967,248.583,287.883,134.279,156.683,239.213,245.671,247.058,173.100,150.004,172.050,207.942,393.658,436.521,199.021,295.867,317.025,115.375,229.088,251.371,156.163,183.646,318.638,221.325,224.363,300.875,177.279,247.321,400.646,219.875,270.358,155.042,343.067,370.050,284.221,311.438,197.450,176.154,133.638,
117,162.196,379.026,136.300,174.492,179.879,139.192,370.354,238.625,264.163,128.613,233.604,181.658,164.546,165.663,260.200,318.371,344.854,216.342,280.661,136.275,150.596,237.496,248.217,255.875,168.000,144.075,177.575,217.313,401.046,436.688,213.871,299.946,341.329,125.175,228.696,200.950,155.325,173.808,343.542,230.217,208.429,276.950,175.379,270.379,409.350,220.313,256.675,180.700,326.125,367.954,293.213,285.142,199.275,178.392,139.058,
118,121.100,355.371,150.467,178.558,186.625,120.942,395.279,257.508,270.821,123.646,240.383,153.542,138.517,214.050,284.925,331.554,347.013,169.796,257.967,142.567,149.771,272.954,243.113,255.313,154.300,148.371,198.425,246.471,403.888,399.304,211.354,334.071,295.008,92.858,181.054,229.321,127.133,190.196,298.525,222.213,159.050,270.196,161.658,270.842,418.213,223.479,266.529,160.063,300.658,372.867,284.746,287.438,204.988,172.504,151.717,
119,95.587,326.396,133.100,194.671,204.204,101.057,395.104,250.046,240.225,122.583,247.238,181.155,180.496,222.725,286.258,329.071,310.471,216.550,280.650,150.400,146.488,261.896,227.475,263.583,161.300,154.063,189.275,241.446,415.933,470.346,200.358,334.175,293.204,133.138,211.488,219.533,194.600,160.417,297.604,227.004,186.821,250.913,167.808,240.554,422.696,215.767,290.938,150.183,311.417,370.033,334.679,280.950,240.221,166.446,152.350,
120,107.704,313.575,141.667,196.496,189.063,123.825,402.142,208.329,272.513,109.342,263.209,216.729,228.425,222.788,265.267,318.400,278.161,228.158,254.796,229.492,152.833,222.513,200.467,248.129,172.000,152.042,208.875,245.033,352.825,465.354,229.346,315.804,310.675,136.879,238.100,221.783,169.354,166.742,315.967,225.958,167.996,260.125,161.783,229.950,389.675,228.946,260.921,134.650,298.042,345.442,347.704,267.917,267.950,187.608,156.558,
