day,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
183,329.779,331.413,258.117,404.867,483.958,133.521,480.425,195.029,273.833,75.629,210.329,113.575,227.154,229.954,416.838,188.100,357.683,147.063,145.546,128.883,110.771,116.808,248.963,269.838,95.000,189.563,149.271,273.900,251.904,300.538,244.700,311.108,159.229,121.113,325.325,166.596,177.179,199.275,183.896,132.471,308.029,136.288,256.396,443.479,407.883,281.263,277.504,158.075,197.179,234.958,177.713,135.929,301.083,212.021,299.546,
184,324.375,328.858,252.288,377.358,466.883,127.183,479.600,231.650,260.767,71.588,159.842,148.288,165.613,244.271,400.413,201.988,349.938,178.654,143.971,116.733,99.796,109.179,246.842,275.158,115.700,158.458,129.154,219.154,247.275,325.692,198.533,275.758,151.142,124.063,313.079,111.683,175.275,177.813,181.142,169.967,320.113,161.275,250.033,421.063,372.383,274.792,268.204,143.554,163.733,225.121,198.363,136.392,305.696,196.238,269.817,
185,302.525,315.142,251.454,369.767,459.300,96.688,477.688,268.538,213.575,70.396,184.225,131.517,181.050,227.267,397.542,218.004,282.179,146.467,102.296,93.392,102.533,84.517,202.279,241.550,84.900,149.342,120.113,218.367,271.450,293.083,244.638,264.092,124.246,99.708,324.258,132.917,133.063,133.996,182.129,150.988,319.821,131.629,203.633,421.917,355.004,275.867,269.704,136.108,161.396,220.017,160.254,124.908,313.346,177.642,258.458,
186,309.954,306.733,245.133,367.892,446.721,116.596,460.754,235.158,208.017,80.833,201.813,142.946,149.988,227.675,384.167,201.513,244.525,134.133,103.338,87.650,90.246,124.404,223.313,263.771,78.300,153.179,151.613,228.446,278.821,304.533,199.408,270.308,157.292,83.717,268.646,154.875,147.717,195.400,160.125,161.042,285.917,142.392,220.229,375.683,343.667,250.225,256.596,132.533,168.458,222.208,158.250,136.271,279.483,156.333,274.488,
187,312.138,309.296,207.842,352.496,394.463,140.450,436.067,229.675,201.375,88.463,224.938,146.538,175.754,238.100,352.517,211.025,274.421,120.608,92.346,94.096,90.708,151.629,238.454,265.367,104.500,177.454,173.067,228.750,269.167,305.988,216.171,251.650,158.421,81.517,262.458,104.921,155.779,140.546,176.817,184.925,265.238,161.296,201.738,383.367,368.867,264.371,222.858,140.638,171.029,205.846,169.029,131.979,254.638,167.217,267.529,
188,314.167,310.871,197.163,338.971,364.746,125.475,403.225,281.788,214.788,88.758,211.567,118.821,200.042,284.063,361.300,243.133,280.117,127.092,101.208,86.079,113.388,117.692,225.629,275.529,110.700,175.438,157.117,240.733,267.054,293.933,197.667,233.746,178.413,79.950,245.129,122.646,173.579,171.346,214.167,145.854,246.229,178.721,207.979,398.838,364.513,253.213,245.267,151.371,167.942,212.550,158.446,135.829,215.883,150.575,265.425,
189,296.500,310.296,189.854,327.971,400.875,82.067,377.913,306.217,205.500,92.263,189.938,90.946,188.113,307.883,355.333,243.529,258.975,119.625,102.996,108.150,129.175,131.608,200.138,252.304,110.200,170.925,160.100,240.800,284.000,254.446,222.517,268.071,225.229,69.638,230.825,120.892,156.642,179.838,210.408,157.075,280.617,195.175,201.475,396.367,321.354,246.746,240.700,128.938,169.746,201.163,169.508,140.588,230.029,158.163,276.421,
190,322.379,323.467,198.133,317.604,400.267,122.963,353.904,295.038,225.000,88.883,176.088,118.546,202.492,315.388,313.775,207.725,260.958,110.621,127.067,120.946,114.838,109.171,214.408,211.554,104.000,157.471,175.179,196.083,275.425,258.675,216.388,269.138,179.708,85.729,216.817,185.788,174.421,189.788,209.254,181.588,257.271,195.208,207.871,388.621,314.783,218.863,225.300,142.800,177.808,192.400,157.146,132.863,225.254,148.913,276.646,
191,311.179,323.488,221.146,295.329,364.408,153.854,325.521,275.142,244.046,68.633,237.350,138.138,198.888,319.333,294.921,153.704,227.700,114.983,140.971,135.529,127.750,114.258,223.438,235.838,110.300,161.875,137.896,189.725,270.354,285.804,203.908,225.167,180.467,97.008,209.471,165.292,167.500,167.146,209.888,166.992,258.221,197.821,194.354,381.850,343.033,204.871,219.125,114.071,164.617,193.175,172.758,123.575,228.829,119.508,266.125,
192,344.721,291.292,185.363,294.163,309.225,165.758,330.554,263.629,215.779,78.142,221.758,138.621,191.263,245.346,318.992,161.054,186.908,122.025,180.813,119.208,112.329,96.954,219.300,221.604,140.500,120.588,170.333,214.908,283.883,301.017,176.638,281.950,174.950,96.125,238.958,158.079,155.913,169.171,226.233,178.388,232.600,200.854,212.292,355.300,336.063,202.367,212.138,102.854,127.042,189.175,199.567,140.279,245.354,122.325,262.500,
193,351.988,260.663,154.279,294.513,263.229,147.592,301.446,236.442,244.621,105.279,244.875,142.367,200.179,200.525,323.579,208.142,200.725,105.496,181.996,107.317,106.142,108.871,223.267,222.109,133.600,167.558,171.058,204.158,260.446,284.183,183.917,264.242,183.892,79.125,257.100,163.279,133.621,166.396,180.958,175.475,232.583,138.288,176.258,315.108,338.821,194.038,247.288,103.454,130.650,181.121,196.358,148.479,236.667,143.408,271.913,
194,363.296,256.075,163.275,293.950,257.121,188.717,266.392,213.942,215.092,99.963,239.721,141.908,161.613,214.867,302.721,225.679,211.079,111.592,162.271,113.850,106.800,126.783,216.854,206.850,98.900,155.092,159.588,212.300,273.325,262.929,203.063,247.008,171.879,68.163,256.425,133.017,158.217,176.150,186.929,204.163,220.563,168.883,207.904,313.946,330.179,209.838,196.146,127.971,143.392,187.392,162.654,156.713,199.721,168.638,272.250,
195,325.171,254.500,169.683,285.633,243.971,116.833,228.908,202.475,239.408,100.596,244.288,99.146,109.992,229.354,284.196,216.988,198.063,89.804,177.321,124.608,123.104,133.750,188.979,240.342,124.700,159.171,158.725,214.921,283.800,272.379,210.000,285.750,182.142,66.525,246.629,175.058,156.613,195.538,176.117,204.004,186.488,180.054,176.058,331.729,335.529,208.821,209.092,148.313,152.729,209.108,181.604,128.000,207.654,160.554,266.638,
196,328.454,250.108,176.963,279.888,243.079,90.208,227.204,229.396,257.129,126.417,197.246,85.133,137.042,243.804,300.229,200.479,198.575,93.125,188.300,119.192,123.554,114.321,163.650,200.600,145.900,161.088,156.721,175.883,270.088,283.733,216.775,296.221,192.529,63.592,242.354,143.071,174.771,204.979,155.396,189.867,193.142,160.092,172.108,350.075,334.113,209.971,194.258,132.717,161.488,180.421,165.388,152.238,233.658,158.550,238.863,
197,319.521,231.154,178.679,255.433,285.929,134.763,221.217,195.779,255.379,82.529,169.800,120.675,169.446,267.729,264.129,263.246,182.650,68.267,199.583,117.775,117.558,98.988,150.504,193.917,130.300,154.946,147.917,178.200,261.483,307.796,214.538,258.783,181.604,81.225,190.696,143.838,143.742,192.708,183.288,207.071,175.246,150.946,181.213,301.117,318.388,198.958,208.275,131.221,155.888,184.804,199.571,143.525,217.629,141.450,227.942,
198,305.883,208.308,187.217,255.342,294.471,161.433,211.154,208.821,250.804,67.325,173.754,145.913,184.563,257.317,253.108,229.004,205.513,96.513,174.113,105.733,107.163,78.171,163.179,177.225,143.100,176.896,130.329,185.229,253.817,308.067,193.188,247.688,137.842,81.017,253.417,164.367,124.400,191.592,200.658,162.183,158.613,155.642,173.896,282.467,361.642,188.496,190.254,136.992,156.771,177.158,174.771,130.121,204.142,146.996,236.192,
199,296.567,204.533,175.163,253.858,272.133,165.388,227.846,195.467,256.371,104.650,210.117,149.100,144.717,191.196,248.275,232.100,201.946,127.046,177.733,97.525,84.329,96.746,161.146,150.421,157.500,172.721,149.896,187.279,266.667,305.925,200.417,262.633,153.592,100.600,247.946,130.754,131.100,171.592,168.988,168.738,165.567,139.263,156.071,295.888,337.996,192.875,205.704,143.721,154.958,192.063,166.242,135.233,190.017,153.246,221.100,
200,290.429,189.513,144.942,250.433,250.275,161.258,255.042,187.404,255.404,121.196,197.183,145.663,142.200,158.963,220.667,233.133,186.400,121.829,153.654,82.954,88.242,89.350,152.100,145.700,137.100,166.113,161.279,197.296,213.792,315.708,172.783,249.075,178.700,81.038,214.775,98.054,102.783,154.571,160.508,163.675,169.313,145.958,190.788,297.017,297.138,188.388,184.354,137.196,158.058,196.492,172.442,145.438,199.183,145.775,215.879,
201,245.804,187.929,157.629,253.750,242.513,145.975,246.508,166.696,259.263,113.079,169.058,158.258,132.604,202.508,238.529,215.929,187.371,118.963,155.371,92.463,98.638,103.717,154.508,155.742,116.500,160.821,156.367,170.329,242.029,285.367,209.692,233.804,172.392,76.258,219.242,141.438,140.288,148.850,180.488,153.708,172.300,144.883,146.567,297.988,299.129,196.700,190.796,141.242,166.804,180.538,157.654,149.183,181.917,153.663,220.279,
202,221.054,190.638,169.933,245.622,264.013,95.146,257.508,179.288,257.513,105.200,179.233,100.792,142.788,237.067,220.792,233.708,191.675,94.388,175.492,114.758,109.600,121.417,149.379,144.413,131.300,170.058,153.713,174.892,234.838,275.504,196.475,234.133,174.200,84.471,224.779,142.908,124.792,180.508,173.383,165.967,151.729,140.696,145.513,267.879,303.413,181.050,193.683,139.325,145.796,174.908,180.783,139.400,191.046,133.996,210.829,
203,230.042,189.754,162.721,255.771,244.950,88.988,226.346,198.079,296.688,104.413,171.396,76.663,162.200,201.458,249.613,217.400,159.175,103.058,183.571,127.596,123.854,101.083,141.700,158.179,140.400,173.946,149.496,158.571,202.975,279.350,202.204,240.992,180.225,66.454,231.467,141.642,114.483,173.963,148.238,174.517,173.946,132.433,136.063,272.096,336.692,193.246,173.942,130.608,162.308,153.867,139.496,129.013,206.454,131.963,219.167,
204,247.483,188.363,148.717,255.571,252.417,117.508,241.008,158.875,283.063,80.100,156.779,111.033,178.813,201.750,236.888,200.396,163.150,89.933,184.163,102.154,124.142,74.704,145.171,152.079,145.200,171.117,155.608,161.396,237.196,284.571,177.667,228.708,146.908,81.775,203.600,155.054,113.104,155.371,155.354,161.150,141.433,114.513,173.271,267.458,330.479,166.233,166.946,113.004,123.463,139.004,170.588,142.308,185.121,140.188,197.771,
205,201.938,204.033,142.979,258.363,249.621,123.608,266.758,147.629,248.925,72.154,192.446,122.825,155.704,220.513,199.454,178.379,140.946,96.054,163.400,115.321,100.333,79.488,130.692,196.079,106.800,162.342,121.846,185.888,225.175,250.767,184.725,231.629,146.367,83.904,201.050,156.167,123.871,134.492,178.521,163.450,147.517,129.892,163.033,258.546,324.713,148.779,184.021,126.546,140.429,155.525,190.483,131.346,187.913,136.892,197.788,
206,216.313,168.213,134.613,259.092,221.492,132.363,250.238,181.767,209.033,87.438,173.013,133.929,137.121,212.375,193.663,192.196,136.508,109.046,177.217,103.846,82.100,97.483,134.425,158.983,130.700,133.221,156.613,180.296,255.492,269.992,192.913,247.054,165.571,81.313,183.271,147.979,110.358,173.254,156.138,151.388,148.125,131.013,135.429,258.146,309.717,170.825,213.454,125.329,131.825,154.750,153.138,138.863,163.821,130.550,182.204,
207,230.975,152.717,93.133,258.813,241.688,124.488,243.371,139.238,203.729,93.367,181.979,137.450,156.688,170.175,213.913,194.408,134.054,81.946,156.608,96.654,89.208,107.800,138.054,165.200,106.800,156.133,153.621,177.121,226.829,273.325,170.000,229.129,160.729,82.050,150.983,117.750,112.971,169.625,190.175,167.033,171.825,117.133,134.350,245.175,288.188,190.100,199.213,125.042,139.354,149.871,167.029,151.229,188.700,138.217,208.042,
208,170.550,111.171,111.150,249.988,232.925,136.508,198.954,106.017,223.992,89.896,177.017,161.650,124.908,191.242,218.800,231.346,142.208,83.096,158.454,85.721,100.917,107.379,125.246,134.508,95.000,161.467,143.329,183.308,244.038,218.504,188.113,231.417,160.679,90.808,160.788,107.125,134.329,151.829,153.692,179.325,172.275,147.692,125.079,242.175,299.513,148.046,193.371,125.333,142.546,143.113,170.029,135.775,188.254,144.529,194.000,
209,169.917,143.179,136.213,245.042,218.025,126.333,188.467,118.788,238.008,100.583,154.679,95.796,125.688,230.896,239.250,210.721,166.117,67.358,158.363,106.942,93.992,86.879,120.963,144.788,111.100,165.429,138.258,217.342,207.638,272.479,201.421,215.150,165.408,77.388,140.113,141.117,127.925,155.204,141.750,164.521,145.292,167.888,163.188,249.829,281.708,143.908,202.617,129.129,152.683,151.492,160.633,127.158,178.163,138.467,195.450,
210,156.292,156.025,157.692,211.917,225.850,107.529,202.692,127.233,233.292,97.267,118.579,84.621,116.538,218.300,209.088,225.183,179.125,83.608,150.142,117.554,90.458,82.775,99.642,162.679,117.600,157.821,132.196,149.150,170.063,238.621,180.046,218.488,164.604,72.379,177.467,156.000,126.100,166.108,165.471,140.350,162.900,166.346,153.229,221.558,250.346,156.638,184.350,135.071,158.608,176.413,167.738,134.717,175.192,125.817,205.954,
211,159.946,130.017,145.154,200.988,229.717,108.779,221.413,132.083,225.788,89.117,91.529,111.975,113.442,205.054,224.804,202.700,149.233,73.221,140.742,110.454,90.867,78.242,128.392,178.004,121.100,179.254,141.671,182.742,190.142,210.042,160.313,196.996,156.933,70.371,189.692,127.363,133.483,166.571,152.729,173.846,142.471,147.338,139.879,215.404,262.283,161.563,193.142,155.038,160.638,138.754,181.713,141.363,193.746,127.538,201.063,
212,164.625,134.350,132.008,196.458,209.758,138.046,208.504,136.929,226.104,84.792,176.758,123.467,132.475,231.404,192.788,218.658,153.654,71.613,145.075,107.825,86.221,93.933,151.629,174.854,117.600,159.446,104.871,167.367,174.400,204.258,169.767,192.783,139.542,74.817,166.121,118.967,152.171,183.771,132.238,158.588,161.763,130.029,124.167,236.096,253.183,181.275,187.546,145.238,139.021,155.925,169.629,143.996,194.329,109.217,187.825,
213,153.492,135.217,121.688,197.983,217.508,147.225,239.367,144.463,206.733,95.263,175.646,135.821,134.067,193.517,142.492,205.588,151.258,84.167,140.954,107.825,77.246,106.996,153.504,176.592,108.100,106.933,98.629,173.642,195.371,199.167,145.054,187.229,167.679,73.150,163.921,147.425,143.204,171.021,134.533,172.908,165.350,148.083,114.621,229.304,267.013,182.458,182.825,145.638,153.950,151.058,138.917,166.763,178.533,107.788,193.346,
214,144.829,123.971,92.808,193.792,212.775,162.821,200.350,161.167,160.738,122.404,167.642,125.392,142.246,164.746,149.063,194.550,146.425,105.783,156.133,98.921,87.229,106.858,144.504,145.704,119.565,146.821,97.958,176.613,200.042,179.188,139.858,201.138,162.813,69.742,161.775,136.663,107.333,171.367,134.263,189.354,135.625,128.858,111.625,204.808,246.246,159.692,157.596,118.521,170.667,162.775,134.950,152.400,172.325,125.479,193.171,
215,144.200,94.863,127.104,193.067,212.388,168.500,217.013,148.883,196.425,105.938,162.158,118.988,106.767,161.900,165.371,195.571,149.104,104.008,156.154,101.363,91.117,85.854,163.054,146.138,109.238,164.588,101.879,152.667,207.379,178.500,127.038,200.429,179.875,75.558,167.433,91.217,123.238,127.158,149.196,145.171,130.250,108.167,119.733,208.804,241.233,166.058,146.775,120.000,129.546,146.700,114.796,149.279,169.771,137.604,185.113,
216,157.500,118.596,159.492,193.454,214.154,132.188,149.488,127.475,214.975,119.225,102.254,87.121,111.113,180.963,171.438,205.317,152.475,90.408,149.288,104.629,89.304,83.354,140.617,138.671,106.929,146.592,100.308,148.579,184.304,182.258,149.567,249.664,179.304,73.771,144.146,128.046,116.058,138.550,141.883,134.979,127.463,107.154,151.079,218.825,237.050,171.208,164.979,135.175,128.996,144.396,131.108,144.604,152.554,135.404,151.000,
217,131.725,139.583,146.221,195.883,230.588,89.363,202.896,132.558,271.471,115.392,81.471,92.613,122.238,190.283,191.513,186.592,117.188,95.058,113.979,98.083,92.792,76.863,141.200,144.375,105.695,148.758,101.896,139.396,139.838,204.904,167.921,210.750,154.113,82.783,163.404,112.008,122.775,136.183,131.046,137.758,126.021,142.638,145.200,206.271,229.304,153.371,152.100,124.879,144.633,134.033,125.983,139.438,182.258,127.767,176.038,
218,154.175,111.871,151.817,207.038,204.717,126.283,207.008,151.750,270.763,77.208,119.792,121.542,139.521,198.508,239.300,182.979,103.838,104.054,128.325,105.458,102.017,78.658,155.913,156.729,122.408,147.625,104.304,134.954,186.563,252.025,174.121,228.675,142.779,90.788,156.713,120.713,119.488,142.271,129.967,126.479,141.154,113.925,125.121,181.008,223.754,177.417,162.204,132.621,139.942,129.879,155.258,144.908,173.108,122.521,183.850,
219,170.625,118.513,154.413,196.767,200.725,147.838,190.563,149.813,263.233,79.954,144.346,139.821,127.592,220.779,229.863,197.304,107.192,93.754,136.325,129.229,89.375,100.604,157.904,164.467,101.348,110.742,75.913,126.921,228.183,221.038,172.229,202.671,133.054,91.338,149.642,115.721,97.775,132.150,129.033,133.400,146.583,121.692,122.021,187.583,225.183,156.646,167.317,151.642,128.721,120.013,148.400,149.558,157.179,107.200,180.100,
220,182.446,121.783,121.117,181.413,215.938,142.479,192.617,143.417,249.292,89.358,149.596,130.846,142.554,223.342,225.471,182.008,143.383,104.767,120.296,119.300,80.992,103.708,171.517,177.788,102.076,107.167,84.513,143.342,208.671,216.929,173.100,199.008,156.400,116.813,172.558,114.142,101.821,152.554,125.871,145.779,139.883,104.821,122.488,210.013,220.033,157.579,166.171,145.275,123.083,139.433,145.704,149.517,165.567,110.175,159.096,
221,187.450,118.663,98.450,193.596,194.229,155.771,198.196,125.300,259.133,89.738,136.442,126.888,125.150,142.279,206.775,176.038,182.392,102.738,125.675,108.058,94.354,84.667,149.658,162.904,87.071,114.979,107.217,157.888,207.808,230.454,128.871,179.088,172.813,116.529,173.392,126.996,76.921,125.442,155.271,147.825,125.750,102.650,113.363,198.379,209.779,159.238,166.938,121.367,131.321,143.317,145.542,122.346,157.250,123.829,180.033,
222,179.079,109.892,131.500,198.175,204.629,126.879,202.375,88.763,245.992,107.121,149.883,129.304,101.854,172.729,191.008,177.833,163.063,84.588,138.988,89.475,92.992,84.158,151.471,192.538,73.095,107.438,90.900,154.508,212.367,182.058,159.063,215.975,151.992,100.817,141.471,113.304,107.804,143.492,136.463,164.588,104.138,99.325,107.913,208.038,209.821,147.979,155.954,137.163,131.467,146.804,158.200,132.988,140.571,132.608,173.883,
223,147.525,122.967,159.658,206.892,185.888,111.621,174.929,137.725,227.383,100.721,101.967,93.679,88.517,137.533,178.313,176.000,143.188,73.504,129.633,97.083,90.696,86.750,130.783,194.138,94.057,126.788,93.846,139.321,176.671,203.617,182.629,190.513,176.208,99.046,150.596,123.946,125.375,142.250,125.888,142.092,109.983,101.696,139.675,208.688,197.700,113.358,168.163,122.725,134.417,138.704,137.133,117.292,167.358,150.383,182.954,
224,127.658,121.579,151.475,197.242,189.700,86.379,204.188,131.625,236.479,107.321,70.192,80.942,127.129,167.096,193.788,166.667,127.713,83.358,135.608,132.100,100.875,105.304,124.392,184.625,118.160,130.908,96.000,149.379,151.663,192.400,169.921,219.933,157.117,95.867,149.013,144.425,153.588,124.204,117.371,134.267,126.246,111.400,121.921,206.733,209.071,151.358,154.000,139.221,146.004,128.604,119.213,115.300,156.871,147.117,169.146,
225,155.521,129.208,144.883,190.808,219.154,112.454,222.754,138.458,241.242,82.813,113.175,99.675,125.396,175.546,179.504,175.000,130.575,93.742,150.150,108.021,123.417,89.696,112.446,170.506,121.537,93.396,94.767,127.950,205.842,202.408,191.783,237.396,158.138,92.692,161.204,128.963,138.063,134.529,99.238,156.058,129.400,114.733,122.246,169.954,218.992,166.992,163.954,139.188,141.117,126.163,123.163,127.471,138.075,148.454,169.504,
226,161.458,117.379,144.700,171.538,199.883,110.454,166.392,148.413,240.313,69.417,141.133,102.504,133.508,164.133,171.108,155.958,132.421,97.183,148.879,92.575,104.875,103.608,124.058,193.429,133.070,105.050,82.913,129.479,204.167,211.479,171.029,233.808,145.796,103.038,147.675,123.542,126.929,108.221,104.650,159.346,132.300,96.738,118.092,163.213,215.317,166.775,162.817,133.613,144.629,137.738,142.504,147.400,133.038,163.725,173.313,
227,142.517,133.100,112.438,154.379,226.208,108.846,161.971,144.858,214.729,89.958,133.929,101.863,119.229,182.504,118.175,165.838,140.479,104.275,160.729,95.871,83.317,116.013,123.029,188.188,137.454,101.404,80.867,151.508,223.975,211.683,161.779,203.050,162.017,109.321,163.613,121.533,100.017,118.496,109.396,151.663,130.329,91.746,107.183,198.471,190.750,139.775,152.842,138.179,118.554,138.271,154.179,120.704,141.542,116.254,153.238,
228,116.629,146.142,84.533,159.950,216.483,117.346,181.033,117.829,185.233,115.013,135.329,113.796,98.742,191.958,129.808,143.421,149.154,104.096,126.254,85.671,98.296,89.992,116.179,179.088,104.162,109.867,112.279,145.492,215.542,201.163,132.750,209.654,162.171,111.617,158.175,105.996,100.208,126.971,133.238,152.558,128.663,87.975,121.825,198.083,186.929,164.696,133.129,150.325,110.413,129.075,137.104,113.996,145.396,110.917,183.167,
229,121.158,140.733,117.500,174.575,201.608,142.863,143.513,81.229,224.517,106.508,128.950,111.717,111.433,168.729,165.033,168.346,145.288,100.604,93.250,88.433,103.746,77.708,123.800,147.017,78.820,127.317,101.704,135.754,185.092,185.808,132.833,231.408,160.208,104.454,127.621,119.675,137.829,144.175,126.208,124.817,107.925,80.688,129.983,204.200,179.208,151.400,130.058,144.283,113.296,118.392,118.863,115.713,154.871,114.346,177.917,
230,90.979,131.450,117.896,145.746,171.204,112.871,117.079,108.571,219.054,105.296,123.100,81.996,96.196,150.917,166.671,174.075,150.679,75.958,118.992,98.121,100.867,84.171,119.333,137.333,136.829,141.567,93.804,142.058,162.433,191.229,144.288,225.833,174.904,90.042,127.367,118.983,126.996,143.725,156.258,118.733,110.021,97.346,122.504,199.667,194.775,134.388,144.950,136.188,125.138,109.325,107.596,106.821,159.254,120.338,192.863,
231,79.400,146.654,127.729,146.283,181.933,90.021,146.458,131.629,190.208,107.779,87.354,72.804,109.996,159.800,185.208,180.658,133.096,90.200,138.554,102.658,99.083,84.633,100.075,133.096,118.648,127.429,95.346,125.067,160.692,207.100,143.125,217.258,127.763,86.342,133.908,136.554,141.746,144.908,126.058,112.658,128.246,117.925,126.358,203.188,192.383,140.404,149.463,151.500,125.288,119.154,106.638,105.796,152.075,131.596,181.667,
232,106.117,123.879,122.983,158.458,189.808,108.017,158.908,117.333,227.317,86.729,123.129,92.029,129.038,136.533,189.704,205.625,129.346,90.567,128.004,93.513,99.125,77.475,114.496,141.029,135.319,117.692,97.300,124.754,190.854,194.575,159.942,221.350,159.183,85.892,155.958,133.983,138.517,121.521,123.896,121.813,109.308,137.267,114.179,185.738,176.821,144.775,140.050,138.996,148.350,117.154,129.146,122.163,153.008,141.733,182.563,
233,107.096,112.554,131.279,171.408,115.429,105.479,148.225,123.954,258.850,71.021,131.221,105.258,134.763,128.542,171.554,179.992,128.533,87.850,131.013,104.042,103.521,74.667,116.225,149.017,126.350,85.363,59.821,126.821,196.729,231.288,144.925,198.138,105.200,86.879,160.071,142.379,137.304,109.083,123.250,111.913,115.317,108.304,106.792,171.054,197.079,148.188,133.604,136.438,149.083,120.254,142.813,138.000,153.850,130.846,165.313,
234,110.525,111.158,109.688,106.175,124.008,115.300,150.079,118.175,246.408,104.050,115.663,106.492,118.463,131.779,142.188,172.421,122.200,94.883,130.663,117.683,80.725,100.913,117.438,139.979,116.129,88.796,73.996,152.804,191.825,222.100,129.479,169.679,114.554,93.396,150.671,138.850,137.858,128.379,137.650,148.788,113.817,119.654,102.404,169.238,175.300,148.067,143.146,139.238,107.617,125.892,154.263,138.750,162.475,104.275,147.088,
235,145.529,112.671,95.154,87.046,135.013,125.042,147.596,101.908,211.179,108.350,135.404,123.183,122.104,132.025,136.271,145.629,145.525,98.046,121.129,101.917,90.738,100.104,127.742,133.575,94.700,93.308,86.092,138.363,202.067,209.863,131.133,196.942,118.538,89.033,137.342,118.658,93.646,136.183,141.117,136.833,129.900,110.425,108.213,184.379,199.375,134.083,137.279,148.983,121.075,126.392,137.908,135.450,164.613,132.296,166.421,
236,148.188,113.663,106.175,98.004,126.604,133.992,123.908,80.613,232.667,119.733,127.388,126.954,93.391,134.604,142.450,139.575,146.675,76.013,96.321,101.058,94.213,87.667,148.146,187.871,76.221,98.338,66.104,143.567,164.242,160.088,143.533,186.904,133.379,73.521,146.446,116.692,106.838,129.967,134.450,124.979,133.271,105.288,109.867,196.550,180.725,131.229,132.975,149.554,122.967,116.896,123.504,112.542,141.900,133.425,157.538,
237,154.125,113.533,116.213,90.950,168.142,110.879,98.992,94.004,210.817,96.308,102.033,108.204,79.508,144.563,142.350,130.150,147.246,71.700,109.846,91.238,109.875,86.783,140.246,160.942,93.629,118.413,78.092,141.946,160.938,194.829,129.488,188.800,94.554,104.038,120.183,132.046,106.642,110.542,150.354,107.871,139.563,97.492,117.113,205.192,196.688,110.408,140.850,149.158,119.929,114.963,146.929,98.304,145.533,133.100,161.717,
238,144.858,130.925,115.671,132.292,176.083,81.175,127.533,107.083,216.300,78.338,97.063,87.783,83.121,141.700,113.292,135.725,147.454,93.829,111.146,96.533,121.333,91.671,141.175,152.908,89.541,117.438,79.029,106.646,156.242,189.971,112.617,191.450,101.150,105.292,138.288,140.767,107.942,104.433,182.271,112.650,133.892,114.546,104.592,179.829,180.233,134.063,140.717,139.996,117.867,103.250,154.942,105.925,130.688,127.167,163.313,
239,130.479,107.488,117.713,123.763,166.117,111.846,141.496,162.163,171.254,80.821,119.608,111.479,127.867,156.533,106.496,130.029,127.200,89.350,128.258,103.583,117.158,78.304,162.054,143.246,89.006,112.554,97.138,126.788,157.996,197.533,110.492,215.558,100.046,113.579,141.546,161.167,128.154,130.854,127.250,113.829,125.229,108.663,109.175,175.604,152.721,121.671,146.788,142.038,131.825,102.871,126.788,108.808,132.800,114.604,150.583,
240,169.904,102.138,109.308,117.583,140.521,121.046,165.721,181.650,251.346,68.254,135.133,149.746,121.458,133.575,91.850,121.346,133.879,98.071,112.333,119.013,107.908,85.775,151.071,133.725,122.250,87.408,73.879,125.775,155.154,172.754,121.746,213.050,96.567,119.804,143.692,113.942,154.521,119.688,134.513,127.196,109.921,108.138,100.279,159.671,179.154,132.217,141.738,142.792,101.992,116.442,124.471,119.371,137.204,132.671,123.925,
241,163.646,96.608,95.050,97.554,164.392,124.850,176.742,180.946,162.804,77.488,143.054,128.792,125.150,130.754,91.671,115.846,134.725,100.204,112.779,107.629,88.821,98.963,127.279,128.133,130.575,91.033,81.575,145.017,158.175,191.808,121.992,159.946,95.413,113.629,127.421,97.925,147.513,109.021,132.067,139.763,116.950,112.875,94.825,150.963,142.708,133.533,141.788,102.088,107.667,143.763,145.617,126.367,138.638,127.738,133.571,
242,131.579,78.321,77.696,121.267,178.038,139.804,153.033,152.604,245.375,95.388,186.746,109.200,118.521,117.258,104.638,117.625,133.242,71.650,99.463,97.871,99.067,92.250,121.750,131.858,102.004,87.733,87.996,138.954,178.388,205.925,123.404,176.992,118.208,110.496,128.979,110.592,122.913,134.554,133.188,143.721,136.292,112.096,95.683,150.092,171.804,131.475,123.813,100.038,129.096,130.588,129.817,117.813,125.263,112.133,120.850,
243,171.950,85.342,105.542,136.463,178.892,146.213,130.458,133.708,216.438,86.404,143.313,88.442,113.229,133.338,130.171,132.392,155.821,84.858,84.942,101.558,114.975,90.217,122.371,111.933,72.179,93.304,83.667,134.946,164.096,194.788,129.846,182.483,139.725,90.033,137.150,113.429,181.821,114.604,123.708,136.963,130.258,105.463,88.613,173.446,157.592,130.596,130.900,111.721,115.200,140.308,115.408,118.033,114.579,82.850,115.871,
244,156.388,74.092,121.142,128.275,175.542,91.808,100.038,104.400,236.313,98.450,105.596,88.483,110.371,136.163,151.888,176.238,122.717,88.046,81.367,113.250,121.338,119.908,109.563,121.379,77.904,114.429,71.175,119.500,162.392,145.700,138.992,183.633,125.438,89.929,110.392,98.063,153.417,114.150,92.542,117.317,116.396,79.646,82.175,143.192,174.404,99.838,89.813,95.296,103.883,142.071,98.521,99.325,110.583,104.404,114.088,
