day,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
194,358.871,134.442,0.050,54.058,0.0,0.0,0.0,27.329,17.992,0.0,0.0,0.0,0.0,2.467,132.154,26.292,15.138,0.0,11.596,3.321,0.0,8.433,15.133,15.047,8.300,13.821,7.679,5.967,48.621,56.863,59.200,102.133,44.479,0.0,93.846,51.867,47.175,53.183,56.063,61.360,65.733,50.713,77.313,94.258,119.525,63.017,76.283,38.304,55.267,56.196,48.988,54.733,69.500,58.950,94.217,
195,320.992,133.563,0.025,33.867,0.0,0.0,0.0,0.0,27.271,0.0,0.0,0.0,0.0,0.0,111.642,30.083,10.250,0.0,13.913,3.879,3.371,9.025,13.975,19.821,8.800,12.529,7.725,5.983,26.300,45.217,53.421,116.129,46.604,0.0,73.358,52.075,46.754,59.013,53.075,61.329,69.838,68.642,70.571,104.838,130.221,65.054,62.729,46.488,45.758,65.358,56.196,44.679,72.038,56.325,92.308,
196,324.129,129.213,0.0,34.113,0.0,0.0,0.0,0.0,44.779,0.0,0.0,0.0,0.0,2.992,115.338,47.879,15.200,0.0,8.775,1.567,5.746,7.688,12.838,16.288,10.500,10.679,7.613,5.963,28.008,57.233,53.788,68.742,50.129,0.0,57.200,23.150,52.679,62.267,46.321,57.171,76.721,64.142,55.208,138.954,129.783,83.313,61.233,53.092,50.242,72.100,66.533,53.292,81.779,55.313,83.063,
197,316.071,110.250,0.0,7.400,0.0,0.0,0.0,0.0,35.667,0.0,0.0,0.0,0.0,5.575,108.521,123.150,15.000,0.0,17.475,4.704,2.379,7.850,10.404,12.650,9.100,12.613,7.483,6.025,28.783,57.188,59.883,61.983,40.621,0.0,50.488,32.846,43.288,57.954,54.604,62.096,70.267,60.479,54.496,117.663,136.758,76.821,82.679,50.633,62.633,71.967,78.083,50.183,76.075,49.633,79.300,
198,301.888,113.375,0.0,6.950,0.0,0.0,0.0,0.0,15.100,0.0,0.0,0.0,0.0,7.792,102.725,129.475,32.363,0.0,11.554,1.479,0.0,5.271,10.167,12.375,10.800,15.338,7.638,5.988,29.092,57.896,47.838,68.958,59.996,0.0,91.571,60.742,37.504,56.404,59.388,48.942,63.758,62.346,65.050,84.371,119.904,56.454,73.479,40.821,60.808,52.783,52.692,45.517,71.379,51.600,82.246,
199,284.675,75.504,0.0,8.000,0.0,0.0,0.0,0.0,41.100,0.0,0.0,0.0,0.0,5.142,106.608,134.246,35.083,0.0,10.975,4.738,0.0,5.571,10.704,10.904,12.100,14.896,7.438,5.671,28.679,50.575,54.438,69.046,67.088,0.0,73.321,38.033,39.583,51.000,50.750,49.938,53.033,46.167,62.325,93.696,103.775,60.483,61.783,44.633,46.371,60.238,51.763,47.454,66.550,53.246,77.458,
200,275.579,46.217,0.0,7.633,0.0,0.0,0.0,0.0,61.958,0.0,0.0,0.0,0.0,2.858,51.883,94.638,34.892,0.0,13.317,2.038,0.0,5.175,11.463,8.654,11.100,12.292,7.663,5.104,28.800,57.813,46.596,65.583,75.808,0.0,62.063,28.808,30.288,46.850,47.583,49.167,50.838,43.788,76.104,119.475,103.896,75.038,57.246,54.704,49.475,78.446,68.908,51.054,69.175,51.129,75.025,
201,230.958,64.742,0.0,13.433,0.0,0.0,19.546,0.0,45.125,0.0,0.0,0.0,0.0,1.429,66.421,90.004,30.442,0.0,14.217,0.958,2.850,7.250,10.592,8.933,10.000,14.883,7.617,5.254,28.629,57.683,52.567,62.167,73.675,0.0,64.800,42.175,41.413,45.021,53.354,46.258,51.738,43.533,58.650,114.967,89.746,76.167,75.908,54.875,66.838,69.729,61.442,52.317,63.746,53.654,76.633,
202,206.692,57.158,0.0,4.367,0.0,0.0,65.213,0.0,30.667,0.0,4.404,0.0,0.0,5.625,8.542,114.200,25.700,0.0,12.767,2.225,4.292,9.921,9.558,10.725,9.800,14.633,7.625,5.142,33.879,38.146,51.117,59.638,74.283,0.0,43.571,26.488,36.475,54.300,51.692,49.867,45.825,42.150,47.692,80.667,99.679,54.479,74.517,41.521,56.129,52.517,54.225,48.492,67.008,46.608,73.679,
203,215.700,48.588,0.0,6.217,0.0,0.0,12.329,0.0,48.638,0.0,4.242,0.0,0.0,3.067,27.113,102.404,27.900,0.0,13.133,6.421,5.192,7.892,9.133,11.379,11.300,13.171,7.888,5.254,28.617,57.471,50.671,60.129,76.058,0.0,59.108,37.929,32.938,52.471,43.875,51.925,52.329,39.333,40.675,81.575,122.029,57.654,52.146,39.183,48.533,46.246,41.654,45.008,72.550,45.733,77.017,
204,232.925,38.400,0.0,21.992,0.0,0.0,0.708,0.0,39.454,0.0,4.429,0.0,0.0,0.0,48.192,71.192,25.454,0.0,16.417,4.050,5.225,5.946,8.875,8.988,11.800,13.338,9.204,5.204,28.208,58.642,46.979,59.133,41.083,0.0,54.925,35.263,34.017,45.896,46.442,48.325,42.300,34.313,51.996,80.208,136.175,49.883,49.908,33.879,37.179,41.721,50.675,49.950,65.863,48.654,68.900,
205,187.575,57.329,0.0,12.696,0.0,0.0,4.075,0.0,0.0,0.0,4.433,0.0,0.0,0.0,6.254,59.571,22.117,0.0,16.096,2.508,4.938,5.217,9.792,17.142,9.200,13.888,8.704,5.208,29.483,38.975,48.217,61.883,39.196,0.0,50.713,42.213,37.567,40.454,52.496,49.042,44.483,38.992,49.096,77.146,114.721,44.654,55.221,37.758,42.146,46.788,57.525,45.896,67.188,47.775,68.992,
206,202.238,20.133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.083,0.0,3.625,0.0,16.571,51.883,21.929,0.0,16.229,1.696,2.063,6.283,9.704,12.513,10.200,10.133,8.104,5.183,32.238,38.321,47.579,66.921,43.342,0.0,67.258,41.329,33.508,52.125,46.067,45.400,44.458,39.167,40.654,77.171,93.183,51.138,64.063,37.708,39.346,46.171,46.092,48.654,57.913,45.796,63.217,
207,216.975,12.633,0.0,9.392,0.0,0.0,0.0,0.0,23.150,0.0,0.0,0.0,0.0,0.0,14.025,56.554,22.342,0.0,12.917,1.546,3.592,6.775,10.013,10.454,8.800,10.125,8.225,5.250,31.633,38.400,45.213,58.479,68.083,0.0,44.629,27.479,34.467,50.567,57.567,50.538,51.725,35.079,40.321,73.608,86.317,56.975,60.279,37.363,41.688,45.021,50.104,52.846,65.321,48.229,72.246,
208,157.242,0.800,0.0,13.083,0.0,0.0,0.0,0.0,11.746,0.0,0.0,0.0,0.0,0.0,7.108,67.250,22.667,0.0,13.108,1.067,4.054,6.917,9.317,8.354,8.700,12.975,9.454,5.233,32.904,35.142,46.792,60.571,68.738,0.0,27.371,25.013,40.046,45.629,46.092,53.958,51.525,44.100,37.658,72.463,89.892,44.488,57.958,37.483,42.754,43.079,50.721,47.779,66.271,50.225,67.217,
209,156.750,0.617,0.0,12.079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.738,9.200,63.625,21.692,0.0,13.025,1.263,4.608,6.542,10.975,11.542,8.000,12.475,8.038,5.238,33.175,38.004,49.946,59.975,69.500,0.0,41.846,24.833,38.154,45.692,42.463,49.138,43.704,50.371,48.804,74.667,97.642,43.250,60.663,38.663,45.850,45.246,48.333,44.533,62.875,48.721,67.933,
210,142.313,0.800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.700,3.050,59.729,28.304,0.0,11.775,2.146,4.333,6.229,8.029,11.308,8.600,11.633,9.383,5.225,37.933,37.467,45.338,51.421,43.292,0.0,66.221,31.904,38.138,49.917,49.688,42.500,49.146,49.958,46.092,66.571,92.688,46.892,55.613,40.258,47.633,52.933,50.321,47.054,61.763,43.908,71.375,
211,144.100,0.800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.283,56.513,21.933,0.0,11.713,3.529,4.750,6.217,7.900,13.225,8.000,15.225,9.483,5.238,33.542,38.629,41.238,54.725,43.546,0.0,56.058,22.371,40.092,49.142,46.467,51.663,42.683,44.163,42.013,64.529,105.954,48.258,58.004,46.233,48.217,41.446,54.521,49.313,67.354,44.650,70.088,
212,149.888,0.800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.383,3.100,58.208,21.588,0.0,13.525,1.092,4.300,5.467,11.008,11.667,7.900,11.917,8.308,5.475,34.429,37.754,46.946,49.721,38.758,0.0,48.792,20.771,45.625,55.142,39.175,47.233,48.571,39.063,37.329,70.563,109.000,54.079,55.946,43.513,41.558,46.500,51.275,50.546,67.542,38.421,65.779,
213,138.775,0.800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.967,3.308,56.871,21.408,0.0,14.325,0.0,1.208,6.479,9.129,12.071,7.600,10.054,7.329,4.675,39.075,38.242,45.063,54.000,34.521,0.0,47.658,29.608,42.975,51.229,40.113,51.488,49.513,44.304,34.475,68.817,115.271,54.704,54.650,43.421,46.317,45.400,41.679,58.142,62.804,37.429,67.588,
214,130.088,0.800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.271,31.929,20.529,0.0,15.417,0.0,2.004,6.767,9.179,9.250,7.343,11.967,7.625,4.675,39.025,42.783,44.063,58.683,39.658,0.0,33.771,33.571,32.640,51.050,40.721,56.825,40.783,38.771,33.367,61.279,75.642,47.742,47.254,35.750,51.400,48.725,40.263,53.150,60.288,43.667,67.558,
215,133.308,0.800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.267,15.463,22.221,0.0,13.688,4.000,1.779,6.288,10.783,10.521,8.213,10.858,7.600,5.133,37.617,60.492,38.242,58.338,46.913,0.0,50.504,23.133,36.842,38.000,44.488,43.725,39.171,32.429,35.904,62.538,72.367,49.804,44.171,36.008,39.179,44.138,34.358,52.196,59.725,47.779,64.342,
216,145.475,0.567,0.0,0.0,0.0,0.0,0.0,0.0,7.092,0.0,0.0,0.0,0.0,0.0,3.300,29.621,21.908,0.0,11.354,2.979,0.0,5.650,9.217,10.817,7.554,10.838,7.596,5.208,39.817,38.500,47.292,52.729,76.833,0.0,54.529,27.167,34.850,41.217,42.808,40.525,37.942,32.029,45.746,65.638,70.963,51.171,49.625,40.542,38.567,43.188,39.354,50.554,52.829,47.183,52.704,
217,117.017,0.579,0.0,0.0,0.0,0.0,0.0,0.0,65.554,0.0,0.0,0.0,0.0,10.217,0.0,13.292,22.500,0.0,7.350,3.850,2.942,4.958,10.742,9.175,7.333,11.275,7.021,5.104,37.946,40.904,49.917,60.192,64.879,0.0,48.392,22.183,36.554,40.475,39.217,41.479,37.833,42.788,43.979,62.054,68.563,45.767,45.650,37.450,43.229,40.238,37.325,48.867,63.529,44.971,61.175,
218,139.354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.100,0.0,0.0,0.0,0.0,22.350,64.421,12.917,22.642,0.0,8.771,1.396,2.467,5.438,10.613,11.042,8.721,11.317,8.096,5.104,38.063,39.933,51.663,63.546,59.850,0.0,33.088,30.696,35.921,42.433,39.296,38.046,42.354,34.138,37.246,54.146,66.925,53.133,48.429,39.867,41.921,38.758,46.425,50.629,60.908,42.500,63.725,
219,156.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.654,0.0,0.0,0.0,0.0,24.358,0.0,13.142,23.213,0.0,10.658,1.467,0.0,6.150,9.217,10.213,7.257,8.483,7.338,5.038,38.654,40.625,47.029,61.075,39.529,0.0,42.854,27.004,29.371,39.804,38.808,39.892,43.988,36.508,36.479,56.079,67.667,47.154,50.179,45.417,38.800,35.946,44.433,51.963,55.238,37.692,62.779,
220,167.729,0.233,0.0,0.0,0.0,0.0,0.0,0.0,41.688,0.0,0.0,0.0,0.0,19.725,0.0,29.804,22.075,0.0,9.017,4.283,4.721,6.575,11.033,11.967,7.262,9.271,7.058,5.008,38.183,43.521,50.163,56.933,45.604,0.0,54.425,30.475,30.513,45.958,38.350,43.629,41.833,31.508,36.850,62.463,65.954,46.967,49.854,43.779,37.046,41.888,43.567,52.292,57.808,38.875,55.025,
221,176.142,0.800,0.0,0.0,0.0,0.0,0.0,0.0,102.571,0.0,0.0,0.0,0.0,14.333,0.0,13.358,32.250,0.0,9.629,3.158,2.117,5.942,9.000,10.458,6.233,7.521,8.179,5.029,36.892,42.638,39.363,54.913,49.558,0.0,46.679,31.163,23.054,37.338,46.375,44.608,37.850,30.700,34.038,59.429,62.821,47.542,49.938,36.300,39.521,43.046,43.325,42.783,54.954,43.488,62.425,
222,174.183,0.800,0.0,0.0,0.0,0.0,0.0,0.0,59.654,0.0,0.0,0.0,0.0,17.021,0.0,6.675,32.113,0.0,10.750,0.921,0.742,5.438,8.400,15.558,5.868,6.175,7.371,5.129,38.592,42.125,42.413,64.692,67.808,0.0,53.246,30.292,32.092,42.771,40.696,49.054,31.288,30.000,32.392,61.854,62.746,44.250,46.683,41.117,39.333,43.746,47.417,46.192,49.038,46.408,60.925,
223,132.371,1.167,0.0,0.0,0.0,0.0,0.0,0.0,18.171,0.0,0.0,0.0,0.0,0.0,0.0,6.654,26.646,0.0,10.400,3.183,0.0,5.267,7.800,16.667,5.926,9.004,7.975,4.971,45.633,40.483,49.092,60.042,73.675,0.0,44.150,26.417,38.046,42.388,37.483,42.642,32.813,30.458,41.917,62.633,59.338,34.029,50.458,36.850,40.263,41.579,41.308,40.821,58.350,52.242,63.979,
224,112.817,0.517,0.0,0.0,0.0,0.0,0.0,0.0,14.913,0.0,0.0,0.0,0.0,0.0,0.0,7.975,21.800,0.0,10.692,3.088,0.0,6.996,9.817,21.800,6.005,8.717,7.442,5.183,38.025,40.283,44.388,63.654,70.046,0.0,43.558,34.746,45.600,38.025,35.742,40.146,37.825,33.475,36.692,61.892,62.342,45.408,46.058,41.683,44.029,38.408,35.742,40.275,55.233,51.150,58.875,
225,145.404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.658,0.0,0.0,0.0,0.0,0.0,0.0,26.713,22.329,0.0,11.500,5.717,0.0,6.242,6.950,12.190,7.353,6.642,7.246,5.183,37.542,39.500,54.100,66.567,44.554,0.0,48.342,28.529,42.221,40.729,30.163,46.463,38.688,34.450,36.721,50.992,65.263,50.033,49.150,41.742,42.396,37.846,36.950,44.808,48.496,51.646,59.158,
226,148.146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.917,0.0,0.0,0.0,0.0,0.0,0.0,26.542,23.292,0.0,11.046,1.267,0.0,5.900,7.046,14.242,9.757,8.075,6.221,5.333,41.458,40.438,53.263,72.133,42.100,0.0,27.604,28.938,37.825,31.904,31.621,48.029,39.654,29.221,35.296,48.796,59.658,50.133,48.575,40.179,43.458,41.483,42.821,51.508,46.317,57.429,60.271,
227,127.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.842,22.558,0.0,15.258,1.367,2.917,6.429,7.483,12.733,8.633,7.917,6.433,5.771,38.479,40.683,48.233,63.271,48.683,0.0,44.450,25.846,29.054,35.371,33.058,45.383,39.000,27.479,32.150,59.625,56.958,41.821,46.029,41.288,35.521,41.650,46.042,42.317,49.254,21.983,21.913,
228,101.379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.479,0.0,0.0,0.0,0.0,0.0,0.0,6.354,22.738,0.0,0.0,0.0,4.325,5.675,6.917,11.533,8.871,8.383,7.046,5.608,38.254,39.525,44.433,58.750,72.825,0.0,55.167,27.750,30.079,37.763,40.617,45.642,38.667,26.321,36.533,59.338,56.158,49.129,40.096,45.117,33.233,38.400,41.100,39.633,21.988,21.096,20.800,
229,106.025,2.750,0.0,0.0,0.0,0.0,0.0,0.0,27.558,0.0,0.0,0.0,0.0,0.0,0.0,25.246,22.608,0.0,0.0,0.0,4.308,5.383,7.629,9.496,6.980,9.625,7.408,6.029,38.408,40.513,38.804,64.717,71.913,0.0,38.129,31.196,40.846,43.029,38.050,37.354,32.450,24.175,38.858,61.033,53.829,45.175,38.892,43.192,34.117,35.817,35.658,40.504,20.604,21.179,20.758,
230,75.971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.296,11.013,0.0,0.0,0.0,0.0,5.975,7.446,9.596,7.733,9.642,7.779,6.842,38.875,39.650,45.592,64.508,77.175,0.0,28.033,24.838,38.417,42.963,46.817,35.933,33.221,29.363,36.850,59.817,58.496,40.288,43.333,40.729,37.504,32.792,32.204,37.250,20.396,21.800,20.600,
231,63.808,0.0,42.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.946,9.208,0.0,0.0,0.0,0.0,6.246,7.529,8.063,8.514,7.846,7.896,6.363,37.817,40.808,44.004,60.729,54.033,0.0,39.667,30.846,43.146,43.121,38.042,33.958,38.271,35.517,37.792,60.942,57.763,42.029,44.825,45.400,37.638,35.717,31.821,37.063,20.350,20.171,20.417,
232,90.679,0.0,5.600,0.0,0.0,0.0,0.0,0.0,33.721,0.0,0.0,0.0,0.0,0.0,0.0,16.563,9.084,0.0,0.0,0.0,0.0,6.454,7.150,9.004,8.548,9.342,7.942,6.379,38.504,39.738,47.713,65.075,68.538,0.0,42.596,30.246,41.258,36.325,37.192,36.363,32.863,41.175,34.163,55.775,53.304,43.308,42.042,41.675,44.508,35.013,38.825,42.517,20.454,20.167,20.858,
233,88.992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.408,0.0,0.0,0.0,0.0,0.0,8.508,0.0,9.179,0.0,0.0,0.0,0.0,5.004,7.600,11.542,8.621,6.504,6.233,6.454,38.371,41.838,39.858,58.238,49.371,0.0,47.875,36.196,41.050,32.688,36.888,33.600,34.529,32.404,32.058,51.250,59.163,44.283,40.175,40.867,44.379,36.000,43.038,47.958,30.208,20.171,20.725,
234,93.350,0.0,0.0,0.0,0.354,0.0,0.0,0.0,68.796,0.0,0.0,0.0,0.0,0.0,0.0,16.600,20.858,0.0,0.0,0.0,0.0,6.321,7.396,9.238,7.875,7.292,6.771,6.383,38.633,40.175,42.467,49.375,28.875,0.0,55.579,29.867,41.329,38.575,42.067,44.758,34.146,35.833,30.763,50.538,52.642,44.229,42.808,42.079,32.063,37.467,46.288,48.763,50.617,20.163,20.596,
235,131.208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.575,0.0,0.0,0.0,0.0,6.763,8.967,7.333,6.900,5.158,5.325,7.088,38.500,41.154,38.738,57.679,34.075,0.0,41.363,28.508,28.196,40.492,43.400,40.783,38.921,33.217,32.438,55.117,59.671,40.696,41.029,44.838,36.492,37.917,41.233,47.279,34.988,20.258,20.596,
236,133.858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.967,0.0,0.0,0.0,0.0,0.0,0.0,21.813,23.108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.113,0.571,2.000,0.533,38.029,39.800,46.158,56.646,37.950,0.0,43.267,26.496,30.858,38.458,41.433,37.733,40.113,31.563,32.846,58.763,54.175,39.417,39.954,44.804,37.154,34.808,37.063,39.296,20.379,20.192,20.554,
237,136.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.767,0.0,37.942,40.996,37.154,57.533,24.329,0.0,36.313,29.117,31.988,34.900,44.875,32.375,42.146,29.158,35.258,61.408,59.058,32.963,42.175,44.750,35.796,34.313,43.896,34.388,20.354,20.013,20.525,
238,126.525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.513,1.458,0.0,38.763,40.254,34.338,58.042,28.421,0.0,27.446,24.896,32.063,30.696,54.688,34.000,40.442,34.338,31.283,53.779,54.254,40.092,42.167,41.938,35.275,30.913,46.363,36.700,20.229,20.054,20.767,
239,113.663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.863,2.963,0.0,37.888,40.846,30.946,62.738,27.775,0.0,40.925,44.858,37.658,38.204,38.150,34.067,37.704,32.692,32.688,52.900,45.663,36.625,43.967,42.575,39.646,30.933,38.321,37.917,20.188,20.192,20.529,
240,155.679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.0,0.0,37.983,39.513,36.221,64.821,38.558,0.0,31.800,23.692,45.629,35.558,40.142,38.833,32.921,32.333,30.017,47.863,53.875,39.550,42.625,42.754,30.450,34.983,37.383,41.704,20.479,20.200,20.875,
241,149.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.183,0.083,0.0,0.0,0.0,0.0,0.0,0.0,21.196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.217,0.0,0.0,37.421,40.388,35.946,51.975,36.825,0.0,19.288,15.404,43.900,32.579,39.800,41.983,35.071,33.654,28.483,45.471,42.758,39.958,42.296,30.538,32.450,43.138,43.550,44.142,20.542,20.204,20.875,
242,118.079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.129,2.517,0.0,37.400,40.179,38.350,56.188,46.546,0.0,24.533,23.575,37.283,40.883,39.721,43.163,41.029,33.504,28.733,44.996,51.467,39.338,37.254,30.017,38.554,39.167,38.917,40.917,20.575,20.229,20.846,
243,157.463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.500,1.117,0.0,37.763,40.654,36.708,55.467,40.067,0.0,43.054,28.792,54.254,34.554,37.171,41.250,39.071,31.688,26.617,52.038,47.142,39.075,39.217,33.600,34.588,42.325,34.533,41.346,20.629,20.213,20.267,
244,142.138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.679,0.0,37.629,3.038,3.938,6.658,39.846,0.0,2.996,0.625,45.483,2.138,1.867,3.083,34.767,2.204,2.021,3.263,52.446,2.371,2.350,2.179,31.154,3.088,2.050,2.413,20.371,1.758,1.783,
245,119.492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.117,2.725,0.0,4.263,0.0,1.004,0.942,3.975,0.0,0.0,0.0,1.733,0.0,0.892,0.867,1.863,0.825,0.908,0.942,2.888,0.942,0.946,1.063,2.038,0.942,0.963,0.967,2.317,0.967,0.896,
246,105.583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.392,1.346,0.0,1.138,0.0,0.996,1.046,0.996,0.0,0.0,0.0,0.388,0.888,0.954,0.883,0.908,0.842,0.925,0.929,0.979,0.979,0.983,0.967,0.963,0.975,0.971,0.971,0.967,1.025,0.917,
247,107.267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.113,2.996,0.0,1.208,0.0,1.142,1.004,1.008,0.0,0.0,0.0,0.750,0.879,0.833,0.983,0.929,0.833,1.004,0.863,0.963,0.829,0.983,0.967,0.975,1.004,0.963,0.983,0.963,0.967,0.921,
248,104.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.500,1.300,0.0,1.196,0.0,1.200,0.942,1.013,0.0,0.0,0.0,0.713,0.817,0.933,0.867,0.750,0.829,0.846,0.896,0.954,0.754,0.967,1.146,0.975,0.967,0.921,0.825,0.963,0.963,1.013,
249,111.525,0.0,0.0,0.700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.375,1.300,0.0,1.196,0.0,1.200,1.063,0.979,0.0,0.0,0.0,0.746,0.971,0.867,1.046,0.854,0.850,1.008,0.892,0.975,0.879,0.975,1.008,0.967,0.967,0.917,0.954,0.996,0.967,0.908,
250,124.983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.154,0.0,1.071,1.421,1.138,0.717,1.038,0.0,0.0,0.0,0.754,1.225,0.821,0.904,0.846,0.858,0.758,0.858,0.963,0.946,1.046,0.996,0.975,0.967,1.092,0.963,0.992,0.967,6.239,
251,115.917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.871,1.333,0.0,0.983,1.142,1.133,0.667,1.000,0.0,0.0,0.0,0.908,1.083,0.879,0.892,0.721,0.875,0.867,0.854,0.942,0.942,0.983,0.933,1.300,0.967,0.908,1.092,0.992,0.954,11.033,
252,103.279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.975,0.0,0.992,0.0,1.142,0.704,1.000,0.0,0.0,0.0,0.758,1.750,0.850,0.783,0.904,0.854,0.913,0.921,0.975,0.842,0.967,0.942,0.971,0.967,0.967,0.967,0.996,0.958,1.278,
253,127.792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.117,0.892,0.0,0.996,0.871,1.063,0.742,1.004,0.0,0.0,0.0,0.675,0.896,0.833,0.850,0.858,0.833,0.996,0.867,0.963,1.013,1.088,1.167,0.942,0.967,0.958,0.967,0.958,0.788,1.211,
254,124.354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.375,3.125,0.0,1.000,0.0,1.004,1.017,0.938,0.0,0.0,0.0,0.750,0.892,0.713,0.800,0.650,0.858,0.992,0.871,0.975,0.875,0.971,1.000,0.933,0.967,1.579,0.967,1.100,0.979,1.239,
255,121.696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,3.063,0.0,1.021,0.875,0.996,1.013,0.958,0.0,0.0,0.0,0.804,1.038,0.0,0.808,0.875,0.896,0.871,0.938,0.975,0.442,0.963,0.967,0.971,0.967,0.963,0.963,1.004,0.967,1.211,
