day,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
1,6.296,7.146,,5.192,,,,6.831,,4.536,,,5.048,4.951,5.049,5.027,5.816,5.408,6.036,5.298,5.428,,5.558,5.147,6.234,6.287,5.533,3.824,4.162
2,6.368,7.060,,5.085,,,,6.781,5.963,4.348,,,5.006,5.045,4.990,4.908,5.459,5.265,5.850,5.260,5.128,,5.321,5.000,5.988,6.176,5.515,3.798,4.163
3,6.336,6.873,,4.875,,,,6.824,5.908,4.089,,,5.064,5.044,4.750,4.750,5.090,5.162,5.512,5.198,4.841,,5.091,4.933,5.840,6.048,5.595,3.797,4.327
4,6.346,7.069,,4.642,,,,6.830,5.845,3.704,,,5.140,4.856,4.512,4.672,4.653,5.135,5.304,5.070,4.835,,4.733,4.891,5.814,5.954,5.639,3.643,4.358
5,6.325,6.330,,4.575,,,,6.713,5.769,3.353,,,5.023,4.829,4.444,4.674,4.533,5.055,5.087,4.920,4.833,,4.307,4.869,5.736,5.837,5.630,3.622,4.480
6,6.346,6.320,,4.558,,,,6.638,5.728,3.071,,,4.914,4.772,4.292,4.656,4.489,4.940,4.987,4.739,4.966,,3.995,4.975,5.691,5.671,5.593,3.575,4.488
7,6.300,6.310,,4.417,,,,6.622,5.635,2.757,,,4.836,4.801,4.364,4.550,4.426,4.873,4.940,4.663,4.935,,3.789,5.083,5.710,5.633,5.515,3.569,4.512
8,6.238,6.310,,4.308,,,,6.664,5.598,2.597,,,4.799,4.742,4.477,4.483,4.337,4.834,4.938,4.565,4.848,,3.577,5.053,5.673,5.605,5.435,3.547,4.441
9,6.250,6.280,,4.138,,,,6.633,5.490,2.582,,,4.803,4.608,4.439,4.372,4.257,4.711,4.950,4.460,4.853,,3.411,5.052,5.587,5.500,5.355,3.499,4.280
10,6.205,6.270,,3.938,,17.270,,6.564,5.359,2.569,,,4.714,4.381,4.408,4.355,4.237,4.569,4.876,4.430,4.888,,3.407,5.100,5.510,5.323,5.341,3.390,4.235
11,6.206,6.245,,3.598,,,,6.486,5.372,2.680,,,4.416,4.356,4.324,4.396,4.223,4.339,4.740,4.437,4.881,,3.307,5.120,5.514,5.147,5.342,3.301,4.304
12,6.217,6.270,,3.355,,,,6.316,5.281,2.764,,,4.131,4.311,4.156,4.403,4.105,4.124,4.506,4.413,4.791,,2.967,5.050,5.562,5.061,5.247,3.249,4.248
13,6.238,6.280,,3.070,,,,6.056,5.256,2.990,,,3.969,4.274,4.035,4.371,4.175,3.944,4.266,4.474,4.692,,2.771,4.958,5.485,4.823,5.190,3.305,4.213
14,6.217,6.285,,2.949,,,,5.880,5.251,3.069,,,3.588,4.270,4.150,4.356,4.178,3.768,4.133,4.600,4.559,,2.585,4.878,5.468,4.485,5.073,3.408,4.186
15,6.250,6.195,,2.808,,,,5.842,5.213,3.163,,,3.294,4.007,4.170,4.350,4.148,3.600,4.001,4.502,4.445,5.282,2.294,4.719,5.362,4.102,4.929,3.468,4.127
16,6.265,6.226,,2.733,,,,5.750,5.146,3.295,,,3.080,3.818,4.048,4.353,4.201,3.338,3.865,4.311,4.339,5.050,2.060,4.597,5.233,3.808,4.807,3.519,4.046
17,6.288,6.275,,2.829,,,,5.618,5.005,3.345,,,2.875,3.818,3.930,4.361,4.334,3.112,3.688,4.185,4.143,4.901,1.973,4.503,5.147,3.487,4.594,3.628,3.767
18,6.254,6.330,,3.113,,,,5.517,4.933,3.353,,,2.669,3.569,3.773,4.339,4.306,2.930,3.678,4.158,4.085,4.728,2.001,4.476,5.041,3.203,4.508,3.618,3.562
19,6.208,6.330,,3.221,,,,5.404,4.868,3.479,,,2.587,3.420,3.608,4.292,4.076,2.597,3.695,4.118,4.085,4.625,1.997,4.393,4.944,3.202,4.435,3.534,3.402
20,6.188,6.360,,3.246,,,,5.275,4.828,3.484,,,2.533,3.324,3.451,4.228,3.814,2.260,3.693,3.933,4.019,4.522,2.133,4.240,4.853,3.355,4.356,3.448,3.265
21,6.246,6.365,,3.233,,,,5.093,4.792,3.468,,,2.404,2.915,3.255,4.285,3.759,2.075,3.615,3.764,3.961,4.462,2.245,4.093,4.764,3.455,4.287,3.386,3.111
