day,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
63,,0.0,0.0,29.122,0.0,0.0,6.696,6.038,0.0,0.0,0.0,0.0,0.0,86.581,67.621,0.0,0.0,62.411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.628,1.766,0.129,0.0,0.688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.421,0.0
64,,0.0,0.0,18.237,0.0,0.0,3.492,0.892,0.0,0.0,0.0,0.0,0.0,82.078,83.683,0.0,0.0,55.598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.848,6.366,7.413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.629,0.0,0.008,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.058,0.0,0.0,1.450,0.0,1.753
65,,0.0,0.0,6.075,0.0,0.0,11.719,1.888,0.0,0.0,0.0,0.0,0.0,82.577,99.467,0.0,0.0,48.204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.068,17.419,0.463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.446,0.004,0.0,0.0,0.0,1.446,0.0
66,,0.0,0.0,7.883,0.0,0.0,1.690,0.0,0.0,0.0,0.0,0.0,0.0,56.287,34.021,0.0,0.0,48.196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.288,34.740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.542,0.0,0.0,5.775,0.0,0.0,0.0,1.496,0.0,0.0
67,,0.0,0.0,16.300,0.0,0.0,2.817,0.0,0.0,0.0,0.0,0.0,0.0,46.336,28.873,0.0,0.0,66.708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.508,34.738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.825,0.0,0.0,1.792,0.033,0.0,0.0,0.0,0.0,1.779
68,,0.0,0.0,6.725,0.0,0.0,12.396,0.0,0.0,0.0,0.0,0.0,0.0,64.755,48.017,0.0,0.0,93.950,0.0,0.0,0.0,0.0,0.0,0.035,0.0,0.0,1.728,39.763,2.671,5.171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.679,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0,0.0,15.433,0.0,0.0,0.0,0.004,1.358,0.0
69,,0.0,0.0,4.563,0.0,0.0,23.196,0.0,0.0,0.0,0.0,0.0,0.0,91.652,57.084,0.0,0.0,91.695,0.0,0.0,0.0,0.0,0.0,0.114,0.0,0.0,1.948,46.279,7.858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.746,0.0,0.0,0.0,0.0,0.0,0.0,25.279,0.0,0.0,41.917,0.0,0.0,0.0,1.421,0.0,1.842
70,,0.0,3.067,1.817,0.0,0.0,13.113,0.008,0.0,0.0,0.0,0.0,0.0,80.317,47.913,0.0,0.0,69.980,0.0,0.0,0.0,0.0,0.0,0.194,0.0,0.0,2.168,55.673,3.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.538,0.0,2.300,77.263,0.009,0.0,0.0,0.0,1.313,0.0
71,,0.0,27.967,10.250,0.0,0.0,13.529,0.004,0.0,0.0,0.0,0.0,0.0,53.229,114.338,0.0,0.0,70.364,0.0,0.0,0.0,0.0,0.0,0.273,0.0,0.0,2.388,40.879,6.213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.058,0.0,0.0,62.578,0.0,0.0,0.0,1.408,0.0,1.767
72,,0.0,11.888,16.300,0.0,0.0,12.054,0.038,0.0,4.067,0.0,0.0,0.0,71.208,105.979,0.0,0.0,80.886,0.0,0.0,0.0,0.0,0.004,0.353,0.0,0.0,2.608,26.754,3.750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.042,0.413,0.0,0.0,0.0,1.413,0.0
73,,0.0,7.788,16.200,0.0,0.0,10.671,0.0,0.0,0.313,0.0,0.0,0.0,92.187,75.242,0.0,0.0,93.663,0.0,0.0,0.0,0.0,0.0,0.432,0.0,0.0,2.828,36.550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.279,1.908,0.0,0.0,1.235,0.0,0.0
74,,2.733,0.0,55.992,0.0,0.0,8.046,0.0,0.0,0.708,0.0,0.0,0.0,66.619,89.665,0.0,0.0,69.048,0.0,0.0,0.0,0.0,0.0,0.512,0.0,0.0,3.048,54.154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.283,0.0,0.0,79.350,1.483,0.0,0.0,0.508,0.0,1.883
75,,0.0,1.813,57.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.690,94.665,0.0,0.0,63.969,0.0,0.0,0.0,0.0,0.0,0.591,0.0,0.0,2.154,59.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.067,0.0,5.296,115.950,0.0,0.0,0.0,0.0,1.350,0.0
76,,14.492,3.125,50.921,0.0,0.0,4.208,0.0,0.0,0.0,0.0,0.0,0.0,24.274,89.891,0.0,0.0,53.751,0.0,0.0,0.0,0.0,0.0,0.671,0.0,0.0,0.0,46.729,5.575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.754,0.0,0.0,132.888,0.017,0.0,0.0,1.471,0.0,1.961
77,,0.0,0.0,39.833,0.0,0.0,0.850,0.0,0.0,0.0,0.0,0.0,0.0,30.865,90.259,0.0,0.0,61.593,0.0,0.0,0.0,0.0,0.0,0.750,0.0,0.0,0.0,35.606,14.929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.825,0.0,0.0,95.092,0.008,0.0,0.0,0.0,1.383,0.0
78,,0.0,0.0,37.098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.690,107.043,0.0,0.0,53.121,0.0,0.0,0.0,0.0,0.0,0.830,0.0,0.0,0.0,32.396,29.210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.042,0.0,0.0,0.0,0.0,0.0,6.779,0.0,0.0,122.258,1.883,0.0,0.0,1.358,0.0,1.889
79,,0.0,0.0,62.496,0.0,0.0,0.0,5.988,0.0,0.138,0.0,0.0,0.0,13.813,98.600,0.0,0.0,56.596,0.0,0.0,0.0,0.0,0.004,0.909,0.0,0.0,0.0,20.542,37.896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.396,1.721,0.0,0.0,0.0,1.250,0.0
80,,0.0,0.0,48.765,0.0,0.0,0.0,19.821,0.0,0.275,0.0,0.0,0.0,27.025,73.958,0.0,0.0,46.492,0.0,0.0,0.0,0.0,0.0,0.989,0.0,0.0,0.0,30.015,48.242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.175,3.888,0.0,0.0,1.450,0.0,0.0
81,,0.0,0.0,45.329,0.0,0.0,4.571,7.663,0.0,14.858,0.0,0.0,0.0,14.502,67.804,0.0,0.0,40.021,0.0,0.0,0.208,0.0,0.0,1.068,0.0,0.0,0.0,34.313,48.304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.883,0.0,0.071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.144,0.558,0.0,0.0,0.0,0.0,1.550
82,,0.0,0.0,24.467,0.0,0.0,6.858,3.929,0.0,19.500,0.0,0.0,0.0,15.931,56.779,0.888,0.0,31.081,0.0,0.0,0.0,0.0,0.0,1.147,0.0,0.0,0.0,22.850,48.263,0.0,16.188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.146,1.217,0.0,0.0,0.0,1.325,0.0
83,,0.0,4.563,13.025,0.0,0.0,1.363,8.213,0.0,18.217,0.0,0.0,0.0,22.219,40.706,21.654,0.0,22.806,0.0,0.0,0.0,0.0,0.0,1.227,0.0,0.0,0.0,22.896,49.563,0.046,19.460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.033,4.846,0.0,0.0,1.467,0.0,1.450
84,,0.0,13.854,16.038,0.0,0.0,10.950,1.750,0.0,3.242,0.0,0.0,0.0,16.933,38.042,2.600,0.0,29.333,0.0,0.0,0.0,0.0,0.0,1.306,0.0,0.0,0.0,16.665,52.398,21.883,1.146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.925,0.296,0.0,0.0,0.0,1.283,0.0
85,,0.0,19.463,29.183,0.0,0.0,0.267,11.471,0.0,9.200,0.0,0.0,0.0,22.167,35.975,5.400,0.0,38.779,0.0,0.0,0.0,0.0,0.0,1.386,0.0,0.0,0.0,6.229,42.392,8.529,4.533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.129,2.400,0.0,0.0,1.321,0.0,1.642
86,,0.342,23.375,20.533,0.0,0.0,0.725,13.575,0.0,10.467,5.192,0.0,0.0,0.0,25.933,1.229,0.0,24.989,0.0,0.0,0.0,0.0,0.0,1.465,0.0,0.0,0.0,8.054,44.527,13.917,10.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.188,1.550,0.0,0.0,0.0,7.433,0.0,0.0,0.0,0.0,85.708,0.0,0.0,0.0,0.0,1.342,
87,,0.454,28.825,5.608,0.0,0.0,0.0,9.150,0.0,23.246,0.0,0.0,0.0,3.813,17.935,2.783,0.0,35.626,0.0,0.0,0.0,0.0,0.0,1.545,2.825,0.0,0.113,35.341,52.663,0.0,9.821,0.0,0.0,0.0,0.0,0.0,0.0,0.008,7.692,1.858,0.0,0.0,0.0,9.475,0.0,0.0,0.0,0.0,76.863,0.0,0.0,0.0,2.654,0.029,
88,,0.0,20.600,0.0,1.500,0.0,0.0,18.179,0.0,20.771,0.0,0.0,0.0,2.075,20.707,4.192,0.0,73.673,0.0,0.0,0.0,0.0,0.0,1.624,0.0,0.0,0.067,32.065,43.008,0.0,0.400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.442,2.200,0.0,0.0,0.0,8.483,0.0,0.0,0.0,0.008,72.029,0.008,0.0,0.0,0.0,0.0,
89,,0.0,17.754,0.0,0.0,0.0,0.0,6.696,0.0,28.494,0.0,0.0,0.0,0.0,32.695,0.0,0.0,70.438,0.0,0.0,0.0,0.0,0.0,1.704,0.0,0.0,0.167,27.728,31.063,0.0,0.863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.996,1.558,0.0,0.0,3.321,0.221,0.0,0.0,0.0,0.0,81.588,0.0,0.0,0.0,0.0,1.229,
90,,0.0,17.719,0.0,0.0,0.0,0.0,4.525,0.0,26.321,0.0,0.0,0.0,0.0,37.474,0.0,0.0,75.402,0.0,0.0,0.0,0.0,0.0,1.783,0.0,0.0,0.0,23.390,28.688,0.488,0.0,0.054,0.0,0.0,0.0,0.0,0.0,0.0,1.604,1.579,0.0,0.0,11.438,16.025,0.0,0.0,0.0,0.0,112.825,0.0,0.0,0.0,1.238,0.029,
91,,0.0,26.200,0.0,0.0,0.0,0.0,9.596,0.0,29.897,0.0,0.0,0.0,0.0,35.145,4.083,0.0,35.394,0.0,0.0,0.0,0.0,0.0,1.863,0.0,0.0,0.0,19.053,24.138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.775,0.0,0.0,15.683,31.588,0.0,0.0,0.0,0.0,93.717,0.0,0.0,0.0,0.0,0.0,
92,,0.0,28.463,0.0,0.0,0.0,1.663,9.658,0.0,48.778,0.0,0.0,0.0,0.483,47.508,4.138,0.0,53.564,0.0,0.0,0.0,0.0,0.0,1.942,0.0,0.0,0.0,14.716,14.842,0.0,6.450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.151,43.050,0.0,0.0,0.0,0.0,77.433,0.0,0.0,0.0,0.0,0.0,
93,,0.0,30.133,0.0,0.0,0.0,0.501,14.792,0.0,52.377,0.0,0.0,0.0,0.0,50.400,4.054,0.0,65.423,0.0,0.0,0.0,0.0,0.0,2.022,0.0,0.0,0.0,10.378,0.667,0.0,17.108,0.0,0.0,0.0,0.0,0.0,0.0,38.060,19.585,0.0,25.621,21.077,32.959,38.996,26.098,26.306,26.198,0.0,77.117,38.358,39.650,0.0,37.133,31.196,
94,,0.0,26.725,2.417,0.0,0.0,1.546,13.904,0.0,29.792,0.0,0.0,0.0,13.415,46.783,14.390,0.0,56.102,0.0,0.0,0.0,0.0,0.0,2.101,0.0,0.0,0.0,7.271,2.954,0.0,16.248,0.0,0.0,0.0,0.0,0.0,0.0,40.346,20.958,24.885,26.988,20.158,26.438,31.308,27.979,27.875,27.896,26.242,73.742,40.717,44.042,24.346,39.563,31.096,
95,,0.0,33.558,0.117,0.0,0.0,2.590,6.846,0.0,25.071,0.0,0.0,0.0,13.246,42.425,9.748,0.0,55.708,0.0,0.0,0.0,0.0,0.0,2.181,0.0,0.0,0.0,10.217,0.0,0.0,16.869,5.454,0.008,0.0,0.0,0.0,0.0,40.571,24.033,26.529,26.804,13.975,27.463,28.179,28.025,27.917,27.904,27.733,64.554,43.825,43.958,25.342,40.183,34.033,
96,,0.0,29.050,0.0,0.0,0.0,3.635,10.771,0.0,16.921,0.0,0.0,0.0,0.0,44.904,10.488,0.0,56.652,0.0,0.0,0.0,0.0,0.0,2.258,3.671,0.0,0.0,9.267,0.0,7.431,16.898,8.439,0.0,0.0,0.0,0.0,0.0,40.738,18.933,27.000,29.688,17.471,33.367,27.638,27.938,27.971,28.013,27.967,63.679,45.996,43.867,29.258,40.625,29.354,
97,,0.0,35.675,0.0,0.0,0.458,4.680,23.838,0.0,14.371,0.0,0.0,0.0,0.0,39.071,10.400,0.0,44.175,0.0,0.0,0.0,0.0,0.0,2.336,5.498,0.0,0.0,15.094,0.0,19.846,17.881,0.358,0.0,0.0,4.956,0.0,0.0,40.425,21.963,29.733,32.033,13.008,29.771,27.917,27.929,27.904,27.950,28.004,63.492,45.971,43.763,27.929,39.567,24.042,
98,,0.0,48.375,2.075,0.0,35.071,5.725,30.929,0.0,10.408,0.0,0.0,0.0,0.0,20.938,10.488,0.0,38.153,0.0,0.0,0.0,0.0,0.0,2.416,0.0,0.0,0.0,22.470,3.404,19.802,18.215,0.756,0.0,0.0,28.750,0.0,0.0,40.196,26.438,29.708,28.654,11.879,29.000,27.942,28.792,27.850,28.004,28.000,65.204,46.117,43.838,26.233,41.550,26.883,
99,,0.0,46.538,3.575,0.0,30.119,6.770,30.888,0.0,3.021,0.0,0.0,0.0,8.747,5.996,10.413,0.0,11.295,0.0,0.0,0.0,0.0,0.0,2.495,0.0,0.0,0.0,1.888,0.0,19.635,19.485,2.595,0.0,0.0,26.904,0.0,0.0,40.079,26.238,27.679,25.354,13.104,27.875,28.058,29.975,27.933,25.979,27.971,72.729,44.013,52.750,28.892,40.017,25.675,
100,,0.0,50.313,0.533,0.0,72.196,7.815,60.671,0.0,9.013,0.0,0.0,0.0,15.554,39.996,10.979,0.0,32.009,0.0,0.0,0.0,0.0,0.0,2.575,0.796,0.0,0.0,12.071,7.642,19.642,19.048,1.342,0.0,0.0,28.840,0.0,0.0,39.988,26.429,29.363,24.300,17.858,26.179,28.000,29.921,29.008,29.975,27.971,63.288,43.450,95.792,32.417,36.875,29.638,
101,,0.0,61.292,0.0,0.0,74.413,8.860,78.621,0.0,4.758,0.0,0.0,0.0,44.242,19.283,10.733,16.167,30.098,0.0,0.0,0.645,0.0,0.0,2.654,0.0,0.0,0.0,24.208,19.552,19.206,18.679,0.882,0.0,0.0,31.542,0.0,0.0,38.150,24.150,28.171,26.946,12.908,24.971,27.175,29.946,29.500,29.992,27.938,60.804,42.104,58.263,32.663,37.292,29.204,
102,,0.0,56.754,0.0,0.0,66.740,9.905,74.121,0.0,14.867,0.0,0.0,0.0,40.275,19.346,10.692,15.083,54.200,0.0,0.0,0.540,0.0,0.0,2.734,0.0,0.042,0.0,42.900,19.906,16.979,18.908,2.060,0.0,0.0,30.192,0.0,0.0,32.392,26.592,30.079,29.558,12.192,26.029,26.046,30.054,27.100,30.021,27.979,90.183,41.629,41.892,35.458,36.408,26.300,
103,,0.0,47.331,1.096,0.0,66.092,10.950,81.417,0.0,0.288,0.0,0.0,0.0,23.367,31.773,10.592,25.558,56.350,0.0,0.0,0.434,0.0,0.0,2.813,0.0,0.0,0.008,46.433,19.965,19.308,19.204,0.374,0.0,0.0,28.579,0.0,0.0,27.892,26.721,30.633,30.904,15.342,27.917,28.638,30.000,25.963,26.308,28.050,83.046,39.963,41.263,37.013,36.317,25.246,
104,,5.313,50.908,0.542,0.0,70.796,11.995,90.642,0.0,5.942,0.0,0.0,0.0,18.677,33.742,12.600,11.388,39.783,0.0,0.0,0.328,0.0,0.0,2.893,0.0,0.0,1.571,43.796,21.056,19.333,19.710,1.932,0.0,0.0,27.413,0.0,0.0,26.763,23.625,26.938,29.938,16.025,27.042,30.200,30.596,26.713,30.108,27.967,54.175,39.967,40.621,37.379,31.442,22.629,
105,,18.704,47.202,0.0,0.0,49.363,11.870,84.831,0.0,3.617,0.0,0.0,0.0,27.235,32.590,50.333,12.594,22.160,0.0,0.0,0.222,0.0,0.0,2.972,0.0,0.0,5.258,57.775,19.990,18.338,19.415,8.155,0.0,7.800,29.025,0.0,0.0,27.279,29.600,26.083,29.508,19.913,26.783,29.058,30.950,27.992,30.529,29.083,53.246,39.658,40.621,37.875,33.467,23.175,
106,,11.550,56.921,0.0,0.0,63.638,17.067,81.167,0.0,4.829,0.0,0.0,0.0,27.063,32.721,80.500,17.225,33.190,3.613,0.0,0.117,0.0,0.529,3.052,0.0,0.0,5.346,39.702,21.425,19.702,18.167,14.685,0.0,0.983,29.300,0.0,0.0,40.871,29.600,23.800,28.888,19.908,27.896,26.129,29.600,27.979,26.650,28.683,42.429,39.908,41.483,33.188,33.692,26.700,
107,,14.550,56.617,0.0,0.0,61.783,24.038,79.481,0.0,3.633,0.0,0.0,0.0,59.831,29.358,48.573,28.506,32.333,3.733,1.596,0.105,0.0,0.608,3.131,0.0,0.0,4.896,40.021,24.948,17.656,19.088,21.215,0.0,0.0,31.804,0.0,0.0,39.296,28.363,23.800,28.992,20.117,27.938,25.996,30.215,28.542,28.896,28.042,38.779,39.942,40.771,33.721,34.346,26.113,
108,,11.992,50.875,0.071,0.0,67.742,16.804,68.779,0.0,3.004,0.0,0.0,0.0,100.479,21.785,35.127,24.990,26.244,4.200,1.529,0.900,0.0,0.0,3.210,0.0,0.0,4.896,27.942,21.575,18.496,18.271,27.745,0.0,0.004,31.983,0.0,0.0,33.904,24.158,24.704,28.958,24.067,27.913,25.904,30.967,29.554,31.008,28.021,46.538,39.813,40.800,35.688,32.221,26.488,
109,,15.825,47.829,0.0,0.0,62.033,17.142,68.638,0.0,5.008,0.0,0.0,0.0,66.905,39.775,58.144,57.702,23.438,0.0,1.513,1.084,0.0,0.0,3.290,0.0,0.0,6.154,26.454,27.315,16.560,34.489,34.276,0.0,0.0,31.571,0.0,0.0,29.763,25.521,25.100,28.963,22.392,28.179,26.025,31.063,29.621,29.483,27.908,47.133,39.963,40.650,29.888,34.446,27.038,
110,,5.783,43.042,0.0,0.0,72.904,11.900,60.388,0.0,11.744,0.0,0.0,0.0,56.151,26.121,70.448,57.094,22.925,0.0,0.0,0.960,22.225,0.0,3.369,0.0,0.0,10.260,28.779,48.213,18.669,32.039,40.806,0.0,0.0,28.475,0.0,0.0,24.800,25.246,25.300,26.075,16.925,29.638,26.713,31.008,29.558,28.058,27.446,46.604,40.133,40.592,32.788,36.392,28.025,
111,,6.158,34.142,0.0,0.0,69.738,13.617,50.129,0.0,2.692,0.0,0.0,0.0,65.190,13.638,66.092,47.260,25.256,1.363,0.0,1.130,23.113,5.750,3.449,0.0,0.0,11.515,37.031,72.171,17.488,20.656,47.336,0.0,0.0,29.450,0.0,0.0,24.858,23.400,27.267,23.983,16.900,30.588,28.938,31.013,29.633,28.021,26.938,55.917,40.029,42.454,33.229,35.075,31.288,
112,,8.821,37.650,0.0,0.0,75.669,17.063,55.385,0.0,1.158,0.0,0.0,0.0,83.840,11.340,80.500,48.027,21.573,0.0,0.0,0.958,21.825,5.779,3.528,0.0,0.0,13.542,31.983,65.835,19.638,13.163,53.866,0.0,0.0,31.129,0.0,0.0,24.983,23.400,27.492,24.004,18.900,30.042,25.933,31.017,29.583,28.050,26.567,54.942,38.642,46.379,33.829,34.096,29.558,
113,,6.771,44.267,0.0,0.0,60.392,34.525,47.892,0.0,0.0,0.0,2.083,0.0,69.640,33.300,80.500,58.191,28.719,0.0,0.0,0.182,23.913,5.883,3.608,0.0,0.0,15.506,7.067,59.452,17.750,13.763,39.808,0.0,0.0,32.067,0.0,0.0,22.113,23.400,26.808,24.242,23.692,29.521,25.929,31.033,29.917,28.058,25.938,54.800,36.921,43.400,35.208,32.617,27.100,
114,,14.058,57.317,0.0,0.0,51.804,52.913,52.146,0.0,0.0,0.0,0.0,0.0,77.050,74.472,76.867,46.825,49.906,1.354,3.967,0.0,27.113,10.350,3.687,0.0,0.0,16.050,27.879,89.417,19.625,14.817,43.029,0.0,0.0,32.938,0.0,0.0,19.308,23.400,25.425,27.954,26.833,28.325,25.229,30.971,29.867,28.000,25.975,54.754,35.017,40.013,40.654,33.675,26.596,
115,,0.0,63.748,0.575,0.0,56.498,50.729,57.650,0.0,0.0,0.0,0.0,0.0,72.057,69.242,59.013,42.122,45.354,1.500,3.492,0.0,29.496,11.310,3.767,0.0,0.0,15.963,61.179,60.604,18.121,14.492,16.709,0.0,0.0,33.338,3.429,0.0,21.104,21.571,23.596,29.021,26.913,28.067,65.954,29.779,29.133,27.929,30.350,54.933,31.967,48.883,48.679,33.829,24.271,
116,,0.0,51.613,0.0,0.133,80.408,41.517,63.009,0.0,13.475,0.0,2.167,0.0,70.116,66.659,49.406,40.543,41.148,4.179,3.533,0.0,18.608,13.181,3.846,0.0,0.0,16.340,66.492,65.521,18.221,12.842,30.817,0.0,0.0,36.375,11.871,0.0,23.558,21.433,24.246,29.058,26.850,28.488,78.629,27.967,27.963,28.000,29.421,58.204,31.904,48.954,49.471,33.942,25.183,
117,,0.0,31.975,0.675,0.0,93.975,62.716,64.333,0.0,47.817,0.0,1.067,0.0,67.334,69.313,47.815,32.894,43.554,4.113,3.513,0.453,18.383,21.296,3.926,0.0,0.0,15.156,34.996,64.202,18.413,14.088,31.258,0.0,0.0,35.488,10.267,0.0,21.500,20.429,25.300,28.717,25.425,29.358,67.175,27.975,28.783,27.979,26.283,56.917,30.454,40.563,48.900,32.208,31.129,
118,,0.0,23.388,0.0,0.0,92.779,56.757,56.038,0.0,43.729,0.0,0.800,0.0,56.492,58.278,44.844,34.324,24.700,4.358,7.833,4.594,15.025,19.300,4.005,0.0,0.0,13.942,62.583,70.302,19.190,17.623,28.325,0.0,0.0,34.560,8.221,0.0,21.438,18.700,25.300,26.496,23.863,29.846,90.242,26.808,29.963,27.258,27.038,54.529,33.383,36.829,51.871,32.996,29.800,
119,,0.0,48.396,0.0,0.0,90.100,47.453,60.671,0.0,43.044,0.0,1.217,2.725,35.427,42.829,3.968,31.697,30.175,6.763,2.033,4.092,30.300,16.725,4.085,0.0,0.0,14.377,52.210,76.621,17.752,15.081,27.671,0.0,0.0,32.410,9.831,0.0,22.296,18.700,24.567,25.854,24.992,29.933,68.550,26.000,30.046,26.075,26.479,54.133,43.742,36.858,56.529,33.542,35.767,
120,,0.0,61.538,0.0,0.0,81.571,38.200,51.244,0.0,40.443,0.0,0.0,2.658,41.644,60.296,32.003,45.621,25.892,13.392,1.875,2.185,21.675,17.392,4.164,0.0,0.0,14.569,48.196,69.888,17.519,17.215,22.710,0.0,0.0,31.954,14.000,0.0,27.371,17.346,22.958,32.346,30.758,29.729,43.225,26.604,29.954,26.221,26.338,53.967,46.733,36.596,59.075,36.329,31.371,
121,,0.0,67.554,0.0,1.450,87.200,12.429,40.551,0.0,48.896,0.0,1.317,3.446,52.198,69.994,13.044,48.857,18.132,22.838,4.088,0.397,19.156,20.756,4.244,0.0,0.0,15.004,41.427,61.171,17.100,18.103,22.850,0.0,0.0,33.533,25.113,0.0,38.633,15.221,21.475,36.033,35.913,29.625,37.485,29.779,29.908,26.046,26.950,54.704,42.083,36.679,63.575,42.146,31.263,
122,,0.0,73.721,0.0,1.913,92.467,69.301,55.044,0.0,41.079,0.0,2.269,13.888,20.844,83.756,5.755,42.648,23.303,23.225,6.242,0.0,18.300,21.017,4.323,0.0,0.0,15.531,22.417,53.975,16.796,16.868,23.146,0.0,0.0,30.583,24.967,0.0,33.683,17.592,22.429,31.221,38.196,29.696,43.175,31.271,28.463,25.279,26.983,59.013,32.817,37.025,75.208,53.275,30.588,
123,,0.0,88.725,0.0,1.858,89.879,69.943,76.542,0.0,50.167,0.0,3.025,35.788,24.578,81.340,14.813,42.274,12.102,22.542,5.367,0.0,20.196,19.617,4.403,0.0,0.0,16.756,7.567,41.923,22.933,15.558,23.008,0.0,0.0,30.548,25.967,3.483,22.821,15.683,23.800,28.904,39.946,29.850,39.358,29.904,27.579,24.650,25.954,50.419,37.458,37.750,76.863,51.775,33.404,
124,,0.0,114.067,3.925,1.642,85.458,70.044,77.913,0.0,46.921,0.0,2.485,35.579,28.311,81.598,14.708,46.242,19.263,16.667,5.350,0.336,20.100,24.667,4.482,4.638,0.0,17.863,22.196,39.798,25.108,16.598,25.067,0.0,0.0,29.267,29.935,2.288,23.654,21.442,23.846,33.317,39.692,29.871,35.625,29.883,27.413,23.025,25.067,53.458,30.292,37.575,65.804,53.504,33.842,
125,,0.0,138.079,1.438,2.408,81.758,71.766,64.383,0.0,36.467,0.756,29.578,11.033,32.044,76.476,21.225,50.041,27.967,8.504,5.367,3.180,20.238,21.394,4.562,15.552,0.0,19.658,30.913,37.667,29.102,14.831,28.625,0.0,0.0,29.254,27.879,2.371,21.048,21.404,23.821,37.054,36.867,29.867,41.958,29.013,26.604,23.317,25.125,54.415,30.021,37.354,70.758,47.979,39.725,
