day,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
189,41.358,68.346,90.467,69.642,23.075,94.963,130.129,65.863,25.025,83.185,31.308,58.135,56.713,107.192,70.197,94.142,39.425,39.908,19.417,24.679,30.563,27.308,43.246,40.800,48.775,47.025,77.071,72.671,74.517,66.521,58.392,39.679,29.538,38.108,37.121,39.538,40.392,44.704,38.846,65.371,62.229,55.892,120.075,50.883,37.271,55.821,25.454,32.929,56.704,43.092,44.525,44.550,28.704,50.321,
190,40.621,65.917,81.275,65.283,28.804,90.242,115.613,60.263,14.769,72.575,45.565,61.967,55.383,111.629,78.258,95.331,30.213,33.783,20.946,23.233,17.504,33.208,40.482,42.900,49.642,44.833,69.875,60.850,74.338,69.371,61.700,39.696,27.729,42.750,39.267,37.238,41.017,48.750,37.792,65.525,49.933,49.267,112.350,48.279,39.246,54.446,25.092,28.171,56.833,39.625,38.950,56.829,27.558,53.600,
191,42.225,69.488,76.579,65.479,39.421,94.633,112.033,54.225,10.383,73.017,46.394,69.117,49.804,105.829,67.571,94.823,27.133,40.292,23.504,20.963,27.232,33.113,43.546,42.100,46.196,44.888,77.479,63.321,76.548,63.571,57.808,45.842,27.713,39.154,32.371,38.163,29.154,46.163,37.071,60.146,58.829,53.183,106.108,43.950,34.596,51.179,30.988,29.846,52.258,45.063,41.342,51.725,27.208,45.975,
192,41.054,47.904,77.342,55.800,27.721,90.083,102.113,55.179,26.121,78.704,39.390,58.800,38.154,90.963,71.973,91.071,35.100,40.925,20.417,21.088,35.817,34.306,48.192,37.300,41.813,44.404,75.133,58.996,75.908,67.975,52.921,44.821,26.463,44.742,38.838,34.783,37.275,46.571,33.533,60.504,48.946,50.100,96.954,51.513,35.279,52.288,29.042,28.238,54.421,42.525,44.604,58.238,27.117,45.888,
193,37.163,50.971,81.096,60.496,29.746,92.796,90.488,46.588,36.717,74.821,32.508,37.573,42.032,80.708,82.933,69.333,37.196,33.763,18.263,19.717,28.371,23.900,49.446,28.600,47.917,45.675,76.388,51.638,62.838,73.729,55.422,46.358,30.588,42.342,38.983,38.133,37.558,46.725,34.358,55.367,48.058,40.233,90.379,53.979,32.475,49.071,27.396,31.092,45.692,44.604,41.458,52.171,32.175,46.704,
194,38.042,52.029,73.425,43.296,25.010,81.625,82.900,49.171,17.579,67.338,27.279,26.217,51.598,88.879,77.142,77.254,33.071,25.604,21.300,20.113,30.883,23.700,44.921,25.500,49.533,42.321,74.433,57.958,58.246,64.079,53.038,42.429,26.775,41.683,29.483,39.100,34.854,45.175,33.083,46.508,44.896,49.021,89.375,51.379,35.921,48.500,30.967,34.471,48.758,40.979,40.671,51.588,27.367,41.146,
195,35.017,52.150,73.921,54.942,19.817,76.158,80.950,54.238,22.827,50.998,29.702,35.433,35.446,84.179,72.538,60.565,18.783,37.183,24.342,15.804,24.956,26.783,37.050,15.500,48.233,44.083,68.517,52.079,57.571,65.871,55.071,50.308,27.408,37.900,32.279,40.292,38.429,40.071,32.213,42.113,45.704,38.179,89.813,47.900,25.638,43.346,28.204,34.829,51.313,38.400,41.225,48.013,32.325,43.567,
196,35.604,46.375,58.688,42.813,18.638,68.463,79.967,53.075,27.827,63.671,15.542,41.675,41.458,86.275,76.708,69.414,19.058,41.150,19.279,15.438,30.510,20.446,40.275,18.000,49.179,41.288,58.200,55.896,77.075,66.296,54.883,44.113,24.629,36.725,32.850,42.142,33.021,40.821,34.350,46.583,53.358,53.129,86.763,39.392,36.138,42.229,24.133,33.617,47.871,38.379,35.433,45.842,23.538,44.971,
197,29.508,49.965,55.279,49.608,28.929,67.567,83.888,53.425,15.167,56.250,25.458,43.488,27.596,86.038,49.946,47.388,17.738,31.938,18.183,24.292,34.513,22.229,37.613,31.700,55.571,46.475,57.150,48.354,67.221,61.971,53.367,45.563,26.996,35.792,42.971,39.521,38.292,36.400,33.521,43.642,46.096,42.663,85.254,41.629,31.850,41.563,25.029,34.067,44.458,38.379,35.896,42.204,26.867,40.942,
198,31.958,45.663,60.825,45.813,17.904,65.604,66.713,49.129,12.904,43.767,35.471,37.217,36.696,79.008,63.504,57.283,18.142,24.850,14.400,20.238,29.517,20.700,25.946,34.500,51.508,42.267,52.508,55.308,68.475,58.038,54.842,42.963,30.183,38.379,32.413,39.846,30.408,39.588,29.088,40.658,45.046,46.246,81.092,47.392,31.050,38.692,27.133,31.408,45.663,41.888,37.913,45.696,26.342,39.392,
199,30.583,43.529,57.829,45.492,21.908,65.158,63.363,36.179,17.498,58.738,38.844,38.304,27.932,66.702,70.825,61.850,22.171,27.454,16.829,17.408,26.845,19.192,22.796,36.400,55.392,43.917,57.950,58.892,66.463,56.217,58.525,42.142,26.825,37.054,36.846,35.104,34.708,40.638,29.813,45.254,43.963,39.867,80.500,45.650,31.946,40.963,29.808,25.871,43.392,37.996,38.696,39.458,21.054,37.463,
200,29.592,41.075,52.325,49.588,24.358,60.354,58.396,24.221,19.283,44.377,20.042,33.663,21.883,66.183,54.450,51.623,30.421,25.117,15.521,17.833,27.909,22.492,25.958,28.800,51.896,46.088,53.542,53.608,70.079,56.833,53.675,39.863,28.204,33.346,31.758,33.196,34.000,37.996,27.446,45.096,46.833,44.183,78.750,44.442,29.096,36.192,30.333,30.688,44.725,36.071,37.958,44.358,26.821,35.800,
201,27.854,41.050,52.733,45.333,19.921,54.146,54.108,40.938,20.529,54.571,21.946,26.017,32.576,59.388,56.842,40.467,30.529,24.529,20.300,16.671,28.396,23.213,23.354,17.100,52.604,45.754,51.796,50.721,74.267,59.413,54.058,38.400,27.667,31.583,33.729,34.896,34.146,35.150,30.029,44.142,43.958,40.388,69.217,44.642,33.904,38.475,27.617,32.775,46.658,32.413,35.583,40.550,25.942,37.879,
202,27.771,34.888,49.708,41.088,20.163,52.675,46.988,45.188,20.204,39.383,19.531,32.546,34.171,60.963,47.771,45.898,23.629,31.908,22.988,14.013,39.113,20.067,22.679,15.600,51.692,44.688,50.313,45.692,65.321,58.275,53.908,41.258,29.317,31.696,33.900,37.550,36.708,45.050,30.042,43.363,43.038,45.592,74.496,38.804,29.183,38.625,27.575,31.517,40.346,32.013,33.158,44.658,22.283,37.846,
203,24.815,32.429,55.554,34.167,12.046,55.946,55.083,34.971,18.658,36.056,12.438,39.188,30.183,53.354,39.104,47.146,23.767,34.401,19.650,13.625,38.663,19.046,22.363,15.900,49.990,42.446,49.050,46.833,66.229,52.700,53.908,38.421,25.679,34.396,36.742,33.575,35.688,37.833,25.454,42.217,39.883,36.679,68.783,45.471,28.183,31.479,29.246,30.596,41.150,30.538,37.200,41.713,21.242,38.279,
204,27.129,33.071,50.319,41.867,18.683,68.328,46.363,44.154,19.258,29.290,27.383,34.888,29.608,55.038,38.396,37.148,16.788,21.270,22.129,14.763,32.483,18.604,27.567,16.900,48.021,43.596,48.092,47.992,64.133,63.146,56.254,34.525,25.946,30.775,31.421,39.125,36.058,38.729,24.925,40.088,37.392,36.492,70.554,40.192,28.896,34.013,33.163,31.242,34.654,33.583,38.150,39.775,25.429,32.317,
205,25.479,32.025,43.950,29.871,16.967,65.370,45.500,43.333,12.700,32.467,33.345,45.707,27.958,39.575,35.550,39.706,16.988,22.542,29.925,13.738,26.579,18.283,19.296,16.000,50.146,45.454,46.092,42.942,65.025,53.592,49.496,35.733,33.008,34.346,33.567,35.367,29.763,39.496,27.608,40.208,39.675,36.883,68.063,36.804,29.488,35.475,25.496,26.554,39.283,34.617,36.613,38.304,17.875,35.308,
206,25.029,27.946,36.850,38.708,16.408,43.408,62.508,33.500,17.988,38.350,25.356,32.553,22.158,37.533,35.038,33.433,20.475,25.917,29.450,12.938,23.679,23.967,23.083,18.700,49.200,44.233,51.817,42.846,65.854,56.563,51.038,35.013,32.896,30.842,31.000,32.113,24.983,33.754,25.604,41.838,32.042,37.025,59.463,35.571,30.354,29.542,27.417,28.596,40.683,34.700,32.654,35.600,21.979,34.296,
207,22.504,22.025,43.917,45.483,24.775,49.292,40.727,33.579,20.825,40.179,28.406,23.013,17.692,41.663,37.679,37.921,21.454,22.096,29.421,13.779,27.775,20.996,21.763,18.100,49.638,41.992,51.942,42.321,64.492,54.813,48.688,41.058,33.867,32.350,25.796,32.629,30.700,31.171,24.358,40.508,40.633,38.296,60.279,37.650,29.067,33.108,25.446,29.483,38.050,32.954,32.104,42.113,21.883,35.683,
208,24.338,33.963,40.196,34.496,19.650,43.071,30.008,34.700,14.829,30.417,17.033,18.817,29.504,41.108,33.463,41.113,19.317,15.863,27.121,18.446,26.763,24.967,22.129,17.300,61.083,41.508,52.021,41.079,61.450,55.733,52.267,38.217,30.021,24.558,33.446,32.758,27.288,34.033,29.292,39.233,35.458,36.738,54.663,39.904,22.763,33.500,25.258,30.363,36.921,37.096,33.017,36.438,21.425,34.304,
209,24.117,30.513,39.575,29.279,23.696,33.338,30.292,42.204,14.396,34.313,14.271,28.279,30.360,51.002,42.988,41.913,20.600,19.704,27.400,17.904,26.513,25.483,19.483,16.300,52.183,43.308,49.367,41.721,63.163,54.792,44.042,39.938,26.688,32.125,28.029,31.208,29.108,28.054,28.475,38.146,36.646,39.371,57.633,40.508,27.196,35.896,28.071,29.238,38.708,30.050,29.450,31.129,27.083,34.750,
210,23.288,28.150,36.008,37.421,19.117,41.233,37.896,38.998,19.213,31.579,12.417,32.367,22.167,45.125,35.213,48.217,21.450,22.754,19.783,20.163,24.600,19.829,18.779,15.100,49.713,45.525,51.871,39.804,64.100,53.708,43.038,39.026,26.938,28.271,31.871,29.925,34.908,33.038,25.692,39.496,38.596,34.408,54.679,35.529,26.283,39.608,25.283,27.371,40.575,35.000,31.788,36.392,21.879,32.367,
211,22.754,31.408,40.354,32.496,24.658,43.513,41.413,23.510,16.042,24.867,15.338,32.521,17.892,34.783,28.060,47.400,26.304,23.204,16.329,22.800,23.179,22.154,20.438,14.500,46.883,33.596,47.417,41.933,61.946,53.525,49.179,31.842,23.633,29.179,28.013,28.075,36.738,30.854,29.258,42.750,37.842,35.417,49.254,32.171,25.363,33.117,30.833,27.675,36.433,30.183,30.946,36.513,24.263,35.971,
212,21.592,28.158,37.063,30.883,24.146,43.854,38.958,27.903,8.038,31.825,21.650,32.308,21.046,32.179,29.027,42.383,21.292,27.813,19.125,15.483,20.150,19.571,20.596,14.000,37.908,20.838,47.217,36.433,61.713,53.642,49.675,19.958,24.221,30.321,33.654,31.050,29.542,28.663,25.629,39.783,37.875,35.021,52.433,33.625,26.008,33.025,27.492,26.271,39.642,35.788,30.642,37.788,20.133,33.346,
213,21.563,31.479,34.267,33.225,21.471,33.050,28.435,26.808,10.779,31.879,28.294,33.575,25.750,28.325,38.680,43.954,23.071,27.929,18.779,13.821,17.954,20.033,18.067,14.400,48.008,13.204,46.442,39.058,60.779,54.946,49.742,34.467,25.979,26.238,29.588,26.013,30.075,26.125,28.104,41.500,36.950,35.367,46.054,41.492,26.296,33.604,31.350,25.925,38.517,34.833,28.242,37.158,23.229,31.763,
214,21.896,29.154,34.633,39.358,24.383,35.596,37.875,12.500,21.323,36.030,25.781,24.829,9.548,35.500,29.904,53.521,33.383,22.667,14.275,14.700,16.683,20.913,18.017,14.065,47.283,13.042,49.025,39.075,58.442,40.017,49.475,30.550,28.329,27.633,31.342,27.063,33.800,23.938,30.058,42.663,34.988,36.679,53.988,32.563,27.075,32.250,28.767,24.408,39.538,29.608,29.696,38.033,22.554,27.400,
215,22.550,27.354,31.679,23.038,26.121,24.488,28.025,23.492,21.870,30.590,23.765,12.746,17.138,32.896,29.333,48.258,26.921,21.779,13.846,14.879,21.158,20.667,20.871,14.017,50.842,13.096,44.542,40.513,60.333,33.108,51.783,31.467,28.717,26.675,28.404,27.404,28.008,26.471,24.600,39.804,32.754,39.988,51.425,34.667,32.088,31.563,30.263,24.083,38.263,33.533,33.400,33.879,25.838,29.792,
216,22.408,23.988,33.254,22.808,18.038,19.113,24.721,27.400,18.922,26.704,16.948,11.825,14.946,34.250,38.571,35.204,30.542,22.900,18.950,14.067,30.854,24.079,16.954,12.848,48.854,13.608,45.442,36.833,61.288,49.221,43.179,30.721,28.388,26.363,23.971,28.171,24.850,27.354,25.233,42.879,35.604,39.083,52.400,33.613,25.863,28.692,22.921,24.233,35.233,30.092,34.738,31.758,27.354,27.942,
217,22.638,29.900,30.175,29.479,12.683,24.333,31.625,32.429,12.117,20.417,11.013,22.531,16.367,33.092,41.873,37.054,39.333,17.846,14.538,14.342,23.488,22.396,15.346,13.391,47.625,13.150,46.150,38.925,56.658,42.246,48.083,27.400,25.204,27.625,31.754,26.950,27.488,30.458,25.188,37.704,30.525,37.358,40.388,33.067,26.465,27.329,24.288,23.258,31.563,30.413,30.917,36.679,25.608,28.800,
218,19.775,41.475,27.525,25.929,21.717,35.204,28.096,35.719,6.929,16.229,13.717,26.500,22.125,38.854,55.985,36.142,33.821,23.017,18.250,14.888,19.529,15.842,17.900,12.852,45.838,13.308,40.717,35.175,57.358,44.704,41.471,27.029,25.775,30.804,27.929,30.079,34.417,31.988,24.533,37.108,29.271,31.763,42.713,27.675,27.754,26.342,23.479,24.971,30.746,27.917,33.263,36.225,22.146,30.254,
219,20.100,23.108,19.379,27.433,22.096,32.058,25.269,39.231,6.683,29.550,28.346,30.250,34.975,39.292,20.671,40.646,23.758,19.138,17.308,18.071,24.046,23.750,16.383,12.690,45.442,12.250,46.463,38.529,57.125,41.221,45.279,30.154,27.692,27.188,31.800,26.433,31.958,30.900,23.967,43.100,29.708,27.346,41.917,29.696,24.413,29.167,22.646,24.738,32.008,30.850,31.892,31.733,22.221,26.846,
220,22.467,25.446,22.838,26.288,17.454,32.650,28.709,37.196,14.875,28.250,29.550,22.342,21.775,36.608,23.473,29.063,22.488,22.242,21.200,16.392,23.850,17.943,16.246,12.426,44.367,13.183,42.996,37.638,54.833,41.267,45.638,26.842,28.567,25.942,32.508,27.075,27.183,27.621,23.692,40.988,29.525,26.492,40.775,32.142,25.813,26.113,18.613,23.796,30.004,33.258,30.192,29.350,23.608,31.504,
221,21.925,25.321,29.188,26.638,18.558,28.229,23.150,32.917,19.592,29.146,23.742,28.017,13.921,39.692,26.158,32.083,24.204,20.696,15.383,17.271,24.217,18.513,15.123,12.567,39.433,12.021,41.125,36.929,54.233,31.750,38.050,29.975,31.138,29.775,30.825,25.846,31.500,28.121,26.317,39.475,33.313,30.971,45.658,29.354,25.450,30.208,19.308,23.758,29.254,33.867,29.671,25.333,24.608,27.183,
222,23.671,24.392,26.458,29.321,16.817,23.404,17.308,34.925,9.433,27.592,19.721,22.956,21.579,32.913,29.421,37.771,18.188,12.988,14.208,15.600,28.113,20.179,14.372,12.281,35.213,12.029,43.017,35.075,55.071,40.925,43.483,27.760,25.429,29.050,32.554,27.263,25.217,29.729,26.613,32.621,32.692,25.529,43.833,26.938,25.329,28.888,17.629,22.833,29.171,29.504,26.225,25.221,24.279,33.117,
223,21.279,21.963,26.683,33.858,17.513,21.625,25.250,33.258,12.321,22.308,11.225,11.750,17.588,30.950,31.063,40.346,14.196,18.471,16.433,13.779,24.429,15.708,14.992,12.353,34.058,10.204,34.421,34.554,52.004,41.363,37.850,28.192,29.708,31.988,30.267,28.096,30.883,31.267,26.325,35.396,32.171,29.229,35.221,30.892,22.633,27.754,16.525,22.671,28.954,30.850,23.883,25.017,22.229,29.421,
224,19.917,21.750,26.554,27.033,12.133,29.529,30.567,36.013,13.929,14.496,13.525,27.346,17.954,26.738,27.296,35.379,22.346,20.063,18.275,13.221,30.192,11.838,11.729,12.455,29.050,11.071,36.396,32.629,56.250,40.450,38.650,29.346,26.208,30.733,31.654,25.883,21.488,27.113,23.458,32.804,32.000,30.883,40.679,29.671,23.896,29.908,19.421,23.613,29.029,27.392,25.038,28.692,24.221,26.108,
225,19.942,20.283,26.158,17.842,16.958,34.663,28.525,31.250,9.096,16.717,14.083,29.129,13.508,26.554,23.646,30.033,21.821,19.967,17.867,15.088,25.233,15.254,12.367,12.405,27.963,11.492,33.754,34.271,50.383,42.392,40.463,27.692,25.038,30.196,25.304,29.054,22.425,22.808,25.400,31.783,32.004,29.367,39.004,28.521,26.742,29.038,22.233,23.408,28.704,24.846,26.267,30.196,26.646,30.188,
226,19.975,20.296,28.100,19.796,17.950,29.967,28.913,32.206,7.379,24.013,13.300,18.198,14.538,22.000,21.504,29.425,26.358,23.171,17.483,17.446,19.517,13.029,12.729,12.525,27.571,11.729,34.238,33.433,57.579,27.076,36.071,26.254,26.100,35.083,31.938,22.279,24.500,23.963,23.583,34.404,26.704,28.429,37.554,25.017,22.708,28.546,22.150,22.804,27.667,27.829,27.708,26.558,29.621,26.796,
227,19.654,21.850,26.417,25.088,18.563,28.625,25.854,21.879,12.613,29.567,13.408,23.088,23.383,20.946,29.996,28.646,25.054,23.892,16.842,19.688,15.475,18.550,13.213,14.339,20.338,11.892,35.342,36.129,54.171,65.362,41.713,32.521,24.104,32.092,25.379,24.233,23.246,25.346,22.408,29.779,27.063,26.021,35.217,26.408,22.488,30.196,22.033,21.171,27.717,28.429,25.458,26.138,21.117,25.017,
228,23.088,16.358,28.071,29.638,18.950,30.142,30.550,23.858,16.400,23.975,18.550,21.813,6.213,25.567,36.125,27.217,24.071,17.992,14.183,23.090,24.521,16.113,16.379,12.563,34.833,12.250,35.188,38.325,48.463,37.621,39.642,24.671,24.392,39.063,27.708,24.300,21.108,30.133,24.179,33.404,28.321,28.054,40.258,26.442,22.517,24.558,22.217,18.888,29.950,25.338,25.763,26.629,19.638,29.538,
229,22.483,20.979,21.800,21.538,16.554,27.813,26.013,30.392,17.869,28.388,13.967,22.354,19.908,28.963,30.867,28.996,26.642,13.900,15.808,22.258,25.933,14.725,21.954,12.936,36.638,13.071,34.758,45.204,45.304,34.267,40.279,29.604,27.796,31.438,21.771,24.983,21.121,24.833,21.942,29.642,28.892,29.954,38.375,25.325,22.450,25.071,19.217,25.846,26.167,23.392,23.950,29.446,19.554,36.967,
230,20.383,21.567,20.488,18.525,20.825,24.208,22.742,20.825,18.429,26.233,13.175,16.896,22.864,34.854,35.900,23.204,20.504,17.417,17.696,21.342,20.758,14.833,26.342,12.582,37.163,13.217,39.475,40.413,47.317,33.900,40.121,28.317,25.483,33.879,26.629,24.200,23.792,26.463,21.867,29.954,31.617,30.517,34.996,26.558,23.179,25.954,19.392,25.925,23.908,23.546,21.246,24.800,21.446,34.058,
231,20.454,20.658,29.679,22.125,14.746,25.246,20.617,34.154,20.029,32.033,12.050,17.321,18.346,30.075,38.321,20.325,24.958,20.325,14.546,16.996,19.992,11.825,20.742,12.717,34.000,12.833,38.579,43.388,46.283,36.567,36.950,28.963,25.346,23.090,29.396,22.550,20.321,25.717,18.950,30.029,32.967,29.988,36.108,26.688,19.988,23.346,18.388,22.467,24.625,22.146,23.658,27.817,24.975,28.879,
232,20.629,18.867,25.650,26.506,18.958,27.146,17.654,34.888,13.842,17.571,19.054,19.792,16.438,28.725,54.225,23.871,25.767,21.129,13.938,21.458,16.350,13.080,24.825,12.468,32.913,14.421,36.629,42.746,43.979,40.425,38.421,29.763,20.154,57.226,26.367,26.200,18.292,30.558,21.488,32.804,33.596,26.842,35.658,23.829,21.750,22.067,19.096,28.325,25.333,20.238,26.638,26.921,21.021,26.571,
233,20.633,19.796,22.975,23.579,19.204,23.508,32.054,30.815,6.392,19.400,23.317,28.667,13.238,27.075,32.029,24.383,24.392,21.842,14.229,19.658,14.521,18.606,24.521,12.492,32.396,13.325,34.533,40.800,46.138,34.838,38.954,31.542,21.129,28.858,22.100,25.508,20.929,26.113,24.183,33.596,36.108,32.300,35.163,24.125,19.400,22.363,19.017,21.208,24.713,22.583,28.946,28.938,19.554,25.417,
234,20.858,20.433,17.900,22.963,21.225,29.413,26.617,26.685,18.250,27.027,12.704,25.079,21.263,20.700,18.863,31.163,21.788,22.213,17.292,17.513,22.933,23.123,17.708,12.621,24.254,11.117,35.096,40.238,42.992,29.713,35.467,27.629,23.917,27.850,21.929,27.138,14.733,32.696,21.938,30.292,32.975,24.950,36.704,26.808,19.592,23.300,17.217,22.229,27.475,26.300,26.158,24.654,19.613,25.433,
235,22.379,14.779,20.792,25.738,20.138,31.600,30.575,23.613,25.088,30.810,17.348,19.535,15.683,22.188,14.813,25.029,24.883,23.104,16.600,19.838,25.133,20.170,15.771,12.457,20.504,13.083,34.929,41.238,48.663,25.138,33.543,24.933,24.008,40.100,20.108,24.717,23.942,25.733,17.175,35.650,31.642,26.404,38.400,25.538,20.013,23.200,17.325,20.004,28.150,23.925,24.083,23.917,19.204,26.767,
236,21.304,16.421,28.383,22.308,21.042,24.033,28.958,36.108,20.729,30.567,23.138,19.396,17.471,34.463,27.233,33.675,23.375,20.283,16.433,19.958,27.163,21.999,17.492,12.613,17.904,12.204,35.321,39.733,45.596,27.729,36.222,26.633,23.358,34.292,20.971,25.638,20.913,26.333,23.254,32.983,30.871,27.083,37.192,25.263,21.683,22.867,20.504,19.446,28.571,21.608,22.846,19.954,22.163,30.900,
237,19.958,23.021,20.746,20.513,16.875,22.992,45.125,31.279,17.675,31.321,27.129,11.096,13.258,38.554,28.738,46.013,18.288,27.758,19.633,19.708,30.275,23.985,12.471,12.471,28.121,15.642,34.829,39.408,44.621,23.650,34.742,24.550,25.179,28.125,23.588,27.463,20.979,22.733,20.996,29.592,24.550,25.208,41.525,23.254,21.638,28.950,20.104,19.463,26.296,25.383,22.750,24.079,23.396,28.563,
238,16.171,20.638,18.475,27.513,14.904,31.288,47.144,29.810,17.992,26.470,13.100,17.908,22.725,26.658,40.383,28.063,27.500,30.483,18.271,20.250,29.808,17.508,12.246,14.274,33.946,14.967,35.592,39.525,42.154,26.592,33.908,24.454,22.088,29.213,31.096,30.221,19.675,21.046,22.092,25.217,26.129,26.108,35.096,26.050,22.538,23.533,15.983,19.350,25.696,26.617,24.367,26.908,19.733,27.304,
239,17.688,19.642,23.600,27.450,21.213,27.942,42.583,35.321,14.088,33.474,19.271,22.021,24.848,26.675,48.804,28.254,24.354,27.321,19.150,23.092,27.050,21.388,13.204,13.150,19.729,14.550,34.142,36.533,48.375,19.892,32.725,25.775,19.096,31.496,32.250,30.867,21.125,18.904,21.938,29.671,28.988,24.450,36.029,25.117,22.417,23.808,17.867,19.079,27.313,23.646,25.071,19.967,22.125,25.996,
240,16.471,22.104,19.246,26.275,18.808,29.125,38.625,26.767,8.908,29.829,15.620,26.821,25.983,18.167,49.496,18.421,24.708,17.250,22.113,24.117,28.408,21.630,13.292,13.150,23.883,12.175,32.488,41.242,32.575,24.271,34.150,21.692,26.275,29.071,18.663,31.950,19.317,25.704,22.613,27.738,29.571,22.229,31.700,23.875,22.325,24.442,20.021,20.592,27.642,22.467,24.279,24.125,19.388,23.658,
241,15.754,24.333,20.979,33.633,19.300,24.123,40.404,34.033,15.913,37.571,6.081,24.642,20.929,12.554,32.508,27.571,23.108,23.421,16.463,18.371,30.650,29.107,12.675,13.792,20.733,11.896,34.429,41.379,35.567,25.563,30.029,24.992,20.142,31.104,19.321,32.117,20.742,22.525,20.425,29.696,26.075,22.188,34.088,23.292,20.038,24.229,19.700,21.221,25.546,27.771,22.221,24.217,23.167,24.404,
242,17.596,15.567,22.400,23.071,10.996,25.700,34.340,32.410,11.713,34.746,18.489,23.746,3.217,18.850,45.358,30.938,18.683,18.988,13.596,23.254,32.679,21.023,16.754,13.246,17.763,13.033,34.900,41.242,29.275,21.342,28.700,20.521,16.929,28.988,34.600,30.133,22.400,26.725,18.900,30.242,25.217,22.133,37.529,22.588,19.633,24.279,19.617,20.142,27.363,26.921,22.454,19.088,23.004,26.150,
243,16.558,17.958,23.025,28.021,22.617,25.521,31.731,32.485,12.400,35.925,21.921,11.063,16.396,25.329,26.308,34.346,21.000,16.425,16.071,24.471,30.325,24.808,20.938,13.013,25.217,11.767,33.271,41.458,33.050,19.671,27.275,16.608,14.821,30.258,16.646,27.596,17.817,23.933,20.358,32.221,23.342,23.225,37.933,28.008,19.525,24.117,18.225,19.238,27.000,30.325,20.542,19.496,23.904,22.617,
244,16.629,20.263,21.550,37.346,17.029,21.904,20.854,21.917,12.163,13.167,21.363,11.329,20.263,27.925,31.963,27.392,20.592,18.079,15.875,18.992,34.683,22.013,13.650,12.792,23.338,11.404,33.704,43.046,30.679,23.679,33.008,19.946,13.846,23.779,17.550,30.267,20.358,21.913,16.496,29.033,27.033,25.596,31.004,26.042,12.621,20.683,18.350,19.233,20.146,25.783,19.696,18.954,16.800,26.892,
245,16.242,19.383,28.517,30.188,12.425,15.217,27.654,30.217,16.746,26.746,16.596,12.975,16.779,33.308,20.442,30.675,24.358,24.733,15.796,24.892,27.363,22.388,15.117,12.825,23.704,12.675,31.054,33.000,16.500,26.592,26.267,21.492,13.721,15.221,21.875,21.754,24.817,16.771,20.971,24.771,24.538,26.375,27.575,18.808,13.450,19.325,16.792,23.092,20.058,24.600,23.113,22.021,21.263,21.833,
246,16.438,19.004,25.700,18.629,13.921,22.804,37.421,33.354,18.883,17.404,12.463,20.754,32.733,35.154,30.383,28.246,23.946,35.838,22.829,27.504,30.917,20.517,18.929,12.696,23.850,11.275,28.683,24.046,23.275,26.604,28.821,15.863,14.138,23.621,27.646,23.913,20.146,13.100,20.079,30.267,27.850,24.138,27.821,18.683,20.221,19.563,13.113,21.983,19.825,22.467,21.592,21.992,21.121,23.246,
247,17.871,24.242,31.046,12.438,21.258,28.665,36.504,27.743,10.425,15.413,16.688,30.725,31.938,29.546,28.463,29.200,28.283,31.154,16.904,15.725,24.167,25.338,20.158,12.883,22.725,11.038,24.358,23.379,30.000,25.138,30.263,17.171,13.717,28.692,26.613,23.888,17.996,21.317,19.408,31.379,27.700,15.671,34.175,12.763,18.425,19.542,13.075,18.858,20.608,20.504,24.783,21.179,20.754,20.988,
248,23.083,20.275,29.804,17.938,25.488,23.942,32.892,31.942,12.300,21.196,23.375,27.223,29.942,26.750,22.192,29.550,29.796,29.792,12.767,12.275,26.550,29.629,23.242,12.925,23.413,12.808,23.750,22.858,31.304,27.421,22.263,15.800,15.667,29.267,35.371,22.721,23.175,28.096,18.988,29.000,18.692,22.175,36.167,19.479,20.771,21.779,14.929,17.321,20.542,22.263,22.754,29.208,21.583,20.829,
249,21.358,22.575,29.908,21.075,33.579,25.554,37.521,22.717,20.771,42.625,25.858,26.950,22.542,25.550,25.538,32.454,20.333,27.283,13.179,10.346,32.438,31.254,22.763,13.004,20.729,12.788,24.200,24.154,35.404,18.913,20.900,14.750,15.658,26.246,18.133,17.663,19.233,26.950,20.817,36.104,24.500,23.292,37.017,24.479,22.183,22.600,19.358,15.167,22.583,21.575,23.721,22.042,26.288,25.150,
250,20.250,20.542,24.146,22.538,33.325,30.663,34.083,14.875,19.308,40.802,11.313,24.304,13.825,25.396,27.267,39.458,22.596,25.446,18.438,17.429,26.308,27.708,23.400,12.808,24.171,12.908,25.692,23.813,23.604,17.708,14.488,23.863,17.721,23.413,19.788,22.096,21.300,27.379,15.000,31.221,25.767,25.063,28.725,37.417,20.804,22.021,16.821,18.713,21.933,20.758,27.254,26.367,22.600,32.239,
251,20.263,22.413,28.338,17.150,24.121,19.100,33.758,26.350,19.142,41.779,18.196,20.446,29.392,33.758,35.979,39.704,31.767,28.904,18.275,15.475,32.563,29.313,28.642,12.817,23.800,14.913,28.046,24.275,32.196,15.358,17.983,27.138,13.979,22.117,26.608,23.146,17.354,20.038,25.229,30.329,23.908,24.225,39.000,30.367,22.754,23.321,20.933,16.571,30.133,23.588,22.388,19.567,17.083,21.311,
