day,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
97,72.5130,145.0460,148.4250,70.4630,134.7620,101.3960,59.1920,33.3520,105.2540,75.1040,63.9000,124.0000,139.4000,41.0000,71.3000,68.1380,157.7792,170.5000,114.3125,125.7833,111.8458,135.0000,239.4000,116.3000,52.7875,59.5042,64.9458,
98,73.0130,152.4700,150.5960,72.8710,111.4960,122.7880,56.5710,51.7250,95.4170,65.5380,70.8000,131.4000,139.5000,82.7000,85.2000,50.7460,158.5708,162.9000,142.4000,116.2625,119.2042,72.9000,236.2000,106.3000,71.1083,66.4375,60.0458,
99,47.0830,155.8290,145.2880,75.5920,111.1170,115.7830,67.8620,59.5920,102.1330,64.5210,62.4000,99.0000,135.3000,63.1000,90.2000,46.8380,165.1458,153.7000,168.3375,123.3833,129.0208,77.2000,229.5000,130.3000,61.8708,61.0792,74.5708,
100,91.1040,143.4960,124.1670,75.8170,106.1420,124.4290,81.2040,51.0830,103.6250,68.6000,50.8000,133.6000,136.2000,63.0000,105.5000,48.4580,158.1417,173.9000,174.7542,126.6958,120.8167,33.5000,229.0000,118.1000,60.8833,68.6208,60.7833,
101,61.3460,143.8040,133.9920,51.3960,106.3670,133.5080,90.1620,114.8460,96.7920,61.9960,78.1000,152.6000,151.7000,100.6000,105.4000,35.9000,151.2125,171.5000,186.1542,120.3667,109.0208,126.3000,208.1000,134.6000,62.1375,59.3333,76.3083,
102,69.1170,149.6710,117.8670,41.9170,125.2290,137.1830,86.2170,116.4380,84.2630,33.0630,111.8000,152.2000,140.9000,101.7000,113.5000,64.2120,157.4625,166.7000,183.2917,120.0583,116.4083,143.1000,179.0000,128.2000,59.1708,64.7833,69.0375,
103,77.1540,160.6330,121.9670,73.9630,115.6080,135.0250,69.3460,94.7000,67.6880,78.8670,89.8000,169.7000,158.4000,78.6000,99.2000,55.1420,155.5125,172.1000,178.9333,128.3625,121.4792,147.4000,215.6000,139.5000,56.9167,53.8583,63.4292,
104,76.5710,150.7210,142.0330,74.1710,108.2080,137.0580,57.6750,112.6540,101.2330,90.3460,76.3000,172.9000,161.2000,60.8000,137.6000,76.5620,145.1833,170.8000,171.9333,134.0625,87.0458,185.0000,217.4000,140.8000,54.1042,73.9458,77.4417,
105,74.5830,180.3580,129.9170,68.1670,95.5960,131.1420,33.6080,141.2210,115.9080,87.8500,77.4000,167.5000,131.3000,89.5000,126.7000,74.6920,147.6292,147.4000,187.2500,140.6292,108.2500,188.8000,213.0000,135.6000,72.8250,73.3917,78.3375,
106,59.5920,176.4960,121.7500,54.8500,115.5380,104.4540,68.8500,176.7460,126.9670,92.8540,65.4000,176.7000,165.9000,102.3000,140.2000,57.6630,128.1333,163.9000,191.9083,149.9500,118.7542,196.1000,220.2000,141.5000,87.8583,80.0417,86.1542,
107,93.1710,192.6210,123.5960,68.5210,119.3460,125.3830,72.5040,186.0580,120.5040,103.5870,52.5000,168.7000,152.1000,77.8000,132.4000,53.6630,130.7458,172.9000,176.6000,150.6833,109.9958,196.5000,201.9000,149.6000,89.7625,99.8792,64.5000,
108,97.3000,214.6170,134.8250,63.7330,113.0460,159.0580,70.7130,188.8290,109.7710,89.0790,77.1000,168.3000,163.3000,71.8000,133.4000,57.6750,133.5167,180.9000,167.8750,150.0333,84.8227,212.5000,182.9000,169.6000,90.7583,105.3333,53.5542,
109,91.4370,211.1040,119.8250,48.5170,120.3500,162.7460,62.5870,179.8210,108.7120,82.4250,86.8000,155.0000,162.3000,75.1000,115.7000,78.4750,145.4375,178.7000,156.8250,160.5833,90.4333,171.5000,181.9000,167.4000,71.7958,81.0833,81.0500,
110,79.2080,212.7250,121.0830,84.1250,104.6880,186.0960,69.5000,179.3290,68.7120,125.9080,101.7000,174.7000,160.8000,74.7000,131.2000,86.0000,144.0417,187.7000,134.9708,156.8125,115.8875,186.1000,205.2000,165.7000,63.3583,85.4625,100.3042,
111,75.5080,201.4540,175.1830,102.3460,153.4580,168.6460,43.5460,154.7170,145.5500,130.8830,106.0000,185.4000,147.6000,60.3000,132.5000,91.3830,140.9542,194.5000,139.1583,154.6792,99.1417,136.0000,197.9000,158.2000,52.0792,92.5542,107.7958,
112,66.2580,193.0080,188.2330,104.7790,164.6080,178.5370,43.6830,176.3000,133.9120,116.4170,94.2000,170.9000,124.2000,108.4000,127.4000,89.7580,148.8208,185.0000,153.9333,158.3875,90.9333,214.7000,192.1000,166.8000,92.0250,83.5000,89.9042,
113,94.5040,199.1080,167.2170,85.9880,156.5290,207.0920,71.2630,159.3170,135.9040,99.1380,89.1000,164.2000,164.7000,113.4000,137.9000,94.4040,144.5458,194.2000,164.6292,164.0750,104.2583,188.7000,179.7000,164.2000,100.4208,104.5375,106.7958,
114,128.7880,222.7420,196.9460,86.5290,158.4670,182.8880,73.3920,157.0000,144.1290,101.8460,68.9000,170.3000,159.4000,114.9000,150.1000,76.8460,134.7417,199.0000,161.2667,151.3667,104.0125,197.2000,167.4000,157.7000,110.2167,105.2208,94.6875,
115,132.2830,199.9500,214.2920,82.1960,151.6170,213.0290,64.9500,151.9710,141.8920,99.3920,105.1000,176.5000,163.6000,126.0000,133.8000,86.2290,136.4667,205.1000,157.8292,167.7625,86.6292,172.5000,189.2000,159.2000,125.0292,94.2625,83.2875,
116,123.2210,215.9870,214.3080,76.6420,172.0460,209.2960,68.6830,145.2370,102.9460,92.8750,114.3000,155.3000,147.7000,120.0000,145.2000,112.4960,142.9875,184.8000,146.5875,162.4792,79.2417,169.3042,193.7000,169.9000,109.3958,69.0333,103.9750,
117,130.3460,213.7880,214.7250,97.7210,173.0960,171.9290,61.6250,124.0830,93.1710,119.4330,103.2000,151.7000,162.6000,121.7000,151.9000,97.1380,133.7417,157.1000,132.3000,163.6458,98.8250,169.4000,173.5000,172.5000,93.0292,105.1208,105.7792,
118,106.6580,194.1670,237.1250,114.9460,187.3710,187.7500,40.7000,113.4960,127.9790,115.1960,98.6000,163.7000,136.7000,117.7000,143.1000,95.3330,138.9833,177.8000,131.6625,160.4792,95.6417,172.6000,189.7000,169.6000,98.4917,116.9125,108.3042,
119,114.8000,200.2710,244.0210,123.6630,178.3080,175.0500,43.1210,151.9170,139.4500,101.1630,107.0000,169.0000,129.2000,116.6000,150.0000,96.9500,138.4167,162.2000,145.8417,167.0250,78.2875,161.2000,181.9000,184.2000,124.2417,124.7417,109.0042,
120,113.2130,191.9920,256.6500,110.9710,172.6750,163.3120,64.5080,151.9250,132.0040,98.8540,85.4000,162.7000,163.6000,111.2000,138.1000,80.1170,133.6727,203.0000,154.7125,167.8750,102.7083,140.3000,182.4000,170.2000,127.8350,127.0583,101.7417,
121,137.9630,218.8620,250.1670,126.3170,168.2460,165.7250,61.5460,123.9920,115.6420,97.9250,87.9000,168.0000,154.9000,95.0000,122.6000,84.7790,149.0250,235.9000,155.4333,170.4083,117.0792,149.7000,153.6000,198.3000,112.7208,122.4500,95.3667,
122,131.1710,225.8330,249.3330,123.1960,167.2670,173.8620,61.9670,132.9580,132.8380,95.3040,131.8000,180.3000,143.3000,101.0000,101.6000,83.2370,145.2333,236.2000,153.5708,168.9542,113.5625,149.1000,194.7000,202.7000,110.1750,134.6167,108.5542,
123,123.9120,188.3960,223.9170,107.8790,176.6790,172.5920,61.3620,128.5080,115.7710,91.8670,137.4000,178.3000,161.4000,102.9000,59.2000,119.3920,132.9083,246.4000,149.9083,182.0708,108.1875,139.3000,212.4000,198.5000,111.3417,118.2708,113.4875,
124,125.5460,211.7960,222.9080,149.5830,169.9880,168.6460,65.4830,120.3580,117.7370,123.5790,118.7000,158.3000,177.4000,102.8000,128.2000,113.1460,136.2292,247.0000,129.1792,181.9458,111.1292,148.7000,185.7000,202.9000,104.0708,120.1708,133.1250,
125,123.9130,220.2920,215.5620,161.3210,157.3710,172.9500,54.5920,111.2580,145.7130,111.8710,103.9000,171.0000,157.7000,82.4000,98.2000,107.4460,125.9958,249.3000,130.7625,182.2125,90.9208,140.1000,188.9000,240.0000,91.4250,156.1208,128.1375,
126,77.0000,198.5000,218.1330,182.3620,161.0380,165.2540,39.1500,157.6170,137.1620,93.8580,126.7000,167.9000,155.0000,99.2000,74.1000,113.2620,147.5708,226.2000,145.4042,166.7250,88.7333,143.2000,211.9000,211.2000,116.5083,170.0792,119.6417,
127,75.9290,193.1960,216.6620,175.4170,150.0830,140.9120,62.6420,155.7370,140.2330,103.1250,102.5000,146.0000,193.7000,113.8000,87.1000,117.0330,143.3583,236.5000,159.8708,176.1708,90.4250,145.6000,214.7000,234.4000,96.6542,138.5208,122.5792,
128,96.7620,184.9670,215.6290,186.7120,141.5620,153.9670,62.0120,128.0250,145.6750,117.7540,100.3000,170.7000,197.7000,121.7000,128.8000,102.0920,140.7458,225.3000,168.7583,191.4458,84.0708,129.9000,220.9000,243.0000,102.9542,154.3583,131.6375,
129,106.7250,189.5250,220.6380,159.4830,141.4830,170.4750,71.6460,144.7210,128.7380,99.0330,142.1000,151.6000,166.7000,137.7000,119.4000,89.3750,126.0958,229.4000,184.5083,153.9750,90.4292,148.1000,242.1000,234.3000,128.2917,163.0875,132.0708,
130,107.4580,166.1040,215.2420,137.8620,148.2920,169.3080,71.4290,130.4540,110.7040,99.6210,141.2000,140.2000,159.2000,145.1000,103.2000,123.2620,163.3708,239.9000,208.7458,172.4583,78.1542,136.5000,258.4000,241.3000,147.7417,175.1875,150.1208,
131,106.1580,172.6210,224.9790,175.6420,137.6330,176.8500,58.7580,106.6040,101.8580,142.1380,124.3000,157.7000,145.1000,138.0000,122.6000,127.5040,183.8042,246.6000,188.8583,172.8750,101.2500,172.7000,209.9000,277.6000,128.6875,175.5917,149.8792,
132,110.1920,171.5290,221.3130,175.9830,148.3130,160.4040,29.5370,101.1580,139.2130,121.1500,135.3000,161.1000,154.5000,133.1000,126.3000,138.6170,189.6625,217.6000,175.4125,175.6083,124.0083,129.2000,243.1000,295.5000,124.8708,175.8167,150.2375,
133,80.2370,135.1750,235.7580,166.7370,158.6370,168.0580,32.0670,136.7210,158.8380,119.9380,135.9000,141.2000,142.0000,163.4000,131.2000,131.6540,195.8708,192.5000,167.5750,177.2083,123.1375,155.4000,206.0000,313.1000,129.7708,178.7458,148.8208,
134,83.8370,161.0170,229.6080,177.5500,169.5830,155.5790,52.1500,134.4420,142.5500,129.8500,125.6000,103.8000,148.0000,171.2000,127.3000,122.4460,194.0292,186.7000,173.7625,183.1167,121.3417,131.3000,234.4000,323.8000,140.6875,183.8250,150.4500,
135,136.9500,147.9500,241.8870,162.5580,157.9380,137.9460,37.1460,131.3080,141.8000,137.7420,88.8000,149.2000,166.1000,150.9000,137.8000,97.9960,199.5208,205.1000,172.3792,185.8083,104.9250,143.7000,249.1000,319.2000,163.3250,190.0208,101.5083,
136,149.1040,138.5960,233.9460,155.3080,169.2370,168.7540,35.4620,140.4670,150.4960,121.1420,129.1000,132.3000,162.5000,130.5000,110.8000,107.4420,182.1208,204.1000,177.4542,194.3375,94.6542,141.0000,270.7000,303.7000,170.6500,193.0167,103.4417,
137,149.4040,157.2710,257.2130,142.8540,159.5170,152.8960,43.6290,128.9630,124.4330,107.8040,116.2000,149.0000,147.3000,139.4000,116.6000,123.9380,178.8833,191.1000,196.0083,189.6333,113.1292,128.6000,288.2000,300.3000,142.4167,194.8167,98.1958,
138,134.8460,175.5620,268.5040,170.7080,161.1210,158.4920,34.0250,119.2460,87.7380,132.1250,121.9000,172.7000,150.5000,141.5000,120.7000,110.2080,213.7625,213.2000,185.8500,188.4500,75.5000,171.6000,267.8000,301.2000,169.1583,188.1750,108.1208,
139,133.2210,192.3000,263.2920,149.9290,161.2420,163.6000,37.9460,116.8460,146.4630,133.0170,125.8000,135.9000,135.5000,131.4000,121.1000,115.8170,231.3609,220.1000,204.2292,186.3542,88.0000,72.7000,271.9000,297.2000,166.4875,186.1250,117.0708,
140,86.7830,207.3880,265.4880,153.5670,157.4250,156.0330,32.0080,130.4460,147.5250,130.3920,120.8000,121.2000,132.4000,152.4000,116.3000,118.4420,244.2667,233.2000,197.6375,186.9833,113.4000,68.2000,261.3000,301.2000,157.1917,199.4833,122.5167,
141,86.4710,216.7120,286.5710,140.3670,121.3920,139.4460,70.9670,125.0250,148.2710,108.0710,97.0000,117.0000,160.3000,152.8000,117.9000,123.1380,266.0583,221.8000,197.3333,200.9458,103.5000,87.6000,265.8000,303.2000,159.3458,193.1125,127.6208,
142,123.5420,229.8330,274.6960,127.2790,104.5750,134.9670,77.7000,136.2370,166.1580,112.3330,101.2000,135.2000,155.9000,149.3000,130.6000,102.0830,272.2542,228.1000,213.7458,200.0625,102.5000,63.1000,235.8000,316.9000,145.2667,176.7208,135.0958,
143,121.2540,227.1460,278.9210,105.9040,125.1080,165.5330,73.4040,147.1540,147.7210,103.9370,114.7000,134.4000,157.2000,166.7000,138.0000,105.2750,258.4208,208.3000,193.3708,197.7708,117.1000,121.4000,225.0000,311.0000,137.4792,179.5167,92.2667,
144,135.1420,222.2040,288.5750,104.8580,134.1880,148.9120,74.2960,145.5380,115.7830,85.3460,128.8000,144.9000,169.8000,193.9000,135.4000,130.8290,244.1875,201.7000,213.4375,194.3875,123.5000,124.5000,226.1000,295.3000,128.7125,185.2750,98.1542,
145,134.8670,222.7250,279.6370,125.4460,140.5250,141.7870,61.8750,124.3830,88.2290,115.9710,144.8000,178.2000,165.4000,242.8000,134.5000,125.3500,237.4042,221.9000,212.5583,199.5000,121.9000,100.7000,237.4000,277.7000,128.0083,194.7417,118.5458,
146,128.5250,204.5670,279.6130,140.5750,146.7790,121.4000,37.6960,144.3250,95.7920,121.8870,168.9000,216.1000,169.9000,240.3000,144.0000,124.7330,247.2583,221.7000,207.1708,196.7583,105.8000,85.6000,241.5000,272.0000,140.9292,182.1583,133.2667,
147,95.8750,214.6960,284.1250,142.5830,145.3830,119.5080,37.6380,156.4670,124.8000,125.9500,177.1000,229.6000,159.5000,220.2000,158.8000,116.1540,273.2042,226.2000,211.0958,198.5000,104.1000,114.1000,233.5000,259.8000,143.9708,180.7292,114.8958,
148,75.4080,214.3540,282.2920,190.5290,149.7580,103.2370,37.7920,154.6000,139.5290,133.3960,112.2000,250.3000,160.2000,228.4000,156.5000,113.2000,290.1042,185.2000,198.9500,182.7167,105.2000,149.1000,237.1000,259.1000,138.6667,198.5833,128.8583,
149,117.8080,246.5620,293.3500,209.0250,140.7540,97.5960,67.0630,159.8130,157.6960,111.1920,80.1000,246.9000,171.6000,218.5000,158.0000,103.8750,292.3542,188.7000,181.4167,195.1208,80.1000,150.4000,247.1000,269.3000,143.3625,206.5333,126.6625,
150,157.8420,237.3080,281.2750,212.0330,142.4080,101.2540,79.4710,151.0830,127.4000,101.2830,106.0000,241.4000,164.0000,213.0000,144.7000,92.5000,288.5750,202.1000,132.3708,180.3458,99.3000,105.8000,256.5000,234.9000,166.0667,215.5917,116.8500,
151,121.4420,233.7830,291.4960,187.1580,146.3250,153.1000,88.0330,161.9870,109.9420,111.8210,147.4000,174.7000,151.3000,224.9000,140.7000,95.1830,293.0167,191.0000,153.1042,200.4583,102.1000,89.6000,219.0000,217.2000,166.5333,210.9500,135.0083,
152,123.5870,235.0580,289.4130,218.4250,167.6250,128.0040,73.4620,132.3080,85.8580,97.8750,122.0000,174.3000,153.7000,209.2000,144.2000,128.7290,284.2250,189.3000,157.0542,216.2750,88.4000,150.1000,227.1875,255.4000,124.8250,194.5958,158.2417,
153,104.6670,234.1210,293.5210,241.1670,172.2250,109.5540,61.2630,161.1830,118.6210,112.7540,118.9000,193.1000,135.0000,191.6000,148.1000,123.5250,283.2333,185.1000,179.1333,191.0875,62.6000,122.2000,226.4625,235.6000,120.4667,195.4208,143.8875,
154,69.1710,236.5790,300.8040,218.3540,170.2540,112.3750,63.4420,193.5500,123.8040,129.4250,122.0000,208.5000,113.4000,213.4000,174.6000,104.6170,286.6458,136.1000,160.2458,201.8625,107.3000,109.6000,230.2667,231.8000,118.7000,228.3083,165.8167,
155,60.9420,226.8830,283.6210,186.1330,203.8880,120.4540,82.7920,237.8370,128.7620,142.9460,92.0000,191.4000,161.2000,242.0000,179.3000,98.1670,287.8792,157.2000,177.7125,191.2292,117.8000,132.2000,225.7292,211.5000,116.6708,227.3708,172.1167,
156,109.6580,216.8790,306.6880,213.3290,176.8210,118.8830,83.5210,232.5790,135.6880,147.1580,75.8000,192.9000,157.0000,241.4000,170.4000,70.1540,295.0583,164.2000,183.1833,197.8542,116.2000,135.6000,231.1833,212.8000,129.2167,244.8417,173.8958,
157,110.1420,202.9170,310.1460,162.1460,180.3920,137.0040,91.4130,219.4500,158.9710,107.7630,114.0000,212.6000,142.3000,214.7000,146.7000,96.5330,285.1875,128.4000,161.9875,181.1958,128.7000,118.3000,234.4208,208.1000,136.1125,228.6565,172.7708,
158,98.8170,198.4290,295.9580,189.8330,186.5750,124.9500,112.3710,235.0580,145.7830,95.3670,123.4000,210.2000,176.4000,210.9000,148.2000,116.2290,270.1542,211.9000,146.6750,169.7833,106.1000,137.6250,241.0542,187.8000,99.3750,227.4792,179.2583,
159,111.4420,202.8920,301.2920,173.9670,188.1210,117.9790,97.5500,221.4120,121.6120,105.8960,137.1000,196.0000,191.4000,205.1000,174.7000,155.2120,261.3042,231.7000,142.4750,171.7292,122.9000,124.3000,242.5417,187.2000,114.7958,232.7458,166.4000,
160,145.7750,235.3580,301.8000,166.7120,186.2670,101.4580,76.4290,207.6710,153.1540,112.2920,130.3000,207.4000,175.4000,183.0000,163.5000,175.3750,232.8417,235.0000,128.4500,178.2458,70.0000,93.6000,256.1417,181.0000,115.4583,203.8833,150.2792,
161,151.1080,231.2670,325.4830,164.1330,191.5920,97.0380,58.3080,230.3920,160.3170,113.8000,134.1000,186.4000,161.5000,224.4000,164.1000,185.4580,251.3375,223.7000,152.0792,161.8875,86.9000,125.8000,229.1042,166.5000,135.7458,209.9958,145.5875,
162,141.8080,238.9000,354.8330,158.1670,197.8170,93.9370,106.7710,203.4630,165.6290,153.2540,97.9000,214.3000,175.7000,238.3000,149.1000,192.2540,272.0292,228.0000,155.6875,159.7292,74.0000,90.8000,243.5917,168.9000,134.2167,211.6708,144.6208,
163,159.2460,224.0710,362.5040,150.0500,164.6170,112.9000,82.0630,208.6250,159.8330,144.8460,87.5000,219.5000,169.1000,241.8000,149.5000,162.3580,265.5750,228.4000,187.4042,125.6375,105.7000,142.6000,226.8500,172.7000,136.4667,204.8292,129.1125,
164,157.6580,247.4250,342.0920,130.8420,156.5920,136.4080,77.0670,189.1500,164.7870,142.5000,131.6000,210.1000,160.0000,219.7000,130.7000,158.6670,250.7125,232.8000,164.7667,133.6167,82.2000,136.0000,235.0217,169.5000,130.8583,188.6042,113.1375,
165,153.8420,254.8420,329.6670,101.6330,191.8420,133.7500,84.2580,199.1710,145.0790,134.8120,140.2000,213.6000,163.7000,209.6000,96.7000,169.7370,276.4130,233.9000,160.7292,123.6667,74.7000,115.7000,231.3958,158.3000,105.6417,178.3042,134.1208,
166,135.6250,260.0540,343.0710,126.0130,158.6290,129.3420,100.9290,176.3210,130.7380,165.1250,139.0000,216.3000,183.1000,179.8000,97.3000,194.9250,270.2542,227.3000,153.2917,117.3958,51.0000,137.0000,221.3083,161.7000,102.4417,180.5000,121.4375,
167,123.0500,257.4500,326.4040,149.4500,177.5620,113.2170,71.4210,169.6710,166.4040,153.8130,148.1000,224.0000,158.8000,183.8000,104.4000,198.6460,266.8625,234.4000,140.7708,141.6042,86.5000,94.1000,194.8667,120.7000,69.6917,179.5500,117.9417,
168,101.9750,263.9040,319.1620,131.1790,154.4710,99.8420,49.3540,192.7580,164.4040,128.0790,133.1000,205.1000,131.0000,217.8000,126.9000,204.8790,258.6292,234.9000,158.3875,149.1750,72.5000,121.9000,189.4875,130.5000,106.8625,167.6750,137.5833,
169,101.0080,261.2290,322.9250,145.0880,144.7000,102.7830,95.1790,213.7670,146.0960,141.9000,99.7000,182.9000,143.3000,214.1000,152.3000,202.5250,263.3292,223.8000,151.7417,171.0208,43.8000,99.0000,218.6000,148.2000,98.4625,181.7250,149.0625,
170,143.1130,247.1750,314.5870,157.9500,128.2000,97.9920,101.5870,230.8040,112.7580,141.1080,80.1000,198.0000,164.3000,213.1000,148.9000,185.7210,258.5125,217.5000,136.0000,197.0833,56.3000,48.2000,180.6000,141.6000,113.8333,190.6583,127.5708,
171,150.1040,224.2920,322.1460,129.6000,109.3170,126.5880,109.4290,248.3460,138.8040,130.0000,150.7000,199.2000,164.0000,211.7000,141.3000,167.0500,252.7542,221.6000,138.1833,193.5542,57.1000,125.9000,164.1000,137.9000,138.2917,193.2000,119.1167,
172,154.9710,218.5170,325.3960,78.5500,147.8670,133.9250,118.8670,229.3580,94.7830,135.1080,161.0000,194.7000,165.2000,198.3000,147.1000,207.7750,242.1708,256.5000,180.9917,195.3875,22.2000,93.1000,151.5000,139.0000,114.7958,180.3125,124.4375,
173,164.0620,208.0040,328.5920,147.3330,178.2000,134.2870,89.8080,185.2540,79.5210,156.5540,156.6000,226.2000,147.8000,167.9000,169.2000,225.4250,250.2125,256.5000,183.3667,199.1208,46.1000,137.5000,175.1000,146.9000,78.7583,179.3417,131.9792,
174,168.6750,167.6080,323.4120,165.7960,184.0080,134.5620,65.4460,147.3670,135.6170,149.4670,159.3000,180.5000,120.4000,147.7000,156.7000,218.9420,254.4292,259.9000,189.4750,195.0042,67.3000,100.9000,166.8000,148.3000,75.2000,179.8208,127.2542,
175,162.6960,183.6920,285.4830,151.2250,189.7170,120.5250,43.7710,185.6210,153.5500,104.4790,164.5000,188.2000,103.5000,182.0000,161.2000,217.9500,233.0167,221.9000,194.7000,183.2292,77.2000,140.7000,153.9000,165.6000,113.2458,183.3042,138.3417,
176,152.9960,196.8540,273.4710,165.8630,183.4870,109.6710,89.3920,215.9540,155.0040,108.8250,150.7000,173.6000,140.4000,187.5000,153.1000,210.2000,232.0792,267.3000,202.2417,191.0167,67.0000,151.5000,166.0000,164.0000,119.5792,191.3958,143.6125,
177,174.0080,204.9630,268.0420,159.1290,171.3040,104.0210,86.3960,208.8290,153.5960,121.4500,126.9000,176.5000,143.3000,212.6000,149.9000,202.2290,232.7917,300.5000,205.3625,195.3208,116.3000,141.2000,153.1000,178.4000,116.4167,198.1333,144.0250,
178,160.7170,217.7250,262.9420,130.0710,162.4290,141.2710,98.6710,232.6500,157.7920,121.6960,148.7000,175.6000,147.0000,227.0000,145.5000,195.2080,242.7167,295.3000,211.6000,191.9292,122.8000,157.4000,152.4000,192.5000,102.8292,217.9292,149.7458,
179,154.8210,217.7460,241.1790,121.2880,173.7130,174.8120,92.0500,245.1750,148.9170,101.3040,155.5000,173.5000,147.1000,226.7000,147.4000,210.8000,237.1625,292.3000,225.7000,191.5208,101.5000,116.9000,170.0000,186.5000,112.4708,204.9565,155.4958,
180,158.5710,206.9210,183.5710,160.3870,194.6920,141.8210,90.1330,217.8960,90.7620,149.8960,162.0000,152.0000,146.6000,206.7000,161.6000,208.2120,234.2542,300.7000,217.6000,199.3625,101.7000,119.4000,149.7000,176.5000,102.5125,220.7000,145.6826,
181,151.2250,175.6170,170.2170,159.3040,186.5670,139.4750,82.9670,197.0040,130.0250,168.6460,161.0000,156.1000,118.4000,187.3000,98.1000,203.9540,237.2333,293.5000,224.2000,189.8458,105.3000,135.2000,151.5000,160.7000,101.8545,220.7792,140.8522,
182,104.4130,168.9120,169.8460,145.2210,189.1250,107.9080,64.3420,241.0170,121.8790,148.3080,155.3580,132.9000,112.8000,204.7000,77.1000,190.2630,245.0042,287.3000,214.8167,205.8750,110.7000,148.6000,150.9000,133.9000,110.4750,220.8167,143.8958,
183,83.8960,166.6710,170.6370,133.6790,162.9630,88.2330,89.3580,250.7250,101.3120,109.7250,133.4290,100.0000,119.9000,197.3000,93.5000,176.6500,245.3292,274.5000,219.8125,191.8542,82.7000,112.7000,163.8000,121.4000,96.3792,205.9208,138.3125,
184,115.1870,155.0580,192.9290,139.8580,171.4880,74.5710,84.6460,249.3130,109.7830,112.7290,90.3000,114.5000,115.7000,184.7000,74.5000,144.5330,230.2458,277.9000,213.9625,195.6042,79.9000,83.8000,137.3000,116.6000,92.4042,210.4583,122.0875,
185,112.6750,174.3500,189.9540,97.8920,166.9710,112.7120,46.6540,219.0630,59.2170,99.9870,98.6000,97.8000,121.9000,178.7000,80.3000,116.6210,220.7208,282.1000,184.8500,168.3583,104.4000,114.0000,132.7000,96.0000,82.2333,199.1000,119.9083,
186,141.4790,168.6500,180.9380,98.1750,173.3000,93.8500,58.8920,186.8120,74.4790,84.1670,113.4000,145.0000,146.8000,162.5000,69.9000,136.9210,237.1458,274.1000,199.9625,157.8500,96.1000,132.4000,78.7000,102.6000,77.0792,184.9708,115.4542,
187,134.2580,178.0040,161.3000,136.2210,168.3170,136.3380,53.7710,190.4080,66.6290,118.4120,149.4000,145.5000,112.7000,165.7000,111.5000,136.4420,253.9250,280.6000,210.3875,173.4667,69.4000,83.9000,105.6000,120.4000,82.7958,181.9500,117.2667,
188,131.3790,189.7120,173.1750,140.2000,177.1830,155.1210,46.6710,143.2040,121.9750,125.6630,156.4000,148.0000,106.3000,162.0000,140.2000,119.4580,258.2583,263.7000,190.2792,173.3583,86.9000,116.5000,65.9000,119.1000,78.8042,177.0792,109.2917,
189,118.7920,192.7500,178.8170,131.5000,165.1920,167.4290,44.6920,151.9370,120.2380,131.0540,157.7000,150.2000,95.6000,183.3000,125.6000,142.1670,252.9667,255.2000,165.9000,151.2625,73.1000,121.8000,119.1958,91.2000,85.7417,149.7292,117.7542,
190,81.2040,189.3920,188.4330,127.0500,175.2870,129.1380,64.1120,184.4330,124.0500,129.8420,124.0000,117.9000,134.9000,180.6000,141.8000,149.2210,244.9292,261.4000,163.2750,155.0458,62.8000,109.0000,92.6000,131.9000,89.3333,168.0042,102.5500,
191,128.9000,190.7420,188.9580,120.0210,180.2670,86.7540,40.8580,206.7210,132.7080,111.4380,119.0000,158.8000,145.9000,170.1000,131.6000,123.2000,249.0208,272.5000,146.6958,158.2458,69.8000,92.8000,167.3000,135.6000,86.0083,160.2750,102.1417,
192,121.6040,198.3210,178.8540,99.6750,163.2170,129.7540,41.1710,203.8120,120.8670,95.2040,156.0000,138.8000,152.3000,150.4000,126.1000,120.9540,233.0083,278.0000,163.5250,158.6083,51.9000,107.3000,151.2000,117.8000,95.5500,163.9167,108.2792,
193,112.3130,205.3000,193.3710,107.1670,179.0830,127.5920,52.8420,217.9250,106.8120,108.3330,148.4000,129.5000,155.0000,146.7000,104.8000,117.1580,226.3208,262.0000,167.8708,155.2500,99.2000,127.1000,133.5000,133.6000,111.9583,158.8792,105.9500,
194,113.4080,205.5580,193.8540,126.1790,206.7170,136.9250,66.9170,199.9000,80.6670,129.5750,156.0000,132.9000,160.6000,139.5000,124.4000,131.0420,233.6625,262.4000,164.8875,142.0500,78.2000,73.9000,132.6000,136.7000,80.9542,142.1667,133.0833,
195,121.2960,210.4420,209.6830,138.4420,193.9540,127.6040,46.7790,142.3830,121.6290,125.7460,159.9000,144.7000,153.5000,121.5000,112.7000,147.8250,223.7625,268.5000,159.0583,143.9542,86.0000,142.5000,145.0000,127.0000,77.2792,161.2875,122.0333,
196,120.7420,182.3420,236.4250,138.8580,184.3960,135.3330,31.0500,175.2000,132.4290,113.7460,157.9000,151.8000,146.4000,105.3000,113.3000,134.9830,211.4333,263.2000,157.5500,157.7375,103.7000,77.5000,126.6000,122.8000,91.7217,159.4625,131.3958,
