day,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
316,,,,,,,,,,,,,,,,13.286,14.017,13.446,14.043,12.942,12.654,12.913,12.996,13.171,13.472,
317,,,,,,,,,,,,,,,,13.287,13.739,13.350,13.950,12.863,12.371,12.863,13.021,13.088,13.383,
318,,,,,,,,,,,,,,,,13.167,13.496,13.329,13.800,12.913,12.346,12.650,13.008,13.000,13.400,
319,,,,,,,,,,,,,,,,13.008,13.108,13.308,13.517,12.867,12.113,12.563,12.867,12.883,12.689,
320,,,,,,,,,,,,,,,,12.758,13.114,13.071,13.436,12.758,12.133,12.463,12.529,12.404,13.217,
321,,,,,,,,,,,,,,,,12.566,12.925,12.825,13.200,12.696,12.125,12.354,12.529,11.975,13.283,
322,,,,,,,,,,,,,,,,12.323,12.948,12.729,12.921,12.446,11.900,12.271,12.404,11.338,13.178,
323,,,,,,,,,,,,,,,,12.169,13.033,12.367,12.725,12.388,11.792,12.163,12.158,10.754,12.906,
324,,,,,,,,,,,,,,,,11.815,12.910,12.338,12.533,12.183,11.650,11.913,12.129,10.642,12.594,
325,,,,,,,,,,,,,,,,11.452,12.822,11.996,12.320,12.004,11.613,11.692,11.913,10.892,12.400,
326,,,,,,,,,,,,,,,,11.176,12.573,11.877,12.262,11.908,11.529,11.358,11.846,11.279,12.233,
327,,,,,,,,,,,,,,,,11.002,12.235,11.754,12.160,11.883,11.492,11.129,11.629,11.258,12.000,
328,,,,,,,,,,,,,,,,10.886,12.186,11.545,12.005,11.667,11.204,10.858,11.546,11.150,11.956,
329,,,,,,,,,,,,,,,,10.778,12.270,11.191,11.896,11.350,11.163,10.621,11.408,11.171,11.856,
330,,,,,,,,,,,,,,,,10.792,12.120,10.924,11.742,11.233,11.170,10.571,11.217,11.175,11.500,
331,,,,,,,,,,,,,,,,10.675,11.847,10.892,11.675,10.846,11.200,10.179,10.904,10.992,11.256,
332,,,,,,,,,,,,,,,,10.586,11.658,10.743,11.625,10.450,11.120,9.838,10.800,10.971,11.089,
333,,,,,,,,,,,,,,,,10.569,11.100,10.704,11.338,10.346,11.000,9.692,10.633,10.954,10.583,
334,,,,,,,,,,,,,,,,10.495,10.468,10.495,11.257,10.329,10.958,9.556,10.475,11.092,9.983,
335,,,,,,,,,,,,,,,,10.447,9.957,10.435,11.209,10.096,10.892,9.408,10.117,10.879,9.822,
336,,,,,,,,,,,,,,,,10.288,9.717,10.408,11.071,9.908,10.875,9.342,9.971,10.717,9.411,
337,,,,,,,,,,,,,,,,9.854,9.589,10.296,10.888,9.779,10.533,9.196,9.783,10.538,9.178,
338,,,,,,,,,,,,,,,,9.399,9.515,10.130,10.648,9.704,10.167,9.192,9.550,10.221,8.978,
339,,,,,,,,,,,,,,,,9.023,9.710,10.158,10.479,9.692,9.850,9.121,9.383,9.921,8.989,
340,,,,,,,,,,,,,,,,8.902,9.800,10.175,10.300,9.483,9.600,9.167,9.075,9.425,8.756,
341,,,,,,,,,,,,,,,,8.616,9.776,10.017,9.996,9.192,9.429,9.167,8.804,9.467,8.494,
342,,,,,,,,,,,,,,,,8.419,9.700,9.971,9.671,9.187,9.367,9.025,8.721,9.400,8.228,
343,,,,,,,,,,,,,,,,8.269,9.585,10.008,9.267,9.050,9.204,8.950,8.633,9.350,8.261,
344,,,,,,,,,,,,,,,,8.167,9.529,9.788,9.242,9.042,9.117,8.742,8.542,9.267,7.894,
345,,,,,,,,,,,,,,,,8.194,9.338,9.625,9.171,8.829,9.021,8.608,8.358,9.075,7.950,
346,,,,,,,,,,,,,,,,8.263,9.183,9.513,9.008,8.708,8.850,8.400,8.400,8.871,7.939,
347,,,,,,,,,,,,,,,,8.238,8.948,9.238,8.929,8.633,8.671,8.100,8.358,8.692,7.817,
348,,,,,,,,,,,,,,,,8.081,8.792,9.035,8.687,8.658,8.758,7.879,8.113,8.658,7.833,
349,,,,,,,,,,,,,,,,8.018,8.627,8.867,8.396,8.675,8.583,7.700,7.933,8.396,7.661,
350,,,,,,,,,,,,,,,,8.031,8.450,8.663,8.388,8.600,8.450,7.533,7.771,8.367,7.322,
351,,,,,,,,,,,,,,,,7.948,8.229,8.467,7.958,8.250,8.496,7.392,7.538,8.196,6.994,
352,,,,,,,,,,,,,,,,7.840,7.924,8.242,7.637,8.208,8.417,7.238,7.400,7.896,6.683,
353,,,,,,,,,,,,,,,,7.475,7.850,8.021,7.546,8.187,8.363,7.083,7.367,7.571,6.128,
354,,,,,,,,,,,,,,,,7.136,7.670,7.817,7.554,8.146,8.271,6.938,7.438,7.179,5.811,
355,,,,,,,,,,,,,,,,6.902,7.565,7.624,7.492,7.692,8.083,6.771,7.254,7.000,5.233,
356,,,,,,,,,,,,,,,,6.611,7.527,7.454,7.408,7.558,7.825,6.779,7.238,6.921,4.806,
357,,,,,,,,,,,,,,,,6.476,7.500,7.492,7.463,7.313,7.758,6.921,7.050,6.637,4.872,
358,,,,,,,,,,,,,,,,6.336,7.455,7.517,7.238,6.808,7.533,7.021,6.779,6.500,4.933,
359,,,,,,,,,,,,,,,,6.197,7.277,7.329,7.071,6.667,7.200,6.992,6.504,6.346,4.944,
360,,,,,,,,,,,,,,,,6.183,6.764,7.046,6.813,6.508,6.971,6.783,6.246,5.888,5.133,
361,,,,,,,,,,,,,,,,6.066,6.429,6.833,6.471,6.361,6.800,6.538,6.146,5.438,5.200,
362,,,,,,,,,,,,,,,,5.939,6.524,6.788,6.346,6.296,6.696,6.425,5.992,5.021,5.250,
363,,,,,,,,,,,,,,,,5.730,6.248,6.721,6.217,6.183,6.600,6.179,5.979,4.821,5.100,
364,,,,,,,,,,,,,,,,5.615,5.764,6.583,6.183,6.067,6.396,6.029,6.025,4.800,5.028,
365,,,,,,,,,,,,,,,,5.511,5.576,6.229,6.158,5.875,6.250,6.000,5.963,4.696,5.006,
366,,,,,,,,,,,,,,,,,,,5.975,,,,5.954,,,
Notes:
1998-2023 Wells Daily Average Tailrace Temperature (C)
Generated 03 Apr 2023 10:36:10 PDT. DART Columbia Basin Conditions All Years www.cbr.washington.edu/dart/query/basin_conditions_hist.

"DART Data Citation. Columbia River DART, Columbia Basin Research, University of Washington. (2023). Columbia Basin Conditions All Years. Available from https://www.cbr.washington.edu/dart/query/basin_conditions_hist."
