day,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
290,,,,,,,,,16.7583,,,,,,,16.1875,,17.4292,16.3175,16.2200,15.3900,16.2200,16.0190,16.5792,15.9292,
291,,,,,,,,,16.6750,,,,,,,16.0167,,17.2750,16.2725,16.1100,15.3900,16.1100,15.8429,16.5000,15.9167,
292,,,,,,,,,16.5708,,,,,,,15.8583,,17.2000,16.1329,16.0000,15.2800,15.9895,15.8000,16.4833,15.8708,
293,,,,,,,,,16.5409,,,,,,,15.6958,,16.7417,16.0670,16.0000,15.2800,15.9738,15.7100,16.2458,15.9000,
294,,,,,,,,,16.4917,,,,,,,15.5042,,16.9292,16.0667,15.8900,15.2096,15.8900,15.5273,16.0833,15.8458,
295,,,,,,,,,16.4208,,,,,,,15.3667,,16.8833,15.9771,15.2325,14.8900,15.7800,15.3500,16.0083,15.8208,
296,,,,,,,,,16.3042,,,,,,,15.0292,,16.7333,15.8488,15.7800,14.7800,15.7800,15.2938,15.5958,15.8083,
297,,,,,,,,,,,,,,,,14.7750,,16.6583,15.6367,15.7800,14.7200,15.6100,15.2810,15.2875,15.7250,
298,,,,,,,,,,,,,,,,14.6208,,16.3292,15.3808,15.7200,14.7200,15.5000,15.2733,15.0625,15.5542,
299,,,,,,,,,,,,,,,,14.5542,,16.1083,15.1892,15.7800,14.7200,15.5000,15.2111,14.8708,15.4875,
300,,,,,,,,,,,,,,,,14.5208,,15.9500,14.9817,15.6100,14.6500,15.3900,15.0875,14.7000,15.3542,
301,,,,,,,,,,,,,,,,14.5000,,15.7958,14.8625,15.6100,14.7200,15.2800,14.9667,14.2292,15.1833,
302,,,,,,,,,,,,,,,,14.4375,,15.6458,14.8175,15.6100,14.7200,15.1100,14.7600,13.8708,15.0208,
303,,,,,,,,,,,,,,,,14.5125,,15.5417,14.8946,15.3900,14.6100,15.0000,14.2611,13.8917,14.6792,
304,,,,,,,,,,,,,,,,14.5375,,15.5500,14.8096,15.2800,14.3900,14.8900,13.9421,14.0063,14.4375,
305,,,,,,,,,,,,,,,,14.5200,13.2333,15.5750,14.6900,15.2200,14.2800,14.8900,13.7238,14.0000,14.2417,
306,,,,,,,,,,,,,,,,14.4958,14.0292,15.4739,14.4175,15.0000,14.1100,14.7200,13.6467,14.1000,14.1708,
307,,,,,,,,,,,,,,,,14.5000,13.8783,15.3583,14.2850,15.0000,13.7200,14.6925,13.4053,14.3542,14.2333,
308,,,,,,,,,,,,,,,,14.5375,13.6750,15.2458,14.1917,14.8900,13.5000,14.3900,13.3188,14.4125,14.1667,
309,,,,,,,,,,,,,,,,14.6000,13.4583,15.1375,14.0413,14.7800,13.0000,14.2200,13.3059,14.4000,14.1708,
310,,,,,,,,,,,,,,,,14.5500,13.3458,14.9500,13.8992,14.7800,12.7200,14.1100,13.1769,14.4542,14.0292,
311,,,,,,,,,,,,,,,,14.4208,13.0792,15.1500,13.8442,14.7391,12.2800,13.8900,13.3333,14.3500,13.6708,
312,,,,,,,,,,,,,,,,14.2917,13.0417,15.0000,13.7333,14.5000,12.1100,13.5000,13.3286,14.1917,13.5125,
313,,,,,,,,,,,,,,,,14.0208,12.9917,14.8792,13.5733,14.5000,12.2200,13.2200,13.1789,13.9500,13.3167,
314,,,,,,,,,,,,,,,,13.7833,12.8042,14.7292,13.5642,14.3889,12.3900,12.8900,13.2632,13.6167,13.2250,
315,,,,,,,,,,,,,,,,13.4625,12.5917,14.4958,13.5367,14.2778,12.3900,12.6100,13.0944,13.0417,13.1125,
316,,,,,,,,,,,,,,,,13.1500,12.5417,14.0375,13.3808,14.1100,12.5000,12.5000,13.0200,12.7625,13.0000,
317,,,,,,,,,,,,,,,,12.7792,12.6458,13.3792,13.2525,14.0000,12.6100,12.3900,12.9385,12.7417,12.8500,
318,,,,,,,,,,,,,,,,12.5792,12.6000,13.1708,13.2450,13.7800,12.6100,12.1100,12.7333,12.6042,12.7167,
319,,,,,,,,,,,,,,,,12.3292,12.5833,12.9417,13.1788,13.7200,12.5000,12.0000,12.7211,12.5583,12.7625,
320,,,,,,,,,,,,,,,,12.1458,12.3625,12.7250,13.0367,13.5000,12.5000,12.0000,12.6111,12.4792,12.6417,
321,,,,,,,,,,,,,,,,12.2750,12.1208,12.4583,12.7621,13.2200,12.5000,11.8405,12.4524,12.4125,12.3292,
322,,,,,,,,,,,,,,,,12.3263,12.1000,12.4625,12.7375,13.1111,12.2800,11.7800,12.3235,12.1583,11.9083,
323,,,,,,,,,,,,,,,,12.2167,11.9125,12.3792,12.3829,12.8662,12.1100,11.7706,12.2700,12.1583,11.5792,
324,,,,,,,,,,,,,,,,12.2333,11.4250,12.4458,12.2667,12.5741,12.0000,11.5000,12.1316,12.0417,11.1667,
325,,,,,,,,,,,,,,,,12.2125,11.0000,12.4292,12.1250,12.3889,12.0000,11.4843,11.9375,11.8708,10.5417,
326,,,,,,,,,,,,,,,,12.0417,10.7083,12.3417,11.8992,12.2917,11.8900,11.3376,11.6917,11.7667,10.4542,
327,,,,,,,,,,,,,,,,11.8833,10.4375,12.2458,11.6042,12.1159,11.7200,11.2800,11.4458,11.6583,10.7250,
328,,,,,,,,,,,,,,,,11.7625,10.2083,12.0208,11.4221,11.9841,11.6100,11.2800,11.0958,11.5667,10.9250,
329,,,,,,,,,,,,,,,,11.5125,10.1125,11.8000,11.2725,11.8439,11.2800,11.1100,10.9458,11.3875,10.9583,
330,,,,,,,,,,,,,,,,11.4000,10.0625,11.7625,10.9450,11.7222,11.2200,10.8900,10.6083,11.3000,10.9000,
331,,,,,,,,,,,,,,,,11.3292,9.9333,11.8792,10.6917,11.6465,11.1100,10.8900,10.3292,11.1500,10.9500,
332,,,,,,,,,,,,,,,,11.1333,9.9000,11.8667,10.5229,11.5966,10.7800,11.0000,10.1167,10.8708,10.9583,
333,,,,,,,,,,,,,,,,10.9261,9.8583,11.3958,10.3854,11.4903,10.5000,11.0000,9.7625,10.6292,10.9292,
334,,,,,,,,,,,,,,,,10.8083,9.7875,10.6625,10.1592,11.3228,10.1100,11.0000,9.4792,10.4958,10.8789,
335,,,,,,,,,,,,,,,,10.8333,9.7625,10.0750,10.1421,11.1111,10.1100,10.7800,9.3625,10.3435,10.9042,
336,,,,,,,,,,,,,,,,10.9000,9.6583,9.6917,10.0550,11.0386,9.8900,10.7200,9.2792,10.1875,11.0667,
337,,,,,,,,,,,,,,,,10.7917,9.4250,9.1792,9.9542,10.9153,9.7200,10.6100,9.2542,9.8208,10.7083,
338,,,,,,,,,,,,,,,,10.6333,9.0682,9.1292,9.9817,10.7354,9.5000,10.5000,9.2208,9.6333,10.4333,
339,,,,,,,,,,,,,,,,10.5625,8.7042,9.1958,10.0000,10.5899,9.3900,10.0000,9.0833,9.4917,10.1542,
340,,,,,,,,,,,,,,,,10.4000,8.1542,9.2500,10.0000,10.3068,9.3109,9.6100,9.1583,9.3000,9.8292,
341,,,,,,,,,,,,,,,,10.2250,7.7125,9.4958,9.8083,9.9903,9.2800,9.3900,9.1333,9.1500,9.4625,
342,,,,,,,,,,,,,,,,10.0583,7.7000,9.6083,9.8213,9.7139,9.1100,9.2800,9.1750,8.8875,9.3000,
343,,,,,,,,,,,,,,,,9.8083,7.7000,9.6125,9.7750,9.3056,8.8900,9.1100,9.1667,8.6500,9.2458,
344,,,,,,,,,,,,,,,,9.5750,7.7000,9.5250,9.6329,9.0435,8.8900,9.1205,9.0417,8.5667,9.1875,
345,,,,,,,,,,,,,,,,9.3792,7.7000,9.4250,9.6421,8.8900,8.7800,8.8900,8.8458,8.5208,9.1542,
346,,,,,,,,,,,,,,,,9.1609,7.7000,9.3208,9.5963,8.8182,8.6100,9.0000,8.6333,8.3917,9.0542,
347,,,,,,,,,,,,,,,,9.1125,7.3917,9.1875,9.4267,8.7029,8.6100,8.7800,8.5333,8.2739,8.8125,
348,,,,,,,,,,,,,,,,9.0292,7.4000,8.9750,9.2846,8.3900,8.3900,8.7800,8.4042,8.2667,8.5542,
349,,,,,,,,,,,,,,,,8.9000,7.4000,8.6375,9.0413,8.2424,8.5000,8.6100,8.1167,8.1833,8.4667,
350,,,,,,,,,,,,,,,,8.7458,7.4000,8.5000,8.7400,8.0202,8.5000,8.5000,7.8708,8.0083,8.3125,
351,,,,,,,,,,,,,,,,8.5250,7.3667,8.4000,8.4908,7.7971,8.3900,8.5000,7.6042,7.8167,8.1917,
352,,,,,,,,,,,,,,,,8.2792,7.4083,8.3083,8.2300,7.6481,8.3900,8.3900,7.4625,7.6125,8.0500,
353,,,,,,,,,,,,,,,,7.9417,7.3458,8.0375,8.1054,7.3095,8.0000,8.5000,7.3292,7.4261,7.7625,
354,,,,,,,,,,,,,,,,7.6042,7.1208,7.8417,7.9679,7.1270,8.0000,8.5000,7.2042,7.3250,7.4208,
355,,,,,,,,,,,,,,,,7.4250,6.7708,7.7208,7.7496,7.1333,7.7800,8.2800,7.1250,7.3625,7.0708,
356,,,,,,,,,,,,,,,,7.3375,6.5375,7.6042,7.4496,7.2222,7.5000,8.0000,7.0500,7.4375,6.8458,
357,,,,,,,,,,,,,,,,7.2708,6.3875,7.5000,7.2879,7.2374,7.2200,7.8500,6.9792,7.2875,6.7458,
358,,,,,,,,,,,,,,,,7.1750,6.1917,7.3958,7.1421,7.2222,6.8900,7.7800,6.8458,7.1250,6.7250,
359,,,,,,,,,,,,,,,,7.0042,5.9083,7.4000,7.0963,7.1836,6.7200,7.7200,6.9333,6.8875,6.5167,
360,,,,,,,,,,,,,,,,6.9250,5.8000,7.2542,7.0963,6.9469,6.3900,7.2800,6.9708,6.5217,6.1750,
361,,,,,,,,,,,,,,,,6.9000,5.8000,7.0833,6.9129,6.7302,6.2800,7.0000,6.9667,6.3125,5.6042,
362,,,,,,,,,,,,,,,,6.8042,5.7208,6.5958,6.7354,6.5000,6.1705,6.9319,6.8333,6.2042,5.0833,
363,,,,,,,,,,,,,,,,6.7125,5.5542,6.3042,6.6100,6.2633,6.1100,6.7200,6.6500,6.1000,4.8125,
364,,,,,,,,,,,,,,,,6.4583,5.4375,6.1625,6.5504,6.1768,6.0000,6.6100,6.4958,6.0083,4.6000,
365,,,,,,,,,,,,,,,,6.2708,5.3375,5.7208,6.3758,6.1111,5.7800,6.5000,6.3313,5.9500,4.5783,
366,,,,,,,,,,,,,,,,5.9750,,,,6.0303,,,,5.9933,,
Notes:
1997-2022 Rocky Reach Daily Average Tailrace Temperature (C)
Generated 07 Mar 2022 18:38:08 PST. DART Columbia Basin Conditions All Years www.cbr.washington.edu/dart/query/basin_conditions_hist.

"DART Data Citation. Columbia River DART, Columbia Basin Research, University of Washington. (2022). Columbia Basin Conditions All Years. Available from http://www.cbr.washington.edu/dart/query/basin_conditions_hist."
