"Tag Code","Event Type Name","Event Site Name","Event Date MMDDYYYY","Event Release Site Name","Event Release Date MMDDYYYY","Event Date Time Value","Event Site Basin Name","Event Site Code Value","Event Site Subbasin Code","Event Site Subbasin Name","Event Site Info Name","Event Site Info Code","CTH Count"
"3D9.1C2DE8DE90","Observation","BO3 - Bonneville WA Shore Ladder/AFF","7/3/2014","","","7/3/2014 7:56:58 PM","Lower Columbia","BO3","17080001","Lower Columbia-Sandy","Bonneville WA Shore Ladder/AFF","BO3","1"
"3D9.1C2DE8DE90","Observation","BO3 - Bonneville WA Shore Ladder/AFF","7/3/2014","","","7/3/2014 7:59:27 PM","Lower Columbia","BO3","17080001","Lower Columbia-Sandy","Bonneville WA Shore Ladder/AFF","BO3","1"
"3D9.1C2DE8DE90","Observation","BO3 - Bonneville WA Shore Ladder/AFF","7/3/2014","","","7/3/2014 7:59:28 PM","Lower Columbia","BO3","17080001","Lower Columbia-Sandy","Bonneville WA Shore Ladder/AFF","BO3","1"
"3D9.1C2DE8DE90","Observation","BO3 - Bonneville WA Shore Ladder/AFF","7/3/2014","","","7/3/2014 8:01:51 PM","Lower Columbia","BO3","17080001","Lower Columbia-Sandy","Bonneville WA Shore Ladder/AFF","BO3","1"
"3D9.1C2DE8DE90","Observation","BO3 - Bonneville WA Shore Ladder/AFF","7/3/2014","","","7/3/2014 8:02:22 PM","Lower Columbia","BO3","17080001","Lower Columbia-Sandy","Bonneville WA Shore Ladder/AFF","BO3","1"
"3D9.1C2DE8DE90","Observation","BO3 - Bonneville WA Shore Ladder/AFF","7/3/2014","","","7/3/2014 8:02:23 PM","Lower Columbia","BO3","17080001","Lower Columbia-Sandy","Bonneville WA Shore Ladder/AFF","BO3","1"
"3D9.1C2DE8DE90","Observation","BO3 - Bonneville WA Shore Ladder/AFF","7/3/2014","","","7/3/2014 8:05:14 PM","Lower Columbia","BO3","17080001","Lower Columbia-Sandy","Bonneville WA Shore Ladder/AFF","BO3","1"
"3D9.1C2DE8DE90","Observation","BO3 - Bonneville WA Shore Ladder/AFF","7/3/2014","","","7/3/2014 8:05:15 PM","Lower Columbia","BO3","17080001","Lower Columbia-Sandy","Bonneville WA Shore Ladder/AFF","BO3","1"
"3D9.1C2DE8DE90","Observation","BO3 - Bonneville WA Shore Ladder/AFF","7/3/2014","","","7/3/2014 8:10:32 PM","Lower Columbia","BO3","17080001","Lower Columbia-Sandy","Bonneville WA Shore Ladder/AFF","BO3","1"
"3D9.1C2DE8DE90","Observation","BO3 - Bonneville WA Shore Ladder/AFF","7/3/2014","","","7/3/2014 8:10:33 PM","Lower Columbia","BO3","17080001","Lower Columbia-Sandy","Bonneville WA Shore Ladder/AFF","BO3","1"
"3D9.1C2DE8DE90","Observation","BO4 - Bonneville WA Ladder Slots","7/3/2014","","","7/3/2014 9:10:20 PM","Lower Columbia","BO4","17080001","Lower Columbia-Sandy","Bonneville WA Ladder Slots","BO4","1"
"3D9.1C2DE8DE90","Observation","BO4 - Bonneville WA Ladder Slots","7/3/2014","","","7/3/2014 9:30:27 PM","Lower Columbia","BO4","17080001","Lower Columbia-Sandy","Bonneville WA Ladder Slots","BO4","1"
"3D9.1C2DE8DE90","Observation","BO4 - Bonneville WA Ladder Slots","7/3/2014","","","7/3/2014 9:30:28 PM","Lower Columbia","BO4","17080001","Lower Columbia-Sandy","Bonneville WA Ladder Slots","BO4","1"
"3D9.1C2DE8DE90","Observation","BO4 - Bonneville WA Ladder Slots","7/4/2014","","","7/4/2014 4:04:35 AM","Lower Columbia","BO4","17080001","Lower Columbia-Sandy","Bonneville WA Ladder Slots","BO4","1"
"3D9.1C2DE8DE90","Observation","BO4 - Bonneville WA Ladder Slots","7/4/2014","","","7/4/2014 4:04:36 AM","Lower Columbia","BO4","17080001","Lower Columbia-Sandy","Bonneville WA Ladder Slots","BO4","1"
"3D9.1C2DE8DE90","Observation","BO4 - Bonneville WA Ladder Slots","7/4/2014","","","7/4/2014 4:07:16 AM","Lower Columbia","BO4","17080001","Lower Columbia-Sandy","Bonneville WA Ladder Slots","BO4","1"
"3D9.1C2DE8DE90","Observation","ICH - Ice Harbor Dam (Combined)","10/23/2014","","","10/23/2014 1:19:05 PM","Lower Snake","ICH","17060110","Lower Snake","Ice Harbor Dam (Combined)","ICH","1"
"3D9.1C2DE8DE90","Observation","ICH - Ice Harbor Dam (Combined)","10/23/2014","","","10/23/2014 1:19:18 PM","Lower Snake","ICH","17060110","Lower Snake","Ice Harbor Dam (Combined)","ICH","1"
"3D9.1C2DE8DE90","Observation","ICH - Ice Harbor Dam (Combined)","10/23/2014","","","10/23/2014 1:19:19 PM","Lower Snake","ICH","17060110","Lower Snake","Ice Harbor Dam (Combined)","ICH","1"
"3D9.1C2DE8DE90","Observation","ICH - Ice Harbor Dam (Combined)","10/23/2014","","","10/23/2014 1:21:37 PM","Lower Snake","ICH","17060110","Lower Snake","Ice Harbor Dam (Combined)","ICH","1"
"3D9.1C2DE8DE90","Observation","ICH - Ice Harbor Dam (Combined)","10/23/2014","","","10/23/2014 1:21:38 PM","Lower Snake","ICH","17060110","Lower Snake","Ice Harbor Dam (Combined)","ICH","1"
"3D9.1C2DE8DE90","Observation","ICH - Ice Harbor Dam (Combined)","10/23/2014","","","10/23/2014 1:21:51 PM","Lower Snake","ICH","17060110","Lower Snake","Ice Harbor Dam (Combined)","ICH","1"
"3D9.1C2DE8DE90","Observation","ICH - Ice Harbor Dam (Combined)","11/3/2014","","","11/3/2014 1:47:52 PM","Lower Snake","ICH","17060110","Lower Snake","Ice Harbor Dam (Combined)","ICH","1"
"3D9.1C2DE8DE90","Observation","ICH - Ice Harbor Dam (Combined)","11/3/2014","","","11/3/2014 1:47:54 PM","Lower Snake","ICH","17060110","Lower Snake","Ice Harbor Dam (Combined)","ICH","1"
"3D9.1C2DE8DE90","Observation","ICH - Ice Harbor Dam (Combined)","11/3/2014","","","11/3/2014 1:47:57 PM","Lower Snake","ICH","17060110","Lower Snake","Ice Harbor Dam (Combined)","ICH","1"
"3D9.1C2DE8DE90","Observation","ICH - Ice Harbor Dam (Combined)","11/3/2014","","","11/3/2014 1:48:02 PM","Lower Snake","ICH","17060110","Lower Snake","Ice Harbor Dam (Combined)","ICH","1"
"3D9.1C2DE8DE90","Observation","MC1 - McNary Oregon Shore Ladder","11/12/2014","","","11/12/2014 8:57:12 AM","Middle Columbia","MC1","17070101","Middle Columbia-Lake Wallula","McNary Oregon Shore Ladder","MC1","1"
"3D9.1C2DE8DE90","Observation","MC1 - McNary Oregon Shore Ladder","11/12/2014","","","11/12/2014 8:57:13 AM","Middle Columbia","MC1","17070101","Middle Columbia-Lake Wallula","McNary Oregon Shore Ladder","MC1","1"
"3D9.1C2DE8DE90","Observation","MC1 - McNary Oregon Shore Ladder","11/12/2014","","","11/12/2014 9:00:00 AM","Middle Columbia","MC1","17070101","Middle Columbia-Lake Wallula","McNary Oregon Shore Ladder","MC1","1"
"3D9.1C2DE8DE90","Observation","MC1 - McNary Oregon Shore Ladder","11/12/2014","","","11/12/2014 9:00:01 AM","Middle Columbia","MC1","17070101","Middle Columbia-Lake Wallula","McNary Oregon Shore Ladder","MC1","1"
"3D9.1C2DE8DE90","Observation","MC1 - McNary Oregon Shore Ladder","11/12/2014","","","11/12/2014 9:02:12 AM","Middle Columbia","MC1","17070101","Middle Columbia-Lake Wallula","McNary Oregon Shore Ladder","MC1","1"
"3D9.1C2DE8DE90","Observation","MC1 - McNary Oregon Shore Ladder","11/12/2014","","","11/12/2014 9:02:13 AM","Middle Columbia","MC1","17070101","Middle Columbia-Lake Wallula","McNary Oregon Shore Ladder","MC1","1"
"3D9.1C2DE8DE90","Observation","MC1 - McNary Oregon Shore Ladder","11/12/2014","","","11/12/2014 9:04:17 AM","Middle Columbia","MC1","17070101","Middle Columbia-Lake Wallula","McNary Oregon Shore Ladder","MC1","1"
"3D9.1C2DE8DE90","Observation","MC1 - McNary Oregon Shore Ladder","11/12/2014","","","11/12/2014 9:04:18 AM","Middle Columbia","MC1","17070101","Middle Columbia-Lake Wallula","McNary Oregon Shore Ladder","MC1","1"
"3D9.1C2DE8DE90","Observation","MC1 - McNary Oregon Shore Ladder","11/12/2014","","","11/12/2014 9:05:42 AM","Middle Columbia","MC1","17070101","Middle Columbia-Lake Wallula","McNary Oregon Shore Ladder","MC1","1"
"3D9.1C2DE8DE90","Observation","MC1 - McNary Oregon Shore Ladder","11/12/2014","","","11/12/2014 9:08:18 AM","Middle Columbia","MC1","17070101","Middle Columbia-Lake Wallula","McNary Oregon Shore Ladder","MC1","1"
"3D9.1C2DE8DE90","Observation","MC1 - McNary Oregon Shore Ladder","11/12/2014","","","11/12/2014 9:08:19 AM","Middle Columbia","MC1","17070101","Middle Columbia-Lake Wallula","McNary Oregon Shore Ladder","MC1","1"
"3D9.1C2DE8DE90","Observation","MC2 - McNary Washington Shore Ladder","7/10/2014","","","7/10/2014 7:49:58 PM","Middle Columbia","MC2","17070101","Middle Columbia-Lake Wallula","McNary Washington Shore Ladder","MC2","1"
"3D9.1C2DE8DE90","Observation","MC2 - McNary Washington Shore Ladder","7/10/2014","","","7/10/2014 7:53:40 PM","Middle Columbia","MC2","17070101","Middle Columbia-Lake Wallula","McNary Washington Shore Ladder","MC2","1"
"3D9.1C2DE8DE90","Observation","MC2 - McNary Washington Shore Ladder","7/10/2014","","","7/10/2014 7:53:41 PM","Middle Columbia","MC2","17070101","Middle Columbia-Lake Wallula","McNary Washington Shore Ladder","MC2","1"
"3D9.1C2DE8DE90","Observation","MC2 - McNary Washington Shore Ladder","7/10/2014","","","7/10/2014 7:54:23 PM","Middle Columbia","MC2","17070101","Middle Columbia-Lake Wallula","McNary Washington Shore Ladder","MC2","1"
"3D9.1C2DE8DE90","Observation","MC2 - McNary Washington Shore Ladder","7/10/2014","","","7/10/2014 7:58:08 PM","Middle Columbia","MC2","17070101","Middle Columbia-Lake Wallula","McNary Washington Shore Ladder","MC2","1"
"3D9.1C2DE8DE90","Observation","MC2 - McNary Washington Shore Ladder","7/10/2014","","","7/10/2014 7:58:09 PM","Middle Columbia","MC2","17070101","Middle Columbia-Lake Wallula","McNary Washington Shore Ladder","MC2","1"
"3D9.1C2DE8DE90","Observation","MC2 - McNary Washington Shore Ladder","7/10/2014","","","7/10/2014 7:58:59 PM","Middle Columbia","MC2","17070101","Middle Columbia-Lake Wallula","McNary Washington Shore Ladder","MC2","1"
"3D9.1C2DE8DE90","Observation","MC2 - McNary Washington Shore Ladder","7/10/2014","","","7/10/2014 7:59:00 PM","Middle Columbia","MC2","17070101","Middle Columbia-Lake Wallula","McNary Washington Shore Ladder","MC2","1"
"3D9.1C2DE8DE90","Observation","MC2 - McNary Washington Shore Ladder","7/10/2014","","","7/10/2014 8:02:11 PM","Middle Columbia","MC2","17070101","Middle Columbia-Lake Wallula","McNary Washington Shore Ladder","MC2","1"
"3D9.1C2DE8DE90","Observation","MC2 - McNary Washington Shore Ladder","7/10/2014","","","7/10/2014 8:02:12 PM","Middle Columbia","MC2","17070101","Middle Columbia-Lake Wallula","McNary Washington Shore Ladder","MC2","1"
"3D9.1C2DE8DE90","Observation","MC2 - McNary Washington Shore Ladder","7/10/2014","","","7/10/2014 8:04:15 PM","Middle Columbia","MC2","17070101","Middle Columbia-Lake Wallula","McNary Washington Shore Ladder","MC2","1"
"3D9.1C2DE8DE90","Observation","MC2 - McNary Washington Shore Ladder","7/10/2014","","","7/10/2014 9:31:35 PM","Middle Columbia","MC2","17070101","Middle Columbia-Lake Wallula","McNary Washington Shore Ladder","MC2","2"
"3D9.1C2DE8DE90","Observation","MC2 - McNary Washington Shore Ladder","7/10/2014","","","7/10/2014 9:31:36 PM","Middle Columbia","MC2","17070101","Middle Columbia-Lake Wallula","McNary Washington Shore Ladder","MC2","1"
"3D9.1C2DE8DE90","Observation","MC2 - McNary Washington Shore Ladder","7/10/2014","","","7/10/2014 9:31:41 PM","Middle Columbia","MC2","17070101","Middle Columbia-Lake Wallula","McNary Washington Shore Ladder","MC2","1"
"3D9.1C2DE8DE90","Observation","MC2 - McNary Washington Shore Ladder","7/10/2014","","","7/10/2014 9:31:42 PM","Middle Columbia","MC2","17070101","Middle Columbia-Lake Wallula","McNary Washington Shore Ladder","MC2","1"
"3D9.1C2DE8DE90","Observation","TD1 - The Dalles East Fish Ladder","7/5/2014","","","7/5/2014 4:12:25 PM","Middle Columbia","TD1","17070105","Middle Columbia-Hood","The Dalles East Fish Ladder","TD1","1"
"3D9.1C2DE8DE90","Observation","TD1 - The Dalles East Fish Ladder","7/5/2014","","","7/5/2014 4:12:30 PM","Middle Columbia","TD1","17070105","Middle Columbia-Hood","The Dalles East Fish Ladder","TD1","1"
"3D9.1C2DE8DE90","Observation","TD1 - The Dalles East Fish Ladder","7/5/2014","","","7/5/2014 4:12:31 PM","Middle Columbia","TD1","17070105","Middle Columbia-Hood","The Dalles East Fish Ladder","TD1","1"
"3D9.1C2DE8DF9A","Mark","JDARSF - South Fork John Day River","5/10/2012","JDARSF - South Fork John Day River","5/10/2012","5/10/2012 8:24:00 AM","John Day","JDARSF","17070201","Upper John Day","South Fork John Day River","JDARSF","1"
"3D9.1C2DE8DF9A","Observation","BO1 - Bonneville Bradford Is. Ladder","7/28/2013","","","7/28/2013 2:23:31 PM","Lower Columbia","BO1","17080001","Lower Columbia-Sandy","Bonneville Bradford Is. Ladder","BO1","1"
"3D9.1C2DE8DF9A","Observation","BO1 - Bonneville Bradford Is. Ladder","7/28/2013","","","7/28/2013 2:26:43 PM","Lower Columbia","BO1","17080001","Lower Columbia-Sandy","Bonneville Bradford Is. Ladder","BO1","1"
"3D9.1C2DE8DF9A","Observation","BO1 - Bonneville Bradford Is. Ladder","7/28/2013","","","7/28/2013 2:26:44 PM","Lower Columbia","BO1","17080001","Lower Columbia-Sandy","Bonneville Bradford Is. Ladder","BO1","1"
"3D9.1C2DE8DF9A","Observation","BO1 - Bonneville Bradford Is. Ladder","7/28/2013","","","7/28/2013 2:28:28 PM","Lower Columbia","BO1","17080001","Lower Columbia-Sandy","Bonneville Bradford Is. Ladder","BO1","1"
"3D9.1C2DE8DF9A","Observation","BO1 - Bonneville Bradford Is. Ladder","7/28/2013","","","7/28/2013 2:28:29 PM","Lower Columbia","BO1","17080001","Lower Columbia-Sandy","Bonneville Bradford Is. Ladder","BO1","1"
"3D9.1C2DE8DF9A","Observation","BO1 - Bonneville Bradford Is. Ladder","7/28/2013","","","7/28/2013 2:28:30 PM","Lower Columbia","BO1","17080001","Lower Columbia-Sandy","Bonneville Bradford Is. Ladder","BO1","1"
"3D9.1C2DE8DF9A","Observation","BO1 - Bonneville Bradford Is. Ladder","7/28/2013","","","7/28/2013 2:28:38 PM","Lower Columbia","BO1","17080001","Lower Columbia-Sandy","Bonneville Bradford Is. Ladder","BO1","1"
"3D9.1C2DE8DF9A","Observation","BO1 - Bonneville Bradford Is. Ladder","7/28/2013","","","7/28/2013 2:28:39 PM","Lower Columbia","BO1","17080001","Lower Columbia-Sandy","Bonneville Bradford Is. Ladder","BO1","1"
"3D9.1C2DE8DF9A","Observation","BO1 - Bonneville Bradford Is. Ladder","7/28/2013","","","7/28/2013 2:29:46 PM","Lower Columbia","BO1","17080001","Lower Columbia-Sandy","Bonneville Bradford Is. Ladder","BO1","1"
"3D9.1C2DE8DF9A","Observation","BO1 - Bonneville Bradford Is. Ladder","7/28/2013","","","7/28/2013 2:29:47 PM","Lower Columbia","BO1","17080001","Lower Columbia-Sandy","Bonneville Bradford Is. Ladder","BO1","1"
"3D9.1C2DE8DF9A","Observation","BO1 - Bonneville Bradford Is. Ladder","7/28/2013","","","7/28/2013 2:33:29 PM","Lower Columbia","BO1","17080001","Lower Columbia-Sandy","Bonneville Bradford Is. Ladder","BO1","1"
"3D9.1C2DE8DF9A","Observation","BO1 - Bonneville Bradford Is. Ladder","7/28/2013","","","7/28/2013 2:34:42 PM","Lower Columbia","BO1","17080001","Lower Columbia-Sandy","Bonneville Bradford Is. Ladder","BO1","1"
"3D9.1C2DE8DF9A","Observation","BO1 - Bonneville Bradford Is. Ladder","7/28/2013","","","7/28/2013 2:34:43 PM","Lower Columbia","BO1","17080001","Lower Columbia-Sandy","Bonneville Bradford Is. Ladder","BO1","1"
"3D9.1C2DE8DF9A","Observation","BO1 - Bonneville Bradford Is. Ladder","7/28/2013","","","7/28/2013 2:35:46 PM","Lower Columbia","BO1","17080001","Lower Columbia-Sandy","Bonneville Bradford Is. Ladder","BO1","1"
"3D9.1C2DE8DF9A","Observation","BO1 - Bonneville Bradford Is. Ladder","7/28/2013","","","7/28/2013 3:19:49 PM","Lower Columbia","BO1","17080001","Lower Columbia-Sandy","Bonneville Bradford Is. Ladder","BO1","1"
"3D9.1C2DE8DF9A","Observation","BO1 - Bonneville Bradford Is. Ladder","7/28/2013","","","7/28/2013 3:19:50 PM","Lower Columbia","BO1","17080001","Lower Columbia-Sandy","Bonneville Bradford Is. Ladder","BO1","1"
"3D9.1C2DE8DF9A","Observation","BO1 - Bonneville Bradford Is. Ladder","7/28/2013","","","7/28/2013 3:21:30 PM","Lower Columbia","BO1","17080001","Lower Columbia-Sandy","Bonneville Bradford Is. Ladder","BO1","1"
"3D9.1C2DE8DF9A","Observation","BO1 - Bonneville Bradford Is. Ladder","7/28/2013","","","7/28/2013 3:21:31 PM","Lower Columbia","BO1","17080001","Lower Columbia-Sandy","Bonneville Bradford Is. Ladder","BO1","1"
"3D9.1C2DE8DF9A","Observation","BO1 - Bonneville Bradford Is. Ladder","7/28/2013","","","7/28/2013 3:23:39 PM","Lower Columbia","BO1","17080001","Lower Columbia-Sandy","Bonneville Bradford Is. Ladder","BO1","1"
"3D9.1C2DE8DF9A","Observation","BO1 - Bonneville Bradford Is. Ladder","7/28/2013","","","7/28/2013 3:23:40 PM","Lower Columbia","BO1","17080001","Lower Columbia-Sandy","Bonneville Bradford Is. Ladder","BO1","1"
"3D9.1C2DE8DF9A","Observation","BO1 - Bonneville Bradford Is. Ladder","7/28/2013","","","7/28/2013 3:25:59 PM","Lower Columbia","BO1","17080001","Lower Columbia-Sandy","Bonneville Bradford Is. Ladder","BO1","1"
"3D9.1C2DE8DF9A","Observation","JDJ - John Day Dam Juvenile","5/21/2012","","","5/21/2012 8:56:13 PM","Middle Columbia","JDJ","17070105","Middle Columbia-Hood","John Day Dam Juvenile","JDJ","1"
"3D9.1C2DE8DF9A","Observation","JDJ - John Day Dam Juvenile","5/21/2012","","","5/21/2012 8:56:15 PM","Middle Columbia","JDJ","17070105","Middle Columbia-Hood","John Day Dam Juvenile","JDJ","1"
"3D9.1C2DE8DF9A","Observation","JDJ - John Day Dam Juvenile","5/21/2012","","","5/21/2012 8:56:17 PM","Middle Columbia","JDJ","17070105","Middle Columbia-Hood","John Day Dam Juvenile","JDJ","1"
"3D9.1C2DE8DF9A","Observation","JDJ - John Day Dam Juvenile","5/21/2012","","","5/21/2012 8:56:19 PM","Middle Columbia","JDJ","17070105","Middle Columbia-Hood","John Day Dam Juvenile","JDJ","1"
"3D9.1C2DE8DF9A","Observation","JDJ - John Day Dam Juvenile","5/21/2012","","","5/21/2012 8:57:42 PM","Middle Columbia","JDJ","17070105","Middle Columbia-Hood","John Day Dam Juvenile","JDJ","2"
"3D9.1C2DE8DF9A","Observation","JDJ - John Day Dam Juvenile","5/21/2012","","","5/21/2012 8:57:43 PM","Middle Columbia","JDJ","17070105","Middle Columbia-Hood","John Day Dam Juvenile","JDJ","2"
"3D9.1C2DE8DF9A","Observation","JDJ - John Day Dam Juvenile","5/21/2012","","","5/21/2012 8:57:46 PM","Middle Columbia","JDJ","17070105","Middle Columbia-Hood","John Day Dam Juvenile","JDJ","1"
"3D9.1C2DE8DF9A","Observation","JDJ - John Day Dam Juvenile","5/21/2012","","","5/21/2012 8:57:47 PM","Middle Columbia","JDJ","17070105","Middle Columbia-Hood","John Day Dam Juvenile","JDJ","3"
"3D9.1C2DE8DF9A","Observation","MC1 - McNary Oregon Shore Ladder","8/6/2013","","","8/6/2013 7:11:23 AM","Middle Columbia","MC1","17070101","Middle Columbia-Lake Wallula","McNary Oregon Shore Ladder","MC1","1"
"3D9.1C2DE8DF9A","Observation","MC1 - McNary Oregon Shore Ladder","8/6/2013","","","8/6/2013 7:14:23 AM","Middle Columbia","MC1","17070101","Middle Columbia-Lake Wallula","McNary Oregon Shore Ladder","MC1","1"
"3D9.1C2DE8DF9A","Observation","MC1 - McNary Oregon Shore Ladder","8/6/2013","","","8/6/2013 7:14:24 AM","Middle Columbia","MC1","17070101","Middle Columbia-Lake Wallula","McNary Oregon Shore Ladder","MC1","1"
"3D9.1C2DE8DF9A","Observation","MC1 - McNary Oregon Shore Ladder","8/6/2013","","","8/6/2013 7:23:58 AM","Middle Columbia","MC1","17070101","Middle Columbia-Lake Wallula","McNary Oregon Shore Ladder","MC1","1"
"3D9.1C2DE8DF9A","Observation","MC1 - McNary Oregon Shore Ladder","8/6/2013","","","8/6/2013 7:29:22 AM","Middle Columbia","MC1","17070101","Middle Columbia-Lake Wallula","McNary Oregon Shore Ladder","MC1","1"
"3D9.1C2DE8DF9A","Observation","MC1 - McNary Oregon Shore Ladder","8/6/2013","","","8/6/2013 7:29:23 AM","Middle Columbia","MC1","17070101","Middle Columbia-Lake Wallula","McNary Oregon Shore Ladder","MC1","1"
"3D9.1C2DE8DF9A","Observation","MC1 - McNary Oregon Shore Ladder","8/6/2013","","","8/6/2013 7:30:38 AM","Middle Columbia","MC1","17070101","Middle Columbia-Lake Wallula","McNary Oregon Shore Ladder","MC1","1"
"3D9.1C2DE8DF9A","Observation","MC1 - McNary Oregon Shore Ladder","8/6/2013","","","8/6/2013 7:30:39 AM","Middle Columbia","MC1","17070101","Middle Columbia-Lake Wallula","McNary Oregon Shore Ladder","MC1","1"
"3D9.1C2DE8DF9A","Observation","MC1 - McNary Oregon Shore Ladder","8/6/2013","","","8/6/2013 7:35:11 AM","Middle Columbia","MC1","17070101","Middle Columbia-Lake Wallula","McNary Oregon Shore Ladder","MC1","1"
"3D9.1C2DE8DF9A","Observation","MC1 - McNary Oregon Shore Ladder","8/6/2013","","","8/6/2013 7:45:17 AM","Middle Columbia","MC1","17070101","Middle Columbia-Lake Wallula","McNary Oregon Shore Ladder","MC1","1"
"3D9.1C2DE8DF9A","Observation","MC1 - McNary Oregon Shore Ladder","8/6/2013","","","8/6/2013 7:45:18 AM","Middle Columbia","MC1","17070101","Middle Columbia-Lake Wallula","McNary Oregon Shore Ladder","MC1","1"
"3D9.1C2DE8DF9A","Observation","MC1 - McNary Oregon Shore Ladder","8/6/2013","","","8/6/2013 9:27:48 AM","Middle Columbia","MC1","17070101","Middle Columbia-Lake Wallula","McNary Oregon Shore Ladder","MC1","1"
"3D9.1C2DE8DF9A","Observation","MC1 - McNary Oregon Shore Ladder","8/6/2013","","","8/6/2013 9:27:58 AM","Middle Columbia","MC1","17070101","Middle Columbia-Lake Wallula","McNary Oregon Shore Ladder","MC1","1"
"3D9.1C2DE8DF9A","Observation","SJ1 - SF John Day (Mid)","5/3/2014","","","5/3/2014 10:30:34 PM","John Day","SJ1","17070201","Upper John Day","SF John Day (Mid)","SJ1","1"
"3D9.1C2DE8DF9A","Observation","SJ2 - SF John Day (Murderer's)","5/3/2014","","","5/3/2014 3:37:49 AM","John Day","SJ2","17070201","Upper John Day","SF John Day (Murderer's)","SJ2","1"
"3D9.1C2DE8DF9A","Observation","TD2 - The Dalles North Fish Ladder","7/30/2013","","","7/30/2013 5:59:26 PM","Middle Columbia","TD2","17070105","Middle Columbia-Hood","The Dalles North Fish Ladder","TD2","1"
"3D9.1C2DE8DF9A","Observation","TD2 - The Dalles North Fish Ladder","7/30/2013","","","7/30/2013 5:59:27 PM","Middle Columbia","TD2","17070105","Middle Columbia-Hood","The Dalles North Fish Ladder","TD2","1"
"3D9.1C2DE8DF9A","Observation","TD2 - The Dalles North Fish Ladder","7/30/2013","","","7/30/2013 5:59:39 PM","Middle Columbia","TD2","17070105","Middle Columbia-Hood","The Dalles North Fish Ladder","TD2","1"
"3D9.1C2DE8DF9A","Observation","TD2 - The Dalles North Fish Ladder","7/30/2013","","","7/30/2013 5:59:40 PM","Middle Columbia","TD2","17070105","Middle Columbia-Hood","The Dalles North Fish Ladder","TD2","1"
"3D9.1C2DE8DF9A","Observation","TD2 - The Dalles North Fish Ladder","7/30/2013","","","7/30/2013 5:59:41 PM","Middle Columbia","TD2","17070105","Middle Columbia-Hood","The Dalles North Fish Ladder","TD2","1"
"3D9.1C2DE8DF9A","Observation","TD2 - The Dalles North Fish Ladder","7/30/2013","","","7/30/2013 6:00:20 PM","Middle Columbia","TD2","17070105","Middle Columbia-Hood","The Dalles North Fish Ladder","TD2","1"
"3D9.1C2DE8DF9A","Observation","TD2 - The Dalles North Fish Ladder","7/30/2013","","","7/30/2013 6:00:23 PM","Middle Columbia","TD2","17070105","Middle Columbia-Hood","The Dalles North Fish Ladder","TD2","1"
