"","tag_code_2","natal_origin","rear_type"
"579","3D9.1BF18ACF7B",17,1
"580","3D9.1BF18AD25F",17,1
"581","3D9.1BF18AD38A",17,1
"582","3D9.1BF18AD759",17,1
"583","3D9.1BF18D04BA",17,1
"584","3D9.1BF18D06B8",17,1
"585","3D9.1BF18D198F",17,1
"586","3D9.1BF18D2ED3",17,1
"587","3D9.1BF18DCCB2",17,1
"588","3D9.1BF18DD3AB",17,1
"589","3D9.1BF18DD560",17,1
"590","3D9.1BF1929F02",9,1
"591","3D9.1BF1929FF8",9,1
"592","3D9.1BF192A09F",9,1
"593","3D9.1BF192A2E2",9,1
"594","3D9.1BF192AC40",9,1
"595","3D9.1BF1936E59",15,2
"596","3D9.1BF1937E5E",15,2
"597","3D9.1BF1938101",15,2
"598","3D9.1BF193815A",15,2
"599","3D9.1BF1943A21",9,1
"600","3D9.1BF1957BBD",9,1
"601","3D9.1BF19594C6",9,1
"602","3D9.1BF1989388",9,1
"603","3D9.1BF19E70E6",9,1
"604","3D9.1BF19E834D",9,1
"605","3D9.1BF19E8ABB",9,1
"606","3D9.1BF19E909E",9,1
"607","3D9.1BF19E9F17",9,1
"608","3D9.1BF19EA50B",9,1
"609","3D9.1BF19EAD30",9,1
"610","3D9.1BF19EB457",9,1
"611","3D9.1BF19FA3B1",9,1
"612","3D9.1BF1A015F3",15,2
"613","3D9.1BF1A01FB8",15,2
"614","3D9.1BF1A02167",14,2
"615","3D9.1BF1A0273C",15,2
"616","3D9.1BF1A027D9",15,2
"617","3D9.1BF1A028AE",15,2
"618","3D9.1BF1A034F6",15,2
"619","3D9.1BF1A03BE8",15,2
"620","3D9.1BF1A0404B",14,1
"621","3D9.1BF1A0477B",15,2
"622","3D9.1BF1A04B50",15,2
"623","3D9.1BF1A0577D",15,2
"624","3D9.1BF1A05DAD",15,2
"625","3D9.1BF1A05DD9",15,2
"626","3D9.1BF1A063DC",15,2
"627","3D9.1BF1A06EF8",15,2
"628","3D9.1BF1A076AB",15,2
"629","3D9.1BF1A07B98",15,2
"630","3D9.1BF1A08401",15,2
"631","3D9.1BF1A0845E",15,2
"632","3D9.1BF1A08732",15,2
"633","3D9.1BF1A08E14",14,2
"634","3D9.1BF1A0C105",15,2
"635","3D9.1BF1A1E757",14,2
"636","3D9.1BF1A21585",9,1
"637","3D9.1BF1A22BBA",9,1
"638","3D9.1BF1A22EFA",9,1
"639","3D9.1BF1A28081",9,1
"640","3D9.1BF1A2810B",9,1
"641","3D9.1BF1A291AF",9,1
"642","3D9.1BF1A2A8EF",15,1
"643","3D9.1BF1A2AB46",14,1
"644","3D9.1BF1A2B736",9,1
"645","3D9.1BF1A2C34D",9,1
"646","3D9.1BF1A2D61E",9,1
"647","3D9.1BF1A2DD30",14,1
"648","3D9.1BF1A3361E",9,1
"649","3D9.1BF1A34696",14,1
"650","3D9.1BF1A34ECF",9,1
"651","3D9.1BF1A50870",15,2
"652","3D9.1BF1A515CE",15,2
"653","3D9.1BF1A518A5",15,2
"654","3D9.1BF1A519D9",15,2
"655","3D9.1BF1A521EC",15,2
"656","3D9.1BF1A6502A",14,1
"657","3D9.1BF1A65398",9,1
"658","3D9.1BF1A6B369",15,1
"659","3D9.1BF1A6C2BF",9,1
"660","3D9.1BF1A6CFA7",15,1
"661","3D9.1BF1A6E8FF",9,1
"662","3D9.1BF1A7D081",9,1
"663","3D9.1BF1A7DDA0",9,1
"664","3D9.1BF1A93586",9,1
"665","3D9.1BF1A9872F",14,1
"666","3D9.1BF1A98A6F",14,1
"667","3D9.1BF1A98F6E",14,1
"668","3D9.1BF1A99DDA",14,1
"669","3D9.1BF1AE49CB",15,2
"670","3D9.1BF1AE517D",15,2
"671","3D9.1BF1AF85F8",15,2
"672","3D9.1BF1B08040",9,1
"673","3D9.1BF1B084BE",9,1
"674","3D9.1BF1B084BE_repeat",9,1
"675","3D9.1BF1B09551",9,1
"676","3D9.1BF1B0B719",9,1
"677","3D9.1BF1B0D192",9,1
"678","3D9.1BF1B0DD76",9,1
"679","3D9.1BF1B105B2",9,1
"680","3D9.1BF1B105B2_repeat",9,1
"681","3D9.1BF1B10A33",9,1
"682","3D9.1BF1B114FF",9,1
"683","3D9.1BF1B12D5F",9,1
"684","3D9.1BF1B13613",9,1
"685","3D9.1BF1B17AF1",9,1
"686","3D9.1BF1B1F527",9,1
"687","3D9.1BF1B1F54D",9,1
"688","3D9.1BF1B26FF3",9,1
"689","3D9.1BF1B387D6",9,1
"690","3D9.1BF1B39239",9,1
"691","3D9.1BF1B566D2",9,1
"692","3D9.1BF1B56AE5",9,1
"693","3D9.1BF1B56DF4",9,1
"694","3D9.1BF1B782E5",17,1
"695","3D9.1BF1B8E7EA",9,1
"696","3D9.1BF1B9CC0F",9,1
"697","3D9.1BF1B9CEF4",9,1
"698","3D9.1BF1BA4EA4",9,1
"699","3D9.1BF1BA8130",9,1
"700","3D9.1BF1BA84E0",9,1
"701","3D9.1BF1BA8AFE",9,1
"702","3D9.1BF1BA98FE",9,1
"703","3D9.1BF1BAA6B1",9,1
"704","3D9.1BF1BABCAA",9,1
"705","3D9.1BF1BAD6F3",9,1
"706","3D9.1BF1BAD81A",9,1
"707","3D9.1BF1C10719",14,2
"708","3D9.1BF1C11D20",14,2
"709","3D9.1BF1C12576",14,2
"710","3D9.1BF1C12A3B",14,2
"711","3D9.1BF1C13712",14,2
"712","3D9.1BF1C62A98",15,1
"713","3D9.1BF1CBD73F",15,1
"714","3D9.1BF1CD438D",15,2
"715","3D9.1BF1CD5051",15,2
"716","3D9.1BF1CD6DEF",15,2
"717","3D9.1BF1CE00DF",9,1
"718","3D9.1BF1CE1415",9,1
"719","3D9.1BF1CE14A9",9,1
"720","3D9.1BF1CE179B",15,1
"721","3D9.1BF1CE18EE",9,1
"722","3D9.1BF1CEB3DB",15,1
"723","3D9.1BF1CED5F5",14,1
"724","3D9.1BF1CEF4A4",9,1
"725","3D9.1BF1CEFBEF",9,1
"726","3D9.1BF1CEFC4F",9,1
"727","3D9.1BF1CEFEFA",9,1
"728","3D9.1BF1CEFEFA_repeat",9,1
"729","3D9.1BF1CF00FD",9,1
"730","3D9.1BF1CF02D3",9,1
"731","3D9.1BF1CF03E7",9,1
"732","3D9.1BF1CF049C",9,1
"733","3D9.1BF1CF04A0",9,1
"734","3D9.1BF1CF08C7",9,1
"735","3D9.1BF1CF0EDC",9,1
"736","3D9.1BF1CF1460",9,1
"737","3D9.1BF1CF1477",9,1
"738","3D9.1BF1CF17A9",9,1
"739","3D9.1BF1CF1870",9,1
"740","3D9.1BF1CF1B37",9,1
"741","3D9.1BF1CF1BEC",9,1
"742","3D9.1BF1CF1E3A",9,1
"743","3D9.1BF1CF24C6",9,1
"744","3D9.1BF1CF2505",9,1
"745","3D9.1BF1CF25BD",9,1
"746","3D9.1BF1CF25EF",9,1
"747","3D9.1BF1CF284A",9,1
"748","3D9.1BF1CF299A",9,1
"749","3D9.1BF1CF2D15",9,1
