"","BON_mean","BON_sd","MCN_mean","MCN_sd","PRA_mean","PRA_sd","RIS_mean","RIS_sd","RRE_mean","RRE_sd","WEL_quick_mean","WEL_quick_sd","WEL_slow_mean","WEL_slow_sd","ICH_mean","ICH_sd","LGR_quick_mean","LGR_quick_sd","LGR_slow_mean","LGR_slow_sd"
"1",12.6623126639212,5.94175106780832,12.2384464914431,5.95476260819997,11.4001736485206,5.95476260819997,11.0161635207362,5.95579412935398,11.0040345984393,5.95537400767385,10.7896220641749,5.8490112409189,10.7353124307033,5.46786233411773,12.273223422098,5.95186498464129,11.4019058080698,5.8377324776011,11.3322536189198,5.64347907918713
