"","MOUTH","BON","MCN","PRA","RIS","RRE","WEL_quick","ICH","LGR_quick","WEL_slow","LGR_slow"
"47",0,88.4335,126.7924,82.7468,25.725,11.8865,8.2346052631579,21.159375,14.752225,0.762614457831325,0.0101846153846154
"48",0,87.8624285714286,124.73,82.256,29.457,13.10625,7.98471052631579,20.61975,14.481825,0.762614457831325,0.0101846153846154
"49",0,87.8737142857143,121.2574,79.0152,29.4903333333333,13.173,7.75136842105263,19.475125,14.229125,0.762614457831325,0.0066
"50",0,87.9820714285714,117.1666,75.4726,29.0903333333333,12.3645,7.52844736842105,19.376125,13.76255,0.748301204819277,0
"51",0,88.0957857142857,119.0084,76.4126,26.5376666666667,11.15725,7.32460526315789,19.262,13.320475,0.746638554216867,0
"52",0,87.8291428571429,115.441,72.971,23.035,10.85525,7.22186842105263,20.244875,12.921825,0.737602409638554,0
"53",0,87.1312142857143,112.2484,76.4434,23.3723333333333,10.7865,6.97813157894737,21.101125,12.405475,0.728819277108434,0
"54",0,86.8595,113.3592,78.7308,25.643,10.30425,6.74173684210526,20.933375,12.026525,0.728819277108434,0
"55",0,86.3291428571429,120.4284,84.9784,27.729,11.22625,6.48823684210526,20.676,11.54485,0.728819277108434,0
"56",0,86.3770714285714,120.4766,83.1034,27.5333333333333,11.17,6.24107894736842,22.013,11.015575,0.728819277108434,0
"57",0,85.6282142857143,125.454,86.6468,27.228,10.78125,6.00665789473684,21.751,10.4213,0.728819277108434,0
"58",0,84.9981428571429,128.1074,84.3168,27.1433333333333,11.16575,5.76915789473684,21.05575,9.989525,0.728819277108434,0
"59",0,85.2213571428571,128.5884,77.0594,24.535,11.401,5.52913157894737,21.11,9.496825,0.728819277108434,0
"60",0,85.749,119.1992,69.5168,24.6903333333333,11.56975,5.26597368421053,21.3985,9.01495,0.728819277108434,0
"61",0,85.0397857142857,112.841,68.5902,25.7973333333333,11.42925,5.06126315789474,21.136,8.600875,0.728819277108434,0
"62",0,84.3707142857143,103.6018,65.9176,26.65,11.902,4.85984210526316,20.7095,8.239425,0.728819277108434,0
"63",0,83.2840714285714,101.7976,62.3952,25.235,11.197,4.64502631578947,20.766375,7.81035,0.728819277108434,0
"64",0,82.2597142857143,98.2734,67.7034,21.874,10.4335,4.42418421052632,19.757,7.273475,0.728819277108434,0
"65",0,81.8891428571429,102.3484,69.5026,21.4863333333333,10.05525,4.20171052631579,20.2695,6.7715,0.808542168674699,0
"66",0,82.5924285714286,100.1476,67.8534,20.053,10.00525,4.00257894736842,19.81475,6.3589,0.808542168674699,0
"67",0,82.8760714285714,101.2318,68.2652,22.5153333333333,10.2655,3.80157894736842,19.24025,5.924625,0.808542168674699,0
"68",0,82.4659285714286,96.3884,66.891,20.439,10.501,3.58194736842105,17.719375,5.54055,0.808542168674699,0
"69",0,82.0147142857143,96.1642,52.7378,13.7346666666667,10.84475,3.37031578947368,16.22925,5.178975,0.808542168674699,0
"70",0,81.3575714285714,91.3584,39.6512,5.17633333333333,10.3385,3.16339473684211,15.333875,4.890125,0.808542168674699,0
"71",0,81.4840714285714,89.32,26.4294,0,9.58225,2.95231578947368,14.165625,4.602525,0.808542168674699,0
"72",0,82.0596428571429,83.0034,11.6518,0,8.681,2.76405263157895,13.95525,4.3142,0.808542168674699,0
"73",0,81.5700714285714,81.5668,0.9326,0,8.2385,2.59015789473684,12.881875,4.033475,0.808542168674699,0
"74",0,80.2453571428571,83.1368,0.9442,0,6.072,2.38742105263158,12.3215,3.7843,0.808542168674699,0
"75",0,79.9328571428571,87.636,0.9866,0,4.0335,2.17273684210526,12.121,3.45065,0.808542168674699,0
"76",0,79.6537142857143,93.0626,1.0058,0,2.2315,1.96023684210526,11.060625,3.17295,0.808542168674699,0
"77",0,79.5162142857143,94.5568,1.0242,0,0.072,1.74565789473684,11.372625,2.977325,0.808542168674699,0
"78",0,79.8462857142857,90.2644,1.0476,0,0,1.53402631578947,11.197125,2.743475,0.808542168674699,0
"79",0,79.7462857142857,87.2986,1.0868,0,0,1.33907894736842,11.7185,2.547525,0.809192771084337,0
"80",0,73.7364285714286,86.1244,1.0726,0,0,1.16505263157895,10.97625,2.30845,0.81044578313253,0
"81",0,67.8315714285714,84.927,1.0476,0,0.001,0.955289473684211,10.80025,2.106375,0.81044578313253,0
"82",0,62.1767857142857,83.7194,1.0408,0,0.001,0.754736842105263,11.203875,1.936375,0.81044578313253,0
"83",0,56.806,83.1302,1.0616,0,0.001,0.549578947368421,10.824125,1.7346,0.81044578313253,0
"84",0,51.5821428571429,83.6002,1.7758,0,0.001,0.334763157894737,11.962125,1.5246,0.957228915662651,0
"85",0,45.7297857142857,80.041,1.7376,0,0.04075,0.125657894736842,11.2215,1.3146,0.731277108433735,0
"86",0,39.4812857142857,76.0576,1.7134,0,0.04075,0.112394736842105,10.031375,1.1046,0.500301204819277,0
"87",0,33.7896428571429,80.3442,1.7034,0,0.04075,0.112394736842105,8.295375,0.751475,0.663409638554217,0
"88",0,28.4932142857143,78.915,1.6542,0,0.04075,0.112394736842105,7.032875,0.394175,0.798650602409638,0
"89",0,23.2818571428571,61.5742,2.1034,0,0.14475,0.107894736842105,5.49375,0.105625,1.19524096385542,0
"90",0,17.9916428571429,45.6584,2.1284,0,0.83125,0.0117368421052632,4.216125,0,1.62461445783133,0
"91",0,12.8678571428571,31.6584,2.201,0,0.83125,0,3.122375,0,2.02757831325301,0
"92",0,7.31928571428571,12.5118,2.216,0,0.83125,0,1.31925,0,2.82406024096386,0
"93",0,1.75114285714286,0.6376,2.2002,0,0.6865,0,0.059875,0,3.35684337349398,0
"94",0,1.4985,0,0.9984,0,0,0,0,0,3.86281927710843,0
"95",0,1.49385714285714,8e-04,0.99,0,0.002,0.0605263157894737,0,0,4.12240963855422,0
"96",0,1.48585714285714,8e-04,0.9592,0,0.002,0.0605263157894737,0,0,4.51689156626506,0
"97",0,1.47957142857143,8e-04,0.936,0,0.002,0.0605263157894737,0,0,5.07296385542169,0
"98",0,1.47185714285714,8e-04,0.8684,0,0.002,0.0605263157894737,0,0,5.47933734939759,0
"99",0,1.46021428571429,8e-04,0.8102,0,0,0.0605263157894737,0,0,5.77607228915663,0
"100",0,1.48614285714286,0,0.7318,0,0,0.0605263157894737,0,0.0022,6.09896385542169,0
"101",0,1.484,0,0.6542,0,0,0.138815789473684,0,0.0022,6.51969879518072,0
"102",0,1.47507142857143,0,0.6142,0,0,0.138815789473684,0,0.0022,6.65634939759036,0
"103",0,1.46828571428571,0,0.6518,0,0,0.138815789473684,0,0.0022,6.77683132530121,0
"104",0,1.45907142857143,0,0.735,0,0,0.138815789473684,0,0.0022,6.93204819277108,0
"105",0,1.44807142857143,0,0.821,0,0,0.138815789473684,0,0.0022,7.09766265060241,0
"106",0,1.37064285714286,0,0.791,0,0,0.156578947368421,0,0.0022,7.21814457831325,0
"107",0,1.36621428571429,0,0.7684,0,0,0.156578947368421,0,0.0022,7.4373734939759,0.307246153846154
"108",0,1.36142857142857,0,0.8016,0,0,0.156578947368421,0,0.0022,7.61538554216868,0.675769230769231
"109",0,1.35542857142857,0,0.7598,0,0,0.156578947368421,0,0.0022,7.80866265060241,1.24526153846154
"110",0,1.35628571428571,0,0.7556,0,0,0.156578947368421,0,0.0022,7.92914457831325,1.77013846153846
"111",0,1.35864285714286,0,0.8448,0,0,0.156578947368421,0,0.0022,8.16438554216868,2.60629230769231
"112",0,1.36014285714286,0,0.8998,0,0,0.156578947368421,0,0.0022,8.47703614457831,3.26141538461538
"113",0,1.36492857142857,0,0.9482,0,0,0.156578947368421,0,0.0022,8.59128915662651,3.92738461538462
"114",0,1.35478571428571,0,0.9668,0,0,0.303394736842105,0,0.0022,8.92075903614458,4.64687692307692
"115",0,1.34585714285714,0,0.9626,0,0,0.303394736842105,0,0.0022,9.21684337349398,5.27918461538462
"116",0,1.33964285714286,0,0.9776,0,0,0.307552631578947,0,0.0022,9.33336144578313,5.97873846153846
"117",0,1.33392857142857,0,1.016,0,0,0.307552631578947,0,0.0022,9.4770843373494,6.63643076923077
"118",0,1.32171428571429,0,1.6494,0,0,0.476526315789474,0,0.0022,9.60514457831325,7.34912307692308
"119",0,1.30564285714286,0,1.6168,0,0,0.476526315789474,0,0.0022,9.7256265060241,8.22893846153846
"120",0,1.29585714285714,0,1.6284,0,0,0.476526315789474,0,0.0022,9.96493975903615,9.23316923076923
"121",0,1.28835714285714,0,1.64,0,0,0.476526315789474,0,0.0022,10.1054578313253,10.2547692307692
"122",0,1.2815,0,1.6366,0,0,0.476526315789474,0,0.0022,10.3509397590361,11.1854769230769
"123",0,1.27292857142857,0,0.9766,0,0,0.476526315789474,0,0.0022,10.6480843373494,12.0092
"124",0,1.26578571428571,0,1.0392,0,0,0.476526315789474,0,0.0022,11.4800120481928,12.7682461538462
"125",0,1.25864285714286,0,1.0534,0,0,0.477947368421053,0,0.0022,11.9144457831325,13.2679846153846
"126",0,1.24285714285714,0,1.0352,0,0,0.477947368421053,0,0.0022,12.095265060241,13.7288153846154
"127",0,1.24078571428571,0,0.9778,0,0,0.480578947368421,0,0.0022,12.2371807228916,14.2281692307692
"128",0,1.24228571428571,0,0.932,0,0,0.480578947368421,0,0.0022,12.3825662650602,14.9287538461538
"129",0,1.23814285714286,0,0.8994,0,0,0.544394736842105,0,0.0022,12.5352771084337,15.6872769230769
"130",0,1.23485714285714,0,0.876,0,0,0.6115,0,0.0022,12.7416506024096,16.4454769230769
"131",0,1.22628571428571,0,0.9068,0,0,0.619289473684211,0,0.0022,13.025734939759,17.0519538461538
"132",0,1.22721428571429,0,0.96,0,0,0.619289473684211,0,0.0022,13.9179036144578,17.6556769230769
"133",0,1.23285714285714,0,0.9966,0,0,0.558763157894737,0,0.0022,15.0204096385542,18.2978
"134",0,1.23078571428571,0,1.0392,0,0,0.822263157894737,0,0.0022,16.4599156626506,19.1488307692308
"135",0,1.22514285714286,0,1.0392,0,0,0.986631578947368,0,0.0022,17.8454578313253,20.1687076923077
"136",0,1.2165,0,0.9892,0,0,0.986631578947368,0,0.0022,19.1243253012048,21.0529384615385
"137",0,1.21557142857143,0,0.9376,0,0,0.986631578947368,0,0.0022,19.466843373494,21.8206307692308
"138",0,1.21321428571429,0,0.87,0,0,0.986631578947368,0,0.0022,20.0186024096386,22.5521384615385
"139",0,1.25478571428571,0,0.805,0,0,0.908342105263158,0,0.0022,20.7586144578313,23.1082307692308
"140",0,1.25421428571429,0,0.816,0,0,0.908342105263158,0,0,21.6076144578313,23.6992615384615
"141",0,1.23785714285714,0,0.8494,0,0,1.25307894736842,0,0.005825,22.4110843373494,24.3079846153846
"142",0,1.22657142857143,0,0.8544,0,0,1.27336842105263,0,0.01655,23.1325662650602,24.9308
"143",0,1.22064285714286,0,0.912,0,0,1.27336842105263,0,0.01655,23.925734939759,25.4237538461538
"144",0,1.2105,0,0.9544,0,0,1.25560526315789,0,0.01655,24.8102771084337,25.8126615384615
"145",0,1.20514285714286,0,0.9634,0,0,1.25560526315789,0,0.01655,25.4103734939759,26.1252923076923
"146",0,1.19735714285714,0,0.9466,0,0,1.25560526315789,0,0.01655,26.027843373494,26.4375384615385
"147",0,1.19407142857143,0,0.9866,0,0,1.25560526315789,0,0.01655,26.7363253012048,26.7506769230769
"148",0,1.15621428571429,0,1.0224,0,0,1.25560526315789,0,0.01655,27.6225662650602,27.1338153846154
"149",0,1.15535714285714,0,0.954,0,0,1.25560526315789,0,0.01655,28.5966144578313,27.7402307692308
"150",0,1.15178571428571,0,0.8774,0,0,1.25560526315789,0,0.01655,29.3902409638554,28.5562307692308
"151",0,1.13957142857143,0,0.81,0,0,1.25560526315789,0,0.01655,30.2817108433735,29.5661692307692
"152",0,1.12764285714286,0,0.755,0,0,1.10878947368421,0,0.01655,31.1816626506024,30.8004615384615
"153",0,1.07092857142857,0,0.6616,0,0,1.10878947368421,0,0.01655,32.242156626506,32.1862307692308
"154",0,1.08164285714286,0,0.7058,0,0,1.10463157894737,0,0.01655,33.0831204819277,33.7812615384615
"155",0,1.07771428571429,0,0.76,0,0,1.13589473684211,0,0.01655,33.5366385542169,35.4847846153846
"156",0,1.07828571428571,0,0.73,0,0,0.970552631578947,0,0.01655,34.1398554216867,36.9531230769231
"157",0,1.07914285714286,0,0.6592,0,0,0.99028947368421,0,0.01655,34.7773012048193,38.4087076923077
"158",0,1.08007142857143,0,0.5842,0,0,1.00947368421053,0,0.01655,35.2256506024096,39.7839692307692
"159",0,1.07942857142857,0,0.5018,0,0,1.00947368421053,0,0.01655,36.3051686746988,40.9709538461538
"160",0,1.07828571428571,0,0.4734,0,0,1.00947368421053,0,0.01655,36.5744939759036,42.0656615384615
"161",0,1.07442857142857,0,0.4534,0,0,1.00947368421053,0,0.01655,37.0257951807229,42.9877076923077
"162",0,1.10092857142857,0,0.5184,0,0,1.00947368421053,0,0.01655,37.2995903614458,43.8399538461538
"163",0,1.092,0,0.5518,0,0,1.00805263157895,0,0.01655,37.4428674698795,44.5285384615385
"164",0,1.0965,0,0.4534,0,0,1.00805263157895,0,0.01655,37.6354337349398,45.1663230769231
"165",0,1.10428571428571,0,0.2976,0,0,1.00542105263158,0,0.01655,37.8599277108434,45.4888923076923
"166",0,1.107,0,0.2192,0,0,1.00542105263158,0,0.01655,37.9906024096386,45.8269692307692
"167",0,1.11057142857143,0,0.1642,0,0,0.941605263157895,0,0.01655,38.0166144578313,46.1383230769231
"168",0,1.09864285714286,0,0.0792,0,0,0.8745,0,0.01655,38.138843373494,46.5029384615385
"169",0,1.10164285714286,0,0.0742,0,0,0.866710526315789,0,0.01655,38.2261445783133,47.0532615384615
"170",0,1.10192857142857,0,0.0742,0,0,0.866710526315789,0,0.01655,38.0389879518072,47.8813384615385
"171",0,1.06114285714286,0,0.1668,0,0,0.866710526315789,0,0.01655,37.941,48.6780153846154
"172",0,1.01828571428571,0,0.0926,0,0,0.603210526315789,0,0.01655,37.6523975903614,49.1041230769231
"173",0,0.976071428571429,0,0.0926,0,0,0.438842105263158,0,0.01655,37.3435060240964,49.4647076923077
"174",0,0.935285714285714,0,0.0926,0,0,0.438842105263158,0,0.01655,37.0610240963855,49.6991230769231
"175",0,0.8945,0,0.0926,0,0,0.438842105263158,0,0.01655,36.3783012048193,50.0759846153846
"176",0,0.857642857142857,0,0,0,0,0.438842105263158,0,0.01655,35.9520963855422,50.3095230769231
"177",0,0.819214285714286,0,0,0,0,0.438842105263158,0,0.01655,35.5666024096386,50.4828307692308
"178",0,0.774571428571429,0,0,0,1.5145,0.438842105263158,0,0.01655,35.4274939759036,50.2515384615385
"179",0,0.729,0,0,0,2.17275,0.0941052631578947,0,0.01655,35.1534939759036,50.1767846153846
"180",0,0.6885,0,0,0,2.17275,0.0738157894736842,0,0.01655,34.6997831325301,50.1098615384615
"181",0,0.647714285714286,0,0,0,2.17275,0.0738157894736842,0,0.010725,34.3961204819277,49.8190307692308
"182",0,0.605142857142857,0,0,0,0.65825,0.0738157894736842,0,0,34.3672530120482,49.4726923076923
"183",0,0.562285714285714,0,0,0,0,0.0738157894736842,0,0,34.1338192771084,49.0708307692308
"184",0,0.524785714285714,0,0,0,0,0.0738157894736842,0,0,33.8129879518072,48.5031384615385
"185",0,0.523928571428571,0,0,0,0,0.0738157894736842,0,0,33.7911445783133,47.8116615384615
"186",0,0.526857142857143,0,0,0,0,0.0738157894736842,0,0,33.7961686746988,47.1012769230769
"187",0,0.527714285714286,0,0,0,0,0.0738157894736842,0,0,33.7429156626506,46.4791538461538
"188",0,0.528285714285714,0,0,0,0,0.0738157894736842,0,0,33.6728795180723,45.9356307692308
"189",0,0.528,0,0,0,0,0.0738157894736842,0,0,33.6543012048193,45.4572307692308
"190",0,0.535714285714286,0,0,0,0,0.599921052631579,0,0,33.525734939759,45.2340923076923
"191",0,0.536,0,0,0,0,1.10442105263158,0,0,33.4564096385542,45.0523692307692
"192",0,0.5345,0,0,0,0,1.36165789473684,0,0,33.3755301204819,44.8294307692308
"193",0,0.5345,0,0,0,0.5095,1.44957894736842,0,0,33.3435542168675,44.4068615384615
"194",0,0.5345,0,0,0,0.5095,1.44594736842105,0,0,33.1508915662651,43.9253230769231
"195",0,0.538071428571429,0,0,0,0.5095,1.42621052631579,0,0,32.9874939759036,43.4464153846154
"196",0,0.538071428571429,0,0,0,0.5095,1.40702631578947,0,0,32.9686746987952,43.1180153846154
"197",0,0.537785714285714,0,0,0,0,1.40702631578947,0,0,32.7126987951807,42.7905076923077
"198",0,0.534785714285714,0,0,0,0,1.40702631578947,0,0,32.5178674698795,42.4282615384615
"199",0,0.533285714285714,0,0,0,0,1.40702631578947,0,0,32.4872409638554,41.8520461538462
"200",0,0.532428571428571,0,0,0,0,1.40702631578947,0,0,32.4349879518072,41.1105076923077
"201",0,0.531857142857143,0,0,0,0,1.40702631578947,0,0,32.4299759036145,40.5057692307692
"202",0,0.533357142857143,0,0,0,0,1.40702631578947,0,0,32.3876626506024,40.0153230769231
"203",0,0.534857142857143,0,0,0,0,1.40702631578947,0,0,32.2315301204819,39.5577846153846
"204",0,0.529214285714286,0,0,0,0,1.40702631578947,0,0,32.1688192771084,39.2798307692308
"205",0,0.528642857142857,0,0,0,0,1.40702631578947,0,0,32.0245421686747,38.9644461538462
"206",0,0.530142857142857,0,0,0,0,1.40702631578947,0,0,31.8184578313253,38.6351538461538
"207",0,0.526571428571429,0,0,0,0,1.40702631578947,0,0,31.0793975903614,38.2908615384615
"208",0,0.526571428571429,0,0,0,0,1.40702631578947,0,0,30.7273975903614,38.0775230769231
"209",0,0.523,0,0,0,0,1.40702631578947,0,0,30.6322168674699,37.9647692307692
"210",0,0.528928571428571,0,0,0,0,1.40702631578947,0,0,30.5686626506024,37.9319538461538
"211",0,0.533357142857143,0,0,0,0,1.40702631578947,0,0,30.5044578313253,37.9006769230769
"212",0,0.532785714285714,0,0,0,0,1.40702631578947,0,0,30.4526506024096,37.8658153846154
"213",0,1.43607142857143,0,0,0,0,1.40702631578947,0,0,30.3305662650602,37.7609538461538
"214",0,4.02478571428571,0,0,0,0,1.40702631578947,0,0,30.1298192771084,37.4302461538462
"215",0,5.68907142857143,0,0,0,0,1.40702631578947,0,0,29.3247951807229,36.8899538461538
"216",0,5.73757142857143,0,0,0,0,1.53607894736842,0,0,28.2992530120482,36.1476461538462
"217",0,5.73607142857143,0,0,0,0,1.53607894736842,0,0,26.9388192771084,35.1663692307692
"218",0,6.45242857142857,0,0,0,0,1.53607894736842,0,0,25.6210481927711,34.0331692307692
"219",0,7.3715,0,0,0,0,1.53607894736842,0,0,24.4297831325301,32.6916615384615
"220",0,7.64442857142857,0,0,0,0,1.53607894736842,0,0,24.1824939759036,31.2419230769231
"221",0,10.7762142857143,0,0,0,0,1.55713157894737,0,0,23.7327951807229,30.0269846153846
"222",0,11.4342142857143,0,0,0,0,1.58531578947368,0,0,23.0949879518072,28.8320461538462
"223",0,11.4354285714286,0,0,0,0,1.59189473684211,0,0,22.3312771084337,27.7342153846154
"224",0,11.431,0,0,0,0,1.59189473684211,0,0,21.615156626506,26.8243538461538
"225",0,11.4319285714286,0,0,0,0,1.59189473684211,0,0,20.8977469879518,26.0056153846154
"226",0,11.4352142857143,0,0,0,0,1.59189473684211,0,0,20.104578313253,25.3383846153846
"227",0,10.5342857142857,0,1.4376,0,0,1.59189473684211,0,0,19.2200361445783,24.6887692307692
"228",0,7.94642857142857,0,2.851,0,0,1.06578947368421,0,0,18.6199397590361,24.1982615384615
"229",0,6.28685714285714,0,2.851,0,0,0.561289473684211,0,0,18.0024698795181,23.8058
"230",0,6.24042857142857,0.9692,2.851,0,0,0.304052631578947,0,0,17.2939879518072,23.7375846153846
"231",0,6.24457142857143,0.9692,2.851,0,0,0.184868421052632,0,0,16.3280240963855,23.6578461538462
"232",0,5.52878571428571,0.9692,1.4134,0,0,0.184868421052632,0,0,15.3539759036145,23.6246923076923
"233",0,4.61207142857143,0.9692,0,0,0,0.184868421052632,0,0,14.5603493975904,23.5061692307692
"234",0,4.34035714285714,0.9692,0,0,0,0.184868421052632,0,0,13.6688795180723,23.2146923076923
"235",0,1.21514285714286,0,0,0,0,0.184868421052632,0,0,12.7689277108434,22.6656615384615
"236",0,0.560714285714286,0,0,0,0,0.184868421052632,0,0,11.7084337349398,22.1480307692308
"237",0,0.561857142857143,0,0,0,0,0.184868421052632,0,0,10.8674698795181,21.6935230769231
"238",0,0.561571428571429,0,0,0,0,0.184868421052632,0,0,10.4139518072289,21.1818461538462
"239",0,0.561,0,0,0,0,0.184868421052632,0,0,9.81073493975904,20.6066615384615
"240",0,0.561571428571429,0,0,0,0,0.184868421052632,0,0,9.17328915662651,19.9177384615385
"241",0,0.565785714285714,0,0,0,0,0.184868421052632,0,0,8.72493975903615,19.0890769230769
"242",0,0.5685,0,0,0,0,0.184868421052632,0,0,7.64542168674699,18.5300769230769
"243",0,0.568214285714286,0,0,0,0,0.184868421052632,0,0,7.37609638554217,18.3295692307692
"244",0,0.568214285714286,0,0,0,0,0.184868421052632,0,0,6.92479518072289,17.9134923076923
"245",0,0.570357142857143,0,0,0,0,0.184868421052632,0,0,6.65034939759036,17.5779230769231
"246",0,0.570642857142857,0,0,0,0,0.184868421052632,0,0,6.50581927710843,17.4373384615385
