"","BON","MCN","PRA","RIS","RRE","WEL_quick","ICH","LGR_quick","WEL_slow","LGR_slow"
"1",15.2327759753996,14.6397514335188,13.8014785905963,13.408497436848,13.3974525249295,15.0817629593283,14.7002660435384,15.9166379333852,6.71105661949353,10.1660533659457
"2",15.273233192399,14.6485115863421,13.8102387434196,13.4047218590087,13.4032829823887,15.1886123102326,14.7178198923086,16.0256540363833,6.58196698373025,9.97208171777192
"3",15.3225147598243,14.6613730341456,13.8231001912231,13.4149822203789,13.4160979869862,15.2969590152296,14.7480163533931,16.1360709431757,6.45444698139791,9.77771788564917
"4",15.380987146215,14.68170192039,13.8434290774676,13.4396959617481,13.4378950981699,15.4081610179021,14.7922837385816,16.2489107628741,6.32858636596261,9.58353661173845
"5",15.4495983000224,14.7120534251258,13.8737805822033,13.4624208678353,13.4585527743572,15.5220325432973,14.8425699701819,16.3648732581697,6.2046546410169,9.39004371430794
"6",15.529517054631,14.754211546039,13.9159387031165,13.4784149149667,13.4878300144382,15.6375370976284,14.8969936940955,16.4818277574257,6.08259051120474,9.19823459494973
"7",15.6263350375242,14.810211117519,13.9719382745965,13.5106249236482,13.5354079320098,15.7541163076947,14.9545735848496,16.5987633653803,5.96217411089621,9.0088745076624
"8",15.7386384400595,14.8770341444272,14.0387613015048,13.5697130735345,13.602145591203,15.871897658975,15.0182677165055,16.7165186431823,5.84330021056164,8.82216777847729
"9",15.8623784001259,14.9545156744101,14.1162428314876,13.6538779569629,13.6820603782165,15.9901821889456,15.0946650563117,16.8349368532297,5.72613252982805,8.6396037725585
"10",15.9931764539635,15.0273174944078,14.1890446514853,13.7373887333377,13.7616305859626,16.1091446529799,15.1756453262264,16.9544165372404,5.6109480085844,8.46258540146333
"11",16.1295586070059,15.0937752151254,14.2555023722029,13.8122551289186,13.8292124498992,16.2295472348865,15.2650349493992,17.0739926199944,5.49783704216058,8.2896936165157
"12",16.2679821481168,15.1655120287583,14.3272391858358,13.8724688851295,13.8898630540178,16.3512117514926,15.3673331710042,17.1930488655198,5.3870337223367,8.12015877203798
"13",16.4101109709611,15.244973994797,14.4067011518745,13.9309481913647,13.9627429466168,16.4741459079027,15.4933693466713,17.3118763101217,5.27886881757003,7.95324026719433
"14",16.5539638163799,15.3430775545248,14.5048047116024,14.0055385475432,14.0451332787001,16.5953301318666,15.6396673465578,17.4298320328385,5.1736253127929,7.78894713621656
"15",16.699257888275,15.4706264553664,14.632353612444,14.1001495673198,14.156330661109,16.7148137610647,15.8020702868094,17.5447018619402,5.07158291761305,7.62767607186691
"16",16.8487098221565,15.6371967526926,14.7989239097701,14.2277590279177,14.3002765002005,16.8328756309061,15.9777206000464,17.6551615078117,4.9731461644819,7.4692421518292
"17",17.0028407199783,15.8265193388039,14.9882464958815,14.3809929294764,14.4794689589357,16.9477260904795,16.1603430859608,17.7607947015082,4.87813625094295,7.313386874158
"18",17.1616727231707,16.0295974313405,15.1913245884181,14.5846527878574,14.6896746266254,17.0567989867751,16.3445249919096,17.8628542753237,4.78625084205902,7.16018359381779
"19",17.3199866793243,16.234072256161,15.3957994132385,14.811274854675,14.9032831247197,17.1602588449062,16.5234671443248,17.9609399132065,4.69727557261258,7.01007998278107
"20",17.4738003242653,16.4343278926887,15.5960550497662,15.0317678606099,15.1106379121021,17.2608092885987,16.6897755271562,18.0552974621827,4.61116835039006,6.86388251701196
"21",17.6229303507309,16.6068230271783,15.7685501842559,15.2225515336983,15.2966904251957,17.3592270525191,16.8321885736636,18.1476553861486,4.52804760029119,6.7220941169502
"22",17.7673239919746,16.757157230952,15.9188843880295,15.3940071859511,15.4548485694037,17.4535330091106,16.9608926351753,18.2391942936369,4.44769059874482,6.58515149418625
"23",17.9052828513492,16.8909548399213,16.0526819969988,15.5466954475871,15.5991243761397,17.5452218855808,17.0904741160534,18.329563055334,4.36976170999617,6.45341413125337
"24",18.0374101272642,17.0043455104801,16.1660726675576,15.6830831459934,15.72438635442,17.6361959091735,17.2205137973391,18.4192857467379,4.29390816649172,6.32719436308016
"25",18.161260744381,17.1073986175471,16.2691257746246,15.7928127726642,15.8231599343413,17.7270020417944,17.3482840759565,18.5080421491593,4.22001465585715,6.20642587379384
"26",18.2804982306881,17.2231160299705,16.384843187048,15.8850890058679,15.9224099131566,17.8179746789078,17.4775149792642,18.5954553435333,4.14782412122454,6.09050939001164
"27",18.3955903292957,17.3493469009838,16.5110740580613,15.9777428302762,16.0372970681768,17.9075228631403,17.6158032612684,18.6794480437546,4.07706523906191,5.97869925090542
"28",18.5069816068348,17.4879415707693,16.6496687278468,16.1002974310025,16.1721144524678,17.9930096456232,17.7630476538486,18.7590823522021,4.00749213294184,5.86994363275755
"29",18.614866728561,17.6393452761393,16.8010724332168,16.2580854634996,16.3288814297815,18.0757289849158,17.9126139721893,18.8351734666014,3.93920577431957,5.76340652957617
"30",18.7207073362317,17.805014232701,16.9667413897785,16.4270510280345,16.4880932575816,18.1555815760237,18.0579461339849,18.9086707271784,3.87221780437232,5.65916557078359
"31",18.8227903081234,17.9670725003937,17.1287996574712,16.5788044161492,16.6497826665697,18.231942573617,18.1875781286655,18.9776973781494,3.80625576190249,5.55744245040795
"32",18.920793519237,18.1117057902405,17.273432947318,16.7371883831382,16.8094540674392,18.3035793232687,18.3024696300652,19.0430286543572,3.74089822452299,5.45826045262751
"33",19.0132829642282,18.2428579103926,17.4045850674701,16.8988489803765,16.9518197268068,18.3716019350835,18.4057735317747,19.1069850799057,3.6753841441368,5.36200243748545
"34",19.1043447748817,18.3592170690127,17.5209442260902,17.0453529870015,17.0832722225981,18.4377348690459,18.4978427716527,19.168226746132,3.60940843383981,5.26856946432771
"35",19.1916826954472,18.4480130910587,17.6097402481362,17.1567904908538,17.1808468029712,18.5020104542898,18.5680772348663,19.2263930602336,3.54330385618087,5.17775719094022
"36",19.2751115642149,18.5163029754509,17.6780301325284,17.2323786971809,17.2509584049009,18.565588697677,18.629313487625,19.2831999445068,3.47760680426236,5.08934462177645
"37",19.359143657728,18.5757113552808,17.7374385123583,17.2977005511687,17.3152005489523,18.6271676200554,18.6961121654082,19.3392215828955,3.41262849374625,5.00321818789648
"38",19.445759681078,18.6212239941112,17.7829511511887,17.3545907554738,17.3678865329172,18.6853772979786,18.7664347332914,19.3946160155481,3.3493912614079,4.91891406734709
"39",19.5350682742602,18.6738490747289,17.8355762318064,17.4061767974484,17.4107808789713,18.7425141146561,18.839322960689,19.4497767649845,3.2888659036093,4.83610390515913
"40",19.6284144154175,18.7415338467892,17.9032610038667,17.4454753292747,17.463141782559,18.7999870871379,18.9192464316029,19.5014879413622,3.23144951214,4.75464912333901
"41",19.7209449283245,18.8199158328194,17.9816429898969,17.4949555293108,17.5324969940739,18.8554452457943,19.0089649020335,19.5476086631934,3.1772635632703,4.67455695826576
"42",19.8135536080711,18.9055853714708,18.0673125285483,17.5740713703494,17.6204561458755,18.9077058171793,19.1072750792637,19.5904390774783,3.12645331745436,4.59602553422573
"43",19.9125987418503,19.0098838058372,18.1716109629147,17.6857438199873,17.7233382546166,18.9557315467863,19.2150985982315,19.6322727041655,3.07892831027221,4.51934451357713
