"","BON_mean","BON_sd","MCN_mean","MCN_sd","PRA_mean","PRA_sd","RIS_mean","RIS_sd","RRE_mean","RRE_sd","WEL_quick_mean","WEL_quick_sd","WEL_slow_mean","WEL_slow_sd","ICH_mean","ICH_sd","LGR_quick_mean","LGR_quick_sd","LGR_slow_mean","LGR_slow_sd"
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
